,09-Jun-2020
The Nifty witnessed an intraday movement of about 269.7 points.The closing index was 1.19 % down as compared to the previous closing index.

, Traded Value (Rs. In Crores), 63786.47
, Traded Quantity (in Lakhs), 45268.85
, Number of Trades, 20628290
, Total Market Capitalisation (Rs. Crores), 13242827.06

,INDEX,PREVIOUS CLOSE,OPEN,HIGH,LOW,CLOSE,GAIN/LOSS
,Nifty 50,     10167.45,     10181.15,     10291.15,     10021.45,     10046.65,-120.8
,NIFTY50 EQL Wgt,     10708.25,     10751.55,     10831.15,     10579.60,     10612.20,-96.05
,NIFTY100 EQL Wgt,     11739.25,     11819.35,     11873.55,     11576.25,     11627.60,-111.65
,NIFTY100 LowVol30,      8262.35,      8277.00,      8343.10,      8198.55,      8214.80,-47.55
,NIFTY Alpha 50,     12749.55,     12879.80,     12939.70,     12723.75,     12777.95,28.4
,NIFTY MIDCAP 150,      5409.85,      5452.55,      5473.20,      5364.35,      5384.15,-25.7
,NIFTY SMLCAP 50,      2110.40,      2122.20,      2126.10,      2062.20,      2074.45,-35.95
,NIFTY SMLCAP 250,      3931.30,      3966.80,      3971.80,      3870.25,      3888.85,-42.45
,NIFTY MIDSML 400,      4877.75,      4917.85,      4928.15,      4826.95,      4845.85,-31.9
,NIFTY200 QUALTY30,      9201.45,      9217.85,      9306.85,      9138.25,      9156.95,-44.5
,Nifty IT,     14894.60,     14869.40,     14983.20,     14712.30,     14737.80,-156.8
,Nifty Next 50,     25329.45,     25489.00,     25666.15,     25046.05,     25162.65,-166.8
,Nifty Bank,     21187.35,     21295.50,     21568.85,     20629.70,     20724.90,-462.45
,NIFTY MIDCAP 100,     14222.65,     14333.45,     14424.50,     14103.10,     14168.65,-54
,Nifty 500,      8323.95,      8350.30,      8422.15,      8213.60,      8238.10,-85.85
,Nifty 100,     10346.70,     10367.75,     10472.80,     10202.70,     10231.25,-115.45
,Nifty Midcap 50,      3955.60,      3984.15,      4024.30,      3917.95,      3940.60,-15
,Nifty Realty,       202.65,       203.80,       207.45,       201.85,       202.65,0
,Nifty Infra,      3002.60,      3008.85,      3020.30,      2950.95,      2959.55,-43.05
,Nifty Energy,     14140.55,     14179.00,     14239.75,     13845.00,     13894.90,-245.65
,Nifty FMCG,     29502.15,     29507.25,     30117.65,     29455.05,     29524.90,22.75
,Nifty MNC,     13036.75,     13070.85,     13107.80,     12862.95,     12898.80,-137.95
,Nifty Pharma,      9939.10,      9950.50,     10227.90,      9948.75,     10122.05,182.95
,Nifty PSE,      2571.15,      2597.45,      2600.40,      2523.50,      2535.30,-35.85
,Nifty PSU Bank,      1370.60,      1377.85,      1400.45,      1339.60,      1347.90,-22.7
,Nifty Serv Sector,     13527.05,     13556.20,     13705.55,     13286.35,     13324.10,-202.95
,India VIX,29.6475,29.6475,30.3400,27.2400,30.2050,0.5575
,Nifty Auto,      6610.55,      6648.95,      6665.75,      6525.25,      6577.70,-32.85
,Nifty Metal,      2044.85,      2060.45,      2076.55,      2013.85,      2022.50,-22.35
,Nifty Media,      1365.80,      1365.45,      1371.50,      1311.90,      1320.85,-44.95
,NIFTY SMLCAP 100,      4477.70,      4514.50,      4518.80,      4391.00,      4414.15,-63.55
,Nifty 200,      5267.90,      5281.80,      5332.85,      5197.65,      5213.20,-54.7
,Nifty Div Opps 50,      2241.95,      2249.30,      2266.75,      2225.85,      2231.25,-10.7
,Nifty Commodities,      2881.45,      2900.30,      2904.95,      2836.00,      2844.70,-36.75
,Nifty Consumption,      4753.70,      4758.65,      4817.55,      4709.15,      4721.40,-32.3
,Nifty Fin Service,     10360.20,     10404.75,     10528.45,     10126.40,     10163.35,-196.85
,Nifty50 Div Point,        11.71,        11.71,        11.71,        11.71,        11.71,0
,Nifty100 Liq 15,      2606.85,      2619.95,      2646.50,      2556.30,      2569.70,-37.15
,Nifty CPSE,      1502.35,      1515.80,      1517.45,      1482.65,      1487.10,-15.25
,Nifty GrowSect 15,      5087.65,      5100.30,      5188.55,      5040.35,      5055.80,-31.85
,Nifty50 PR 2x Lev,      3317.85,      3326.50,      3398.25,      3223.05,      3238.75,-79.1
,Nifty50 PR 1x Inv,       431.15,       430.60,       437.35,       425.95,       436.30,5.15
,Nifty50 TR 2x Lev,      4353.60,      4364.95,      4459.10,      4229.25,      4249.80,-103.8
,Nifty50 TR 1x Inv,       376.60,       376.15,       382.00,       372.05,       381.15,4.55
,Nifty50 Value 20,      5034.80,      5037.15,      5084.95,      4993.05,      5003.25,-31.55
,Nifty Mid Liq 15,      3344.20,      3366.50,      3391.65,      3291.35,      3311.50,-32.7
,Nifty Pvt Bank,     11545.60,     11613.85,     11781.05,     11261.90,     11312.90,-232.7
,NIFTY100 Qualty30,      2417.90,      2424.45,      2447.50,      2400.85,      2406.55,-11.35
,Nifty GS 8 13Yr,      2174.65,      2175.03,      2178.76,      2175.03,      2178.52,3.87
,Nifty GS 10Yr,      1989.35,      1989.67,      1994.43,      1989.67,      1994.43,5.08
,Nifty GS 10Yr Cln,       978.48,       978.48,       980.83,       978.48,       980.83,2.35
,Nifty GS 4 8Yr,      2307.50,      2307.90,      2312.30,      2307.90,      2311.23,3.73
,Nifty GS 11 15Yr,      2347.92,      2348.35,      2351.94,      2348.35,      2350.68,2.76
,Nifty GS 15YrPlus,      2558.25,      2558.71,      2563.31,      2558.71,      2562.87,4.62
,Nifty GS Compsite,      2213.78,      2214.17,      2217.63,      2214.17,      2217.27,3.49

,ADVANCES,773
,DECLINES,1135
,UNCHANGED,77

,Total securities that have hit their price bands today,523

,TOP 25 Securities Today :
,SYMBOL,SERIES,PREV. CLOSE,CLOSE PRICE,%VAR, VALUE(Rs Crs)
,HDFCBANK,EQ,      1015.90,       987.30,-2.82,3106.21
,CAMLINFINE,EQ,        42.35,                  9025176.60,209924
,CANBK,EQ,       100.55,               2210857363.25,21711040
,CANDC,BZ,         3.55,                    69654.80,20051
,CANFINHOME,EQ,       310.50,                 97389619.15,309696
,CANTABIL,EQ,       247.55,                 16161011.30,65398
,CAPACITE,EQ,       106.10,                 42409442.55,397654
,CAPLIPOINT,EQ,       327.20,                 29493821.25,88958
,CAPTRUST,EQ,        66.75,                   176759.50,2681
,CARBORUNIV,EQ,       244.35,                 74186701.85,302041
,CAREERP,EQ,       155.80,                 11578253.90,72992
,CARERATING,EQ,       417.95,                 32314892.60,77168
,CASTEXTECH,EQ,          .50,                   123131.00,246262
,CASTROLIND,EQ,       126.00,                161285810.40,1275290
,CCHHL,EQ,         3.35,                   142040.00,42400
,CCL,EQ,       227.35,                137694737.90,605726
,CDSL,EQ,       262.15,                 73748266.00,279557
,CEATLTD,EQ,       911.20,                 77916085.30,85173
,CEBBCO,EQ,        13.25,                  2422900.70,178775
,CELEBRITY,EQ,         5.75,                   386450.05,67102
,CENTENKA,EQ,       176.80,                233774404.55,1367671
,CENTEXT,EQ,         3.10,                  1522612.35,482903
,CENTRALBK,EQ,        15.95,                 29792495.35,1816284
,CENTRUM,EQ,        13.85,                  1540725.85,112365
,CENTUM,EQ,       253.90,                   694122.35,2696
,CENTURYPLY,EQ,       110.20,                 73551902.55,655447
,CENTURYTEX,EQ,       312.50,                492973554.50,1559496
,CERA,EQ,      2281.80,                  4115567.40,1806
,CEREBRAINT,EQ,        28.40,                   251330.95,8626
,CESC,EQ,       623.65,                505719884.20,792048
,CESCVENT,EQ,       191.35,                 15949150.50,80339
,CGCL,EQ,       133.95,                 13119863.15,97081
,CGPOWER,EQ,         6.50,                 23292620.35,3534868
,CHALET,EQ,       154.65,                152189544.60,945898
,CHAMBLFERT,EQ,       137.65,                149027423.80,1081777
,CHEMBOND,EQ,       138.45,                  2209897.75,15696
,CHEMFAB,EQ,       135.50,                   602042.50,4378
,CHENNPETRO,EQ,        70.65,                146685573.55,2068772
,CHOLAFIN,EQ,       150.40,               3543936328.55,23273951
,CHOLAHLDNG,EQ,       281.50,                 13361494.20,47179
,CHROMATIC,EQ,          .65,                    18771.70,29260
,CIGNITITEC,EQ,       292.70,                  2108389.55,7256
,CIMMCO,EQ,        14.80,                  1692798.65,112817
,CINELINE,EQ,        24.60,                  1662029.65,65833
,CINEVISTA,EQ,         6.50,                   106079.00,16496
,CKFSL,BZ,          .60,                   347570.70,545081
,CKPLEISURE,SM,         3.40,                   251200.00,72000
,CLEDUCATE,EQ,        42.85,                   618681.55,14440
,CLNINDIA,EQ,       355.25,                  3435584.85,9577
,CMICABLES,EQ,        26.65,                  1258074.70,46406
,CNOVAPETRO,EQ,         5.20,                     8930.75,1688
,COCHINSHIP,EQ,       265.75,                277633638.00,1028164
,COMPINFO,EQ,        14.45,                  3892005.90,260853
,COMPUSOFT,EQ,        10.30,                  2803841.30,274307
,CONFIPET,EQ,        19.10,                  3241112.10,167617
,CONSOFINVT,EQ,        25.60,                   316868.65,11221
,CONTI,SM,        11.05,                   184148.25,16665
,CONTROLPR,EQ,       199.55,                  1581186.95,7872
,CORALFINAC,EQ,        14.30,                   232234.25,16073
,CORDSCABLE,EQ,        35.10,                   381903.10,10783
,COROMANDEL,EQ,       657.75,                172709611.05,264719
,COSMOFILMS,EQ,       279.00,                 14538530.45,51936
,COUNCODOS,EQ,         1.35,                    68684.70,52267
,COX&KINGS,BZ,         1.15,                  3483040.60,3038885
,CPSEETF,EQ,        18.21,                 36582750.31,1994550
,CREATIVE,EQ,        90.65,                   989405.70,11035
,CREATIVEYE,BE,         1.40,                     7000.00,5000
,CREDITACC,EQ,       514.15,                104618664.85,203439
,CREST,EQ,        70.65,                  1411546.00,19117
,CRISIL,EQ,      1446.15,                 33078258.90,22585
,CROMPTON,EQ,       223.40,                118891372.95,528801
,CSBBANK,EQ,       131.65,                 25478316.85,188506
,CTE,EQ,        23.95,                   634412.20,26142
,CUB,EQ,       135.50,                119002707.00,869136
,CUBEXTUB,EQ,        11.20,                    66550.40,6011
,CUMMINSIND,EQ,       390.40,                487584025.45,1226112
,CUPID,EQ,       173.75,                  9611813.25,53957
,CYBERTECH,EQ,        45.25,                  1375814.45,29344
,CYIENT,EQ,       220.00,                220841998.65,991757
,DAAWAT,EQ,        34.70,                138169305.25,3904403
,DALBHARAT,EQ,       564.80,                 50486221.10,89264
,DALMIASUG,EQ,        93.55,                 54565095.45,587116
,DAMODARIND,EQ,        21.75,                     1631.25,75
,DATAMATICS,EQ,        51.50,                  3718858.20,68523
,DBCORP,EQ,        73.50,                 15480077.20,207473
,DBL,EQ,       276.55,                 69127140.10,246093
,DBREALTY,EQ,         8.95,                  1831635.40,204652
,DBSTOCKBRO,EQ,         8.00,                     4985.65,635
,DCAL,EQ,       102.15,                508293635.30,5335028
,DCBBANK,EQ,        72.00,                304904204.45,4221510
,DCI,SM,        44.50,                   267000.00,6000
,DCM,EQ,        18.10,                   194327.20,10598
,DCMFINSERV,BE,          .70,                         .70,1
,DCMNVL,EQ,        25.10,                   224544.75,8688
,DCMSHRIRAM,EQ,       297.05,                 33923013.35,113218
,DCW,EQ,        11.10,                  4477903.60,394103
,DECCANCE,EQ,       231.40,                  2257944.85,9730
,DEEPAKFERT,EQ,       106.00,                137784862.45,1289478
,DEEPAKNTR,EQ,       482.60,                243928023.30,500239
,DEEPIND,EQ,        71.50,                  2502793.40,34207
,DELTACORP,EQ,        95.50,                230983867.20,2363225
,DELTAMAGNT,EQ,        26.25,                   180765.45,6866
,DEN,EQ,        74.30,                 65258540.30,866031
,DENORA,EQ,       203.70,                   666909.15,3245
,DEVIT,SM,        61.00,                    91500.00,1500
,DFMFOODS,EQ,       206.25,                  9781874.40,46473
,DGCONTENT,EQ,         5.05,                   113898.70,22615
,DHAMPURSUG,EQ,       123.45,                253980515.30,2020923
,DHANBANK,EQ,        11.05,                  7400885.50,656408
,DHANUKA,EQ,       593.80,                 75799804.90,126503
,DHARSUGAR,EQ,         6.00,                    20634.00,3439
,DHFL,EQ,        17.00,                161998993.25,9664541
,DHFL,NN,       212.01,                    20988.99,99
,DHFL,NQ,       206.15,                    32518.55,159
,DHFL,NP,       218.00,                    46398.00,211
,DHFL,NS,       215.00,                    41926.20,198
,DHFL,N5,       230.00,                    69000.00,300
,DHUNINV,EQ,       170.75,                    44584.75,260
,DIAMONDYD,EQ,       605.20,                  6172509.35,10144
,DIAPOWER,BZ,          .75,                    40639.05,57636
,DICIND,EQ,       329.00,                  1856504.25,5647
,DIGISPICE,BE,         9.95,                   650416.35,66533
,DIGJAMLTD,BZ,         1.90,                     6182.60,3254
,DISHTV,EQ,         5.80,                  5210203.80,898311
,DIXON,EQ,      5040.70,                205463514.65,40853
,DLINKINDIA,EQ,        83.75,                 12037770.00,138427
,DNAMEDIA,EQ,          .55,                    17356.50,31567
,DOLAT,EQ,        42.35,                  4666899.85,109376
,DOLLAR,EQ,       133.65,                 15687189.65,115391
,DONEAR,EQ,        26.80,                   489512.20,18138
,DPSCLTD,EQ,         9.20,                   319215.50,34264
,DPWIRES,BE,        56.15,                   347862.90,6427
,DQE,EQ,         1.30,                    62111.30,47979
,DREDGECORP,EQ,       237.25,                137952341.50,568808
,DRSDILIP,SM,        75.00,                   960000.00,12800
,DSSL,EQ,        20.10,                   167895.30,8117
,DTIL,EQ,       159.65,                   544995.95,3378
,DUCON,EQ,         4.55,                   436380.10,90421
,DVL,EQ,        54.80,                   361454.70,6592
,DWARKESH,EQ,        21.80,                 43282344.35,1948736
,DYNAMATECH,EQ,       519.90,                  2080885.70,3967
,DYNPRO,EQ,       122.00,                  5756330.85,46921
,E2E,SM,        23.35,                   326900.00,14000
,EASTSILK,EQ,          .80,                     1040.00,1300
,EASUNREYRL,BZ,         1.80,                    16955.90,9420
,EBBETF0423,EQ,      1052.68,                  8450705.23,8026
,EBBETF0430,EQ,      1069.06,                 21838575.40,20426
,EBIXFOREX,EQ,       405.20,                   502991.55,1237
,ECLERX,EQ,       429.00,                 78681970.00,180538
,ECLFINANCE,NQ,       890.00,                    92890.00,101
,ECLFINANCE,NG,       827.44,                    59035.22,71
,ECLFINANCE,NJ,       760.00,                     6840.00,9
,ECLFINANCE,NF,       955.18,                   163052.40,171
,ECLFINANCE,NI,       826.00,                   154894.00,183
,ECLFINANCE,NP,       860.00,                   281623.50,320
,ECLFINANCE,NO,       909.50,                   108461.50,122
,ECLFINANCE,NM,       879.98,                   444751.75,503
,ECLFINANCE,NS,       865.00,                   307006.00,357
,ECLFINANCE,NR,       907.00,                   125046.00,138
,ECLFINANCE,NE,      1010.00,                   110120.00,112
,EDELWEISS,EQ,        45.40,                 44262042.60,958368
,EDL,BZ,         5.50,                     5340.50,971
,EDUCOMP,BZ,         4.80,                  2129431.45,427688
,EHFLNCD,N5,       870.00,                     2610.00,3
,EHFLNCD,N6,       650.46,                  1352388.90,2070
,EHFLNCD,N3,       940.00,                     6580.00,7
,EIDPARRY,EQ,       211.95,                138990488.95,647313
,EIFFL,SM,        76.50,                   245160.00,3200
,EIHAHOTELS,EQ,       247.30,                  2983662.95,11866
,EIHOTEL,EQ,        71.95,                 89663020.40,1209928
,EIMCOELECO,EQ,       265.05,                   149029.05,560
,EKC,EQ,        16.65,                  1766133.20,104673
,ELECON,EQ,        22.30,                  2669499.75,118923
,ELECTCAST,EQ,        11.40,                  6244263.75,548937
,ELECTHERM,EQ,       122.00,                  3740592.80,30556
,ELGIEQUIP,EQ,       153.55,                  8663978.70,55703
,ELGIRUBCO,EQ,        15.25,                   285758.90,18994
,EMAMILTD,EQ,       202.30,                122035232.15,597609
,EMAMIPAP,EQ,        77.45,                  1267041.80,16200
,EMAMIREAL,EQ,        37.80,                   316499.40,8373
,EMBASSY,RR,       371.04,                127289416.00,342800
,EMCO,BZ,         1.30,                    83126.60,62000
,EMKAY,EQ,        42.05,                  1355448.55,30896
,EMKAYTOOLS,SM,        90.30,                   157980.00,1800
,EMMBI,EQ,        63.85,                   808013.25,12451
,EMOFSR1RDP,MF,         8.57,                     9438.81,1101
,EMOFSR1RGG,MF,         8.33,                   242566.70,29095
,ENDURANCE,EQ,       824.45,                 83266880.05,100378
,ENERGYDEV,EQ,         7.35,                   310962.60,42522
,ENGINERSIN,EQ,        72.00,                 57904101.95,803769
,ENIL,EQ,       156.95,                  2402775.40,14503
,EQ30,EQ,       305.00,                     3049.75,10
,EQUITAS,EQ,        48.95,               1127332502.25,22622459
,ERFLNCDI,N2,       841.26,                    52164.78,62
,ERFLNCDI,N5,       698.11,                   393000.00,562
,ERFLNCDI,N4,       828.00,                   107640.00,130
,ERIS,EQ,       487.85,                 18606092.25,37808
,EROSMEDIA,EQ,        17.65,                 19080508.15,1073341
,ESABINDIA,EQ,      1590.50,                 39247502.55,24376
,ESCORTS,EQ,       944.45,               2121745382.85,2201948
,ESSARSHPNG,EQ,         8.20,                   281453.60,33581
,ESSELPACK,EQ,       179.20,                  4832010.70,26932
,ESTER,EQ,        36.00,                  2818800.40,75662
,EUROCERA,BZ,          .60,                     2149.80,3583
,EUROMULTI,EQ,          .50,                     2356.50,4713
,EVEREADY,EQ,        77.95,                 17274059.65,219133
,EVERESTIND,EQ,       202.90,                 87401619.75,418850
,EXCEL,EQ,         1.25,                    12134.25,9393
,EXCELINDUS,EQ,       643.20,                  9624274.50,14767
,EXIDEIND,EQ,       158.70,                998380231.20,6309002
,EXPLEOSOL,EQ,       251.00,                 34977100.20,139165
,FACT,EQ,        42.70,                 10591152.15,246398
,FAIRCHEM,EQ,       511.55,                 42519733.85,81434
,FCL,EQ,        27.30,                 11105975.35,404952
,FCONSUMER,EQ,        10.05,                124153122.80,12452879
,FCSSOFT,EQ,          .30,                  1994143.10,5982550
,FDC,EQ,       249.80,                 66461095.55,262589
,FEDERALBNK,EQ,        48.45,               2556482258.15,52520554
,FEL,EQ,        11.60,                  6031910.70,514081
,FELDVR,EQ,        12.80,                   732085.15,56715
,FELIX,SM,        11.90,                   184000.00,16000
,FIEMIND,EQ,       292.90,                 11121749.55,37414
,FILATEX,EQ,        27.35,                 10188514.20,359973
,FINCABLES,EQ,       265.05,                 61333488.50,229542
,FINEORG,EQ,      1968.60,                 17639104.55,8844
,FINPIPE,EQ,       475.15,                 30999631.35,65264
,FLEXITUFF,EQ,         5.30,                    43195.30,8461
,FLFL,EQ,       143.90,                 14292667.50,98464
,FLUOROCHEM,EQ,       375.35,                 14307376.15,36448
,FMGOETZE,EQ,       442.35,                   494830.05,1127
,FMNL,EQ,        20.40,                  2285617.70,109029
,FOCUS,SM,        17.35,                   104100.00,6000
,FORCEMOT,EQ,       902.65,                 35605363.65,38805
,FORTIS,EQ,       118.15,                121561198.10,1023160
,FOSECOIND,EQ,      1077.75,                   815334.20,753
,FRETAIL,EQ,        99.55,                364612900.45,3643055
,FSC,EQ,       132.80,                  8750276.25,65125
,FSL,EQ,        37.60,                 68146152.20,1777158
,GABRIEL,EQ,        99.50,                 29454213.50,295242
,GAEL,EQ,       123.75,                  9103990.05,72175
,GAL,EQ,         2.10,                    56989.80,27138
,GALAXYSURF,EQ,      1355.05,                 18921633.70,13726
,GALLANTT,EQ,        28.45,                   352799.35,12408
,GALLISPAT,EQ,        27.05,                   412926.90,14655
,GAMMNINFRA,EQ,          .50,                  3029645.90,5910606
,GANDHITUBE,EQ,       174.35,                  2082949.05,11813
,GANECOS,EQ,       201.55,                  3465420.05,16965
,GANESHHOUC,EQ,        24.95,                   407117.05,16050
,GANGESSECU,EQ,        26.40,                     7527.05,285
,GARDENSILK,EQ,        10.00,                   295110.00,29511
,GARFIBRES,EQ,      1355.40,                 14330594.65,10656
,GATI,EQ,        45.55,                 14994037.30,322479
,GAYAHWS,BE,          .35,                   381383.85,1090311
,GAYAPROJ,BE,        16.95,                 10862378.05,640849
,GBGLOBAL,BE,         4.55,                     2798.25,615
,GDL,EQ,        90.85,                 48500069.85,518054
,GEECEE,EQ,        69.60,                  1643529.70,23303
,GEEKAYWIRE,EQ,        60.75,                   292542.35,4845
,GENESYS,EQ,        33.80,                   879658.00,25500
,GENUSPAPER,EQ,         4.40,                  1959061.30,431534
,GENUSPOWER,EQ,        18.50,                  3784216.50,201881
,GEOJITFSL,EQ,        22.85,                 16261927.65,701102
,GEPIL,EQ,       418.85,                109035388.70,261753
,GESHIP,EQ,       223.35,                 89533748.75,385945
,GET&D,EQ,        73.40,                 20959114.50,278916
,GFLLIMITED,EQ,       110.05,                 53596443.45,445789
,GFSTEELS,BE,         1.95,                     2094.30,1074
,GHCL,EQ,       133.30,                 59186646.75,432650
,GICHSGFIN,EQ,        72.95,                118037574.75,1579243
,GILLANDERS,EQ,        29.65,                   709770.25,23061
,GILLETTE,EQ,      4934.20,                 23043849.90,4643
,GINNIFILA,EQ,         8.40,                   591493.50,69652
,GIPCL,EQ,        62.70,                  8633255.40,135280
,GKWLIMITED,EQ,       474.20,                    62010.30,130
,GLAXO,EQ,      1355.40,                 26115155.95,19187
,GLENMARK,EQ,       401.80,               2073925882.20,5100486
,GLFL,EQ,         1.25,                     2509.50,2008
,GLOBAL,SM,       101.00,                  1210500.00,12000
,GLOBALVECT,EQ,        49.35,                  1025981.10,20479
,GLOBOFFS,EQ,         3.85,                   101436.05,26348
,GLOBUSSPR,EQ,       106.35,                 15974637.60,146230
,GMBREW,EQ,       422.05,                 23243518.95,54504
,GMDCLTD,EQ,        40.10,                189979603.05,4720485
,GMMPFAUDLR,EQ,      4495.00,                490706289.05,111116
,GMRINFRA,EQ,        21.10,                676582430.05,31924686
,GNA,EQ,       191.45,                 21243696.90,109848
,GNFC,EQ,       152.35,                571886055.35,3768447
,GOACARBON,EQ,       223.15,                 26216236.10,112428
,GOCLCORP,EQ,       175.05,                  1172194.35,6685
,GODFRYPHLP,EQ,      1030.40,                463283542.55,443265
,GODREJAGRO,EQ,       397.50,                180196044.25,447460
,GODREJIND,EQ,       385.70,                119620736.45,313001
,GODREJPROP,EQ,       834.15,                859278306.30,1024257
,GOENKA,BZ,          .85,                   170576.30,200678
,GOKEX,EQ,        38.50,                 34531659.70,855183
,GOKUL,EQ,        10.40,                   130189.65,12377
,GOKULAGRO,EQ,        12.50,                   436022.65,33587
,GOLDBEES,EQ,        41.00,                128236812.59,3139623
,GOLDENTOBC,EQ,        27.70,                   314677.05,11261
,GOLDIAM,EQ,       108.85,                  5598740.65,50516
,GOLDSHARE,EQ,      4216.15,                  5100952.80,1212
,GOLDSTAR,SM,        25.45,                   152700.00,6000
,GOLDTECH,EQ,         8.65,                   121204.95,13742
,GOODLUCK,EQ,        39.45,                 11980916.45,304710
,GPIL,EQ,       146.30,                 46374666.05,300740
,GPPL,EQ,        66.15,                 37140689.30,555766
,GPTINFRA,EQ,        19.65,                   629126.55,31366
,GRANULES,EQ,       181.00,                230189976.10,1258048
,GRAPHITE,EQ,       203.40,                212317583.85,1015401
,GRAVITA,EQ,        40.15,                  2843822.25,70001
,GREAVESCOT,EQ,        79.80,                 64360815.90,794881
,GREENLAM,EQ,       672.50,                 49789331.85,77455
,GREENPANEL,EQ,        28.90,                  1534053.65,52658
,GREENPLY,EQ,        84.40,                 23197697.75,270060
,GREENPOWER,EQ,         3.05,                   880089.70,288554
,GRINDWELL,EQ,       522.10,                  5175754.45,9872
,GROBTEA,EQ,       391.00,                    20967.60,54
,GRPLTD,EQ,       615.45,                   335167.25,543
,GRSE,EQ,       150.75,                 28528539.65,187070
,GSCLCEMENT,EQ,        27.05,                 10758647.10,385115
,GSFC,EQ,        53.80,                 96051012.45,1807772
,GSPL,EQ,       223.60,                702995458.50,3099195
,GSS,EQ,        25.15,                  2241926.20,89408
,GTL,EQ,         1.40,                    31665.20,22618
,GTLINFRA,EQ,          .70,                 24152095.55,34758624
,GTNIND,EQ,         7.25,                   120490.35,16502
,GTNTEX,EQ,         6.05,                   147102.25,24232
,GTPL,EQ,        56.30,                 12625169.55,217899
,GUFICBIO,EQ,        65.45,                 15773595.60,235334
,GUJALKALI,EQ,       340.00,                 52198094.25,151122
,GUJAPOLLO,EQ,       156.00,                   539229.50,3448
,GUJGASLTD,EQ,       295.55,                680531080.35,2292109
,GUJRAFFIA,BE,        11.75,                     8695.00,740
,GULFOILLUB,EQ,       649.75,                  4898394.30,7389
,GULFPETRO,EQ,        44.65,                  1895868.90,41480
,GULPOLY,EQ,        34.55,                   539981.95,15629
,GVKPIL,EQ,         3.25,                 27177431.25,8123986
,HAL,EQ,       655.70,                 32186204.80,49173
,HARITASEAT,EQ,       375.85,                   439064.70,1172
,HARRMALAYA,EQ,        61.95,                  4852172.60,75818
,HATHWAY,EQ,        24.45,                 72323919.30,2868503
,HATSUN,EQ,       567.65,                  5399158.55,9521
,HAVISHA,BE,          .55,                    63417.50,114125
,HBLPOWER,EQ,        15.30,                 23227662.95,1544527
,HBSL,EQ,         5.65,                      113.00,20
,HCC,EQ,         5.25,                 22557977.95,4135964
,HCG,EQ,       119.50,                 43183125.00,360919
,HCL-INSYS,EQ,         8.65,                  6482224.65,750173
,HDFCMFGETF,EQ,      4209.10,                 43688855.25,10444
,HDFCNIFETF,EQ,      1055.89,                  2614747.74,2444
,HDFCSENETF,EQ,      3560.26,                  2133153.46,587
,HDIL,BZ,         1.75,                   489482.00,279704
,HEG,EQ,       951.50,                341274145.70,351994
,HEIDELBERG,EQ,       173.95,                211994522.95,1209938
,HEOF1100RG,MF,         7.52,                    11280.00,1500
,HEOF1126RG,MF,         8.00,                    13608.00,1701
,HERCULES,EQ,        69.30,                  8997183.00,127244
,HERITGFOOD,EQ,       254.35,                 15901294.15,61904
,HESTERBIO,EQ,      1179.55,                 15819717.50,13297
,HEXATRADEX,BE,        13.30,                  1567298.60,117842
,HEXAWARE,EQ,       320.80,                849533933.10,2609585
,HFCL,EQ,        13.40,                 17969869.00,1341035
,HGINFRA,EQ,       177.85,                  8684883.15,47881
,HGS,EQ,       585.70,                  4995795.95,8344
,HHOF1140RG,MF,         6.52,                     1141.00,175
,HIKAL,EQ,       117.70,                 25714826.40,215201
,HIL,EQ,      1035.30,                 21076902.50,19992
,HILTON,EQ,         9.00,                    69780.55,7543
,HIMATSEIDE,EQ,        61.50,                 72026388.20,1119424
,HINDCOMPOS,EQ,       144.50,                   536404.45,3675
,HINDCOPPER,EQ,        30.60,                 38936913.05,1247352
,HINDMOTORS,EQ,         7.50,                  5092320.45,652911
,HINDNATGLS,EQ,        46.30,                  1701612.45,38900
,HINDOILEXP,EQ,        65.95,                 45898172.55,720528
,HIRECT,EQ,       128.30,                  1541094.55,11725
,HISARMETAL,EQ,        56.30,                   246286.50,4328
,HITECH,EQ,        78.75,                  1385496.90,17362
,HITECHCORP,EQ,        75.75,                   243316.70,3135
,HITECHGEAR,EQ,       106.45,                  1059210.20,9777
,HLVLTD,EQ,         5.35,                  1528339.85,283703
,HMT,BZ,        14.20,                   163314.20,11501
,HMVL,EQ,        44.70,                  2382312.20,52649
,HNDFDS,EQ,       517.70,                  1614584.55,3085
,HNGSNGBEES,EQ,       361.20,                   180793.16,498
,HONAUT,EQ,     28345.15,                180623018.70,6285
,HONDAPOWER,EQ,       952.20,                 10637863.45,10987
,HOTELRUGBY,EQ,         1.05,                    78773.15,75486
,HOVS,EQ,        47.65,                  3069463.45,61536
,HPL,EQ,        29.05,                  2043704.15,71142
,HSCL,EQ,        46.05,                 47723053.75,1019713
,HSIL,EQ,        53.20,                 23741727.85,439237
,HTMEDIA,EQ,        12.25,                  1112606.40,88222
,HUBTOWN,EQ,        13.00,                   792572.85,62516
,HUDCO,EQ,        25.35,                 74231306.25,2880833
,HUDCO,N7,      1117.50,                     3380.00,3
,HUDCO,N2,      1214.89,                    99624.98,82
,HUDCO,NE,      1421.02,                   959730.80,675
,HUDCO,N4,      1083.09,                    91476.75,84
,HUDCO,N3,      1081.01,                  1272019.40,1169
,HUDCO,ND,      1302.00,                   599251.24,459
,HUDCO,N8,      1230.00,                   123000.00,100
,HUSYSLTD,SM,        26.70,                   106600.00,4000
