,23-Jan-2020
The Nifty witnessed an intraday movement of about 94.9 points.The closing index was 0.61 % up as compared to the previous closing index.

, Traded Value (Rs. In Crores), 43397.58
, Traded Quantity (in Lakhs), 25552.69
, Number of Trades, 12230857
, Total Market Capitalisation (Rs. Crores), 15780324.42

,INDEX,PREVIOUS CLOSE,OPEN,HIGH,LOW,CLOSE,GAIN/LOSS
,Nifty 50,     12106.90,     12123.75,     12189.00,     12094.10,     12180.35,73.45
,NIFTY50 EQL Wgt,     12338.65,     12338.05,     12430.25,     12310.00,     12417.40,78.75
,NIFTY100 EQL Wgt,     13432.65,     13443.25,     13582.05,     13425.30,     13558.95,126.3
,NIFTY100 LowVol30,      8984.20,      8980.65,      9046.75,      8963.60,      9033.20,49
,NIFTY Alpha 50,     13651.45,     13677.85,     13853.20,     13650.35,     13837.35,185.9
,NIFTY MIDCAP 150,      6606.05,      6616.65,      6701.00,      6614.75,      6689.70,83.65
,NIFTY SMLCAP 50,      3046.80,      3054.25,      3073.30,      3048.60,      3070.40,23.6
,NIFTY SMLCAP 250,      5218.75,      5229.95,      5254.85,      5224.50,      5252.25,33.5
,NIFTY MIDSML 400,      6110.85,      6121.70,      6181.75,      6120.45,      6176.15,65.3
,NIFTY200 QUALTY30,      9981.00,      9983.85,     10063.20,      9975.80,     10057.50,76.5
,Nifty IT,     16334.55,     16380.60,     16501.20,     16367.75,     16474.40,139.85
,Nifty Next 50,     28593.00,     28638.35,     28936.75,     28604.95,     28898.30,305.3
,Nifty Bank,     30701.45,     30742.20,     31087.25,     30621.35,     31004.05,302.6
,NIFTY MIDCAP 100,     17931.00,     17953.30,     18235.65,     17946.45,     18190.00,259
,Nifty 500,      9947.00,      9961.80,     10027.80,      9944.10,     10021.40,74.4
,Nifty 100,     12230.85,     12248.20,     12321.40,     12220.70,     12312.90,82.05
,Nifty Midcap 50,      4921.65,      4919.60,      5006.15,      4916.90,      4994.30,72.65
,Nifty Realty,       320.85,       321.35,       328.05,       321.15,       327.65,6.8
,Nifty Infra,      3321.65,      3328.80,      3372.70,      3326.90,      3366.90,45.25
,Nifty Energy,     15534.60,     15567.10,     15771.05,     15543.50,     15704.85,170.25
,Nifty FMCG,     31153.15,     31147.00,     31257.15,     30995.30,     31226.90,73.75
,Nifty MNC,     13989.55,     13990.80,     14064.50,     13960.40,     14052.70,63.15
,Nifty Pharma,      8256.65,      8245.95,      8322.45,      8208.55,      8300.20,43.55
,Nifty PSE,      3102.45,      3108.65,      3166.65,      3107.00,      3151.85,49.4
,Nifty PSU Bank,      2410.00,      2410.05,      2455.55,      2405.00,      2437.90,27.9
,Nifty Serv Sector,     17280.75,     17303.20,     17422.90,     17266.70,     17406.60,125.85
,India VIX,16.3600,16.3600,16.7075,15.7775,15.8550,-0.5050
,Nifty Auto,      8169.15,      8176.75,      8251.85,      8145.80,      8241.75,72.6
,Nifty Metal,      2756.75,      2759.05,      2779.35,      2750.95,      2769.25,12.5
,Nifty Media,      1909.00,      1896.75,      1902.25,      1866.65,      1871.85,-37.15
,NIFTY SMLCAP 100,      6242.85,      6256.00,      6299.90,      6248.75,      6295.60,52.75
,Nifty 200,      6270.40,      6279.15,      6322.35,      6267.15,      6317.85,47.45
,Nifty Div Opps 50,      2540.90,      2545.50,      2565.55,      2542.80,      2560.95,20.05
,Nifty Commodities,      3410.80,      3417.30,      3447.65,      3410.90,      3440.95,30.15
,Nifty Consumption,      5100.10,      5099.30,      5133.40,      5082.95,      5130.35,30.25
,Nifty Fin Service,     14178.50,     14196.85,     14314.70,     14145.80,     14288.45,109.95
,Nifty50 Div Point,       118.39,       119.67,       119.67,       119.67,       119.67,1.28
,Nifty100 Liq 15,      3670.75,      3684.45,      3719.95,      3678.00,      3711.20,40.45
,Nifty CPSE,      1788.45,      1797.60,      1834.70,      1796.75,      1814.30,25.85
,Nifty GrowSect 15,      6316.20,      6313.25,      6335.85,      6288.60,      6329.00,12.8
,Nifty50 PR 2x Lev,      5212.10,      5225.90,      5281.65,      5201.60,      5274.65,62.55
,Nifty50 PR 1x Inv,       387.25,       386.80,       387.70,       384.70,       384.95,-2.3
,Nifty50 TR 2x Lev,      6775.90,      6795.30,      6867.80,      6763.70,      6858.65,82.75
,Nifty50 TR 1x Inv,       339.70,       339.25,       340.05,       337.40,       337.65,-2.05
,Nifty50 Value 20,      5493.80,      5502.75,      5540.70,      5497.05,      5530.50,36.7
,Nifty Mid Liq 15,      4302.55,      4299.00,      4386.35,      4296.85,      4380.95,78.4
,Nifty Pvt Bank,     16931.90,     16958.45,     17138.45,     16900.80,     17075.85,143.95
,NIFTY100 Qualty30,      2732.95,      2733.25,      2748.60,      2729.30,      2746.95,14
,Nifty GS 8 13Yr,      2023.59,      2023.98,      2026.83,      2023.98,      2026.14,2.55
,Nifty GS 10Yr,      1863.94,      1864.28,      1867.15,      1864.28,      1865.48,1.54
,Nifty GS 10Yr Cln,       938.12,       938.12,       939.59,       938.12,       938.73,.61
,Nifty GS 4 8Yr,      2152.30,      2152.71,      2154.11,      2152.71,      2153.45,1.15
,Nifty GS 11 15Yr,      2160.45,      2160.87,      2164.70,      2160.87,      2163.75,3.3
,Nifty GS 15YrPlus,      2342.65,      2343.11,      2343.11,      2343.11,      2343.11,.46
,Nifty GS Compsite,      2060.25,      2060.65,      2063.06,      2060.65,      2062.02,1.77

,ADVANCES,1078
,DECLINES,752
,UNCHANGED,140

,Total securities that have hit their price bands today,344

,TOP 25 Securities Today :
,SYMBOL,SERIES,PREV. CLOSE,CLOSE PRICE,%VAR, VALUE(Rs Crs)
,POWERGRID,EQ,       200.05,       201.95,0.95,2563.89
,CCL,EQ,       196.50,                 10048739.50,51067
,CDSL,EQ,       278.45,                182356553.40,650246
,CEATLTD,EQ,      1014.05,                260387255.40,256760
,CEBBCO,EQ,        16.15,                  1298984.80,79774
,CELEBRITY,EQ,         6.40,                   112253.95,17698
,CELESTIAL,BE,         2.80,                     7028.80,2556
,CENTENKA,EQ,       199.45,                  7412574.95,36753
,CENTEXT,EQ,         3.10,                   399886.75,127829
,CENTRALBK,EQ,        18.95,                 13979021.55,737194
,CENTRUM,EQ,        23.05,                  1776645.65,77814
,CENTUM,EQ,       402.05,                  1220315.00,3012
,CENTURYPLY,EQ,       170.75,                 61518742.15,360785
,CENTURYTEX,EQ,       586.35,                641778896.60,1115782
,CERA,EQ,      2639.90,                 20187756.15,7598
,CEREBRAINT,BE,        25.70,                  7810813.20,305608
,CESC,EQ,       739.55,                306444770.05,411175
,CESCVENT,EQ,       361.60,                  3123089.50,8622
,CGCL,EQ,       193.00,                 66506171.40,337815
,CGPOWER,BZ,         8.85,                  1163438.70,131462
,CHALET,EQ,       341.95,                  4158895.25,12163
,CHAMBLFERT,EQ,       172.45,                 58131286.05,339522
,CHEMBOND,EQ,       235.00,                   912975.95,3822
,CHEMFAB,EQ,       194.85,                   336681.70,1722
,CHENNPETRO,EQ,       141.45,                 36900467.00,259107
,CHOLAFIN,EQ,       323.50,               1537334207.75,4802353
,CHOLAHLDNG,EQ,       558.25,                329230756.40,601705
,CHROMATIC,EQ,          .50,                     3924.00,7848
,CIGNITITEC,EQ,       279.30,                  9555771.10,33788
,CIMMCO,EQ,        25.00,                   175175.45,6988
,CINELINE,EQ,        39.55,                   818232.60,20488
,CINEVISTA,EQ,         7.95,                    37480.35,4758
,CKFSL,EQ,          .40,                    77079.50,207220
,CKPLEISURE,SM,         5.80,                    23200.00,4000
,CLEDUCATE,EQ,        74.75,                   786067.30,10553
,CLNINDIA,EQ,       408.55,                 21133393.15,51359
,CMICABLES,EQ,        47.45,                  1610606.05,33474
,CMMIPL,SM,         5.60,                    16800.00,3000
,CNOVAPETRO,EQ,         7.80,                      806.25,105
,COCHINSHIP,EQ,       403.65,               1154086685.00,2849387
,COFFEEDAY,BZ,        32.20,                  8251601.45,258102
,COMPINFO,EQ,        19.50,                  1771184.90,91462
,COMPUSOFT,EQ,         7.45,                    67976.50,9135
,CONFIPET,EQ,        27.55,                  1989841.55,71835
,CONSOFINVT,EQ,        38.05,                    26094.60,685
,CONTI,SM,        61.70,                 21107800.00,344000
,CONTROLPR,EQ,       291.55,                   523882.00,1801
,CORALFINAC,EQ,        11.65,                   149259.45,13115
,CORDSCABLE,EQ,        54.45,                 29475719.80,559742
,COROMANDEL,EQ,       612.60,                705376295.15,1151686
,CORPBANK,EQ,        24.10,                 14628368.20,603224
,COSMOFILMS,EQ,       283.70,                  3717639.45,13043
,COUNCODOS,EQ,         1.55,                    24090.05,15787
,COX&KINGS,BZ,         1.20,                   396996.00,328769
,CPSEETF,EQ,        21.87,                471770847.87,21365394
,CREATIVE,BE,       108.75,                   669859.30,6121
,CREDITACC,EQ,       811.00,                306695897.35,384222
,CREST,EQ,        96.20,                   235639.90,2412
,CRISIL,EQ,      1797.85,                 19054248.15,10557
,CROMPTON,EQ,       260.10,                 96143344.90,367592
,CSBBANK,EQ,       196.15,                 54990472.45,280219
,CTE,EQ,        27.00,                   388477.45,14419
,CUB,EQ,       238.15,                 87222372.50,364920
,CUBEXTUB,EQ,        12.95,                     3609.90,281
,CUMMINSIND,EQ,       569.35,                348903671.15,608267
,CUPID,EQ,       240.50,                 40925514.10,171864
,CYBERMEDIA,BE,         2.15,                      430.00,200
,CYBERTECH,EQ,        45.90,                  1033849.50,22567
,CYIENT,EQ,       492.25,                223423309.45,453642
,DAAWAT,EQ,        28.55,                 25933648.45,905375
,DALBHARAT,EQ,       856.80,                 75390297.40,87885
,DALMIASUG,EQ,       124.20,                 28536807.05,230089
,DAMODARIND,EQ,        32.45,                   740392.15,23553
,DANGEE,SM,       130.00,                   104000.00,800
,DATAMATICS,EQ,        76.80,                  2587330.10,33528
,DBCORP,EQ,       147.70,                 78561427.00,535802
,DBL,EQ,       420.30,                116039079.40,274110
,DBREALTY,BE,        11.90,                  1610627.40,137260
,DCAL,EQ,        83.80,                 48971731.40,588253
,DCBBANK,EQ,       182.40,                116836396.10,639859
,DCI,SM,        45.25,                  1225950.00,27000
,DCM,EQ,        24.40,                    95992.45,3910
,DCMFINSERV,EQ,          .95,                       95.95,101
,DCMNVL,EQ,        35.10,                   194048.45,5355
,DCMSHRIRAM,EQ,       399.05,                 22462637.80,55973
,DCW,EQ,        15.40,                  1451792.50,94546
,DECCANCE,EQ,       345.00,                  3978937.70,11538
,DEEPAKFERT,EQ,       111.55,                 43473274.30,391648
,DEEPAKNTR,EQ,       402.05,                264773250.65,661750
,DEEPIND,EQ,       118.10,                  4129666.40,35002
,DELTACORP,EQ,       197.35,                100281762.20,504823
,DELTAMAGNT,EQ,        38.00,                    15259.40,402
,DEN,EQ,        52.00,                  3722967.50,72011
,DENORA,EQ,       221.75,                  1667479.95,7509
,DEVIT,SM,        74.00,                   222375.00,3000
,DFMFOODS,EQ,       282.15,                 87788725.20,312350
,DGCONTENT,BE,         6.00,                    97931.30,16696
,DHAMPURSUG,EQ,       230.20,                 81367311.80,354104
,DHANBANK,EQ,        14.95,                   887458.60,59225
,DHANUKA,EQ,       452.90,                  5989942.90,13156
,DHARSUGAR,EQ,         7.45,                   156858.45,20535
,DHFL,EQ,        16.10,                 24238673.55,1503065
,DHFL,NC,       219.95,                   222793.30,1031
,DHFL,NS,       230.00,                     7222.45,31
,DHFL,NY,       227.98,                    50384.58,221
,DHFL,N6,       214.75,                   263549.30,1219
,DHFL,NP,       218.44,                  1186371.14,5434
,DHFL,NX,       220.00,                    33430.00,152
,DHFL,NQ,       241.00,                   227263.00,943
,DHUNINV,EQ,       240.45,                    75326.20,314
,DIAMONDYD,EQ,       822.10,                   906617.90,1103
,DIAPOWER,BZ,          .60,                     9474.40,17222
,DICIND,EQ,       336.65,                    87940.15,260
,DIGISPICE,EQ,         5.00,                    23946.80,4799
,DIGJAMLTD,BZ,          .95,                     7602.15,8279
,DISHTV,EQ,        14.00,                409880487.00,29374158
,DIXON,EQ,      4189.50,                 46513368.80,11152
,DLINKINDIA,EQ,       116.00,                 51941741.85,451782
,DNAMEDIA,BE,          .50,                    17417.75,38119
,DOLAT,EQ,        49.75,                  1981948.20,40020
,DOLLAR,EQ,       147.30,                 19207509.60,129840
,DONEAR,EQ,        33.10,                 14472245.80,433922
,DPABHUSHAN,SM,        56.00,                  2235200.00,40000
,DPSCLTD,EQ,         8.05,                   192819.10,23492
,DPWIRES,EQ,        86.30,                    24287.15,280
,DQE,EQ,         1.35,                    20607.75,15265
,DREDGECORP,EQ,       341.50,                 43675919.60,127595
,DRSDILIP,SM,        75.05,                   120080.00,1600
,DSML,SM,         5.40,                    63300.00,12000
,DSSL,EQ,        25.25,                  1682810.50,64600
,DTIL,EQ,       186.90,                   751673.00,4053
,DUCON,EQ,         4.90,                   144444.05,29122
,DVL,EQ,        71.40,                   288125.95,4036
,DWARKESH,EQ,        39.60,                 41293013.30,1041738
,DYNAMATECH,EQ,       998.85,                   596815.35,595
,DYNPRO,EQ,       158.20,                   629884.25,3970
,E2E,SM,        20.50,                    41000.00,2000
,EASTSILK,BE,         1.05,                     6469.50,6394
,EASUNREYRL,BZ,         2.65,                     7944.25,2898
,EBBETF0423,EQ,      1004.14,                  8369495.11,8337
,EBBETF0430,EQ,      1005.00,                 34831076.59,34660
,ECLERX,EQ,       663.10,                 18811336.30,28377
,ECLFINANCE,NH,       991.81,                   147780.60,149
,ECLFINANCE,N7,      1925.61,                   215628.00,112
,ECLFINANCE,NR,       970.00,                  9749485.98,9961
,ECLFINANCE,N6,      1086.00,                    54300.00,50
,ECLFINANCE,NN,      1020.00,                    57791.60,57
,ECLFINANCE,NS,       905.00,                    99318.60,107
,ECLFINANCE,NJ,       870.00,                    60900.00,70
,ECLFINANCE,NF,       940.15,                   361107.40,384
,ECLFINANCE,NK,       850.81,                   122874.13,142
,ECLFINANCE,NQ,       979.00,                      979.00,1
,ECLFINANCE,NO,       939.89,                   951514.65,1014
,ECLFINANCE,NP,       949.99,                     1899.99,2
,ECLFINANCE,NI,       925.00,                    27750.00,30
,ECLFINANCE,N5,       997.00,                   139601.94,140
,ECLFINANCE,NC,      1083.06,                   564787.61,530
,ECLFINANCE,NM,       940.00,                    56775.90,62
,ECLFINANCE,NE,      1075.00,                    11378.10,11
,ECLFINANCE,NG,       895.32,                   448039.76,501
,EDELWEISS,EQ,        98.00,                266295810.20,2667695
,EDL,BZ,         3.90,                    21567.15,5081
,EDUCOMP,BZ,         1.15,                    31417.90,27030
,EHFLNCD,N6,       870.90,                   275458.18,319
,EHFLNCD,N5,       900.00,                    36000.00,40
,EIDPARRY,EQ,       228.15,                 62244365.80,273652
,EIFFL,SM,       115.25,                  2830080.00,24800
,EIHAHOTELS,EQ,       294.90,                  1440353.15,4822
,EIHOTEL,EQ,       147.60,                  6951651.40,46969
,EIMCOELECO,EQ,       351.00,                   466707.25,1337
,EKC,EQ,        29.35,                  9434241.45,312498
,ELECON,EQ,        38.85,                  3417958.40,88069
,ELECTCAST,EQ,        16.05,                  4514008.95,281711
,ELECTHERM,EQ,       137.85,                   266004.50,1922
,ELGIEQUIP,EQ,       255.10,                  1601839.95,6291
,ELGIRUBCO,EQ,        18.50,                   109786.50,6044
,EMAMILTD,EQ,       335.80,                277212710.60,824544
,EMAMIPAP,EQ,       145.50,                 21600348.20,149965
,EMAMIREAL,EQ,        65.95,                   429334.50,6510
,EMBASSY,RR,       419.73,                 10634884.00,25400
,EMCO,BZ,          .65,                     8638.30,13182
,EMKAY,EQ,        70.70,                  2319110.45,31773
,EMKAYTOOLS,SM,       107.00,                    64200.00,600
,EMMBI,EQ,       118.35,                  1523680.00,12897
,EMOFSR1RDP,MF,         9.04,                   288406.97,32018
,EMOFSR1RGG,MF,         9.00,                  2083048.63,231831
,ENDURANCE,EQ,      1115.85,                 42774293.30,38578
,ENERGYDEV,EQ,         5.90,                    52593.50,8815
,ENGINERSIN,EQ,       100.50,                 49508197.40,493702
,ENIL,EQ,       251.80,                  1395917.25,5547
,EON,EQ,        14.40,                    50149.10,3475
,EQ30,EQ,       346.90,                     4856.60,14
,EQUITAS,EQ,       105.65,                248571906.20,2361340
,ERFLNCDI,N4,       840.10,                     8401.00,10
,ERFLNCDI,N2,       999.50,                     2939.00,3
,ERFLNCDI,N3,       900.00,                    49431.99,62
,ERFLNCDI,N5,       861.61,                   458062.35,520
,ERIS,EQ,       506.95,                 12452277.30,24637
,EROSMEDIA,EQ,        14.90,                  1168160.20,78548
,ESABINDIA,EQ,      1365.45,                 14540891.20,10386
,ESCORTS,EQ,       712.70,               1016211977.00,1429046
,ESSARSHPNG,EQ,         6.95,                    90553.90,13068
,ESSELPACK,EQ,       175.95,                 10783687.50,61749
,ESTER,EQ,        41.70,                  2457303.15,59068
,EUROCERA,BZ,          .50,                      441.05,812
,EUROTEXIND,EQ,        10.30,                     3533.40,343
,EVEREADY,EQ,        55.15,                  5979637.35,109469
,EVERESTIND,EQ,       300.10,                 16884899.80,55936
,EXCEL,BE,         1.10,                    12032.25,11402
,EXCELINDUS,EQ,       953.10,                 12798250.95,13578
,EXIDEIND,EQ,       199.35,                581039671.05,2916024
,EXPLEOSOL,EQ,       308.65,                  3363553.80,11035
,FACT,EQ,        47.80,                 33876123.50,720339
,FAIRCHEM,EQ,       479.50,                  5278312.50,10933
,FCL,EQ,        30.10,                  5154757.80,170360
,FCONSUMER,EQ,        24.85,                 28580168.40,1151848
,FCSSOFT,EQ,          .25,                    49401.75,223927
,FDC,EQ,       227.90,                  7148879.65,31254
,FEDERALBNK,EQ,        94.50,               1136002831.60,11965127
,FEL,EQ,        25.15,                  4067051.05,162531
,FELDVR,EQ,        24.25,                   214338.85,8975
,FIEMIND,EQ,       489.20,                  2001847.90,4110
,FILATEX,EQ,        40.05,                  4766290.50,118504
,FINCABLES,EQ,       414.45,                  5661616.90,13669
,FINEORG,EQ,      2227.15,                 12473310.85,5606
,FINPIPE,EQ,       552.20,                  7371790.45,13260
,FLEXITUFF,BE,         7.45,                    13315.15,1816
,FLFL,EQ,       403.85,                 15778918.70,39080
,FLUOROCHEM,EQ,       567.15,                  2301948.30,4060
,FMGOETZE,EQ,       613.70,                   850996.45,1378
,FMNL,EQ,        26.60,                  2065948.10,75380
,FORCEMOT,EQ,      1469.35,                134290402.80,91250
,FORTIS,EQ,       154.00,                355255555.50,2311259
,FOSECOIND,EQ,      1546.60,                  2935986.50,1894
,FOURTHDIM,SM,         6.00,                    30900.00,5000
,FRETAIL,EQ,       339.95,                100700705.85,294579
,FSC,EQ,       448.30,                 11706775.30,26272
,FSL,EQ,        43.70,                 41393538.15,947406
,GABRIEL,EQ,       124.55,                  8341312.20,67152
,GAEL,EQ,       166.25,                 13304306.55,82041
,GAL,EQ,         2.35,                     5653.55,2367
,GALAXYSURF,EQ,      1488.10,                  6196174.90,4168
,GALLANTT,EQ,        32.15,                   268108.45,8311
,GALLISPAT,EQ,        27.35,                   782837.25,28288
,GAMMNINFRA,BE,          .40,                   113570.20,315339
,GANDHITUBE,EQ,       278.20,                   309083.45,1113
,GANECOS,EQ,       292.90,                  9672876.20,33222
,GANESHHOUC,BE,        36.70,                   654696.95,17851
,GANGESSECU,EQ,        43.40,                   121331.00,2865
,GANGOTRI,BZ,          .60,                     8976.35,14934
,GARDENSILK,BE,        12.70,                   328295.65,25893
,GARFIBRES,EQ,      1396.30,                 55969592.20,39604
,GATI,EQ,        65.60,                 55207218.20,845876
,GAYAHWS,BE,          .40,                    13089.00,33452
,GAYAPROJ,EQ,        73.60,                 89673385.20,1179283
,GDL,EQ,       131.80,                  9767428.35,74083
,GEECEE,EQ,        87.65,                    24802.40,279
,GEEKAYWIRE,SM,        36.50,                   292000.00,8000
,GENESYS,EQ,        64.85,                   675614.15,10489
,GENUSPAPER,EQ,         6.10,                   458631.65,74787
,GENUSPOWER,EQ,        27.85,                 22164404.70,786317
,GEOJITFSL,EQ,        28.10,                  6919045.05,246453
,GEPIL,EQ,       684.05,                  4636245.80,6802
,GESHIP,EQ,       340.55,                 23493089.95,68760
,GET&D,EQ,       162.80,                114008018.20,715186
,GFLLIMITED,EQ,       114.70,                  2206315.60,19333
,GHCL,EQ,       196.45,                348711488.50,1735715
,GICHSGFIN,EQ,       157.70,                 29052265.10,183123
,GILLANDERS,EQ,        30.70,                   135353.45,4288
,GILLETTE,EQ,      6298.05,                 24283718.25,3856
,GINNIFILA,EQ,         9.05,                    82092.45,8988
,GIPCL,EQ,        77.95,                 12931197.05,164430
,GISOLUTION,EQ,         2.30,                     3456.90,1503
,GKWLIMITED,EQ,       695.00,                    13038.45,19
,GLAXO,EQ,      1629.90,                 67115715.15,41182
,GLENMARK,EQ,       350.90,                273129347.45,777768
,GLFL,BE,          .75,                      140.25,187
,GLOBALVECT,EQ,        58.95,                   356500.10,6035
,GLOBOFFS,EQ,         5.20,                    53795.80,10667
,GLOBUSSPR,EQ,       135.20,                  6718999.40,49767
,GMBREW,EQ,       397.65,                 17556504.05,44143
,GMDCLTD,EQ,        67.60,                 11048981.25,163046
,GMMPFAUDLR,EQ,      2157.25,                194451183.00,87242
,GMRINFRA,EQ,        23.90,                692154718.70,29146603
,GNA,EQ,       263.10,                 12262794.30,46134
,GNFC,EQ,       205.10,                250559830.50,1235742
,GOACARBON,EQ,       340.30,                 62235002.60,183272
,GOCLCORP,EQ,       281.95,                  1089305.05,3852
,GODFRYPHLP,EQ,      1381.10,                 96688804.90,68976
,GODREJAGRO,EQ,       555.10,                 16433548.75,29660
,GODREJIND,EQ,       430.90,                 32244938.25,73852
,GODREJPROP,EQ,      1020.30,                563747514.60,562451
,GOENKA,BZ,          .30,                    18532.35,67242
,GOKEX,EQ,        69.10,                 51635468.95,742677
,GOKUL,EQ,        10.65,                   194985.75,18081
,GOKULAGRO,EQ,        13.35,                    60961.90,4510
,GOLDBEES,EQ,        35.21,                 34175052.13,968621
,GOLDENTOBC,EQ,        27.10,                    43550.45,1614
,GOLDIAM,EQ,       154.65,                  2402563.50,15553
,GOLDSHARE,EQ,      3553.50,                  1661071.20,467
,GOLDTECH,EQ,         9.75,                   152101.85,15757
,GOODLUCK,EQ,        58.65,                  4625384.30,80247
,GPIL,EQ,       241.85,                 62447263.80,259919
,GPPL,EQ,        91.20,                  7793718.15,85458
,GPTINFRA,EQ,        38.80,                  1529612.55,39265
,GRANULES,EQ,       159.80,                955379687.40,6136199
,GRAPHITE,EQ,       323.15,                724157417.60,2260357
,GRAVITA,EQ,        61.55,                  4213471.10,68082
,GREAVESCOT,EQ,       143.50,                 24017284.95,167865
,GREENLAM,EQ,       932.60,                  1369031.80,1467
,GREENPANEL,EQ,        57.55,                 20305294.95,345469
,GREENPLY,EQ,       163.95,                  6626350.65,40771
,GREENPOWER,BE,         1.95,                    89495.95,46901
,GRINDWELL,EQ,       642.90,                 13851395.35,21820
,GROBTEA,BE,       457.35,                   162894.20,345
,GRPLTD,EQ,       905.00,                   244844.75,269
,GRSE,EQ,       204.25,                 39775511.45,193133
,GSCLCEMENT,EQ,        23.65,                  1243964.95,52261
,GSFC,EQ,        90.45,                164531241.60,1846307
,GSKCONS,EQ,      8878.95,                 72266608.00,8154
,GSPL,EQ,       250.75,                205919046.70,821028
,GSS,EQ,        43.30,                   908960.95,20802
,GTL,EQ,         1.35,                    32121.95,23105
,GTLINFRA,EQ,          .40,                   782306.75,2067297
,GTNIND,EQ,         7.25,                    12909.10,1800
,GTPL,EQ,        75.15,                  2659024.45,35330
,GUFICBIO,EQ,        61.85,                  1719557.60,27930
,GUJALKALI,EQ,       424.25,                 13022948.85,30681
,GUJAPOLLO,EQ,       128.50,                     1553.40,12
,GUJGASLTD,EQ,       290.65,                413451571.95,1440061
,GUJRAFFIA,BE,         9.50,                     1900.00,200
,GULFOILLUB,EQ,       810.30,                  2883907.65,3530
,GULFPETRO,EQ,        46.00,                   751382.35,16300
,GULPOLY,EQ,        52.05,                  1354116.75,26566
,GVKPIL,EQ,         4.60,                 14838118.25,3235918
,HAL,EQ,       853.85,                 26374144.80,30634
,HARITASEAT,EQ,       508.10,                  5383797.30,10699
,HARRMALAYA,EQ,        64.25,                  1635362.45,25226
,HATHWAY,EQ,        20.05,                 12324468.65,610363
,HATSUN,EQ,       644.45,                 15659998.80,24217
,HAVISHA,BE,          .80,                    20886.00,26280
,HBLPOWER,EQ,        18.90,                  6163751.75,326660
,HBSL,EQ,         6.65,                    15960.00,2400
,HCC,EQ,        10.85,                 15006058.45,1372230
,HCG,EQ,       114.15,                   935455.25,8031
,HCL-INSYS,EQ,         7.90,                  2671187.90,338684
,HDFCMFGETF,EQ,      3596.75,                  2900283.10,807
,HDFCNIFETF,EQ,      1280.69,                   283212.78,222
,HDFCSENETF,EQ,      4368.70,                   581375.68,134
,HDIL,BE,         2.90,                  1352198.70,468766
,HEG,EQ,      1135.80,                432194883.85,382023
,HEIDELBERG,EQ,       202.85,                217158935.40,1064163
,HEOF1100RG,MF,         9.61,                    19220.00,2000
,HEOF1126RG,MF,         9.80,                     9800.00,1000
,HERCULES,EQ,        97.85,                  1029472.15,10500
,HERITGFOOD,EQ,       367.35,                  2564542.10,7017
,HESTERBIO,EQ,      1614.60,                  2414252.65,1486
,HEXATRADEX,BE,        13.95,                   625674.45,44788
,HEXAWARE,EQ,       344.15,                119299990.05,348381
,HFCL,EQ,        17.15,                 16764260.85,976390
,HGINFRA,EQ,       282.40,                 21954270.85,77019
,HGS,EQ,       649.30,                   941989.05,1450
,HHOF1140RG,MF,         8.82,                    80884.00,9200
,HIKAL,EQ,       130.60,                 59492268.50,451428
,HIL,EQ,      1426.90,                  9195549.85,6455
,HILTON,BE,        11.15,                    11968.55,1076
,HIMATSEIDE,EQ,       138.90,                 17090639.65,123068
,HINDCOMPOS,EQ,       218.20,                  1303627.35,5960
,HINDCON,SM,        12.30,                   100000.00,8000
,HINDCOPPER,EQ,        45.05,                 34447171.50,764710
,HINDMOTORS,EQ,         5.75,                   440543.10,75825
,HINDNATGLS,BE,        38.60,                   298209.15,7812
,HINDOILEXP,EQ,       103.85,                 29504570.20,284686
,HINDSYNTEX,BE,         1.50,                       16.50,11
,HIRECT,EQ,       252.80,                  8734953.45,34275
,HISARMETAL,EQ,        65.25,                  1882927.95,29357
,HITECH,EQ,       179.60,                 11387646.45,64535
,HITECHCORP,EQ,        94.30,                   522260.85,5678
,HITECHGEAR,EQ,       200.75,                  1100295.85,5419
,HLVLTD,EQ,         5.70,                   573962.80,99928
,HMT,BZ,        13.50,                    21427.80,1597
,HMVL,EQ,        83.80,                  3464619.95,41241
,HNDFDS,EQ,       628.10,                  9419956.65,15337
,HNGSNGBEES,EQ,       370.99,                    16216.93,44
,HONAUT,EQ,     26895.10,                 24232510.70,900
,HONDAPOWER,EQ,      1274.90,                  6224652.30,4935
,HOVS,EQ,        50.00,                   133991.45,2679
,HPL,EQ,        43.20,                  1080390.20,24880
,HSCL,EQ,        69.15,                 44568189.00,647798
,HSIL,EQ,        54.45,                  7361616.10,134561
,HTMEDIA,EQ,        16.70,                 23228464.90,1312206
,HUBTOWN,BE,        13.40,                   229483.65,16945
,HUDCO,EQ,        42.25,                 73983466.75,1756013
,HUDCO,N4,      1179.60,                   117690.50,100
,HUDCO,ND,      1260.00,                    15119.90,12
,HUDCO,N5,      1206.17,                   318393.68,264
,HUDCO,NE,      1323.02,                  1138626.09,861
,HUDCO,N8,      1157.00,                   767221.25,663
,HUDCO,N3,      1123.00,                    31458.00,28
,IBMFNIFTY,EQ,       118.40,                     9020.25,76
,IBREALEST,EQ,       101.15,                331171667.30,3309623
,IBUCCREDIT,N4,       900.00,                    90003.00,100
,IBUCCREDIT,N7,       825.00,                    20625.00,25
,IBULHSGFIN,NA,       764.99,                    67554.48,89
,IBULISL,EQ,       124.50,                 37176846.95,289995
,IBVENTURES,E3,        76.35,                  5614224.50,74111
