,24-Nov-2020
The Nifty witnessed an intraday movement of about 101.1 points.The closing index was 1 % up as compared to the previous closing index.

, Traded Value (Rs. In Crores), 66399.52
, Traded Quantity (in Lakhs), 28632.94
, Number of Trades, 18512741
, Total Market Capitalisation (Rs. Crores), 17267120.08

,INDEX,PREVIOUS CLOSE,OPEN,HIGH,LOW,CLOSE,GAIN/LOSS
,Nifty 50,     12926.45,     13002.60,     13079.10,     12978.00,     13055.15,128.7
,NIFTY50 EQL Wgt,     13409.30,     13477.75,     13537.70,     13461.10,     13522.75,113.45
,NIFTY100 EQL Wgt,     14308.35,     14374.15,     14432.85,     14358.65,     14403.10,94.75
,NIFTY100 LowVol30,     10146.65,     10182.35,     10242.10,     10170.80,     10215.10,68.45
,NIFTY Alpha 50,     18875.05,     19042.10,     19087.50,     18949.55,     19019.50,144.45
,NIFTY MIDCAP 150,      7279.50,      7322.55,      7347.95,      7316.40,      7340.00,60.5
,NIFTY SMLCAP 50,      3111.50,      3141.85,      3150.40,      3131.65,      3146.65,35.15
,NIFTY SMLCAP 250,      5427.40,      5471.70,      5482.05,      5455.50,      5475.85,48.45
,NIFTY MIDSML 400,      6615.35,      6658.95,      6678.35,      6650.05,      6671.55,56.2
,NIFTY200 QUALTY30,     11131.40,     11174.20,     11240.10,     11165.20,     11211.15,79.75
,Nifty FinSrv25 50,     13553.90,     13658.70,     13772.85,     13629.20,     13739.90,186
,NIFTY AlphaLowVol,     12782.75,     12838.05,     12859.10,     12772.10,     12833.70,50.95
,Nifty200Momentm30,     12596.75,     12653.70,     12674.40,     12578.35,     12649.60,52.85
,Nifty100ESGSecLdr,      2243.50,      2255.30,      2265.05,      2250.95,      2260.00,16.5
,Nifty IT,     22007.05,     22099.60,     22281.85,     22016.95,     22064.30,57.25
,Nifty Next 50,     30220.30,     30351.95,     30476.75,     30284.20,     30377.15,156.85
,Nifty Bank,     29024.20,     29265.60,     29827.80,     29206.75,     29737.25,713.05
,NIFTY MIDCAP 100,     19211.40,     19326.40,     19389.40,     19292.40,     19352.25,140.85
,Nifty 500,     10635.95,     10698.30,     10749.35,     10686.50,     10733.60,97.65
,Nifty 100,     13036.65,     13110.80,     13179.10,     13090.10,     13158.30,121.65
,Nifty Midcap 50,      5365.55,      5399.00,      5417.70,      5381.55,      5410.55,45
,Nifty Realty,       253.75,       255.45,       260.90,       254.60,       258.30,4.55
,Nifty Infra,      3436.50,      3452.40,      3466.65,      3439.70,      3446.00,9.5
,Nifty Energy,     16405.55,     16528.35,     16584.05,     16342.50,     16460.55,55
,Nifty FMCG,     31568.10,     31600.40,     31878.10,     31576.95,     31832.20,264.1
,Nifty MNC,     14789.15,     14836.95,     14918.05,     14825.60,     14901.55,112.4
,Nifty Pharma,     11737.20,     11808.90,     11912.35,     11680.00,     11880.80,143.6
,Nifty PSE,      2580.95,      2593.85,      2607.10,      2573.15,      2581.95,1
,Nifty PSU Bank,      1466.85,      1478.60,      1487.55,      1463.75,      1483.10,16.25
,Nifty Serv Sector,     18101.30,     18221.90,     18331.75,     18178.25,     18289.40,188.1
,India VIX,20.7975,20.7975,22.0000,20.0250,21.0575,0.2600
,Nifty Auto,      8738.60,      8776.65,      8942.15,      8767.65,      8887.95,149.35
,Nifty Metal,      2808.60,      2827.50,      2846.75,      2803.25,      2839.15,30.55
,Nifty Media,      1477.30,      1484.95,      1490.90,      1475.45,      1478.00,.7
,NIFTY SMLCAP 100,      6309.65,      6369.60,      6386.05,      6352.25,      6380.00,70.35
,Nifty 200,      6688.00,      6726.25,      6759.20,      6717.80,      6748.90,60.9
,Nifty Div Opps 50,      2630.40,      2640.45,      2654.00,      2637.50,      2647.05,16.65
,Nifty Commodities,      3594.75,      3616.40,      3624.85,      3593.20,      3607.50,12.75
,Nifty Consumption,      5387.45,      5400.35,      5442.00,      5397.70,      5422.95,35.5
,Nifty Fin Service,     14059.10,     14170.95,     14312.60,     14139.05,     14275.25,216.15
,Nifty50 Div Point,        79.54,        79.54,        79.54,        79.54,        79.54,0
,Nifty100 Liq 15,      3112.85,      3133.80,      3167.15,      3130.60,      3160.80,47.95
,Nifty CPSE,      1483.85,      1489.65,      1502.35,      1482.20,      1487.25,3.4
,Nifty GrowSect 15,      6471.75,      6509.00,      6573.30,      6492.80,      6557.90,86.15
,Nifty50 PR 2x Lev,      5216.75,      5277.80,      5339.00,      5259.90,      5320.20,103.45
,Nifty50 PR 1x Inv,       339.70,       337.75,       338.30,       335.75,       336.35,-3.35
,Nifty50 TR 2x Lev,      6927.70,      7008.75,      7090.05,      6985.00,      7065.05,137.35
,Nifty50 TR 1x Inv,       294.95,       293.25,       293.75,       291.50,       292.05,-2.9
,Nifty50 Value 20,      6232.05,      6256.95,      6289.80,      6246.25,      6272.50,40.45
,Nifty Mid Liq 15,      4714.55,      4741.15,      4768.40,      4736.30,      4758.45,43.9
,Nifty Pvt Bank,     16166.85,     16298.45,     16592.35,     16263.00,     16542.95,376.1
,NIFTY100 Qualty30,      3023.10,      3033.85,      3054.95,      3031.85,      3049.00,25.9
,Nifty GS 8 13Yr,      2241.68,      2242.05,      2244.42,      2240.79,      2244.37,2.69
,Nifty GS 10Yr,      2021.98,      2022.30,      2025.04,      2020.03,      2024.74,2.76
,Nifty GS 10Yr Cln,       968.53,       968.53,       969.86,       967.42,       969.72,1.19
,Nifty GS 4 8Yr,      2388.67,      2389.05,      2391.62,      2388.05,      2391.61,2.94
,Nifty GS 11 15Yr,      2422.24,      2422.67,      2427.84,      2422.45,      2427.84,5.6
,Nifty GS 15YrPlus,      2636.51,      2636.99,      2639.27,      2636.99,      2639.27,2.76
,Nifty GS Compsite,      2287.43,      2287.81,      2290.30,      2286.97,      2290.29,2.86

,ADVANCES,1097
,DECLINES,806
,UNCHANGED,117

,Total securities that have hit their price bands today,364

,TOP 25 Securities Today :
,SYMBOL,SERIES,PREV. CLOSE,CLOSE PRICE,%VAR, VALUE(Rs Crs)
,HDFCBANK,EQ,      1394.60,      1438.20,3.13,2871.05
,SAKSOFT,EQ,       319.95,                  7324723.00,22699
,SAKUMA,EQ,         5.30,                  1682190.20,320470
,SALASAR,EQ,       209.50,                  9197109.35,43146
,SALONA,EQ,        63.45,                    39832.20,626
,SALSTEEL,EQ,         3.00,                   340893.70,118321
,SALZERELEC,EQ,       106.75,                  2127049.25,19872
,SAMBHAAV,EQ,         1.85,                   232842.80,126740
,SANCO,EQ,        13.95,                   105975.55,7566
,SANDESH,EQ,       571.65,                  2080833.55,3648
,SANDHAR,EQ,       245.30,                  4171458.50,17350
,SANGAMIND,EQ,        50.65,                   252332.50,4933
,SANGHIIND,EQ,        34.45,                 54626482.20,1606472
,SANGHVIFOR,EQ,        19.05,                    66820.05,3480
,SANGHVIMOV,EQ,        96.50,                 21453275.85,228299
,SANGINITA,EQ,        33.25,                   838997.25,25233
,SANOFI,EQ,      8332.65,                127818704.30,15440
,SANWARIA,BZ,         1.35,                  1075115.50,825109
,SARDAEN,EQ,       300.75,                 16548173.45,54575
,SAREGAMA,EQ,       767.70,                 11141454.50,14472
,SARLAPOLY,EQ,        19.05,                  4402970.40,225085
,SARVESHWAR,SM,        12.05,                    38560.00,3200
,SASKEN,EQ,       672.75,                  5394973.60,8012
,SASTASUNDR,EQ,       126.90,                  2507396.00,19750
,SATIA,EQ,        96.15,                  6902431.45,71862
,SATIN,EQ,        71.90,                 44373135.00,612629
,SATINPP,E1,        33.05,                  1337565.55,39696
,SBIETFIT,EQ,       222.12,                   422911.47,1897
,SBIETFPB,EQ,       164.71,                   173070.95,1053
,SBIETFQLTY,EQ,       114.60,                   322903.92,2829
,SBIN,N5,     10857.46,                  9689368.09,893
,SBIN,N6,     10800.00,                   486000.00,45
,SCAPDVR,EQ,         1.35,                   104576.55,76391
,SCHAEFFLER,EQ,      3944.20,                 65167416.00,16351
,SCHAND,EQ,        68.25,                  7055282.95,101696
,SCHNEIDER,EQ,        88.20,                 28737004.15,323147
,SCI,EQ,        52.30,                 58772473.90,1124008
,SDBL,EQ,        26.05,                  2251690.40,86404
,SDFSC30GD,MF,        11.00,                       11.00,1
,SEAMECLTD,EQ,       398.50,                 11977124.05,30173
,SECURCRED,SM,        14.55,                    26160.00,1800
,SELAN,EQ,       115.70,                  7137233.90,61683
,SELMCL,BZ,         2.20,                   126641.35,57371
,SEPOWER,EQ,         2.45,                    34482.10,14071
,SEQUENT,EQ,       155.65,                145562826.50,926889
,SESHAPAPER,EQ,       135.95,                  2377708.00,17351
,SETCO,EQ,        12.25,                  1491651.90,121705
,SETF10GILT,EQ,       202.84,                    12814.29,63
,SETFGOLD,EQ,      4409.40,                 55096131.20,12490
,SETFNIF50,EQ,       135.06,                 70607308.88,523031
,SETFNIFBK,EQ,       295.94,                 23663949.43,80522
,SETFNN50,EQ,       315.17,                  7066417.28,22446
,SETUINFRA,EQ,          .65,                    64702.70,94680
,SEYAIND,EQ,        60.20,                   573915.75,9527
,SEZAL,BZ,         2.35,                    46699.35,20021
,SFL,EQ,      1358.50,                  8348750.65,6146
,SGBAPR28I,GB,      4779.67,                  3201882.49,671
,SGBAUG24,GB,      4913.59,                  1797657.85,365
,SGBAUG27,GB,      4811.06,                   308479.83,64
,SGBAUG28V,GB,      4807.27,                 28734347.29,5977
,SGBDC27VII,GB,      4800.00,                   279600.93,58
,SGBDEC25,GB,      4820.20,                    48261.10,10
,SGBDEC2513,GB,      4898.00,                    19548.00,4
,SGBDEC26,GB,      4947.00,                    54416.99,11
,SGBFEB24,GB,      4926.16,                   202103.15,41
,SGBFEB27,GB,      4775.00,                   315775.00,66
,SGBFEB28IX,GB,      4850.00,                   140650.00,29
,SGBJ28VIII,GB,      4846.00,                    57992.00,12
,SGBJAN26,GB,      4800.00,                   259200.00,54
,SGBJUL25,GB,      4799.56,                  2443868.85,509
,SGBJUL27,GB,      4781.00,                    24081.00,5
,SGBJUL28IV,GB,      4787.58,                  7353900.42,1537
,SGBJUN27,GB,      4849.98,                   101849.58,21
,SGBJUN28,GB,      4797.39,                  6145617.63,1285
,SGBMAR24,GB,      4935.00,                    88761.00,18
,SGBMAR25,GB,      4809.16,                  1807920.63,376
,SGBMAR28X,GB,      4778.77,                   171933.90,36
,SGBMAY25,GB,      4781.92,                  1196187.18,250
,SGBMAY26,GB,      4761.67,                   442655.02,93
,SGBMAY28,GB,      4763.82,                  4484647.16,943
,SGBNOV23,GB,      5018.18,                   210920.30,42
,SGBNOV24,GB,      4857.38,                  1172346.77,241
,SGBNOV25VI,GB,      4800.00,                    28800.00,6
,SGBNOV26,GB,      4850.00,                   317858.80,66
,SGBOC28VII,GB,      4865.00,                   616203.96,127
,SGBOCT25,GB,      4808.25,                   106044.00,22
,SGBOCT25IV,GB,      4852.00,                   209558.97,43
,SGBOCT25V,GB,      4861.00,                    83334.00,17
,SGBOCT26,GB,      4849.99,                    57734.99,12
,SGBOCT27,GB,      4880.00,                   121296.05,25
,SGBOCT27VI,GB,      4762.01,                   323772.72,68
,SGBSEP24,GB,      4897.00,                   663317.65,136
,SGBSEP27,GB,      4820.00,                    48200.00,10
,SGBSEP28VI,GB,      4813.07,                  1467520.02,304
,SGL,EQ,         6.50,                   360707.15,55194
,SHAHALLOYS,EQ,         7.20,                    40616.95,5868
,SHAKTIPUMP,BE,       229.25,                  5677664.10,24498
,SHALBY,EQ,       111.70,                275974462.10,2554353
,SHALPAINTS,EQ,        68.50,                  5577277.35,81016
,SHANKARA,EQ,       334.95,                 36308607.60,107848
,SHANTIGEAR,EQ,       103.20,                 10596953.00,101661
,SHARDACROP,EQ,       270.30,                  3968535.60,14635
,SHARDAMOTR,EQ,      1409.70,                  6160966.15,4315
,SHAREINDIA,EQ,       105.50,                  1664929.55,15466
,SHARIABEES,EQ,       320.61,                    76781.44,239
,SHEMAROO,EQ,        55.25,                  1099568.65,19936
,SHIL,EQ,       111.60,                 26832022.20,240135
,SHILPAMED,EQ,       433.00,                133846337.55,311738
,SHIRPUR-G,BE,         7.50,                    52932.20,7012
,SHIVAMAUTO,EQ,        19.85,                  5304993.20,271873
,SHIVAMILLS,EQ,        26.05,                   751502.30,27869
,SHIVATEX,EQ,        80.80,                   615462.55,7623
,SHK,EQ,       123.30,                 53880722.05,433552
,SHOPERSTOP,EQ,       180.90,                 16190134.70,88968
,SHRADHA,EQ,        58.70,                   328953.45,5511
,SHREDIGCEM,EQ,        58.65,                 27477099.60,466718
,SHREEPUSHK,EQ,        99.80,                  9415782.95,95023
,SHREERAMA,EQ,         6.90,                    60029.85,8776
,SHRENIK,EQ,         5.90,                  7231196.45,1245806
,SHREYANIND,EQ,        72.25,                   695918.50,9537
,SHREYAS,EQ,        58.85,                  3223211.15,54283
,SHRIPISTON,BE,       557.95,                   120386.05,211
,SHRIRAMCIT,EQ,      1100.15,                103623691.30,94030
,SHRIRAMEPC,EQ,         3.55,                   381375.65,107968
,SHYAMCENT,EQ,         3.80,                    74525.40,19773
,SICAGEN,EQ,        13.05,                   305788.65,23644
,SICAL,EQ,         9.60,                  1483008.80,153934
,SIGIND,EQ,        23.55,                  9958347.00,406877
,SIGMA,SM,        45.00,                   405000.00,9000
,SIKKO,SM,        26.20,                   104800.00,4000
,SIL,BE,         8.90,                   268909.40,29601
,SILINV,EQ,       151.05,                  1813035.75,11860
,SILLYMONKS,BE,        22.30,                    22300.00,1000
,SIMBHALS,EQ,         6.05,                   105109.85,17183
,SIMPLEXINF,EQ,        31.45,                  7718586.10,240387
,SINTERCOM,EQ,        76.90,                   335122.00,4351
,SINTEX,BE,         3.20,                  6998489.40,2174426
,SIRCA,EQ,       246.70,                  4894720.30,19818
,SIS,EQ,       400.80,                131661149.95,332089
,SITINET,EQ,          .85,                  3557096.15,4184819
,SIYSIL,EQ,       160.90,                 86950125.20,530751
,SJVN,EQ,        22.90,                 33017603.25,1440527
,SKFINDIA,EQ,      1562.85,                 13116102.95,8376
,SKIL,EQ,         2.65,                   605189.00,231860
,SKIPPER,EQ,        53.45,                  5835957.35,106706
,SKMEGGPROD,EQ,        46.00,                  1386142.80,30032
,SMARTLINK,EQ,        73.30,                   994038.00,13478
,SMLISUZU,EQ,       434.40,                 12143146.00,27878
,SMPL,BZ,          .15,                       22.65,151
,SMSLIFE,EQ,       595.75,                  4274127.60,7196
,SMSPHARMA,EQ,        83.15,                  8330163.95,99595
,SNOWMAN,EQ,        55.45,                179840162.00,3234980
,SOBHA,EQ,       315.75,                173445902.95,551144
,SOLARA,EQ,      1128.75,                167814387.00,150199
,SOLARINDS,EQ,      1032.70,               1083967719.60,1081960
,SOLEX,SM,        37.95,                   452100.00,12000
,SOMANYCERA,EQ,       261.50,                 16545662.00,63416
,SOMATEX,BE,         2.70,                     5400.00,2000
,SOMICONVEY,EQ,        20.30,                   261249.00,12769
,SONATSOFTW,EQ,       351.05,                199852931.50,569720
,SORILINFRA,EQ,        69.50,                  3775385.60,53937
,SOTL,EQ,       700.00,                  8131349.45,11587
,SOUTHBANK,EQ,         7.55,                213792253.70,28689409
,SOUTHWEST,EQ,        31.05,                  1220267.45,39256
,SPAL,EQ,       138.10,                  3858437.85,27819
,SPANDANA,EQ,       739.10,                 24374990.45,32737
,SPARC,EQ,       179.80,                362862772.35,2051394
,SPECIALITY,EQ,        35.50,                  1449916.50,40657
,SPENCERS,EQ,        75.35,                 31814664.90,420796
,SPENTEX,BZ,          .50,                     4433.60,8092
,SPIC,EQ,        19.40,                  1825943.65,94088
,SPICEJET,EQ,        70.70,                438482908.45,6145181
,SPLIL,EQ,        29.15,                   675126.95,23140
,SPMLINFRA,EQ,         8.15,                    74235.05,9004
,SPTL,EQ,         2.40,                  5729426.25,2370111
,SPYL,EQ,          .45,                   794815.45,1805511
,SREEL,EQ,       149.95,                  6743672.05,44298
,SREIBNPNCD,NL,       782.60,                   178276.69,226
,SREIBNPNCD,Y8,       604.00,                    30920.00,48
,SREIBNPNCD,NQ,       850.00,                   163290.00,194
,SREIBNPNCD,N9,       706.66,                    22712.28,32
,SREIBNPNCD,NO,       745.00,                   250470.25,339
,SREIBNPNCD,Y5,       830.15,                   357614.80,440
,SREIBNPNCD,NP,       653.00,                   374926.20,611
,SREIBNPNCD,Y2,       710.28,                   101328.50,152
,SREIBNPNCD,NZ,       951.53,                   247270.00,245
,SREIBNPNCD,NY,       750.00,                    98485.00,129
,SREIBNPNCD,NU,       652.62,                   191489.05,294
,SREIBNPNCD,NJ,       826.49,                    75864.49,92
,SREIBNPNCD,Y7,       770.00,                     3870.00,5
,SREIBNPNCD,NN,      1032.72,                     5163.60,5
,SREIBNPNCD,NX,       800.00,                   584200.00,730
,SREINFRA,EQ,         6.10,                 12120848.50,1994970
,SRF,EQ,      5332.60,               2327343183.80,439124
,SRHHYPOLTD,EQ,       260.60,                 91308473.00,344317
,SRIPIPES,EQ,       127.65,                  8831262.95,68940
,SRPL,EQ,        30.50,                   111260.40,3623
,SRTRANSFIN,EQ,      1029.20,               7950571716.05,7881601
,SRTRANSFIN,YR,      1020.00,                    10200.00,10
,SRTRANSFIN,ZH,      1026.00,                   205200.00,200
,SRTRANSFIN,YJ,      1028.00,                   248777.00,242
,SRTRANSFIN,YQ,      1006.00,                   168954.00,168
,SRTRANSFIN,YP,      1005.00,                    10050.00,10
,SRTRANSFIN,YN,      1225.00,                    59673.10,50
,SRTRANSFIN,ZK,      1040.00,                    46800.00,45
,SRTRANSFIN,Z4,      1000.00,                    50000.00,50
,SRTRANSFIN,Z7,      1025.00,                     5125.00,5
,SRTRANSFIN,ZD,       999.90,                    49524.30,50
,SRTRANSFIN,YB,      1100.00,                   161699.00,150
,SRTRANSFIN,YI,      1001.00,                   221221.00,221
,SRTRANSFIN,Z1,      1163.96,                   232792.00,200
,SRTRANSFIN,YV,      1000.00,                   303051.61,303
,SRTRANSFIN,YK,      1029.80,                   254073.65,249
,SRTRANSFIN,YO,      1000.00,                  1100000.00,1100
,SRTRANSFIN,Y9,      1052.70,                   415930.35,395
,SRTRANSFIN,YT,      1191.00,                   179531.00,150
,SRTRANSFIN,YS,      1030.00,                    20600.00,20
,SRTRANSFIN,YX,      1065.01,                    74560.20,70
,SRTRANSFIN,Z9,      1037.36,                    14548.50,14
,SRTRANSFIN,YY,      1075.00,                    16125.00,15
,SRTRANSFIN,Z6,      1023.00,                   101790.00,100
,SRTRANSFIN,YL,      1030.00,                    25750.00,25
,SSINFRA,SM,         6.60,                    61650.00,9000
,SSWL,EQ,       499.15,                 22380137.25,44714
,STAR,EQ,       722.30,                918535848.05,1285486
,STARCEMENT,EQ,        91.45,                 56719683.60,623133
,STARPAPER,EQ,        93.30,                  5860084.30,62213
,STCINDIA,EQ,        62.60,                   825598.55,13142
,STEELCITY,EQ,        32.15,                   287159.30,8937
,STEELXIND,EQ,        32.20,                  1135011.25,35267
,STEL,EQ,        60.25,                  1332060.30,21740
,STERTOOLS,EQ,       186.70,                  3292625.70,17480
,STLTECH,EQ,       154.30,                127825064.10,832056
,SUBCAPCITY,BE,        23.00,                    14275.10,626
,SUBEXLTD,EQ,        19.00,                 62997527.85,3246914
,SUBROS,EQ,       297.40,                110601002.35,369205
,SUDARSCHEM,EQ,       454.20,                 36587668.05,80614
,SUJANAUNI,BE,          .30,                    65700.25,208269
,SUMEETINDS,EQ,         2.05,                   296755.65,146646
,SUMICHEM,EQ,       280.90,                 68049915.40,242001
,SUMIT,EQ,         8.05,                    30656.25,3759
,SUMMITSEC,EQ,       475.50,                  1555309.65,3319
,SUNCLAYLTD,EQ,      1767.85,                  7558965.85,4309
,SUNDARAM,EQ,         1.20,                   220627.80,186740
,SUNDARMFIN,EQ,      1795.20,                158592998.75,88536
,SUNDARMHLD,EQ,        56.75,                  2034467.10,35705
,SUNDRMBRAK,EQ,       323.10,                 23992418.40,74437
,SUNDRMFAST,EQ,       511.50,                127129641.15,252478
,SUNFLAG,EQ,        55.35,                 22720123.20,407841
,SUNTECK,EQ,       319.90,               1515928206.20,4756032
,SUNTV,EQ,       426.25,                449250853.90,1051026
,SUPERHOUSE,EQ,       105.45,                 13224944.45,122680
,SUPERSPIN,EQ,         4.05,                    76554.10,18710
,SUPPETRO,EQ,       323.10,                 28479676.00,89535
,SUPRAJIT,EQ,       195.35,                 30049374.20,153417
,SUPREMEENG,SM,        20.70,                   251800.00,12000
,SUPREMEIND,EQ,      1721.20,                439957148.75,255683
,SUPREMEINF,BZ,        10.00,                     2100.00,210
,SURANASOL,EQ,         7.00,                   269479.55,38674
,SURANAT&P,EQ,         3.80,                    48909.80,12826
,SURYALAXMI,EQ,        17.85,                   170367.85,9546
,SURYAROSNI,EQ,       263.45,                 17651471.75,66230
,SUTLEJTEX,EQ,        29.40,                  2873185.65,97967
,SUULD,EQ,       104.85,                  3490571.40,33810
,SUVEN,EQ,        47.70,                 14895351.35,312402
,SUVENPHAR,EQ,       371.20,                339770834.65,933329
,SUZLON,BE,         3.50,                 33110752.30,9487094
,SVLL,SM,        81.65,                    81650.00,1000
,SWANENERGY,EQ,       138.75,                 23243858.35,168941
,SWARAJENG,EQ,      1385.10,                 11820046.10,8533
,SWELECTES,EQ,       142.25,                  4856341.90,34220
,SWSOLAR,EQ,       224.00,                106950259.80,478433
,SYMPHONY,EQ,       834.65,                 19221060.70,22980
,SYNCOM,BZ,         1.60,                    25347.20,15842
,SYNGENE,EQ,       573.60,                180809271.30,316877
,TAINWALCHM,EQ,        77.15,                  6048426.45,76477
,TAJGVK,EQ,       135.65,                  9005155.90,66117
,TAKE,EQ,        40.20,                 23386628.75,582072
,TALBROAUTO,EQ,       152.60,                 11571072.90,74525
,TANLA,EQ,       529.45,                425295115.45,806010
,TANTIACONS,BE,         1.15,                    24278.50,21156
,TARMAT,EQ,        38.60,                   353745.85,8971
,TASTYBITE,EQ,     11364.00,                 13653903.10,1204
,TATACAPHSG,N6,      1100.00,                   330200.00,300
,TATACAPHSG,NB,      1156.99,                    23083.95,20
,TATACHEM,EQ,       367.40,               1957499966.00,5309131
,TATACOFFEE,EQ,       103.90,                 63986324.90,615224
,TATACOMM,EQ,      1052.15,                174635526.15,168474
,TATAELXSI,EQ,      1562.60,                466713246.70,297484
,TATAINVEST,EQ,       936.95,                 16464599.40,17596
,TATAMETALI,EQ,       523.35,                 44861546.50,85399
,TATAMTRDVR,EQ,        74.10,                385257047.65,5206154
,TATAPOWER,EQ,        59.95,               1486371560.45,25057495
,TATASTLBSL,EQ,        33.30,                 85784900.45,2577625
,TATASTLLP,EQ,       476.70,                 30348740.35,63107
,TATASTLPP,E1,       127.70,                 48557476.15,378795
,TBZ,EQ,        41.95,                  5049925.65,119420
,TCFSL,NF,      1146.00,                   470624.25,411
,TCFSL,NA,      1002.15,                    25053.75,25
,TCFSL,NH,      1040.31,                   385328.10,370
,TCFSL,ND,      1084.57,                  1254549.50,1157
,TCFSL,NL,      1115.01,                   224800.50,200
,TCFSL,NN,      1121.95,                    33658.50,30
,TCFSL,NB,      1029.34,                  2106959.25,2048
,TCI,EQ,       249.60,                  3193421.50,12833
,TCIDEVELOP,EQ,       318.45,                   223804.90,703
,TCIEXP,EQ,       798.05,                 10074122.30,12627
,TCIFINANCE,EQ,         4.15,                      435.75,105
,TCNSBRANDS,EQ,       403.90,                  6139684.40,15169
,TCPLPACK,EQ,       370.25,                   477777.45,1288
,TDPOWERSYS,EQ,       129.95,                 38225286.70,290881
,TEAMLEASE,EQ,      2419.80,                 18829915.60,7797
,TECHNOE,EQ,       217.25,                  6497547.85,29974
,TECHNOFAB,EQ,         8.90,                    39954.05,4545
,TEJASNET,EQ,       104.95,                 37320132.55,353786
,TERASOFT,EQ,        29.35,                   731239.25,24382
,TEXINFRA,EQ,        37.30,                  5917895.05,158389
,TEXMOPIPES,EQ,        21.35,                  4488180.85,207307
,TEXRAIL,EQ,        25.20,                 10707547.15,425590
,TFCILTD,EQ,        40.40,                 18269037.70,453059
,TFL,EQ,         2.60,                      632.10,239
,TGBHOTELS,EQ,         5.05,                    25854.80,5149
,THANGAMAYL,EQ,       435.80,                  7053621.30,16108
,THEINVEST,EQ,       130.75,                   377678.65,2891
,THEJO,SM,      1275.75,                  3486250.00,2800
,THEMISMED,EQ,       363.10,                 71320657.00,196420
,THERMAX,EQ,       855.15,                 37840397.70,44542
,THOMASCOOK,EQ,        40.90,                111914485.25,2674508
,THYROCARE,EQ,      1101.20,                404384230.10,364439
,TI,EQ,        17.25,                  2403253.05,137583
,TIDEWATER,EQ,      4478.80,                 13275841.10,2940
,TIIL,EQ,       301.65,                  7671859.00,25559
,TIINDIA,EQ,       844.05,                140699407.40,166427
,TIJARIA,EQ,         6.30,                   184102.95,29949
,TIL,EQ,       138.25,                  1262422.70,9127
,TIMESGTY,EQ,        25.10,                   795229.15,31304
,TIMETECHNO,EQ,        45.45,                 49910542.45,1101663
,TIMKEN,EQ,      1190.15,                 29952373.30,25346
,TINPLATE,EQ,       146.90,                105842796.45,716906
,TIPSINDLTD,EQ,       258.65,                  2057386.95,7939
,TIRUMALCHM,EQ,        97.85,                131028536.70,1328248
,TIRUPATIFL,BE,        26.45,                    13298.95,503
,TMRVL,EQ,         9.40,                  1156829.30,126339
,TNPETRO,EQ,        39.95,                  8548387.65,212855
,TNPL,EQ,       108.95,                 11270657.85,102921
,TNTELE,BE,         1.55,                    18981.00,12210
,TOKYOPLAST,EQ,        66.80,                   423171.50,6200
,TORNTPOWER,EQ,       312.60,                286973888.75,916218
,TOTAL,EQ,        57.10,                  8279096.65,145187
,TOUCHWOOD,EQ,        42.50,                     2941.05,69
,TPLPLASTEH,EQ,       130.80,                 10421203.10,79916
,TREEHOUSE,EQ,         6.75,                    69457.25,10416
,TREJHARA,EQ,        29.25,                  2774991.00,96952
,TRENT,EQ,       773.65,               1641256754.05,2093324
,TRF,EQ,        79.50,                   831865.65,10388
,TRIDENT,EQ,         7.90,                 92156572.75,11516552
,TRIGYN,EQ,        69.10,                  9579795.55,139326
,TRIL,EQ,        10.35,                   915440.65,88362
,TRITURBINE,EQ,        74.00,                  4008908.25,53800
,TRIVENI,EQ,        70.30,                 28851165.70,410122
,TTKHLTCARE,EQ,       470.40,                  1019799.60,2164
,TTKPRESTIG,EQ,      5861.85,                 23175941.95,3962
,TTL,EQ,        42.30,                   796529.90,18548
,TTML,BE,         6.90,                  6341037.90,918991
,TV18BRDCST,EQ,        29.95,                100502641.45,3343217
,TVSELECT,EQ,       105.85,                 29267439.15,283207
,TVSMOTOR,EQ,       471.50,               1088085815.90,2305050
,TVSSRICHAK,EQ,      1581.25,                 67683819.20,42558
,TVTODAY,EQ,       208.90,                111023301.60,525679
,TVVISION,EQ,         1.20,                     3672.00,3060
,TWL,EQ,        45.50,                  8885959.85,194780
,UCALFUEL,EQ,       126.40,                 13610469.50,109154
,UCOBANK,EQ,        12.10,                 16034549.15,1317032
,UFLEX,EQ,       358.85,                 36209358.10,100736
,UFO,EQ,        75.45,                  6656793.65,88209
,UGARSUGAR,EQ,        13.95,                  1805322.80,129144
,UJAAS,EQ,         3.00,                  5997350.50,2019130
,UJJIVAN,EQ,       286.00,                594062009.85,2089150
,UJJIVANSFB,EQ,        38.25,                307135544.20,7712208
,UMANGDAIRY,EQ,        45.35,                  1023873.25,22634
,UMESLTD,EQ,         1.35,                    67460.25,50751
,UNICHEMLAB,EQ,       258.00,                 69501004.50,269043
,UNIDT,EQ,       245.60,                  2624556.25,10728
,UNIENTER,EQ,        59.25,                   394715.40,6682
,UNIINFO,SM,        14.75,                    29500.00,2000
,UNIONBANK,EQ,        25.70,                 62595022.75,2435588
,UNITECH,BZ,         1.40,                  2767320.25,1964419
,UNITEDTEA,EQ,       326.15,                  1141657.35,3485
,UNITY,BZ,         1.20,                    35277.10,29344
,UNIVASTU,EQ,        31.80,                    33819.00,1067
,UNIVCABLES,EQ,       139.80,                  7848198.55,55916
