,24-Nov-2020
The Nifty witnessed an intraday movement of about 101.1 points.The closing index was 1 % up as compared to the previous closing index.

, Traded Value (Rs. In Crores), 66399.52
, Traded Quantity (in Lakhs), 28632.94
, Number of Trades, 18512741
, Total Market Capitalisation (Rs. Crores), 17267120.08

,INDEX,PREVIOUS CLOSE,OPEN,HIGH,LOW,CLOSE,GAIN/LOSS
,Nifty 50,     12926.45,     13002.60,     13079.10,     12978.00,     13055.15,128.7
,NIFTY50 EQL Wgt,     13409.30,     13477.75,     13537.70,     13461.10,     13522.75,113.45
,NIFTY100 EQL Wgt,     14308.35,     14374.15,     14432.85,     14358.65,     14403.10,94.75
,NIFTY100 LowVol30,     10146.65,     10182.35,     10242.10,     10170.80,     10215.10,68.45
,NIFTY Alpha 50,     18875.05,     19042.10,     19087.50,     18949.55,     19019.50,144.45
,NIFTY MIDCAP 150,      7279.50,      7322.55,      7347.95,      7316.40,      7340.00,60.5
,NIFTY SMLCAP 50,      3111.50,      3141.85,      3150.40,      3131.65,      3146.65,35.15
,NIFTY SMLCAP 250,      5427.40,      5471.70,      5482.05,      5455.50,      5475.85,48.45
,NIFTY MIDSML 400,      6615.35,      6658.95,      6678.35,      6650.05,      6671.55,56.2
,NIFTY200 QUALTY30,     11131.40,     11174.20,     11240.10,     11165.20,     11211.15,79.75
,Nifty FinSrv25 50,     13553.90,     13658.70,     13772.85,     13629.20,     13739.90,186
,NIFTY AlphaLowVol,     12782.75,     12838.05,     12859.10,     12772.10,     12833.70,50.95
,Nifty200Momentm30,     12596.75,     12653.70,     12674.40,     12578.35,     12649.60,52.85
,Nifty100ESGSecLdr,      2243.50,      2255.30,      2265.05,      2250.95,      2260.00,16.5
,Nifty IT,     22007.05,     22099.60,     22281.85,     22016.95,     22064.30,57.25
,Nifty Next 50,     30220.30,     30351.95,     30476.75,     30284.20,     30377.15,156.85
,Nifty Bank,     29024.20,     29265.60,     29827.80,     29206.75,     29737.25,713.05
,NIFTY MIDCAP 100,     19211.40,     19326.40,     19389.40,     19292.40,     19352.25,140.85
,Nifty 500,     10635.95,     10698.30,     10749.35,     10686.50,     10733.60,97.65
,Nifty 100,     13036.65,     13110.80,     13179.10,     13090.10,     13158.30,121.65
,Nifty Midcap 50,      5365.55,      5399.00,      5417.70,      5381.55,      5410.55,45
,Nifty Realty,       253.75,       255.45,       260.90,       254.60,       258.30,4.55
,Nifty Infra,      3436.50,      3452.40,      3466.65,      3439.70,      3446.00,9.5
,Nifty Energy,     16405.55,     16528.35,     16584.05,     16342.50,     16460.55,55
,Nifty FMCG,     31568.10,     31600.40,     31878.10,     31576.95,     31832.20,264.1
,Nifty MNC,     14789.15,     14836.95,     14918.05,     14825.60,     14901.55,112.4
,Nifty Pharma,     11737.20,     11808.90,     11912.35,     11680.00,     11880.80,143.6
,Nifty PSE,      2580.95,      2593.85,      2607.10,      2573.15,      2581.95,1
,Nifty PSU Bank,      1466.85,      1478.60,      1487.55,      1463.75,      1483.10,16.25
,Nifty Serv Sector,     18101.30,     18221.90,     18331.75,     18178.25,     18289.40,188.1
,India VIX,20.7975,20.7975,22.0000,20.0250,21.0575,0.2600
,Nifty Auto,      8738.60,      8776.65,      8942.15,      8767.65,      8887.95,149.35
,Nifty Metal,      2808.60,      2827.50,      2846.75,      2803.25,      2839.15,30.55
,Nifty Media,      1477.30,      1484.95,      1490.90,      1475.45,      1478.00,.7
,NIFTY SMLCAP 100,      6309.65,      6369.60,      6386.05,      6352.25,      6380.00,70.35
,Nifty 200,      6688.00,      6726.25,      6759.20,      6717.80,      6748.90,60.9
,Nifty Div Opps 50,      2630.40,      2640.45,      2654.00,      2637.50,      2647.05,16.65
,Nifty Commodities,      3594.75,      3616.40,      3624.85,      3593.20,      3607.50,12.75
,Nifty Consumption,      5387.45,      5400.35,      5442.00,      5397.70,      5422.95,35.5
,Nifty Fin Service,     14059.10,     14170.95,     14312.60,     14139.05,     14275.25,216.15
,Nifty50 Div Point,        79.54,        79.54,        79.54,        79.54,        79.54,0
,Nifty100 Liq 15,      3112.85,      3133.80,      3167.15,      3130.60,      3160.80,47.95
,Nifty CPSE,      1483.85,      1489.65,      1502.35,      1482.20,      1487.25,3.4
,Nifty GrowSect 15,      6471.75,      6509.00,      6573.30,      6492.80,      6557.90,86.15
,Nifty50 PR 2x Lev,      5216.75,      5277.80,      5339.00,      5259.90,      5320.20,103.45
,Nifty50 PR 1x Inv,       339.70,       337.75,       338.30,       335.75,       336.35,-3.35
,Nifty50 TR 2x Lev,      6927.70,      7008.75,      7090.05,      6985.00,      7065.05,137.35
,Nifty50 TR 1x Inv,       294.95,       293.25,       293.75,       291.50,       292.05,-2.9
,Nifty50 Value 20,      6232.05,      6256.95,      6289.80,      6246.25,      6272.50,40.45
,Nifty Mid Liq 15,      4714.55,      4741.15,      4768.40,      4736.30,      4758.45,43.9
,Nifty Pvt Bank,     16166.85,     16298.45,     16592.35,     16263.00,     16542.95,376.1
,NIFTY100 Qualty30,      3023.10,      3033.85,      3054.95,      3031.85,      3049.00,25.9
,Nifty GS 8 13Yr,      2241.68,      2242.05,      2244.42,      2240.79,      2244.37,2.69
,Nifty GS 10Yr,      2021.98,      2022.30,      2025.04,      2020.03,      2024.74,2.76
,Nifty GS 10Yr Cln,       968.53,       968.53,       969.86,       967.42,       969.72,1.19
,Nifty GS 4 8Yr,      2388.67,      2389.05,      2391.62,      2388.05,      2391.61,2.94
,Nifty GS 11 15Yr,      2422.24,      2422.67,      2427.84,      2422.45,      2427.84,5.6
,Nifty GS 15YrPlus,      2636.51,      2636.99,      2639.27,      2636.99,      2639.27,2.76
,Nifty GS Compsite,      2287.43,      2287.81,      2290.30,      2286.97,      2290.29,2.86

,ADVANCES,1097
,DECLINES,806
,UNCHANGED,117

,Total securities that have hit their price bands today,364

,TOP 25 Securities Today :
,SYMBOL,SERIES,PREV. CLOSE,CLOSE PRICE,%VAR, VALUE(Rs Crs)
,HDFCBANK,EQ,      1394.60,      1438.20,3.13,2871.05
,BRFL,EQ,        10.80,                  1747581.00,161970
,BRIGADE,EQ,       216.85,                 38150480.10,175590
,BRIGHT,SM,         6.00,                    56100.00,9000
,BRITANNIA,N2,        31.84,                   226037.57,7102
,BRNL,EQ,        30.10,                  2867203.95,94550
,BROOKS,EQ,        59.00,                  1205654.55,20216
,BSE,EQ,       559.60,                182009708.20,323532
,BSELINFRA,EQ,         1.00,                    98448.75,102295
,BSHSL,EQ,        88.95,                    32496.45,364
,BSL,BE,        29.85,                   234723.05,7808
,BSLGOLDETF,EQ,      4523.20,                  4999705.95,1109
,BSLNIFTY,EQ,       143.88,                    20329.26,142
,BSOFT,EQ,       193.05,                163687209.45,845263
,BTML,SM,        89.50,                   107400.00,1200
,BURNPUR,EQ,         1.60,                   103782.75,63977
,BUTTERFLY,EQ,       382.35,                 12308972.50,32189
,BVCL,BE,        14.00,                    54778.45,3910
,BYKE,EQ,        14.00,                  1190846.55,85176
,CADSYS,SM,        19.35,                    77500.00,4000
,CALSOFT,EQ,         8.85,                   110684.65,12302
,CAMLINFINE,EQ,       102.65,                 26713943.45,262067
,CAMS,EQ,      1438.45,                224296456.10,155863
,CANBK,EQ,        93.25,                941471757.50,10086750
,CANDC,BZ,         3.00,                    13359.00,4453
,CANFINHOME,EQ,       480.00,                 99963966.45,209413
,CANTABIL,EQ,       327.10,                 33543475.15,102234
,CAPACITE,EQ,       163.80,                 13894577.65,84364
,CAPLIPOINT,EQ,       489.95,                115218146.90,231758
,CAPTRUST,EQ,        68.15,                   208264.45,3046
,CARBORUNIV,EQ,       346.00,                106882059.00,306524
,CAREERP,EQ,       165.35,                  2259038.30,13641
,CARERATING,EQ,       440.60,                 43823375.60,98227
,CASTEXTECH,BE,          .40,                    22923.85,59000
,CASTROLIND,EQ,       129.30,                473953002.70,3698476
,CCCL,BE,          .30,                     4614.25,14939
,CCHHL,EQ,         3.50,                   191292.20,54760
,CCL,EQ,       273.80,                 79600752.80,293668
,CDSL,EQ,       487.60,                229534731.45,468200
,CEATLTD,EQ,      1139.45,                145722536.95,127794
,CEBBCO,EQ,        14.45,                   366408.00,25392
,CELEBRITY,EQ,         4.85,                   405511.10,83041
,CENTENKA,EQ,       191.30,                 16130129.00,84718
,CENTEXT,EQ,         3.55,                   187523.45,52080
,CENTRALBK,EQ,        11.80,                 32515105.55,2762064
,CENTRUM,EQ,        16.60,                  8381360.30,510827
,CENTUM,EQ,       294.00,                  1421203.60,4843
,CENTURYPLY,EQ,       199.30,                 23839973.95,119804
,CENTURYTEX,EQ,       353.40,                772972375.55,2229142
,CERA,EQ,      3021.55,                  5633566.65,1862
,CEREBRAINT,EQ,        27.50,                  3053120.95,110276
,CESC,EQ,       591.55,                153637527.80,262235
,CESCVENT,EQ,       255.10,                 17509567.75,68371
,CGCL,EQ,       297.65,                 40713438.65,137043
,CGPOWER,EQ,        37.80,                196676492.75,5219189
,CHALET,EQ,       149.45,                 28974756.10,192298
,CHAMBLFERT,EQ,       187.35,                152698476.90,811465
,CHEMBOND,EQ,       156.55,                  2327406.80,14849
,CHEMCON,EQ,       423.70,                195041334.80,458285
,CHEMFAB,EQ,       124.95,                   613341.50,4881
,CHENNPETRO,EQ,        87.80,                204969626.95,2374522
,CHOLAFIN,EQ,       360.20,               2098498180.95,5854352
,CHOLAHLDNG,EQ,       522.75,                163246275.05,314326
,CHROMATIC,EQ,          .60,                    17492.90,27483
,CIGNITITEC,EQ,       418.75,                 13450254.45,31975
,CINELINE,EQ,        30.00,                  2148829.45,70873
,CINEVISTA,EQ,         7.50,                    34823.55,4701
,CLEDUCATE,EQ,        64.10,                   339552.50,5332
,CLNINDIA,EQ,       324.85,                 16305174.85,49935
,CMICABLES,EQ,        32.70,                  1500364.10,45465
,CMMIPL,SM,         2.55,                    45000.00,18000
,CNOVAPETRO,EQ,         6.05,                     6152.80,1013
,COCHINSHIP,EQ,       358.85,                167267578.40,467500
,COFORGE,EQ,      2453.05,               1375492482.20,559738
,COMPINFO,EQ,        12.75,                  2522500.20,197662
,COMPUSOFT,EQ,         7.10,                   588369.15,82865
,CONFIPET,EQ,        26.75,                  7599804.65,282443
,CONSOFINVT,EQ,        36.95,                   149878.65,3958
,CONTROLPR,EQ,       217.20,                  3980981.90,18268
,CORALFINAC,EQ,        19.45,                   106547.05,5505
,CORDSCABLE,EQ,        41.30,                   982763.35,23498
,COROMANDEL,EQ,       819.85,                417129208.15,517391
,COSMOFILMS,EQ,       448.00,                 15350466.30,34013
,COUNCODOS,BE,         2.55,                    90348.25,35427
,COX&KINGS,BZ,         1.40,                   573134.30,408205
,CPSEETF,EQ,        18.58,                 40189221.79,2171556
,CREATIVE,EQ,       118.55,                  1314674.75,11124
,CREATIVEYE,EQ,         2.90,                    32699.30,11410
,CREDITACC,EQ,       721.35,                 93645510.60,129118
,CREST,EQ,        89.70,                  7338298.00,78509
,CRISIL,EQ,      2002.60,                109605741.60,55072
,CROMPTON,EQ,       308.75,                318092730.55,1034164
,CSBBANK,EQ,       253.75,                 36681802.80,142891
,CTE,EQ,        34.45,                  1181564.10,34286
,CUB,EQ,       183.30,                348726613.25,1898858
,CUBEXTUB,EQ,        14.15,                   552946.60,40789
,CUMMINSIND,EQ,       527.85,                532890080.75,1020271
,CUPID,EQ,       231.85,                 49601497.70,211006
,CYBERTECH,EQ,        77.00,                  7052415.05,91715
,CYIENT,EQ,       482.50,                247856932.00,512216
,DAAWAT,EQ,        50.45,                 77449236.45,1531727
,DALBHARAT,EQ,      1069.95,                280737898.35,262196
,DALMIASUG,EQ,       133.15,                 13856358.60,103773
,DAMODARIND,EQ,        25.55,                   924111.30,36174
,DANGEE,EQ,       112.00,                  1038600.70,9165
,DATAMATICS,EQ,        78.50,                 70094425.25,884995
,DBCORP,EQ,        79.75,                 17557210.10,218944
,DBL,EQ,       353.75,                 32380943.10,91316
,DBREALTY,EQ,         8.95,                 17457564.95,2081866
,DBSTOCKBRO,EQ,        10.45,                   102546.35,10047
,DCAL,EQ,       144.85,                 70412621.45,483205
,DCBBANK,EQ,        96.00,                168276728.35,1743872
,DCM,EQ,        18.85,                    94275.10,4973
,DCMFINSERV,EQ,         1.00,                     1054.00,1054
,DCMNVL,EQ,        28.10,                  1023277.75,35389
,DCMSHRIRAM,EQ,       363.45,                100024324.50,272553
,DCW,EQ,        16.60,                 14711982.40,875733
,DECCANCE,EQ,       344.95,                 19365000.10,55932
,DEEPAKFERT,EQ,       140.85,                 54157625.60,383574
,DEEPAKNTR,EQ,       807.90,                315691536.90,389194
,DEEPENR,EQ,        44.80,                  2716254.65,60558
,DELTACORP,EQ,       125.95,                167680156.10,1326638
,DELTAMAGNT,EQ,        19.10,                   128407.30,6685
,DEN,EQ,        71.65,                  9144019.65,126617
,DENORA,EQ,       209.15,                   839771.35,4001
,DEVIT,SM,       134.50,                   395250.00,3000
,DFMFOODS,EQ,       347.05,                 13964336.05,40414
,DGCONTENT,EQ,        10.95,                   330609.85,29267
,DHAMPURSUG,EQ,       153.05,                 67070991.90,433821
,DHANBANK,EQ,        12.45,                  7315690.35,582309
,DHANI,EQ,       228.30,                157069940.95,690239
,DHANILOANS,N7,       976.00,                    24400.00,25
,DHANILOANS,N4,       988.70,                    41528.90,42
,DHANILOANS,N2,      1150.00,                    51750.00,45
,DHANILOANS,NB,       875.10,                   141766.20,162
,DHANILOANS,N8,       966.00,                   135986.04,141
,DHANILOANS,N3,       975.00,                   314290.00,318
,DHANIPP,E1,       110.65,                 11067752.50,101255
,DHANUKA,EQ,       704.20,                 37529015.25,53364
,DHARSUGAR,EQ,         4.60,                    53403.55,11882
,DHFL,EQ,        23.45,                 61779025.00,2634500
,DHFL,NX,       305.00,                    34254.75,113
,DHFL,NP,       319.79,                   399430.60,1282
,DHFL,NN,       300.00,                      600.00,2
,DHFL,NA,       321.80,                    27674.80,86
,DHFL,NS,       311.45,                   188332.40,612
,DHFL,NC,       319.80,                    39975.00,125
,DHUNINV,EQ,       247.80,                   786114.05,3134
,DIAMONDYD,EQ,       648.15,                  7703248.10,11917
,DIAPOWER,BZ,          .70,                    15879.35,26015
,DICIND,EQ,       372.90,                  1098798.85,2949
,DIGISPICE,EQ,         8.95,                    57342.65,6407
,DIGJAMLTD,BZ,         2.85,                    31229.35,11146
,DISHTV,EQ,        10.20,                115185092.30,11121071
,DIXON,EQ,     10869.80,                564201494.35,51981
,DLINKINDIA,EQ,       109.10,                 63496677.30,584494
,DNAMEDIA,EQ,          .35,                     2273.00,5780
,DOLAT,EQ,        47.30,                  2313391.35,48842
,DOLLAR,EQ,       187.00,                 19618402.80,104844
,DONEAR,EQ,        29.45,                 14127468.00,475147
,DPABHUSHAN,EQ,        93.45,                   512734.10,5416
,DPSCLTD,EQ,        11.70,                  1211902.00,105592
,DPWIRES,EQ,        72.55,                  1120423.95,15652
,DQE,EQ,         1.10,                   145226.05,135575
,DREDGECORP,EQ,       266.95,                 30818025.25,114682
,DSSL,EQ,        44.15,                  1628110.00,37271
,DTIL,EQ,       268.30,                  1470328.65,5441
,DUCON,EQ,         4.05,                   294783.70,72460
,DVL,EQ,        62.50,                   237558.45,3809
,DWARKESH,EQ,        28.95,                 20093999.40,684489
,DYNAMATECH,EQ,       699.70,                  3154293.30,4510
,DYNPRO,EQ,       244.50,                 13493595.80,55421
,EASTSILK,EQ,         1.00,                     1309.50,1290
,EASUNREYRL,BZ,         2.25,                     3207.40,1407
,EBBETF0423,EQ,      1107.86,                  4959881.51,4479
,EBBETF0425,EQ,      1020.05,                 19713199.40,19326
,EBBETF0430,EQ,      1127.52,                  4096216.51,3632
,EBBETF0431,EQ,      1015.36,                 40020915.96,39426
,EBIXFOREX,EQ,       492.05,                  1345845.10,2705
,ECLERX,EQ,       716.75,                 52909807.60,74015
,ECLFINANCE,NJ,       939.98,                   578397.78,622
,ECLFINANCE,NG,       951.25,                   135390.00,142
,ECLFINANCE,NF,      1009.94,                   468088.30,464
,ECLFINANCE,NS,       996.40,                    99640.00,100
,ECLFINANCE,NK,       900.00,                     7199.96,8
,ECLFINANCE,NR,       977.22,                   702349.50,722
,ECLFINANCE,NQ,      1076.00,                   464485.20,416
,ECLFINANCE,NP,      1025.00,                   102500.00,100
,ECLFINANCE,NN,      1185.00,                   630782.90,531
,ECLFINANCE,NM,      1059.00,                   572608.80,541
,ECLFINANCE,NI,       989.99,                   186118.12,188
,EDELWEISS,EQ,        64.20,                120267696.15,1873921
,EDUCOMP,BZ,         2.60,                    51373.55,19860
,EHFLNCD,N6,       879.15,                  1192255.30,1359
,EHFLNCD,N3,      1020.00,                    96745.02,95
,EHFLNCD,N5,       950.00,                    25601.85,27
,EIDPARRY,EQ,       329.90,                164956871.65,501324
,EIHAHOTELS,EQ,       255.15,                  2176801.65,8515
,EIHOTEL,EQ,        86.85,                 45325833.70,519407
,EIMCOELECO,EQ,       332.15,                   668517.20,2009
,EKC,EQ,        43.20,                 14835101.25,345607
,ELECON,EQ,        34.70,                 27026034.45,784653
,ELECTCAST,EQ,        21.80,                 14394601.60,649559
,ELECTHERM,EQ,       108.80,                 36362582.10,343804
,ELGIEQUIP,EQ,       133.95,                 56661592.05,418692
,ELGIRUBCO,EQ,        18.80,                   399769.00,21082
,EMAMILTD,EQ,       403.80,                376563049.80,930204
,EMAMIPAP,EQ,        74.10,                   603324.75,8093
,EMAMIREAL,EQ,        45.75,                   578788.25,12631
,EMBASSY,RR,       342.43,                 18483956.00,54200
,EMCO,BZ,         1.05,                    10348.35,10042
,EMKAY,EQ,        67.00,                   549873.15,8178
,EMMBI,EQ,        75.75,                  4288031.40,55184
,EMOFSR1RDP,MF,        10.35,                   201314.75,19485
,EMOFSR1RGG,MF,        10.33,                  1350554.58,130540
,ENDURANCE,EQ,      1135.35,                 91681139.05,79559
,ENERGYDEV,EQ,         6.45,                   375748.20,60254
,ENGINERSIN,EQ,        73.75,                274293270.90,3713868
,ENIL,EQ,       154.00,                  3807026.85,24816
,EPL,EQ,       256.85,                 22441888.85,86899
,EQ30,EQ,       366.10,                    66782.47,182
,EQUITAS,EQ,        67.90,               2138691646.65,31010796
,EQUITASBNK,EQ,        36.20,                162068494.50,4370022
,ERFLNCDI,N6,       840.00,                    33600.00,40
,ERFLNCDI,N5,       826.00,                   111537.00,135
,ERFLNCDI,N1,       995.00,                    24875.00,25
,ERFLNCDI,N3,       942.50,                    98962.50,105
,ERIS,EQ,       521.35,                 21687811.45,41458
,EROSMEDIA,EQ,        20.05,                  3428282.05,171125
,ESABINDIA,EQ,      1354.65,                 11320336.45,8373
,ESCORTS,EQ,      1410.65,               1524804272.05,1076870
,ESSARSHPNG,EQ,         7.65,                   320001.55,41521
,ESTER,EQ,       124.70,                 71349454.50,568294
,EUROMULTI,EQ,         1.75,                    29259.50,16774
,EVEREADY,EQ,       175.75,                250964639.75,1428664
,EVERESTIND,EQ,       268.55,                 24913732.85,93175
,EXCEL,EQ,         1.25,                   149751.95,122930
,EXCELINDUS,EQ,       853.65,                  8259234.85,9669
,EXIDEIND,EQ,       174.85,                830383751.55,4733674
,EXPLEOSOL,EQ,       471.80,                  6879430.35,14524
,FACT,EQ,        50.40,                  5305857.00,104995
,FCL,EQ,        43.60,                 79907854.15,1776306
,FCONSUMER,EQ,         8.65,                  3572173.20,412968
,FCSSOFT,EQ,          .40,                   275874.15,652684
,FDC,EQ,       327.70,                 66243849.60,202181
,FEDERALBNK,EQ,        58.50,               2282951969.70,39158987
,FEL,EQ,        10.90,                   776952.00,71280
,FELDVR,EQ,        14.35,                   155037.40,10804
,FELIX,SM,        34.30,                   419600.00,12000
,FIEMIND,EQ,       548.00,                 19615591.05,35682
,FILATEX,EQ,        31.00,                 37049953.25,1211445
,FINCABLES,EQ,       287.00,                 26135298.40,90672
,FINEORG,EQ,      2621.95,                 68416967.70,26086
,FINPIPE,EQ,       623.00,                 31350672.70,50457
,FLEXITUFF,EQ,        12.10,                   215774.40,17891
,FLFL,EQ,        99.45,                 12806474.85,128773
,FLUOROCHEM,EQ,       513.00,                131357683.70,255414
,FMGOETZE,EQ,       311.20,                  7171292.80,23044
,FMNL,EQ,        17.85,                   243884.55,13663
,FORCEMOT,EQ,      1173.00,                 27008088.45,22896
,FORTIS,EQ,       146.60,               1084377547.30,7399402
,FOSECOIND,EQ,      1175.95,                  2560951.15,2184
,FRETAIL,EQ,        87.15,                136335978.45,1564383
,FSC,EQ,       107.90,                  1711078.20,15858
,FSL,EQ,        78.65,                393305856.35,4990584
,GABRIEL,EQ,       106.10,                 24257193.65,225207
,GAEL,EQ,       121.95,                 18807247.40,155181
,GAL,EQ,         3.15,                   167947.05,54997
,GALAXYSURF,EQ,      1946.50,                 64082620.80,32755
,GALLANTT,EQ,        33.45,                   517011.30,15391
,GALLISPAT,EQ,        28.20,                   369823.15,13149
,GAMMNINFRA,EQ,          .60,                   581227.70,1021961
,GANDHITUBE,EQ,       215.85,                   625944.60,2909
,GANECOS,EQ,       309.75,                 10512556.60,33680
,GANESHHOUC,EQ,        27.80,                   401533.80,14433
,GANGAFORGE,SM,        19.80,                   591300.00,30000
,GANGESSECU,EQ,        43.60,                   443972.45,9886
,GARDENSILK,EQ,         8.55,                   249403.00,29570
,GARFIBRES,EQ,      2226.05,                 84634454.05,38261
,GATI,EQ,        87.00,                 70552970.45,810207
,GAYAHWS,EQ,          .40,                   236726.80,619574
,GAYAPROJ,EQ,        34.05,                 62471029.60,1829369
,GBGLOBAL,EQ,         5.10,                    14916.80,2905
,GDL,EQ,       102.90,                 12196814.60,118417
,GEECEE,EQ,        70.50,                   449015.50,6346
,GEEKAYWIRE,BE,        64.20,                   627668.25,9789
,GENESYS,EQ,        45.65,                   881962.20,19793
,GENUSPAPER,EQ,         5.40,                   785160.65,145478
,GENUSPOWER,EQ,        27.60,                 12017027.40,436717
,GEOJITFSL,EQ,        38.90,                  9428442.95,241880
,GEPIL,EQ,       317.60,                248442608.60,755700
,GESHIP,EQ,       253.20,                 43977998.55,173198
,GET&D,EQ,        97.85,                  6748172.60,68080
,GFLLIMITED,EQ,        79.45,                  3997096.55,50393
,GFSTEELS,EQ,         2.35,                    76610.00,32600
,GHCL,EQ,       172.95,                132302538.05,765526
,GICHSGFIN,EQ,       109.75,                114037323.80,1032637
,GILLANDERS,EQ,        34.35,                   267852.55,7862
,GILLETTE,EQ,      5750.00,                 26301047.25,4562
,GINNIFILA,EQ,        17.70,                  4666989.00,263859
,GIPCL,EQ,        73.70,                  9229920.60,124538
,GISOLUTION,EQ,         2.00,                      640.50,320
,GKWLIMITED,EQ,       460.10,                    80422.40,171
,GLAND,EQ,      2048.50,               4025533043.90,1961368
,GLAXO,EQ,      1525.45,                 41836358.15,27413
,GLENMARK,EQ,       480.50,                876703697.15,1824248
,GLFL,EQ,         2.10,                    27673.30,13264
,GLOBALVECT,EQ,        48.90,                   711209.70,14408
,GLOBE,EQ,        58.10,                  1241280.05,21258
,GLOBOFFS,EQ,         8.20,                    49282.80,6022
,GLOBUSSPR,EQ,       314.45,                 32374033.10,103300
,GMBREW,EQ,       413.50,                  6367118.30,15310
,GMDCLTD,EQ,        46.15,                 78105726.65,1674992
,GMMPFAUDLR,EQ,      3686.65,                126078081.65,34202
,GMRINFRA,EQ,        25.60,               1029220475.55,39264954
,GNA,EQ,       257.85,                 13384681.85,51618
,GNFC,EQ,       206.20,                348448589.75,1725207
,GOACARBON,EQ,       288.65,                193428064.25,656930
,GOCLCORP,EQ,       210.65,                  5859298.60,27812
,GODFRYPHLP,EQ,       936.40,                152637885.60,160761
,GODREJAGRO,EQ,       517.50,                 81272547.10,157093
,GODREJIND,EQ,       415.05,                 49021293.35,117813
,GODREJPROP,EQ,      1118.50,               2123266800.45,1901322
,GOENKA,BZ,          .70,                   294562.80,420804
,GOKEX,EQ,        79.40,                175568720.60,2197586
,GOKUL,EQ,        13.90,                   215987.65,15654
,GOKULAGRO,EQ,        13.65,                   465775.95,33797
,GOLDBEES,EQ,        42.78,                363864190.14,8487572
,GOLDENTOBC,EQ,        27.45,                   820997.50,30377
,GOLDIAM,EQ,       152.90,                  6041467.15,39111
,GOLDSHARE,EQ,      4478.70,                 15877376.75,3543
,GOLDTECH,EQ,         8.30,                    63671.20,7723
,GOODLUCK,EQ,        46.30,                 25450703.80,544761
,GOODYEAR,EQ,       818.20,                  6321539.65,7718
,GPIL,EQ,       390.50,                 29740500.85,76131
,GPPL,EQ,        97.85,                324912636.25,3220315
,GPTINFRA,EQ,        33.20,                   687847.45,20714
,GRANULES,EQ,       418.65,               1753074112.90,4223168
,GRAPHITE,EQ,       260.45,               1167878214.45,4421791
,GRAVITA,EQ,        49.35,                  8624381.10,173585
,GREAVESCOT,EQ,        74.35,                 48069363.85,645900
,GREENLAM,EQ,       767.65,                  7504218.90,9702
,GREENPANEL,EQ,        81.65,                 67479420.65,822878
,GREENPLY,EQ,       105.40,                 78563194.60,755159
,GREENPOWER,EQ,         2.15,                  3482115.20,1642886
,GRINDWELL,EQ,       586.00,                 20657457.65,35488
,GROBTEA,EQ,       636.85,                   628955.90,963
,GRPLTD,EQ,       816.70,                   890194.40,1080
,GRSE,EQ,       195.40,                 12700473.40,64615
,GSCLCEMENT,EQ,        30.65,                  3612848.00,117609
,GSFC,EQ,        69.00,                253090563.00,3684522
,GSPL,EQ,       210.05,                119628870.60,572534
,GSS,EQ,        35.00,                  1790761.15,51112
,GTL,EQ,         3.15,                   378593.30,119844
,GTLINFRA,EQ,          .60,                 13140513.35,22617168
,GTNIND,EQ,         7.70,                    20694.95,2705
,GTNTEX,EQ,         5.45,                    16825.50,3115
,GTPL,EQ,       122.65,                  6798227.50,54957
,GUFICBIO,EQ,       114.10,                 11648778.15,101345
,GUJALKALI,EQ,       321.20,                 63570768.85,198639
,GUJAPOLLO,EQ,       202.30,                  2369504.00,11891
,GUJGASLTD,EQ,       334.05,                798437827.15,2395811
,GUJRAFFIA,BE,        14.40,                    50232.70,3531
,GULFOILLUB,EQ,       813.40,                 94939693.65,118163
,GULFPETRO,EQ,        43.75,                  1499943.60,33872
,GULPOLY,EQ,        80.95,                  7283897.60,90462
,GVKPIL,EQ,         2.80,                  6981620.55,2488001
,HAL,EQ,       791.20,                568328253.95,723444
,HAPPSTMNDS,EQ,       321.15,                224723164.50,695279
,HARITASEAT,EQ,       470.60,                  6318529.75,13671
,HARRMALAYA,EQ,       105.35,                 19127166.60,181189
,HATHWAY,EQ,        30.05,                 13894493.95,457142
,HATSUN,EQ,       966.55,                 30472613.80,31405
,HAVISHA,BE,          .60,                     8602.05,14743
,HBANKETF,EQ,       295.32,                  2327709.92,7928
,HBLPOWER,EQ,        23.55,                 11807392.30,497835
,HBSL,EQ,         5.55,                      933.55,167
,HCC,EQ,         6.10,                 64662998.65,10766317
,HCG,EQ,       143.75,                 43867421.30,309124
,HCL-INSYS,EQ,         7.60,                  2366410.00,310456
,HDFC,W3,       501.10,                 10982580.00,21600
,HDFCMFGETF,EQ,      4394.10,                 78879895.80,17915
,HDFCNIFETF,EQ,      1366.58,                  6953023.74,5089
,HDFCSENETF,EQ,      4680.83,                   545726.73,116
,HDIL,BZ,         4.65,                  2192487.65,474208
,HEG,EQ,       836.45,               2358170025.50,2757754
,HEIDELBERG,EQ,       202.65,                 55929813.20,276113
,HEMIPROP,EQ,        63.80,                 28751792.90,447726
,HERCULES,EQ,        99.20,                  7508309.75,74831
,HERITGFOOD,EQ,       279.25,                 11033693.45,39544
,HESTERBIO,EQ,      1803.55,                 15914266.20,8805
,HEXATRADEX,EQ,        30.35,                   370520.65,11976
,HFCL,EQ,        18.05,                129470408.85,7083265
,HGINFRA,EQ,       203.65,                 28228039.55,138673
,HGS,EQ,       900.40,                 17983388.25,19984
,HHOF1140RG,MF,         8.55,                   114885.00,13500
