,27-Jan-2020
The Nifty witnessed an intraday movement of about 109.6 points.The closing index was 1.06 % down as compared to the previous closing index.

, Traded Value (Rs. In Crores), 34020.6
, Traded Quantity (in Lakhs), 14705.01
, Number of Trades, 11044233
, Total Market Capitalisation (Rs. Crores), 15788545.76

,INDEX,PREVIOUS CLOSE,OPEN,HIGH,LOW,CLOSE,GAIN/LOSS
,Nifty 50,     12248.25,     12197.10,     12216.60,     12107.00,     12119.00,-129.25
,NIFTY50 EQL Wgt,     12501.20,     12448.60,     12476.70,     12375.45,     12390.15,-111.05
,NIFTY100 EQL Wgt,     13671.50,     13611.30,     13673.30,     13535.70,     13556.05,-115.45
,NIFTY100 LowVol30,      9104.00,      9075.35,      9103.85,      9035.30,      9046.10,-57.9
,NIFTY Alpha 50,     13935.85,     13905.15,     14062.15,     13859.80,     13953.75,17.9
,NIFTY MIDCAP 150,      6742.45,      6726.30,      6794.10,      6716.65,      6732.30,-10.15
,NIFTY SMLCAP 50,      3086.05,      3080.65,      3102.05,      3075.65,      3087.20,1.15
,NIFTY SMLCAP 250,      5280.00,      5270.75,      5310.40,      5262.45,      5276.10,-3.9
,NIFTY MIDSML 400,      6219.80,      6206.15,      6262.30,      6198.40,      6211.95,-7.85
,NIFTY200 QUALTY30,     10164.35,     10145.35,     10189.30,     10112.35,     10125.45,-38.9
,Nifty IT,     16472.75,     16456.20,     16483.90,     16385.65,     16393.55,-79.2
,Nifty Next 50,     29153.75,     29058.75,     29259.50,     28895.00,     28960.75,-193
,Nifty Bank,     31241.75,     31110.55,     31227.05,     30808.55,     30837.40,-404.35
,NIFTY MIDCAP 100,     18357.20,     18307.70,     18495.90,     18261.40,     18291.35,-65.85
,Nifty 500,     10083.70,     10046.45,     10077.45,      9989.55,      9999.60,-84.1
,Nifty 100,     12386.95,     12336.75,     12363.15,     12249.45,     12262.65,-124.3
,Nifty Midcap 50,      5037.95,      5019.10,      5073.95,      5004.15,      5012.85,-25.1
,Nifty Realty,       328.65,       328.80,       332.40,       325.55,       326.80,-1.85
,Nifty Infra,      3385.95,      3369.35,      3391.70,      3352.15,      3357.45,-28.5
,Nifty Energy,     15674.65,     15642.40,     15671.75,     15458.45,     15489.25,-185.4
,Nifty FMCG,     31474.90,     31373.25,     31450.35,     31110.55,     31149.70,-325.2
,Nifty MNC,     14189.35,     14130.90,     14216.00,     14054.05,     14083.50,-105.85
,Nifty Pharma,      8294.05,      8270.05,      8471.80,      8240.10,      8416.35,122.3
,Nifty PSE,      3164.05,      3158.30,      3165.00,      3123.85,      3131.85,-32.2
,Nifty PSU Bank,      2446.30,      2417.50,      2425.45,      2387.65,      2391.25,-55.05
,Nifty Serv Sector,     17505.45,     17441.80,     17456.15,     17269.45,     17288.35,-217.1
,India VIX,15.5600,15.5600,17.3400,14.6825,17.1750,1.6150
,Nifty Auto,      8274.85,      8243.35,      8347.90,      8189.00,      8258.15,-16.7
,Nifty Metal,      2796.20,      2766.70,      2767.65,      2698.50,      2709.75,-86.45
,Nifty Media,      1889.90,      1886.50,      1904.45,      1875.85,      1882.45,-7.45
,NIFTY SMLCAP 100,      6345.05,      6332.80,      6381.90,      6324.05,      6346.65,1.6
,Nifty 200,      6358.10,      6333.30,      6351.15,      6292.00,      6298.90,-59.2
,Nifty Div Opps 50,      2573.40,      2566.70,      2567.55,      2548.10,      2551.55,-21.85
,Nifty Commodities,      3468.30,      3451.95,      3462.85,      3419.45,      3427.45,-40.85
,Nifty Consumption,      5168.15,      5153.90,      5183.35,      5131.35,      5139.90,-28.25
,Nifty Fin Service,     14420.40,     14355.15,     14400.10,     14213.05,     14234.70,-185.7
,Nifty50 Div Point,       120.55,       120.55,       120.55,       120.55,       120.55,0
,Nifty100 Liq 15,      3732.15,      3709.50,      3720.50,      3674.45,      3679.85,-52.3
,Nifty CPSE,      1816.40,      1814.45,      1814.55,      1790.00,      1796.00,-20.4
,Nifty GrowSect 15,      6366.85,      6331.65,      6333.60,      6280.40,      6284.70,-82.15
,Nifty50 PR 2x Lev,      5332.75,      5285.95,      5302.85,      5207.50,      5217.95,-114.8
,Nifty50 PR 1x Inv,       382.90,       384.65,       387.45,       384.05,       387.10,4.2
,Nifty50 TR 2x Lev,      6935.20,      6874.35,      6896.35,      6772.35,      6785.90,-149.3
,Nifty50 TR 1x Inv,       335.80,       337.35,       339.80,       336.80,       339.45,3.65
,Nifty50 Value 20,      5554.55,      5539.25,      5539.90,      5494.40,      5501.00,-53.55
,Nifty Mid Liq 15,      4399.95,      4389.55,      4437.55,      4373.30,      4381.55,-18.4
,Nifty Pvt Bank,     17202.20,     17145.10,     17229.80,     16994.35,     17009.60,-192.6
,NIFTY100 Qualty30,      2774.05,      2767.20,      2776.75,      2755.05,      2758.10,-15.95
,Nifty GS 8 13Yr,      2033.04,      2033.43,      2036.31,      2033.43,      2036.01,2.97
,Nifty GS 10Yr,      1872.69,      1873.02,      1877.84,      1873.02,      1876.03,3.34
,Nifty GS 10Yr Cln,       941.92,       941.92,       944.39,       941.92,       943.47,1.55
,Nifty GS 4 8Yr,      2159.71,      2160.12,      2162.08,      2160.12,      2162.05,2.34
,Nifty GS 11 15Yr,      2170.61,      2171.04,      2175.24,      2171.04,      2174.45,3.84
,Nifty GS 15YrPlus,      2345.69,      2346.15,      2350.33,      2346.15,      2349.44,3.75
,Nifty GS Compsite,      2068.51,      2068.90,      2071.64,      2068.90,      2071.48,2.97

,ADVANCES,761
,DECLINES,1100
,UNCHANGED,121

,Total securities that have hit their price bands today,375

,TOP 25 Securities Today :
,SYMBOL,SERIES,PREV. CLOSE,CLOSE PRICE,%VAR, VALUE(Rs Crs)
,ICICIBANK,EQ,       533.85,       537.25,0.64,2061.78
,CANFINHOME,EQ,       470.10,                165977161.80,353739
,CANTABIL,EQ,       262.45,                 10605990.35,40325
,CAPACITE,EQ,       199.55,                  5200249.95,26169
,CAPLIPOINT,EQ,       286.90,                 19864306.85,68756
,CAPTRUST,EQ,       158.55,                   461858.65,2963
,CARBORUNIV,EQ,       348.25,                 20580717.45,58986
,CAREERP,EQ,       124.85,                  3403340.05,26836
,CARERATING,EQ,       664.00,                319890494.55,479680
,CASTEXTECH,BE,          .35,                    13726.45,37316
,CASTROLIND,EQ,       129.05,                283986640.70,2191439
,CCHHL,BE,         3.15,                    33916.25,10751
,CCL,EQ,       193.20,                 21178473.40,108291
,CDSL,EQ,       268.35,                241181729.10,891912
,CEATLTD,EQ,       999.10,                 54388175.35,54370
,CEBBCO,EQ,        15.20,                   651541.40,42202
,CELEBRITY,EQ,         6.30,                    48795.05,7896
,CELESTIAL,BE,         2.90,                     6185.00,2200
,CENTENKA,EQ,       200.05,                 16108437.40,80224
,CENTEXT,EQ,         3.15,                   184252.90,57366
,CENTRALBK,EQ,        20.05,                 30650157.90,1530423
,CENTRUM,EQ,        23.00,                  2264174.45,99320
,CENTUM,EQ,       410.10,                   494523.25,1205
,CENTURYPLY,EQ,       171.70,                 51285747.80,298335
,CENTURYTEX,EQ,       619.25,               2687360302.90,4265221
,CERA,EQ,      2683.20,                 15417626.10,5736
,CEREBRAINT,BE,        28.25,                  3109691.25,110078
,CESC,EQ,       746.60,                232585275.25,308032
,CESCVENT,EQ,       349.65,                  3730936.00,10659
,CGCL,EQ,       193.15,                 98291065.75,528722
,CGPOWER,BZ,         9.70,                  2661596.05,276189
,CHALET,EQ,       338.70,                  2452518.15,7214
,CHAMBLFERT,EQ,       178.55,                379904420.60,2141630
,CHEMBOND,EQ,       226.00,                   375210.45,1617
,CHEMFAB,EQ,       184.95,                   499150.30,2669
,CHENNPETRO,EQ,       142.00,                 21376068.65,148760
,CHOLAFIN,EQ,       329.45,               1646254677.70,4961789
,CHOLAHLDNG,EQ,       558.50,                 47123551.00,83606
,CHROMATIC,EQ,          .55,                    17600.00,35000
,CIGNITITEC,EQ,       277.80,                  2968483.10,10670
,CIMMCO,EQ,        24.20,                   517385.60,21198
,CINELINE,EQ,        38.65,                   927251.90,23853
,CINEVISTA,EQ,         7.70,                     6185.80,804
,CKFSL,EQ,          .40,                    22868.50,58229
,CLEDUCATE,EQ,        75.60,                   253696.75,3341
,CLNINDIA,EQ,       408.75,                 10834629.20,26502
,CMICABLES,EQ,        47.60,                   600633.75,12619
,CMMIPL,SM,         6.10,                   146400.00,24000
,CNOVAPETRO,EQ,         7.60,                     3777.50,520
,COCHINSHIP,EQ,       391.25,                 60924195.05,155114
,COFFEEDAY,BZ,        32.15,                 16973925.70,510009
,COMPINFO,EQ,        20.45,                  3899843.25,191415
,COMPUSOFT,EQ,         7.45,                   104754.40,14044
,CONFIPET,EQ,        27.60,                  7424406.75,269065
,CONSOFINVT,EQ,        37.70,                    56850.00,1500
,CONTI,SM,        67.85,                 21236400.00,316000
,CONTROLPR,EQ,       278.25,                  5560056.95,19490
,CORALFINAC,EQ,        11.00,                   151298.40,13383
,CORDSCABLE,EQ,        50.00,                  2411309.05,47959
,COROMANDEL,EQ,       603.45,                 94321957.45,155986
,CORPBANK,EQ,        23.75,                  8729767.70,364908
,COSMOFILMS,EQ,       278.55,                  8720474.90,31449
,COUNCODOS,EQ,         1.60,                     7761.95,4994
,COX&KINGS,BZ,         1.15,                   731911.15,637049
,CPSEETF,EQ,        21.74,                 25244629.98,1155758
,CREATIVE,BE,       110.00,                   359512.00,3274
,CREATIVEYE,EQ,         1.70,                      170.00,100
,CREDITACC,EQ,       848.45,                143839624.10,168824
,CREST,EQ,        98.95,                   800926.25,8144
,CRISIL,EQ,      1789.85,                 20213593.30,11231
,CROMPTON,EQ,       261.90,                 69693916.95,264073
,CSBBANK,EQ,       196.75,                 59946041.85,300923
,CTE,EQ,        27.10,                   238962.05,8889
,CUB,EQ,       235.95,                274838883.10,1162884
,CUBEXTUB,EQ,        13.05,                    22306.95,1662
,CUMMINSIND,EQ,       605.25,               1161738146.80,1922343
,CUPID,EQ,       236.05,                 11598527.65,48536
,CYBERMEDIA,BE,         2.05,                     2480.50,1210
,CYBERTECH,EQ,        45.15,                   584268.10,12907
,CYIENT,EQ,       491.55,                295850757.40,605950
,DAAWAT,EQ,        28.20,                 17502237.20,617743
,DALBHARAT,EQ,       861.10,                 52178559.75,60336
,DALMIASUG,EQ,       120.00,                 22761702.55,187451
,DAMODARIND,EQ,        31.70,                   146335.90,4555
,DANGEE,SM,       132.00,                   105600.00,800
,DATAMATICS,EQ,        77.65,                 10393350.60,131462
,DBCORP,EQ,       140.15,                 12336703.65,87099
,DBL,EQ,       408.80,                 47327148.75,114423
,DBREALTY,BE,        11.60,                   428703.40,36254
,DBSTOCKBRO,BE,        11.00,                      527.90,48
,DCAL,EQ,        83.65,                 31375546.60,374231
,DCBBANK,EQ,       181.95,                256301619.70,1406104
,DCI,SM,        45.20,                   135600.00,3000
,DCM,EQ,        23.25,                   170293.85,7266
,DCMNVL,EQ,        34.50,                   314935.20,9119
,DCMSHRIRAM,EQ,       386.75,                 98508929.30,253337
,DCW,EQ,        15.85,                  2475275.70,154981
,DECCANCE,EQ,       338.00,                  1929835.05,5671
,DEEPAKFERT,EQ,       121.25,                301566925.80,2452184
,DEEPAKNTR,EQ,       399.85,                100749741.85,251055
,DEEPIND,EQ,       115.10,                  1791928.75,15452
,DELTACORP,EQ,       188.85,                200154562.10,1049526
,DELTAMAGNT,EQ,        37.90,                    59792.40,1568
,DEN,EQ,        52.45,                  1737471.65,32559
,DENORA,EQ,       231.85,                  2360887.65,10059
,DEVIT,SM,        72.05,                   435450.00,6000
,DFMFOODS,EQ,       296.80,                150561898.40,507603
,DGCONTENT,BE,         5.55,                     4171.00,740
,DHAMPURSUG,EQ,       209.75,                172472278.50,815110
,DHANBANK,EQ,        15.05,                  2089485.10,138751
,DHANUKA,EQ,       461.25,                  9543599.90,20708
,DHARSUGAR,EQ,         7.40,                    92577.00,12306
,DHFL,EQ,        15.75,                 26251939.30,1663317
,DHFL,NQ,       273.99,                    18722.99,67
,DHFL,NP,       222.00,                  3894647.69,17590
,DHFL,NX,       210.00,                      420.00,2
,DHFL,N6,       216.80,                     3676.00,17
,DHFL,NC,       220.00,                  1821891.00,8283
,DHFL,NA,       257.35,                    15423.50,60
,DHUNINV,EQ,       248.70,                   968436.35,3918
,DIAMONDYD,EQ,       833.65,                  1897312.10,2278
,DIAPOWER,BZ,          .60,                     4362.15,7112
,DICIND,EQ,       348.40,                   917194.85,2661
,DIGISPICE,EQ,         5.30,                   208391.65,40111
,DIGJAMLTD,BZ,         1.00,                     1743.50,1795
,DISHTV,EQ,        13.80,                323360545.95,23004283
,DIXON,EQ,      4319.30,                387707032.85,89818
,DLINKINDIA,EQ,       120.05,                 22005672.60,181863
,DNAMEDIA,BE,          .40,                      184.35,428
,DOLAT,EQ,        57.75,                 12549434.80,214334
,DOLLAR,EQ,       153.00,                  5918914.00,38269
,DOLPHINOFF,BZ,         5.20,                    30773.20,5891
,DONEAR,EQ,        31.00,                  1052237.30,33793
,DPABHUSHAN,SM,        60.10,                   961200.00,16000
,DPSCLTD,EQ,         8.05,                    66797.95,8205
,DPWIRES,EQ,        90.90,                   526285.20,5925
,DQE,EQ,         1.25,                    16260.00,13008
,DREDGECORP,EQ,       337.75,                 45526495.30,133805
,DSML,SM,         5.55,                    33300.00,6000
,DSSL,EQ,        25.80,                   513870.25,19439
,DTIL,EQ,       183.05,                   431033.75,2344
,DUCON,EQ,         4.85,                   159204.25,32320
,DVL,EQ,        71.25,                   311055.70,4357
,DWARKESH,EQ,        37.95,                 38360421.90,994356
,DYNAMATECH,EQ,      1013.40,                   726867.15,718
,DYNPRO,EQ,       157.30,                  2387007.40,15081
,EASTSILK,BE,         1.00,                    11513.15,11090
,EASUNREYRL,BZ,         2.80,                    10317.20,3806
,EBBETF0423,EQ,      1005.51,                  4683655.05,4659
,EBBETF0430,EQ,      1006.29,                  6011456.56,5975
,ECLERX,EQ,       680.80,                 29480301.35,43283
,ECLFINANCE,N5,      1003.43,                  1776698.27,1773
,ECLFINANCE,NJ,       897.99,                    51815.73,59
,ECLFINANCE,NF,       939.40,                  2036176.50,2168
,ECLFINANCE,N7,      1936.67,                  1097838.00,571
,ECLFINANCE,NB,      1004.94,                     3014.83,3
,ECLFINANCE,NC,      1070.00,                    42800.00,40
,ECLFINANCE,NM,       935.34,                   321092.30,346
,ECLFINANCE,NE,      1076.00,                    11676.00,11
,ECLFINANCE,NG,       895.81,                   174809.25,198
,ECLFINANCE,NN,      1018.60,                     3898.96,4
,ECLFINANCE,NI,       953.07,                   589952.80,619
,ECLFINANCE,NP,       912.00,                    45600.00,50
,ECLFINANCE,ND,      1637.22,                   163550.00,100
,ECLFINANCE,NO,       935.00,                   159015.00,170
,ECLFINANCE,NR,       950.02,                 10486902.32,10857
,EDELWEISS,EQ,       101.30,                624299318.60,6232147
,EDL,BZ,         3.95,                   132800.95,33916
,EDUCOMP,BZ,         1.15,                    19652.05,17712
,EHFLNCD,N6,       897.66,                   803930.40,900
,EIDPARRY,EQ,       227.75,                 28962733.20,126548
,EIFFL,SM,       113.15,                  2265440.00,20000
,EIHAHOTELS,EQ,       307.45,                  1757027.95,5699
,EIHOTEL,EQ,       148.75,                 54036759.50,357808
,EIMCOELECO,EQ,       341.40,                    10915.15,32
,EKC,EQ,        29.05,                  2245904.50,76495
,ELECON,EQ,        39.25,                  1867479.15,47604
,ELECTCAST,EQ,        15.75,                  2119911.75,133498
,ELECTHERM,EQ,       137.30,                   252332.05,1821
,ELGIEQUIP,EQ,       256.70,                  1679403.00,6556
,ELGIRUBCO,EQ,        18.05,                    34358.30,1889
,EMAMILTD,EQ,       324.50,                106632515.25,324906
,EMAMIPAP,EQ,       145.15,                  4224311.00,28677
,EMAMIREAL,EQ,        72.65,                  3795308.65,52241
,EMBASSY,RR,       414.40,                248498204.00,592600
,EMCO,BZ,          .70,                     5962.75,8527
,EMKAY,EQ,        68.35,                  3599988.30,52130
,EMKAYTOOLS,SM,       112.00,                    67200.00,600
,EMMBI,EQ,       110.15,                  1893614.55,16982
,EMOFSR1RDP,MF,         9.07,                    13664.94,1500
,EMOFSR1RGG,MF,         9.07,                   245403.20,26985
,ENDURANCE,EQ,      1194.65,                 71688529.15,59956
,ENERGYDEV,EQ,         6.00,                    42675.05,7151
,ENGINERSIN,EQ,        99.45,                 52536457.25,525129
,ENIL,EQ,       259.10,                 23267851.55,88780
,EON,EQ,        14.65,                   111756.55,7609
,EQ30,EQ,       346.90,                     5203.50,15
,EQUITAS,EQ,       110.85,                865661087.05,7746076
,ERFLNCDI,N4,       899.03,                    13485.55,15
,ERFLNCDI,N2,      1000.51,                  1030530.00,1030
,ERFLNCDI,N3,       924.00,                     1849.00,2
,ERIS,EQ,       505.45,                 12531414.90,24885
,EROSMEDIA,EQ,        14.75,                  1532151.20,103408
,ESABINDIA,EQ,      1460.10,                 32074515.25,22158
,ESCORTS,EQ,       734.25,               1458631689.60,1985363
,ESSARSHPNG,EQ,         7.15,                   150781.55,21382
,ESSELPACK,EQ,       184.35,                 57990608.85,308621
,ESTER,EQ,        42.55,                  5928665.40,141677
,EUROCERA,BZ,          .50,                     1702.50,3741
,EUROMULTI,BE,          .45,                     2536.60,5212
,EUROTEXIND,EQ,        10.25,                    17291.10,1683
,EVEREADY,EQ,        55.15,                  4891132.20,87826
,EVERESTIND,EQ,       295.60,                 17395706.00,58070
,EXCEL,BE,         1.15,                      116.15,101
,EXCELINDUS,EQ,       937.10,                  5661053.05,5982
,EXIDEIND,EQ,       202.75,                410557673.10,2002477
,EXPLEOSOL,EQ,       307.80,                  1739778.95,5581
,FACT,EQ,        52.35,                105059747.75,1990772
,FAIRCHEM,EQ,       480.75,                  3202002.75,6689
,FCL,EQ,        29.60,                  4339114.85,144577
,FCONSUMER,EQ,        23.85,                 36725769.40,1524269
,FCSSOFT,EQ,          .25,                   269026.25,1109902
,FDC,EQ,       228.70,                 23805955.60,104557
,FEDERALBNK,EQ,        95.65,                850455467.25,8860848
,FEL,EQ,        23.85,                  8602795.15,356839
,FELDVR,EQ,        22.60,                   195650.10,8535
,FIEMIND,EQ,       495.30,                  3548890.40,7158
,FILATEX,EQ,        39.05,                  1821626.35,46300
,FINCABLES,EQ,       418.30,                 10115506.50,24244
,FINEORG,EQ,      2235.35,                 24153499.95,10799
,FINPIPE,EQ,       555.35,                  7818966.10,14051
,FLEXITUFF,BE,         6.75,                   109789.20,15997
,FLFL,EQ,       412.00,                 17426397.45,42617
,FLUOROCHEM,EQ,       597.00,                 10157343.95,17181
,FMGOETZE,EQ,       618.35,                  1531716.25,2443
,FMNL,EQ,        26.55,                   568687.45,21398
,FOCUS,SM,        30.95,                   278700.00,9000
,FORCEMOT,EQ,      1346.25,                143076770.40,102561
,FORTIS,EQ,       155.95,                393312285.95,2525124
,FOSECOIND,EQ,      1520.90,                  2663071.35,1732
,FRETAIL,EQ,       335.00,                301351146.60,890820
,FSC,EQ,       448.90,                 12099567.65,26881
,FSL,EQ,        42.65,                 32312127.45,753447
,GABRIEL,EQ,       119.75,                  5349251.60,44329
,GAEL,EQ,       160.50,                  4250331.35,26356
,GAL,EQ,         2.35,                    28371.80,11802
,GALAXYSURF,EQ,      1538.05,                 42589704.65,27654
,GALLANTT,EQ,        31.10,                   581564.40,18487
,GALLISPAT,EQ,        26.60,                   346184.15,12953
,GAMMNINFRA,BE,          .40,                   328171.20,868581
,GANDHITUBE,EQ,       277.25,                   402584.15,1440
,GANECOS,EQ,       297.15,                  4713243.10,15919
,GANESHHOUC,BE,        38.45,                   514968.30,13658
,GANGESSECU,EQ,        40.90,                    13571.95,329
,GANGOTRI,BZ,          .65,                      601.25,925
,GARDENSILK,BE,        13.10,                    77202.00,6036
,GARFIBRES,EQ,      1507.25,                 20638415.95,13213
,GATI,EQ,        68.75,                 78950356.90,1162481
,GAYAHWS,BE,          .40,                    38080.70,95320
,GAYAPROJ,EQ,        66.50,                  1664295.50,25027
,GBGLOBAL,BE,         7.75,                     2325.00,300
,GDL,EQ,       137.50,                 48747572.65,357047
,GEECEE,EQ,        90.25,                   591295.20,6452
,GEEKAYWIRE,SM,        37.25,                   447000.00,12000
,GENESYS,EQ,        64.85,                   558531.70,8791
,GENUSPAPER,EQ,         5.80,                   414599.10,70028
,GENUSPOWER,EQ,        27.05,                  3790489.40,138831
,GEOJITFSL,EQ,        28.35,                  5528259.45,196006
,GEPIL,EQ,       676.25,                  6066773.60,8911
,GESHIP,EQ,       329.05,                 43421185.10,131462
,GET&D,EQ,       161.40,                  6238419.30,38302
,GFLLIMITED,EQ,       126.40,                  6106879.15,48756
,GFSTEELS,BE,         2.80,                      971.60,347
,GHCL,EQ,       196.05,                121138098.15,616608
,GICHSGFIN,EQ,       154.70,                 15635993.60,100070
,GILLANDERS,EQ,        32.55,                   295568.15,8924
,GILLETTE,EQ,      6273.20,                 20102479.35,3201
,GINNIFILA,EQ,         8.80,                   115278.45,12905
,GIPCL,EQ,        84.35,                174352138.25,2036397
,GKWLIMITED,EQ,       700.00,                    32987.05,48
,GLAXO,EQ,      1675.60,                196342583.20,116153
,GLENMARK,EQ,       356.15,                960010156.95,2693800
,GLOBALVECT,EQ,        66.00,                 15661622.25,237945
,GLOBOFFS,EQ,         4.95,                    39388.20,7951
,GLOBUSSPR,EQ,       133.75,                  4513079.10,33622
,GMBREW,EQ,       397.40,                 12800954.75,32048
,GMDCLTD,EQ,        66.20,                 15967772.20,239099
,GMMPFAUDLR,EQ,      2563.60,                239694358.95,93208
,GMRINFRA,EQ,        23.80,                449327519.90,18677066
,GNA,EQ,       254.15,                  9955325.95,38764
,GNFC,EQ,       209.20,                185150414.50,876768
,GOACARBON,EQ,       340.60,                151633071.35,428603
,GOCLCORP,EQ,       278.00,                  2289989.35,8222
,GODFRYPHLP,EQ,      1441.50,                491750732.70,340229
,GODREJAGRO,EQ,       584.90,                288453846.40,494193
,GODREJIND,EQ,       436.35,                 27411883.75,62540
,GODREJPROP,EQ,      1059.95,                325960465.85,306722
,GOENKA,BZ,          .30,                    10054.15,37394
,GOKEX,EQ,        68.15,                  9987614.50,144468
,GOKUL,EQ,        10.90,                   103076.45,9254
,GOKULAGRO,EQ,        12.95,                    84280.10,6411
,GOLDBEES,EQ,        35.85,                 46759455.07,1306403
,GOLDENTOBC,EQ,        27.75,                    36655.80,1327
,GOLDIAM,EQ,       152.20,                  3457614.50,22770
,GOLDSHARE,EQ,      3608.70,                  4055313.65,1126
,GOLDTECH,EQ,         9.40,                   111454.25,11679
,GOODLUCK,EQ,        54.25,                  1756519.90,31993
,GPIL,EQ,       226.60,                 13504271.20,59063
,GPPL,EQ,        89.85,                 14806633.65,165250
,GPTINFRA,EQ,        37.20,                   195772.55,5266
,GRANULES,EQ,       151.50,                331678430.20,2147348
,GRAPHITE,EQ,       308.70,                333432620.30,1068425
,GRAVITA,EQ,        58.40,                  6249634.95,104876
,GREAVESCOT,EQ,       141.75,                 14126696.20,99348
,GREENLAM,EQ,       945.25,                  2428164.00,2612
,GREENPANEL,EQ,        54.10,                  2081475.00,38092
,GREENPLY,EQ,       160.60,                  3147170.85,19570
,GREENPOWER,BE,         1.95,                   251957.75,125902
,GRINDWELL,EQ,       650.35,                 49195190.50,75685
,GROBTEA,BE,       477.90,                   168713.50,359
,GRPLTD,EQ,       895.10,                   211532.50,240
,GRSE,EQ,       205.60,                 23353046.60,112327
,GSCLCEMENT,EQ,        23.60,                   809577.95,34301
,GSFC,EQ,        95.60,                136065258.35,1419032
,GSKCONS,EQ,      8893.65,                 31874084.50,3584
,GSPL,EQ,       259.50,                169161156.75,651902
,GSS,EQ,        42.50,                   734923.00,16905
,GTL,EQ,         1.45,                    38254.15,26613
,GTLINFRA,EQ,          .35,                   268790.20,710266
,GTNIND,EQ,         7.45,                    18285.55,2493
,GTNTEX,EQ,         6.75,                      681.75,101
,GTPL,EQ,        74.85,                  4106085.95,54166
,GUFICBIO,EQ,        62.90,                  2807586.30,44674
,GUJALKALI,EQ,       416.60,                 18058343.35,42974
,GUJAPOLLO,EQ,       127.85,                   167117.10,1312
,GUJGASLTD,EQ,       302.25,                362555340.35,1205880
,GUJRAFFIA,BE,        10.35,                    13917.25,1363
,GULFOILLUB,EQ,       821.80,                 10202759.65,12608
,GULFPETRO,EQ,        56.20,                 26074480.65,454357
,GULPOLY,EQ,        48.05,                   965598.85,20043
,GVKPIL,EQ,         4.90,                 19470935.60,4059867
,HAL,EQ,       835.45,                 14609633.25,17262
,HARITASEAT,EQ,       514.65,                  1158070.85,2242
,HARRMALAYA,EQ,        62.90,                   669943.95,10575
,HATHWAY,EQ,        19.70,                  5806154.10,293588
,HATSUN,EQ,       634.05,                  7004783.55,11161
,HAVISHA,BE,          .80,                     7981.70,9908
,HBLPOWER,EQ,        18.75,                  5173469.40,271661
,HBSL,EQ,         6.95,                     2014.75,305
,HCC,EQ,        11.75,                 42407873.55,3579874
,HCG,EQ,       116.65,                  1150395.35,9870
,HCL-INSYS,EQ,         7.90,                  3279158.10,413265
,HDFCMFGETF,EQ,      3657.30,                  8161121.35,2235
,HDFCNIFETF,EQ,      1273.57,                   510890.65,400
,HDFCSENETF,EQ,      4338.89,                   331161.59,76
,HDIL,BE,         2.85,                   928644.50,321978
,HEG,EQ,      1092.85,                234036504.00,212062
,HEIDELBERG,EQ,       202.90,                 69491430.95,340359
,HEOF1100RG,MF,         9.50,                   191251.00,20000
,HERCULES,EQ,       102.50,                  3328303.75,32219
,HERITGFOOD,EQ,       364.10,                  3470081.50,9584
,HESTERBIO,EQ,      1627.45,                  2884629.75,1778
,HEXATRADEX,BE,        13.80,                   921218.05,65455
,HEXAWARE,EQ,       347.40,                131557942.45,379170
,HFCL,EQ,        17.00,                 21761876.10,1278844
,HGINFRA,EQ,       277.95,                 12070041.85,43122
,HGS,EQ,       655.00,                  5994025.45,9217
,HHOF1140RD,MF,         8.11,                     4055.00,500
,HHOF1140RG,MF,         8.70,                   174557.52,20028
,HIGHGROUND,BZ,          .45,                     7942.65,19377
,HIKAL,EQ,       130.25,                 37262678.30,285308
,HIL,EQ,      1439.70,                 12464825.75,8548
,HILTON,BE,        11.75,                    71740.80,6291
,HIMATSEIDE,EQ,       132.90,                 15283659.55,114361
,HINDCOMPOS,EQ,       210.90,                   234278.45,1112
,HINDCOPPER,EQ,        44.95,                 35780089.55,783809
,HINDMOTORS,EQ,         5.65,                   178509.95,31342
,HINDNATGLS,BE,        38.35,                    50131.75,1312
,HINDOILEXP,EQ,       104.60,                 51266817.90,491734
,HINDSYNTEX,BE,         1.60,                      160.00,100
,HIRECT,EQ,       240.75,                  6414998.45,26098
,HISARMETAL,EQ,        62.30,                   828411.05,13529
,HITECH,EQ,       191.30,                  9784483.05,51458
,HITECHCORP,EQ,        90.15,                    66412.15,736
,HITECHGEAR,EQ,       195.80,                   792547.90,4014
,HLVLTD,EQ,         5.70,                   347172.35,60549
,HMT,BZ,        13.35,                    26691.80,2078
,HMVL,EQ,        79.90,                  2515525.55,30864
,HNDFDS,EQ,       653.45,                  3478149.05,5273
,HNGSNGBEES,EQ,       383.00,                    97554.78,259
,HONAUT,EQ,     27504.00,                 26980806.80,985
,HONDAPOWER,EQ,      1249.85,                  2400369.80,1915
,HOVS,EQ,        48.45,                   254458.40,5241
,HPIL,ST,        41.30,                 26939550.00,651000
,HPL,EQ,        45.05,                  4577970.75,100604
,HSCL,EQ,        68.80,                 50339107.30,726678
,HSIL,EQ,        54.15,                  5859552.15,107193
,HTMEDIA,EQ,        16.50,                  1330751.05,80651
,HUBTOWN,BE,        13.50,                   140409.95,10471
,HUDCO,EQ,        44.05,                209244177.75,4718067
,HUDCO,N9,      1155.02,                   254105.00,220
,HUDCO,NE,      1310.00,                   272579.80,208
,HUDCO,N2,      1224.50,                  1131853.45,925
