,28-Jul-2020
The Nifty witnessed an intraday movement of about 166.35 points.The closing index was 1.52 % up as compared to the previous closing index.

, Traded Value (Rs. In Crores), 60291.2
, Traded Quantity (in Lakhs), 32625.89
, Number of Trades, 16724918
, Total Market Capitalisation (Rs. Crores), 14733881.7

,INDEX,PREVIOUS CLOSE,OPEN,HIGH,LOW,CLOSE,GAIN/LOSS
,Nifty 50,     11131.80,     11154.10,     11317.75,     11151.40,     11300.55,168.75
,NIFTY50 EQL Wgt,     11155.75,     11184.60,     11368.45,     11182.45,     11353.30,197.55
,NIFTY100 EQL Wgt,     12164.00,     12196.05,     12325.15,     12195.30,     12313.05,149.05
,NIFTY100 LowVol30,      8839.20,      8862.25,      9004.35,      8857.30,      8992.35,153.15
,NIFTY Alpha 50,     14652.35,     14730.95,     14799.50,     14668.05,     14714.60,62.25
,NIFTY MIDCAP 150,      5812.80,      5826.70,      5862.10,      5824.40,      5855.45,42.65
,NIFTY SMLCAP 50,      2378.60,      2394.50,      2415.20,      2390.65,      2410.30,31.7
,NIFTY SMLCAP 250,      4269.00,      4288.20,      4316.25,      4284.35,      4312.60,43.6
,NIFTY MIDSML 400,      5258.00,      5273.95,      5303.85,      5272.55,      5301.15,43.15
,NIFTY200 QUALTY30,      9815.40,      9841.30,      9938.90,      9837.10,      9928.45,113.05
,Nifty IT,     17626.75,     17647.90,     18103.65,     17634.40,     18042.75,416
,Nifty Next 50,     26134.30,     26207.40,     26349.10,     26194.60,     26309.75,175.45
,Nifty Bank,     21848.75,     21940.15,     22233.00,     21611.40,     22105.20,256.45
,NIFTY MIDCAP 100,     15323.80,     15362.35,     15479.20,     15351.35,     15460.10,136.3
,Nifty 500,      9024.90,      9045.45,      9153.00,      9043.90,      9141.75,116.85
,Nifty 100,     11231.30,     11255.05,     11404.50,     11253.15,     11388.40,157.1
,Nifty Midcap 50,      4224.95,      4231.20,      4285.00,      4227.25,      4280.65,55.7
,Nifty Realty,       195.10,       196.10,       198.70,       195.90,       198.25,3.15
,Nifty Infra,      3172.85,      3177.80,      3223.15,      3171.85,      3219.00,46.15
,Nifty Energy,     15903.05,     15925.45,     16029.35,     15916.15,     16001.95,98.9
,Nifty FMCG,     30819.75,     30891.00,     31047.10,     30764.30,     30910.90,91.15
,Nifty MNC,     13525.35,     13537.75,     13626.65,     13524.15,     13612.45,87.1
,Nifty Pharma,     10062.05,     10065.45,     10168.55,     10033.30,     10128.05,66
,Nifty PSE,      2556.90,      2559.60,      2573.35,      2549.30,      2566.00,9.1
,Nifty PSU Bank,      1393.75,      1397.35,      1407.75,      1382.50,      1398.25,4.5
,Nifty Serv Sector,     14555.10,     14589.60,     14835.15,     14528.25,     14801.20,246.1
,India VIX,25.0175,25.0175,25.2150,23.5450,23.6425,-1.3750
,Nifty Auto,      7186.45,      7193.15,      7438.05,      7185.25,      7416.90,230.45
,Nifty Metal,      2094.40,      2101.70,      2144.55,      2101.60,      2141.30,46.9
,Nifty Media,      1331.95,      1337.60,      1344.65,      1306.20,      1329.25,-2.7
,NIFTY SMLCAP 100,      4959.50,      4990.90,      5034.65,      4984.55,      5027.15,67.65
,Nifty 200,      5713.70,      5726.00,      5798.05,      5724.95,      5790.55,76.85
,Nifty Div Opps 50,      2413.35,      2418.95,      2445.65,      2416.65,      2441.70,28.35
,Nifty Commodities,      3000.50,      3009.10,      3059.05,      3007.90,      3055.30,54.8
,Nifty Consumption,      4933.50,      4940.75,      4988.80,      4931.95,      4984.55,51.05
,Nifty Fin Service,     10909.15,     10945.80,     11101.65,     10815.35,     11057.05,147.9
,Nifty50 Div Point,        32.57,        32.57,        32.57,        32.57,        32.57,0
,Nifty100 Liq 15,      2670.60,      2676.10,      2731.85,      2675.45,      2727.15,56.55
,Nifty CPSE,      1435.60,      1434.30,      1440.30,      1422.80,      1436.70,1.1
,Nifty GrowSect 15,      5352.60,      5370.80,      5442.75,      5336.55,      5426.50,73.9
,Nifty50 PR 2x Lev,      3944.10,      3959.50,      4075.50,      3959.50,      4063.30,119.2
,Nifty50 PR 1x Inv,       393.75,       393.00,       393.00,       387.20,       387.80,-5.95
,Nifty50 TR 2x Lev,      5195.40,      5215.75,      5368.55,      5215.75,      5352.45,157.05
,Nifty50 TR 1x Inv,       343.30,       342.60,       342.60,       337.60,       338.10,-5.2
,Nifty50 Value 20,      5484.55,      5496.45,      5585.40,      5489.85,      5573.40,88.85
,Nifty Mid Liq 15,      3576.85,      3576.20,      3619.40,      3569.20,      3614.65,37.8
,Nifty Pvt Bank,     12004.40,     12057.55,     12228.45,     11889.05,     12155.70,151.3
,NIFTY100 Qualty30,      2614.75,      2621.45,      2651.45,      2621.20,      2648.45,33.7
,Nifty GS 8 13Yr,      2205.00,      2205.39,      2205.95,      2203.23,      2204.47,-.53
,Nifty GS 10Yr,      1997.44,      1997.76,      1999.35,      1994.79,      1999.15,1.71
,Nifty GS 10Yr Cln,       974.76,       974.76,       975.54,       973.29,       975.44,.68
,Nifty GS 4 8Yr,      2348.34,      2348.75,      2348.75,      2346.74,      2347.49,-.85
,Nifty GS 11 15Yr,      2378.59,      2379.02,      2383.09,      2379.02,      2380.72,2.13
,Nifty GS 15YrPlus,      2637.00,      2637.47,      2639.70,      2635.20,      2635.20,-1.8
,Nifty GS Compsite,      2247.92,      2248.32,      2248.57,      2246.05,      2247.24,-.68

,ADVANCES,930
,DECLINES,939
,UNCHANGED,105

,Total securities that have hit their price bands today,443

,TOP 25 Securities Today :
,SYMBOL,SERIES,PREV. CLOSE,CLOSE PRICE,%VAR, VALUE(Rs Crs)
,RELIANCE,EQ,      2156.20,      2177.70,1,5533.96
,CAPACITE,EQ,        98.80,                  5751190.35,57607
,CAPLIPOINT,EQ,       394.65,                 99782051.60,252373
,CAPTRUST,EQ,        72.45,                   232284.90,3186
,CARBORUNIV,EQ,       240.10,                 45087933.50,187085
,CAREERP,EQ,       139.70,                 29340553.35,212707
,CARERATING,EQ,       442.40,                 61338453.00,138454
,CASTROLIND,EQ,       112.95,                245237631.20,2184948
,CCCL,BE,          .20,                    32129.80,129364
,CCHHL,BE,         2.75,                   100301.75,35720
,CCL,EQ,       236.50,                 49765714.90,209662
,CDSL,EQ,       359.70,               1082775721.05,3023130
,CEATLTD,EQ,       876.50,                145650158.95,166624
,CEBBCO,EQ,        13.40,                   434611.65,33109
,CELEBRITY,EQ,         4.65,                   163723.15,34592
,CENTENKA,EQ,       180.25,                  7871238.15,43642
,CENTEXT,EQ,         4.30,                  1876198.90,431606
,CENTRALBK,EQ,        16.80,                 11450404.30,679838
,CENTRUM,EQ,        14.65,                 24480364.90,1648001
,CENTUM,EQ,       334.30,                  2723308.05,8077
,CENTURYPLY,EQ,       129.10,                 92139824.30,707379
,CENTURYTEX,EQ,       304.65,                627265302.40,2079038
,CERA,EQ,      2235.15,                  5021783.70,2226
,CEREBRAINT,EQ,        26.95,                  7877751.95,292945
,CESC,EQ,       576.65,                178026384.50,310260
,CESCVENT,EQ,       170.10,                  5696773.30,33439
,CGCL,EQ,       158.75,                 23890194.70,151185
,CGPOWER,EQ,         8.20,                  8316659.80,1007390
,CHALET,EQ,       128.10,                 10266757.60,79959
,CHAMBLFERT,EQ,       164.35,                283803361.25,1743665
,CHEMBOND,EQ,       150.55,                  1460778.20,9703
,CHEMFAB,EQ,       138.85,                   387191.60,2773
,CHENNPETRO,EQ,        86.10,                 94738499.20,1097076
,CHOLAFIN,EQ,       215.65,               1158731388.05,5420404
,CHOLAHLDNG,EQ,       332.35,                 47792339.90,144635
,CHROMATIC,BE,         1.05,                    21245.45,20229
,CIGNITITEC,EQ,       257.15,                  6885001.75,26740
,CIMMCO,EQ,        19.30,                   599393.05,31008
,CINELINE,EQ,        24.20,                  4296590.70,176947
,CINEVISTA,EQ,         5.25,                    24614.40,4721
,CKFSL,BZ,          .80,                   104806.00,129624
,CKPLEISURE,SM,         3.50,                    14000.00,4000
,CLEDUCATE,EQ,        37.65,                   103897.65,2752
,CLNINDIA,EQ,       354.00,                 64801945.20,182392
,CMICABLES,EQ,        32.50,                  1142359.15,35137
,CMMIPL,SM,         2.90,                   113100.00,39000
,CNOVAPETRO,BE,         5.50,                     3712.50,675
,COCHINSHIP,EQ,       333.25,                 74425489.05,224240
,COMPINFO,EQ,        10.90,                  1104476.90,100078
,COMPUSOFT,BE,         7.85,                  1215238.70,156232
,CONFIPET,EQ,        18.55,                  2984232.25,159733
,CONSOFINVT,EQ,        24.85,                    16578.20,677
,CONTI,SM,         7.05,                   140985.90,19998
,CONTROLPR,EQ,       215.80,                  2054665.25,9604
,CORALFINAC,EQ,        20.25,                   940596.50,46254
,CORDSCABLE,EQ,        34.05,                   692410.70,20697
,COROMANDEL,EQ,       775.00,                334988623.90,425826
,COSMOFILMS,EQ,       392.75,                 26633244.00,67318
,COUNCODOS,EQ,         1.35,                    62620.10,45848
,COX&KINGS,BZ,         1.50,                   228156.00,152104
,CPSEETF,EQ,        17.56,                 16143825.11,921984
,CREATIVE,EQ,        88.80,                  1923615.90,21015
,CREATIVEYE,BE,         1.75,                     5289.50,3022
,CREDITACC,EQ,       561.35,                 17786750.40,31363
,CREST,EQ,        62.90,                   311987.00,5067
,CRISIL,EQ,      1694.90,                 56079681.50,32841
,CROMPTON,EQ,       251.95,                266645511.95,1078492
,CSBBANK,EQ,       190.15,                 42810576.30,220075
,CTE,EQ,        16.20,                   372345.15,23061
,CUB,EQ,       121.40,                 86377304.90,708221
,CUBEXTUB,EQ,        11.35,                    41583.70,3755
,CUMMINSIND,EQ,       401.25,                735811817.15,1840356
,CUPID,EQ,       204.80,                 11774060.40,57181
,CYBERTECH,EQ,        51.30,                  7865087.00,150084
,CYIENT,EQ,       329.80,                225645995.50,679451
,DAAWAT,EQ,        44.00,                 36753095.90,828291
,DALBHARAT,EQ,       723.05,                 46628585.45,64668
,DALMIASUG,EQ,       121.60,                 46050261.70,376567
,DAMODARIND,EQ,        24.25,                    36084.60,1483
,DATAMATICS,EQ,        54.50,                  1866475.25,34654
,DBCORP,EQ,        73.25,                 12260446.85,166982
,DBL,EQ,       292.25,                117017472.00,405009
,DBREALTY,EQ,         7.05,                  1810465.90,255016
,DBSTOCKBRO,EQ,        10.00,                      280.00,28
,DCAL,EQ,       169.75,                123579050.75,756701
,DCBBANK,EQ,        78.55,                 50567718.25,642078
,DCM,EQ,        18.55,                   602166.20,32663
,DCMFINSERV,BE,         1.65,                    10361.60,6169
,DCMNVL,EQ,        27.15,                  1396286.75,50613
,DCMSHRIRAM,EQ,       339.55,                 32204873.00,93652
,DCW,EQ,        11.20,                  1442340.10,128097
,DECCANCE,EQ,       258.40,                116931335.00,438679
,DEEPAKFERT,EQ,       147.70,                559244128.60,3785288
,DEEPAKNTR,EQ,       616.20,                775707003.00,1259751
,DEEPIND,EQ,        73.85,                  1045502.40,14097
,DELTACORP,EQ,        85.95,                100671255.15,1169643
,DELTAMAGNT,EQ,        20.55,                    82114.45,3989
,DEN,EQ,        87.65,                 55833865.95,635155
,DENORA,EQ,       209.05,                  4870347.65,23314
,DEVIT,SM,       105.00,                   157500.00,1500
,DFMFOODS,EQ,       186.05,                  4388435.75,23562
,DGCONTENT,BE,         6.10,                     3319.10,541
,DHAMPURSUG,EQ,       128.60,                 79497431.95,613168
,DHANBANK,EQ,        12.55,                  4536335.75,360360
,DHANUKA,EQ,       824.75,                 41684306.75,49973
,DHFL,EQ,        13.65,                 15069073.95,1098366
,DHFL,NP,       300.00,                    21300.00,71
,DHFL,N6,       275.00,                    38586.00,150
,DHFL,Y1,       287.80,                    59568.00,210
,DHFL,NS,       293.99,                   115768.97,412
,DHFL,NF,       350.60,                    46562.80,146
,DHFL,NC,       294.97,                   272891.85,949
,DHFL,NR,       217.80,                      217.80,1
,DHFL,NQ,       284.90,                   133021.09,472
,DHFL,N4,       270.00,                    10800.00,40
,DHFL,NY,       296.00,                     2960.00,10
,DHUNINV,EQ,       210.10,                  2099107.75,10112
,DIAMONDYD,EQ,       541.85,                  1908405.50,3517
,DIAPOWER,BZ,          .65,                     2655.75,4075
,DICIND,EQ,       333.70,                  2893208.55,8663
,DIGISPICE,BE,         6.00,                    71336.30,11853
,DIGJAMLTD,BZ,         2.65,                   400709.15,151211
,DISHTV,EQ,         7.00,                 23085527.95,3281164
,DIXON,EQ,      7089.40,                601536379.75,83343
,DLINKINDIA,EQ,        88.20,                  8826836.95,99852
,DOLAT,EQ,        49.70,                  1746039.85,35383
,DOLLAR,EQ,       127.95,                  5965653.15,46454
,DONEAR,EQ,        29.20,                  9266074.35,323301
,DPABHUSHAN,SM,        66.10,                   264400.00,4000
,DPSCLTD,EQ,         9.20,                  1618401.80,178273
,DPWIRES,BE,        52.25,                   100491.60,1889
,DQE,BE,         1.05,                    39809.70,37914
,DREDGECORP,EQ,       270.75,                 35329108.15,130425
,DSML,SM,         4.65,                    55800.00,12000
,DSSL,EQ,        22.65,                    91633.35,4007
,DTIL,EQ,       170.95,                  3350632.00,19453
,DUCON,EQ,         3.55,                   238780.05,67091
,DVL,EQ,        50.20,                   151657.80,3028
,DWARKESH,EQ,        24.75,                 12059092.20,487882
,DYNAMATECH,EQ,       507.70,                  1257101.20,2478
,DYNPRO,EQ,       216.65,                172312109.45,788849
,EASTSILK,BE,         1.05,                    58477.50,55895
,EASUNREYRL,BZ,         2.85,                    15893.45,5501
,EBANK,EQ,      2453.50,                    51523.05,21
,EBBETF0423,EQ,      1080.35,                  7462994.46,6913
,EBBETF0430,EQ,      1106.15,                 13704260.63,12365
,EBIXFOREX,EQ,       467.50,                   903748.15,1933
,ECLERX,EQ,       478.35,                 32753374.20,67876
,ECLFINANCE,NF,       940.00,                   152783.40,162
,ECLFINANCE,NR,       914.66,                   709477.97,777
,ECLFINANCE,NN,       982.10,                   811205.00,820
,ECLFINANCE,NJ,       844.00,                   160170.00,195
,ECLFINANCE,NK,       770.09,                   332787.02,442
,ECLFINANCE,NQ,      1008.90,                    64089.00,70
,ECLFINANCE,NO,       910.02,                     4550.10,5
,ECLFINANCE,NP,       915.00,                   406282.51,443
,ECLFINANCE,NI,       832.66,                   344419.80,412
,ECLFINANCE,NG,       870.00,                   652350.00,750
,ECLFINANCE,NM,       950.00,                   270445.00,286
,EDELWEISS,EQ,        74.10,                146016132.55,1954252
,EDUCOMP,BZ,         2.85,                   137306.15,48015
,EHFLNCD,N7,       910.03,                   185560.02,172
,EHFLNCD,N6,       714.00,                  1330906.63,1868
,EIDPARRY,EQ,       282.65,                112893587.10,399308
,EIFFL,SM,        93.00,                   371200.00,4000
,EIHAHOTELS,EQ,       236.45,                   729075.75,3065
,EIHOTEL,EQ,        60.05,                 60430644.05,1003377
,EIMCOELECO,EQ,       319.10,                   186686.00,578
,EKC,EQ,        20.35,                  2526981.10,121166
,ELECON,EQ,        24.75,                  1283812.05,51449
,ELECTCAST,EQ,        14.75,                  5575540.00,380489
,ELECTHERM,EQ,        97.85,                   403160.80,4108
,ELGIEQUIP,EQ,       165.70,                  3009586.35,18168
,ELGIRUBCO,BE,        16.70,                    57822.70,3497
,EMAMILTD,EQ,       242.25,                 87004634.00,358302
,EMAMIPAP,EQ,        73.65,                   758844.70,10569
,EMAMIREAL,EQ,        33.80,                   406174.10,11700
,EMBASSY,RR,       361.97,                146764758.00,406600
,EMCO,BZ,         1.20,                     7621.20,6351
,EMKAY,EQ,        42.95,                  1066964.40,24563
,EMKAYTOOLS,SM,        65.50,                   471600.00,7200
,EMMBI,EQ,        72.80,                   963164.10,13308
,EMOFSR1RGG,MF,         9.12,                   264308.88,29122
,ENDURANCE,EQ,       888.05,                 81606258.85,91455
,ENERGYDEV,EQ,         6.10,                   102144.95,17028
,ENGINERSIN,EQ,        66.00,                175333773.25,2639383
,ENIL,EQ,       128.10,                   153446.30,1197
,EQ30,EQ,       331.00,                    36899.00,112
,EQUITAS,EQ,        54.20,                575629469.65,10768250
,ERFLNCDI,N6,       741.50,                     1483.00,2
,ERFLNCDI,N4,       828.00,                   397425.00,480
,ERFLNCDI,N2,       956.00,                   113273.50,118
,ERIS,EQ,       430.25,                165911682.20,387910
,EROSMEDIA,EQ,        19.55,                 16367346.45,835290
,ESABINDIA,EQ,      1334.60,                  1810852.60,1352
,ESCORTS,EQ,      1158.05,               4650069958.15,4065437
,ESSARSHPNG,EQ,         6.90,                    77915.75,11254
,ESSELPACK,EQ,       199.75,                 23657782.70,118305
,ESTER,EQ,        50.85,                 22037105.20,427443
,EUROCERA,BZ,          .80,                       57.60,72
,EUROMULTI,BE,          .80,                     4227.20,5284
,EVEREADY,EQ,       119.80,                 72024227.70,598833
,EVERESTIND,EQ,       203.15,                 16815944.95,82412
,EXCEL,EQ,         1.05,                     5251.05,5237
,EXCELINDUS,EQ,       762.50,                 20343165.55,26378
,EXIDEIND,EQ,       154.10,                354168416.15,2292344
,EXPLEOSOL,EQ,       270.00,                  2216648.80,8206
,FACT,EQ,        47.55,                 10739646.10,225246
,FAIRCHEM,EQ,       575.45,                 23984090.85,42067
,FCL,EQ,        31.60,                 34503250.65,1086165
,FCONSUMER,EQ,         9.75,                 47867988.00,4916336
,FCSSOFT,BE,          .50,                   577053.70,1226773
,FDC,EQ,       268.35,                 70308697.20,262855
,FEDERALBNK,EQ,        55.55,               1492238471.50,26640337
,FEL,EQ,        14.10,                  1519260.90,107749
,FELDVR,EQ,        14.75,                   153783.50,10426
,FIEMIND,EQ,       416.05,                  8046391.00,19140
,FILATEX,EQ,        25.30,                  3632103.05,144345
,FINCABLES,EQ,       276.35,                 24002608.35,88370
,FINEORG,EQ,      2055.20,                 58616373.15,28383
,FINPIPE,EQ,       449.15,                 18100699.70,40173
,FLEXITUFF,BE,         7.25,                     5343.95,728
,FLFL,EQ,       110.10,                  6559654.30,59720
,FLUOROCHEM,EQ,       400.25,                 24328323.30,62043
,FMGOETZE,EQ,       360.85,                   516837.60,1456
,FMNL,EQ,        21.55,                   429319.10,19922
,FORCEMOT,EQ,       915.50,                 18318142.00,20095
,FORTIS,EQ,       136.40,                 81256214.30,596977
,FOSECOIND,EQ,      1066.45,                  1569770.25,1465
,FOURTHDIM,SM,         6.80,                   211150.00,31000
,FRETAIL,EQ,       105.20,                159511183.20,1516266
,FSC,EQ,       143.50,                 21946013.60,153143
,FSL,EQ,        45.25,                112760722.25,2488163
,GABRIEL,EQ,        89.55,                  5633896.15,62553
,GAEL,EQ,       172.60,                 49011133.00,274381
,GAL,BE,         2.85,                    73277.70,25372
,GALAXYSURF,EQ,      1611.80,                 13868203.60,8573
,GALLANTT,EQ,        29.95,                   500909.70,16876
,GALLISPAT,EQ,        28.10,                   407324.00,14644
,GAMMNINFRA,BE,          .75,                  1061608.15,1468906
,GANDHITUBE,EQ,       190.75,                   798367.10,4197
,GANECOS,EQ,       224.75,                  1001369.05,4447
,GANESHHOUC,BE,        23.60,                   548224.90,22865
,GANGESSECU,EQ,        30.75,                   114953.30,3774
,GARDENSILK,BE,        11.35,                   177184.85,15611
,GARFIBRES,EQ,      1666.85,                 12470428.55,7426
,GATI,EQ,        44.75,                 12636744.75,281073
,GAYAHWS,BE,          .40,                   611831.15,1415595
,GAYAPROJ,BE,        15.45,                  2318859.20,148615
,GBGLOBAL,BE,         4.60,                     4435.50,985
,GDL,EQ,        79.25,                  8195728.10,102541
,GEECEE,EQ,        66.05,                   284548.15,4274
,GEEKAYWIRE,EQ,        89.30,                   548479.50,6183
,GENESYS,EQ,        29.90,                   298029.95,9993
,GENUSPAPER,EQ,         4.90,                  1117689.95,227487
,GENUSPOWER,EQ,        22.45,                  3609490.15,159407
,GEOJITFSL,EQ,        36.55,                 21577437.00,594384
,GEPIL,EQ,       502.60,                 22366929.25,44592
,GESHIP,EQ,       214.85,                 16405786.20,76614
,GET&D,EQ,        83.85,                  5210247.85,62544
,GFLLIMITED,EQ,        90.80,                  5221492.65,57618
,GFSTEELS,BE,         2.80,                    15972.85,5893
,GHCL,EQ,       141.50,                 35888747.55,252701
,GICHSGFIN,EQ,        91.45,                 24237749.80,264137
,GICL,SM,        22.75,                   819000.00,36000
,GILLANDERS,BE,        27.15,                    48686.50,1790
,GILLETTE,EQ,      5069.85,                107588806.85,21219
,GINNIFILA,BE,         9.95,                   205362.25,20707
,GIPCL,EQ,        70.55,                  8318837.40,118012
,GKWLIMITED,EQ,       470.80,                     5532.90,12
,GLAXO,EQ,      1464.30,                 18828159.40,12878
,GLENMARK,EQ,       420.85,                933516763.60,2203632
,GLOBAL,SM,       191.00,                   709700.00,4000
,GLOBALVECT,EQ,        54.30,                   667579.85,12324
,GLOBE,SM,        57.50,                  5495300.00,96000
,GLOBUSSPR,EQ,       126.00,                  6263999.60,49506
,GMBREW,EQ,       378.95,                  5219571.30,13768
,GMDCLTD,EQ,        40.70,                 29986425.20,737427
,GMMPFAUDLR,EQ,      4267.50,                140023152.10,32495
,GMRINFRA,EQ,        23.45,               1203319615.00,52451964
,GNA,EQ,       174.60,                  5865946.30,33392
,GNFC,EQ,       160.10,                120688594.75,754858
,GOACARBON,EQ,       212.60,                  3511890.10,16405
,GOCLCORP,EQ,       156.70,                   814807.05,5190
,GODFRYPHLP,EQ,       916.55,                 37023804.80,40105
,GODHA,SM,        24.90,                    99600.00,4000
,GODREJAGRO,EQ,       459.75,                 68004506.15,147704
,GODREJIND,EQ,       356.85,                 29644674.00,82333
,GODREJPROP,EQ,       879.80,                186823259.75,212956
,GOENKA,BZ,          .80,                    26007.20,32509
,GOKEX,EQ,        42.30,                 18249810.15,421833
,GOKUL,EQ,        16.10,                   337395.75,20372
,GOKULAGRO,EQ,        15.90,                  2017171.20,123011
,GOLDBEES,EQ,        46.01,                602230551.97,13069006
,GOLDENTOBC,EQ,        22.15,                   275862.90,12526
,GOLDIAM,EQ,       111.10,                  2718692.95,24448
,GOLDSHARE,EQ,      4805.10,                 43743827.70,9053
,GOLDTECH,EQ,         7.75,                   154744.75,19729
,GOODLUCK,EQ,        37.80,                  1380927.85,36569
,GPIL,EQ,       168.35,                  6643832.00,39174
,GPPL,EQ,        78.45,                 68331896.95,860131
,GPTINFRA,EQ,        25.95,                   612319.35,23666
,GRANULES,EQ,       291.90,               1182090187.70,4012265
,GRAPHITE,EQ,       169.45,                 57606465.70,338396
,GRAVITA,EQ,        49.60,                  2659311.55,53527
,GREAVESCOT,EQ,        82.85,                 15959671.30,192127
,GREENLAM,EQ,       740.65,                  8958196.25,12280
,GREENPANEL,BE,        37.85,                   755359.80,19991
,GREENPLY,EQ,        85.40,                  8137699.20,95495
,GREENPOWER,EQ,         2.05,                  5113820.25,2501184
,GRINDWELL,EQ,       484.45,                  6622822.95,13668
,GROBTEA,EQ,       428.40,                  1048437.20,2494
,GRPLTD,EQ,       674.85,                  2654040.35,3919
,GRSE,EQ,       196.95,                 33388459.85,167714
,GSCLCEMENT,EQ,        29.90,                  4925119.80,165155
,GSFC,EQ,        59.95,                 38963982.60,655556
,GSPL,EQ,       204.70,                 61211075.35,298305
,GSS,EQ,        22.05,                   793368.30,36354
,GTLINFRA,EQ,          .80,                  4571049.55,5712862
,GTNIND,BE,         7.55,                    25896.35,3439
,GTNTEX,EQ,         5.25,                      572.50,110
,GTPL,EQ,        87.45,                 14440489.70,163002
,GUFICBIO,EQ,        86.10,                 17121080.60,196403
,GUJALKALI,EQ,       318.45,                 11138900.50,34732
,GUJAPOLLO,EQ,       170.25,                   595040.40,3501
,GUJGASLTD,EQ,       286.55,                 74465549.75,258624
,GUJRAFFIA,BE,         9.55,                     1933.65,203
,GULFOILLUB,EQ,       577.85,                  5600002.55,9655
,GULFPETRO,EQ,        41.75,                  1306778.65,31181
,GULPOLY,EQ,        36.90,                   807544.25,22005
,GVKPIL,EQ,         2.15,                 15257005.85,7090570
,HAL,EQ,       903.30,                229076983.25,255444
,HARITASEAT,EQ,       371.20,                   846064.10,2235
,HARRMALAYA,EQ,        87.45,                 26113322.70,303601
,HATHWAY,BE,        44.25,                  4458585.75,100759
,HATSUN,EQ,       651.10,                  6528073.15,9972
,HAVISHA,BE,          .70,                    32638.80,51988
,HBLPOWER,EQ,        15.25,                  3322011.20,216783
,HBSL,EQ,         5.50,                     2582.50,490
,HCC,EQ,         5.70,                 10658807.50,1884028
,HCG,EQ,       126.50,                 12453898.85,98984
,HCL-INSYS,BE,         8.70,                  1089924.35,124426
,HDFCMFGETF,EQ,      4705.55,                221144065.00,46969
,HDFCNIFETF,EQ,      1171.87,                  1140235.88,975
,HDFCSENETF,EQ,      4035.05,                  1144961.58,284
,HDIL,BZ,         2.75,                   641474.65,232262
,HEG,EQ,       780.60,                229997485.15,290769
,HEIDELBERG,EQ,       177.05,                109504584.45,618060
,HERCULES,EQ,        81.85,                  7157037.15,87562
,HERITGFOOD,EQ,       279.05,                  8573689.10,30490
,HESTERBIO,EQ,      1289.35,                  5182811.70,4050
,HEXATRADEX,BE,        18.85,                   239188.45,12933
,HEXAWARE,EQ,       375.15,                564225497.70,1513974
,HFCL,EQ,        11.35,                 35431207.55,3112884
,HGINFRA,EQ,       184.70,                  2461961.50,13308
,HGS,EQ,       695.40,                  7736573.85,11087
,HHOF1140RG,MF,         6.99,                   114402.00,16700
,HIKAL,EQ,       154.90,                683152294.95,4532884
,HIL,EQ,      1235.80,                 15851997.35,12757
,HILTON,EQ,         8.95,                    93067.90,10586
,HIMATSEIDE,EQ,        62.05,                 20062734.75,316568
,HINDCOMPOS,EQ,       168.95,                  1523466.30,8880
,HINDCOPPER,EQ,        37.30,                125231355.05,3350679
,HINDMOTORS,EQ,         5.45,                   721194.45,131189
,HINDNATGLS,BE,        29.85,                    76570.90,2537
,HINDOILEXP,EQ,        64.75,                  5339613.15,82072
,HIRECT,EQ,       117.30,                  2938350.90,24702
,HISARMETAL,EQ,        62.80,                   122231.45,1926
,HITECH,EQ,       108.35,                    53595.40,493
,HITECHCORP,EQ,        76.15,                    55662.60,733
,HITECHGEAR,EQ,       101.65,                   374573.25,3626
,HLVLTD,EQ,         4.80,                   718028.75,155661
,HMT,BZ,        16.10,                    70851.50,4367
,HMVL,EQ,        46.40,                  1724016.80,36984
,HNDFDS,EQ,       693.25,                 12592014.45,18135
,HNGSNGBEES,EQ,       352.00,                   100017.83,285
,HONAUT,EQ,     27394.95,                114124338.75,4167
,HONDAPOWER,EQ,      1026.15,                  9347977.75,9121
,HOTELRUGBY,BE,         1.00,                     4240.00,4165
,HOVS,EQ,        39.05,                   171972.85,4394
,HPL,EQ,        30.30,                  4240128.90,138758
,HSCL,EQ,        44.60,                 32130722.85,717904
,HSIL,EQ,        54.40,                 65611285.40,1203262
,HTMEDIA,EQ,        12.00,                   912438.80,75248
,HUBTOWN,EQ,        10.70,                   165862.75,15633
,HUDCO,EQ,        34.65,                 48682291.55,1418708
,HUDCO,N3,      1085.00,                   601363.25,554
,HUDCO,N4,      1114.75,                   111480.00,100
,HUDCO,N8,      1276.99,                   569544.50,447
,HUDCO,NE,      1467.00,                    89346.75,61
,HUDCO,N2,      1231.00,                  1045617.49,848
,HUDCO,N9,      1282.40,                   120524.80,94
,HUDCO,ND,      1336.14,                   168481.68,126
,HUDCO,N5,      1204.00,                   186320.00,155
,HUDCO,N6,      1092.50,                   651820.00,600
,HUSYSLTD,SM,        34.50,                   138000.00,4000
,IBMFNIFTY,EQ,       114.50,                    39089.81,337
,IBREALEST,EQ,        51.90,                 84587455.00,1596010
,IBUCCREDIT,NB,       830.00,                     2490.00,3
,IBUCCREDIT,N2,      1150.00,                    45950.00,40
,IBUCCREDIT,N6,       951.00,                    55064.90,58
,IBUCCREDIT,N7,       770.00,                   122308.00,161
,IBUCCREDIT,N4,       989.00,                   288819.70,292
,IBUCCREDIT,N9,       810.00,                    16200.00,20
,IBUCCREDIT,ND,       900.00,                   122550.00,135
