,04-Dec-2020
The Nifty witnessed an intraday movement of about 127.2 points.The closing index was 0.95 % up as compared to the previous closing index.

, Traded Value (Rs. In Crores), 72020.34
, Traded Quantity (in Lakhs), 34943.59
, Number of Trades, 20013963
, Total Market Capitalisation (Rs. Crores), 17790826.25

,INDEX,PREVIOUS CLOSE,OPEN,HIGH,LOW,CLOSE,GAIN/LOSS
,Nifty 50,     13133.90,     13177.40,     13280.05,     13152.85,     13258.55,124.65
,NIFTY50 EQL Wgt,     13960.80,     14029.15,     14128.90,     13965.40,     14112.35,151.55
,NIFTY100 EQL Wgt,     14927.50,     14995.35,     15059.00,     14893.85,     15042.85,115.35
,NIFTY100 LowVol30,     10321.70,     10355.60,     10408.35,     10332.65,     10384.90,63.2
,NIFTY Alpha 50,     19220.05,     19304.35,     19355.95,     19138.05,     19268.10,48.05
,NIFTY MIDCAP 150,      7597.80,      7638.05,      7667.05,      7554.35,      7625.90,28.1
,NIFTY SMLCAP 50,      3307.40,      3323.55,      3331.00,      3300.00,      3322.05,14.65
,NIFTY SMLCAP 250,      5736.05,      5769.70,      5783.40,      5718.65,      5764.90,28.85
,NIFTY MIDSML 400,      6930.95,      6968.85,      6991.65,      6897.30,      6959.40,28.45
,NIFTY200 QUALTY30,     11491.10,     11520.15,     11583.65,     11506.00,     11573.75,82.65
,Nifty FinSrv25 50,     13815.70,     13863.90,     13998.55,     13757.05,     13906.85,91.15
,NIFTY AlphaLowVol,     13104.00,     13145.30,     13191.35,     13101.40,     13181.70,77.7
,Nifty200Momentm30,     12925.00,     12965.55,     13038.35,     12922.35,     13026.70,101.7
,Nifty100ESGSecLdr,      2258.10,      2264.95,      2277.85,      2260.70,      2274.90,16.8
,Nifty IT,     22202.20,     22222.25,     22347.85,     22130.30,     22309.80,107.6
,Nifty Next 50,     31319.40,     31434.60,     31556.35,     31170.85,     31439.10,119.7
,Nifty Bank,     29448.75,     29573.40,     30162.30,     29473.50,     30052.40,603.65
,NIFTY MIDCAP 100,     20127.25,     20231.30,     20325.15,     19989.70,     20197.30,70.05
,Nifty 500,     10893.60,     10934.65,     10990.20,     10888.95,     10978.85,85.25
,Nifty 100,     13280.50,     13325.10,     13415.05,     13288.95,     13396.50,116
,Nifty Midcap 50,      5665.70,      5698.10,      5737.45,      5628.65,      5696.00,30.3
,Nifty Realty,       280.20,       281.05,       284.80,       280.20,       283.40,3.2
,Nifty Infra,      3528.55,      3553.15,      3578.80,      3535.90,      3565.90,37.35
,Nifty Energy,     16941.25,     17048.10,     17102.10,     16802.90,     16923.55,-17.7
,Nifty FMCG,     31908.65,     32044.05,     32404.85,     32016.50,     32356.75,448.1
,Nifty MNC,     15173.20,     15235.45,     15288.30,     15147.75,     15234.90,61.7
,Nifty Pharma,     12206.95,     12248.55,     12393.55,     12131.90,     12353.60,146.65
,Nifty PSE,      2748.70,      2766.60,      2780.40,      2729.05,      2757.30,8.6
,Nifty PSU Bank,      1673.05,      1687.15,      1710.40,      1642.00,      1697.95,24.9
,Nifty Serv Sector,     18238.20,     18290.85,     18472.00,     18257.00,     18431.75,193.55
,India VIX,19.0000,19.0000,19.0350,16.5300,18.0275,-0.9725
,Nifty Auto,      9245.30,      9290.65,      9408.75,      9207.50,      9302.20,56.9
,Nifty Metal,      3126.10,      3144.70,      3193.55,      3100.55,      3161.35,35.25
,Nifty Media,      1581.90,      1596.70,      1617.15,      1566.25,      1583.50,1.6
,NIFTY SMLCAP 100,      6675.35,      6709.15,      6726.95,      6652.25,      6699.35,24
,Nifty 200,      6835.05,      6859.40,      6898.55,      6833.60,      6890.55,55.5
,Nifty Div Opps 50,      2720.10,      2731.30,      2744.05,      2725.75,      2742.15,22.05
,Nifty Commodities,      3764.65,      3789.20,      3817.05,      3740.50,      3782.20,17.55
,Nifty Consumption,      5562.80,      5584.70,      5643.35,      5583.30,      5637.85,75.05
,Nifty Fin Service,     14138.75,     14181.40,     14357.40,     14124.10,     14286.45,147.7
,Nifty50 Div Point,        79.54,        79.54,        79.54,        79.54,        79.54,0
,Nifty100 Liq 15,      3213.20,      3231.90,      3264.40,      3214.20,      3257.40,44.2
,Nifty CPSE,      1593.85,      1604.80,      1615.05,      1582.65,      1602.40,8.55
,Nifty GrowSect 15,      6523.40,      6544.55,      6628.75,      6538.50,      6611.05,87.65
,Nifty50 PR 2x Lev,      5378.40,      5413.55,      5495.55,      5393.45,      5480.00,101.6
,Nifty50 PR 1x Inv,       334.45,       333.35,       334.00,       330.80,       331.30,-3.15
,Nifty50 TR 2x Lev,      7142.30,      7189.00,      7297.95,      7162.35,      7277.25,134.95
,Nifty50 TR 1x Inv,       290.35,       289.45,       289.95,       287.20,       287.65,-2.7
,Nifty50 Value 20,      6372.20,      6392.95,      6441.75,      6386.70,      6437.40,65.2
,Nifty Mid Liq 15,      4956.20,      4980.15,      5023.70,      4937.10,      4992.30,36.1
,Nifty Pvt Bank,     16321.60,     16397.55,     16711.65,     16346.95,     16648.10,326.5
,NIFTY100 Qualty30,      3108.15,      3115.40,      3133.05,      3110.20,      3130.25,22.1
,Nifty GS 8 13Yr,      2242.18,      2242.55,      2247.08,      2242.55,      2246.74,4.56
,Nifty GS 10Yr,      2021.18,      2021.50,      2027.05,      2021.44,      2025.60,4.42
,Nifty GS 10Yr Cln,       966.57,       966.57,       969.28,       966.54,       968.57,2
,Nifty GS 4 8Yr,      2388.58,      2388.96,      2397.81,      2388.96,      2397.81,9.23
,Nifty GS 11 15Yr,      2433.80,      2434.22,      2438.01,      2434.22,      2436.22,2.42
,Nifty GS 15YrPlus,      2655.07,      2655.55,      2665.92,      2655.55,      2665.92,10.85
,Nifty GS Compsite,      2287.94,      2288.32,      2294.18,      2288.32,      2293.71,5.77

,ADVANCES,1088
,DECLINES,846
,UNCHANGED,96

,Total securities that have hit their price bands today,416

,TOP 25 Securities Today :
,SYMBOL,SERIES,PREV. CLOSE,CLOSE PRICE,%VAR, VALUE(Rs Crs)
,SBIN,EQ,       256.30,       263.50,2.81,2054.09
,UMANGDAIRY,EQ,        48.90,                   991770.80,20079
,UMESLTD,EQ,         1.30,                    12326.00,9500
,UNICHEMLAB,EQ,       260.90,                 25686011.00,98696
,UNIDT,EQ,       269.45,                  4095145.20,14853
,UNIENTER,EQ,        61.95,                   174537.35,2800
,UNIINFO,SM,        19.05,                   152300.00,8000
,UNIONBANK,EQ,        31.15,                472511900.35,15159912
,UNITECH,BZ,         1.60,                   872475.20,545297
,UNITEDTEA,EQ,       325.65,                  3717820.90,11250
,UNITY,BZ,         1.15,                     2482.80,2122
,UNIVASTU,EQ,        32.15,                    86364.40,2706
,UNIVCABLES,EQ,       144.90,                  6621837.80,45263
,UNIVPHOTO,EQ,       178.10,                   274814.60,1523
,URJA,EQ,         4.10,                  4456794.30,1087023
,USHAMART,EQ,        26.00,                 22693155.70,872078
,UTIAMC,EQ,       538.25,                154180047.05,287306
,UTIBANKETF,EQ,       302.10,                    33450.34,112
,UTIFEFRGR5,MF,        10.95,                    10950.00,1000
,UTINEXT50,EQ,       324.64,                   326488.88,1013
,UTINIFTETF,EQ,      1416.25,                  3581408.70,2536
,UTISENSETF,EQ,       476.30,                   184918.23,387
,UTISXN50,EQ,       359.97,                    22480.45,63
,UTTAMSTL,EQ,         7.05,                  2481674.75,349525
,UTTAMSUGAR,EQ,        95.50,                  9845150.70,102010
,V2RETAIL,BE,        93.05,                  2373477.25,25083
,VADILALIND,EQ,       801.10,                  2884994.10,3613
,VAIBHAVGBL,EQ,      2114.40,                 11258515.25,5307
,VAISHALI,EQ,        33.45,                   715889.50,21490
,VAKRANGEE,EQ,        41.50,                463248540.35,10982028
,VALIANTORG,EQ,      3074.80,                 23267785.65,7529
,VARDHACRLC,EQ,        32.65,                 11232645.10,343596
,VARDMNPOLY,EQ,         8.20,                   157196.00,19108
,VARROC,EQ,       439.60,                184361750.80,430327
,VASA,SM,         5.65,                    90000.00,16000
,VASCONEQ,BE,        13.65,                  3351694.85,243367
,VASWANI,EQ,         4.90,                    62874.00,12917
,VBL,EQ,       835.40,                173296765.95,205982
,VEDL,EQ,       128.95,               3463853835.45,27068944
,VENKEYS,EQ,      1671.20,                128885966.30,76717
,VENUSREM,EQ,       134.15,                  6434391.55,47687
,VERA,SM,        49.60,                    74400.00,1500
,VERTOZ,EQ,       186.85,                 12285935.30,65414
,VESUVIUS,EQ,       972.75,                  6965114.75,7096
,VETO,EQ,        79.35,                 10567609.90,132141
,VGUARD,EQ,       189.80,                113118056.80,594494
,VHL,EQ,      1415.40,                  1504409.40,1063
,VICEROY,BE,         2.60,                    86941.95,34531
,VIDEOIND,BZ,         7.20,                  1554818.40,215947
,VIDHIING,EQ,       122.05,                 33598510.80,277718
,VIJIFIN,EQ,          .50,                   219734.50,439469
,VIKASECO,EQ,         4.75,                  7588064.45,1542052
,VIKASMCORP,EQ,         7.70,                132472701.95,17387189
,VIKASPROP,EQ,         2.90,                   620892.90,214101
,VIKASWSP,EQ,         5.55,                  8345089.40,1516363
,VIMTALABS,EQ,       159.20,                 15889698.30,101124
,VINATIORGA,EQ,      1140.05,                 96506163.05,84103
,VINDHYATEL,EQ,       861.45,                 36702014.30,42346
,VINYLINDIA,EQ,       124.30,                131536262.40,1025721
,VIPCLOTHNG,EQ,        11.60,                  1216073.90,105066
,VIPIND,EQ,       359.65,                 67580907.10,186687
,VIPULLTD,EQ,        17.75,                   313260.15,17833
,VISAKAIND,EQ,       407.05,                 51513812.65,127235
,VISASTEEL,EQ,         6.45,                   283349.55,43571
,VISHAL,EQ,       103.75,                   691908.75,6669
,VISHNU,EQ,       182.30,                  1889007.75,10384
,VISHWARAJ,EQ,       121.05,                   922224.70,7571
,VIVIDHA,EQ,          .55,                   701938.25,1287811
,VIVIMEDLAB,EQ,        17.30,                  2464755.50,142069
,VLSFINANCE,EQ,        70.10,                  4150084.25,58467
,VMART,EQ,      2177.70,                 93598792.85,42858
,VOLTAMP,EQ,      1190.45,                 14081187.50,11792
,VOLTAS,EQ,       820.55,               1372740923.20,1672137
,VRLLOG,EQ,       186.80,                131053324.10,698227
,VSSL,EQ,       104.35,                  4558064.65,42715
,VSTIND,EQ,      3751.70,                 28448084.95,7602
,VSTTILLERS,EQ,      1932.85,                 64407268.65,33308
,VTL,EQ,       922.15,                184592257.80,202370
,WABAG,EQ,       202.75,                107026369.10,518825
,WABCOINDIA,EQ,      5794.85,                 25326926.50,4332
,WALCHANNAG,EQ,        57.75,                 10838105.70,184472
,WANBURY,BE,        36.15,                   963512.10,26330
,WATERBASE,EQ,       110.85,                 35239956.50,315446
,WEALTH,SM,        89.90,                   449500.00,5000
,WEBELSOLAR,EQ,        25.25,                  5835461.30,227227
,WEIZMANIND,EQ,        33.05,                   275878.65,8397
,WELCORP,EQ,       126.65,                191389804.70,1511807
,WELENT,EQ,        88.75,                 22554524.90,258610
,WELINV,EQ,       297.90,                    55735.40,187
,WELSPUNIND,EQ,        66.10,                 48076333.85,725273
,WENDT,EQ,      3267.00,                   992708.25,304
,WESTLIFE,EQ,       429.50,                 48412634.60,112148
,WEWIN,SM,        55.15,                    55150.00,1000
,WHEELS,EQ,       452.70,                 16637512.80,36503
,WHIRLPOOL,EQ,      2132.30,                144019120.75,67458
,WILLAMAGOR,EQ,        20.35,                   609315.85,29941
,WINDMACHIN,EQ,        16.45,                   828356.95,50908
,WIPL,BE,        49.00,                    10094.00,206
,WOCKPHARMA,EQ,       442.10,                298049191.90,665492
,WONDERLA,EQ,       208.15,                 27821075.05,132957
,WORTH,EQ,        47.05,                   692340.40,14713
,WSI,EQ,         3.20,                    26379.00,7968
,WSTCSTPAPR,EQ,       171.15,                 32046711.70,185903
,XCHANGING,EQ,        79.10,                 18190246.15,223343
,XELPMOC,EQ,       242.95,                  5140020.30,21089
,XPROINDIA,BE,        37.85,                   362855.65,9591
,YESBANK,EQ,        15.35,               2291570186.05,149691622
,ZEEL,EQ,       206.85,               4998301395.45,23908626
,ZEEL,P2,         3.90,                  1246662.70,319440
,ZEELEARN,EQ,        13.05,                 24698718.35,1862318
,ZEEMEDIA,EQ,         5.05,                 12429108.05,2477674
,ZENITHEXPO,EQ,        45.05,                    35042.05,773
,ZENSARTECH,EQ,       218.85,                 16752755.30,76393
,ZENTEC,EQ,        78.55,                 19649310.05,248365
,ZICOM,BZ,         2.00,                    46107.00,23211
,ZODIACLOTH,EQ,        99.65,                  3009437.85,30117
,ZODJRDMKJ,EQ,        24.40,                     8217.95,329
,ZOTA,EQ,       141.80,                  1257532.25,8849
,ZUARI,EQ,       106.55,                 50818349.05,482310
,ZUARIGLOB,EQ,        60.15,                 23430198.95,382910
,ZYDUSWELL,EQ,      1827.25,                 37234173.05,20352
