,04-Dec-2020
The Nifty witnessed an intraday movement of about 127.2 points.The closing index was 0.95 % up as compared to the previous closing index.

, Traded Value (Rs. In Crores), 72020.34
, Traded Quantity (in Lakhs), 34943.59
, Number of Trades, 20013963
, Total Market Capitalisation (Rs. Crores), 17790826.25

,INDEX,PREVIOUS CLOSE,OPEN,HIGH,LOW,CLOSE,GAIN/LOSS
,Nifty 50,     13133.90,     13177.40,     13280.05,     13152.85,     13258.55,124.65
,NIFTY50 EQL Wgt,     13960.80,     14029.15,     14128.90,     13965.40,     14112.35,151.55
,NIFTY100 EQL Wgt,     14927.50,     14995.35,     15059.00,     14893.85,     15042.85,115.35
,NIFTY100 LowVol30,     10321.70,     10355.60,     10408.35,     10332.65,     10384.90,63.2
,NIFTY Alpha 50,     19220.05,     19304.35,     19355.95,     19138.05,     19268.10,48.05
,NIFTY MIDCAP 150,      7597.80,      7638.05,      7667.05,      7554.35,      7625.90,28.1
,NIFTY SMLCAP 50,      3307.40,      3323.55,      3331.00,      3300.00,      3322.05,14.65
,NIFTY SMLCAP 250,      5736.05,      5769.70,      5783.40,      5718.65,      5764.90,28.85
,NIFTY MIDSML 400,      6930.95,      6968.85,      6991.65,      6897.30,      6959.40,28.45
,NIFTY200 QUALTY30,     11491.10,     11520.15,     11583.65,     11506.00,     11573.75,82.65
,Nifty FinSrv25 50,     13815.70,     13863.90,     13998.55,     13757.05,     13906.85,91.15
,NIFTY AlphaLowVol,     13104.00,     13145.30,     13191.35,     13101.40,     13181.70,77.7
,Nifty200Momentm30,     12925.00,     12965.55,     13038.35,     12922.35,     13026.70,101.7
,Nifty100ESGSecLdr,      2258.10,      2264.95,      2277.85,      2260.70,      2274.90,16.8
,Nifty IT,     22202.20,     22222.25,     22347.85,     22130.30,     22309.80,107.6
,Nifty Next 50,     31319.40,     31434.60,     31556.35,     31170.85,     31439.10,119.7
,Nifty Bank,     29448.75,     29573.40,     30162.30,     29473.50,     30052.40,603.65
,NIFTY MIDCAP 100,     20127.25,     20231.30,     20325.15,     19989.70,     20197.30,70.05
,Nifty 500,     10893.60,     10934.65,     10990.20,     10888.95,     10978.85,85.25
,Nifty 100,     13280.50,     13325.10,     13415.05,     13288.95,     13396.50,116
,Nifty Midcap 50,      5665.70,      5698.10,      5737.45,      5628.65,      5696.00,30.3
,Nifty Realty,       280.20,       281.05,       284.80,       280.20,       283.40,3.2
,Nifty Infra,      3528.55,      3553.15,      3578.80,      3535.90,      3565.90,37.35
,Nifty Energy,     16941.25,     17048.10,     17102.10,     16802.90,     16923.55,-17.7
,Nifty FMCG,     31908.65,     32044.05,     32404.85,     32016.50,     32356.75,448.1
,Nifty MNC,     15173.20,     15235.45,     15288.30,     15147.75,     15234.90,61.7
,Nifty Pharma,     12206.95,     12248.55,     12393.55,     12131.90,     12353.60,146.65
,Nifty PSE,      2748.70,      2766.60,      2780.40,      2729.05,      2757.30,8.6
,Nifty PSU Bank,      1673.05,      1687.15,      1710.40,      1642.00,      1697.95,24.9
,Nifty Serv Sector,     18238.20,     18290.85,     18472.00,     18257.00,     18431.75,193.55
,India VIX,19.0000,19.0000,19.0350,16.5300,18.0275,-0.9725
,Nifty Auto,      9245.30,      9290.65,      9408.75,      9207.50,      9302.20,56.9
,Nifty Metal,      3126.10,      3144.70,      3193.55,      3100.55,      3161.35,35.25
,Nifty Media,      1581.90,      1596.70,      1617.15,      1566.25,      1583.50,1.6
,NIFTY SMLCAP 100,      6675.35,      6709.15,      6726.95,      6652.25,      6699.35,24
,Nifty 200,      6835.05,      6859.40,      6898.55,      6833.60,      6890.55,55.5
,Nifty Div Opps 50,      2720.10,      2731.30,      2744.05,      2725.75,      2742.15,22.05
,Nifty Commodities,      3764.65,      3789.20,      3817.05,      3740.50,      3782.20,17.55
,Nifty Consumption,      5562.80,      5584.70,      5643.35,      5583.30,      5637.85,75.05
,Nifty Fin Service,     14138.75,     14181.40,     14357.40,     14124.10,     14286.45,147.7
,Nifty50 Div Point,        79.54,        79.54,        79.54,        79.54,        79.54,0
,Nifty100 Liq 15,      3213.20,      3231.90,      3264.40,      3214.20,      3257.40,44.2
,Nifty CPSE,      1593.85,      1604.80,      1615.05,      1582.65,      1602.40,8.55
,Nifty GrowSect 15,      6523.40,      6544.55,      6628.75,      6538.50,      6611.05,87.65
,Nifty50 PR 2x Lev,      5378.40,      5413.55,      5495.55,      5393.45,      5480.00,101.6
,Nifty50 PR 1x Inv,       334.45,       333.35,       334.00,       330.80,       331.30,-3.15
,Nifty50 TR 2x Lev,      7142.30,      7189.00,      7297.95,      7162.35,      7277.25,134.95
,Nifty50 TR 1x Inv,       290.35,       289.45,       289.95,       287.20,       287.65,-2.7
,Nifty50 Value 20,      6372.20,      6392.95,      6441.75,      6386.70,      6437.40,65.2
,Nifty Mid Liq 15,      4956.20,      4980.15,      5023.70,      4937.10,      4992.30,36.1
,Nifty Pvt Bank,     16321.60,     16397.55,     16711.65,     16346.95,     16648.10,326.5
,NIFTY100 Qualty30,      3108.15,      3115.40,      3133.05,      3110.20,      3130.25,22.1
,Nifty GS 8 13Yr,      2242.18,      2242.55,      2247.08,      2242.55,      2246.74,4.56
,Nifty GS 10Yr,      2021.18,      2021.50,      2027.05,      2021.44,      2025.60,4.42
,Nifty GS 10Yr Cln,       966.57,       966.57,       969.28,       966.54,       968.57,2
,Nifty GS 4 8Yr,      2388.58,      2388.96,      2397.81,      2388.96,      2397.81,9.23
,Nifty GS 11 15Yr,      2433.80,      2434.22,      2438.01,      2434.22,      2436.22,2.42
,Nifty GS 15YrPlus,      2655.07,      2655.55,      2665.92,      2655.55,      2665.92,10.85
,Nifty GS Compsite,      2287.94,      2288.32,      2294.18,      2288.32,      2293.71,5.77

,ADVANCES,1088
,DECLINES,846
,UNCHANGED,96

,Total securities that have hit their price bands today,416

,TOP 25 Securities Today :
,SYMBOL,SERIES,PREV. CLOSE,CLOSE PRICE,%VAR, VALUE(Rs Crs)
,SBIN,EQ,       256.30,       263.50,2.81,2054.09
,BROOKS,EQ,        68.05,                  3835548.30,56219
,BSE,EQ,       569.10,                467713204.00,828244
,BSELINFRA,EQ,          .95,                   608636.10,641170
,BSHSL,EQ,        90.15,                   165018.40,1819
,BSL,BE,        33.30,                   349242.80,10525
,BSLGOLDETF,EQ,      4535.30,                   816426.50,180
,BSLNIFTY,EQ,       145.88,                    34906.99,240
,BSOFT,EQ,       188.25,                161459516.05,857621
,BTML,SM,        83.00,                    99600.00,1200
,BURNPUR,EQ,         1.80,                    70887.60,39382
,BUTTERFLY,EQ,       411.00,                  7975960.40,19354
,BVCL,BE,        16.80,                   116230.10,7053
,BYKE,EQ,        19.95,                 25105856.70,1286162
,CADSYS,SM,        20.50,                    82000.00,4000
,CALSOFT,EQ,         9.85,                   506274.60,49305
,CAMLINFINE,EQ,       123.40,                360290983.10,2965989
,CAMS,EQ,      1463.05,                112547745.75,77127
,CANBK,EQ,       111.20,               5146427810.95,46735941
,CANDC,BZ,         4.05,                    16738.65,4133
,CANFINHOME,EQ,       484.50,                 81416258.10,167717
,CANTABIL,EQ,       354.30,                 34796454.95,96609
,CAPACITE,EQ,       185.45,                 15479850.35,83820
,CAPLIPOINT,EQ,       492.45,                 85628648.65,174956
,CAPTRUST,EQ,        85.20,                  6059488.55,73302
,CARBORUNIV,EQ,       375.40,                104373537.55,273073
,CAREERP,EQ,       171.30,                  7969633.70,46255
,CARERATING,EQ,       557.50,                103849649.75,184998
,CASTEXTECH,BE,          .45,                     5976.80,12270
,CASTROLIND,EQ,       130.80,                212003098.10,1619497
,CCCL,BE,          .30,                     6104.35,18881
,CCHHL,EQ,         3.70,                   243112.95,66290
,CCL,EQ,       261.50,                 35989221.35,136317
,CDSL,EQ,       547.05,               2918177490.95,5331458
,CEATLTD,EQ,      1153.90,                128101365.05,110221
,CEBBCO,EQ,        16.25,                   789867.65,48551
,CELEBRITY,EQ,         4.80,                   195588.75,41085
,CENTENKA,EQ,       199.70,                 33887836.55,168871
,CENTEXT,EQ,         4.85,                  4748974.90,1039287
,CENTRALBK,EQ,        14.25,                127707195.40,8934148
,CENTRUM,EQ,        17.30,                 12049861.30,699914
,CENTUM,EQ,       321.65,                  1017580.80,3151
,CENTURYPLY,EQ,       227.35,                146115677.70,637461
,CENTURYTEX,EQ,       391.55,               1391567115.15,3472924
,CERA,EQ,      3227.90,                 16703674.10,5179
,CEREBRAINT,EQ,        27.95,                  3987670.55,141699
,CESC,EQ,       629.15,                344725769.45,545143
,CESCVENT,EQ,       273.90,                 17622647.40,64228
,CGCL,EQ,       292.25,                 59878406.50,204379
,CGPOWER,EQ,        50.00,               1744624928.40,36073861
,CHALET,EQ,       181.45,                319686460.80,1790385
,CHAMBLFERT,EQ,       197.85,                142658516.30,720080
,CHEMBOND,EQ,       168.10,                  2961567.35,17570
,CHEMCON,EQ,       445.45,                659861080.90,1480268
,CHEMFAB,EQ,       140.90,                  2744231.85,19217
,CHENNPETRO,EQ,        90.60,                 83502607.55,915461
,CHOLAFIN,EQ,       369.75,               2096844116.85,5683929
,CHOLAHLDNG,EQ,       532.20,                 53764734.05,101431
,CHROMATIC,EQ,          .75,                    78088.10,105598
,CIGNITITEC,EQ,       429.70,                 10953559.60,25220
,CINELINE,EQ,        36.10,                  5826133.35,161378
,CINEVISTA,EQ,         7.65,                   158377.65,20289
,CLEDUCATE,EQ,        62.85,                   824356.45,13045
,CLNINDIA,EQ,       367.90,                 15227302.25,41161
,CMICABLES,EQ,        33.60,                  1458871.30,42888
,CNOVAPETRO,EQ,         6.15,                    10192.00,1673
,COCHINSHIP,EQ,       365.00,                 71991003.85,197464
,COFORGE,EQ,      2448.15,                487327034.85,198270
,COMPINFO,EQ,        16.60,                 10564462.50,622202
,COMPUSOFT,EQ,         7.75,                   909487.70,118184
,CONFIPET,EQ,        31.15,                 27972145.45,884825
,CONSOFINVT,EQ,        37.75,                   113959.10,2984
,CONTROLPR,EQ,       225.25,                  2599853.65,11379
,CORALFINAC,EQ,        20.05,                   323506.95,15849
,CORDSCABLE,EQ,        46.30,                 16149746.20,339671
,COROMANDEL,EQ,       791.50,                210340340.25,267765
,COSMOFILMS,EQ,       439.45,                 40679010.35,91806
,COUNCODOS,BE,         2.85,                    30859.80,10828
,COX&KINGS,BZ,         1.45,                  1147912.75,811675
,CPSEETF,EQ,        19.99,                628799498.55,31464623
,CREATIVE,EQ,       127.15,                  5370796.00,42350
,CREATIVEYE,EQ,         2.85,                    11692.55,4080
,CREDITACC,EQ,       794.80,                136869901.25,171181
,CREST,EQ,        97.90,                 12323185.05,124572
,CRISIL,EQ,      1939.65,                 28555490.85,14660
,CROMPTON,EQ,       332.80,                505203301.20,1534414
,CSBBANK,EQ,       224.35,                140721007.20,625462
,CTE,EQ,        39.40,                  1846808.65,47184
,CUB,EQ,       179.40,                237917931.35,1325223
,CUBEXTUB,BE,        18.00,                   291141.70,16126
,CUMMINSIND,EQ,       567.40,                449112220.55,786542
,CUPID,EQ,       250.95,                151218402.35,612460
,CYBERTECH,EQ,        79.20,                 12789251.00,159692
,CYIENT,EQ,       478.95,                180140713.35,374925
,DAAWAT,EQ,        55.75,                196419456.45,3499905
,DALBHARAT,EQ,      1123.55,                310518646.85,272321
,DALMIASUG,EQ,       138.95,                 18419685.80,132189
,DAMODARIND,EQ,        27.35,                  2541452.40,91138
,DANGEE,EQ,       124.80,                   546616.75,4394
,DATAMATICS,EQ,        76.40,                  4971820.50,64710
,DBCORP,EQ,        87.80,                 42216582.85,473884
,DBL,EQ,       405.35,                457327614.45,1144708
,DBREALTY,BE,        16.90,                 12510647.50,740275
,DBSTOCKBRO,EQ,        10.85,                   233787.10,21565
,DCAL,EQ,       145.80,                 56177445.50,383424
,DCBBANK,EQ,       116.35,                241486139.10,2074872
,DCM,EQ,        22.50,                  2598768.35,115662
,DCMFINSERV,EQ,         1.10,                    13963.00,12970
,DCMNVL,EQ,        29.20,                  1168299.75,40315
,DCMSHRIRAM,EQ,       377.05,                 21821656.75,57395
,DCW,EQ,        18.65,                 56002131.85,2943723
,DECCANCE,EQ,       382.00,                 35460224.35,92195
,DEEPAKFERT,EQ,       152.15,                 90082530.35,589457
,DEEPAKNTR,EQ,       845.05,                345867331.15,407152
,DEEPENR,EQ,        39.90,                  6659382.20,163529
,DELTACORP,EQ,       150.55,                734656886.20,4843874
,DELTAMAGNT,BE,        28.85,                   751508.10,25504
,DEN,EQ,        69.90,                 23265415.65,330856
,DENORA,EQ,       217.90,                   836498.35,3867
,DEVIT,SM,       134.10,                   201150.00,1500
,DFMFOODS,EQ,       372.65,                 14617523.45,38932
,DGCONTENT,EQ,        11.30,                   834792.90,73006
,DHAMPURSUG,EQ,       158.30,                 80991269.85,511666
,DHANBANK,EQ,        13.60,                 17824102.80,1312217
,DHANI,EQ,       288.30,                201146267.55,695247
,DHANILOANS,NF,       995.00,                    14925.00,15
,DHANILOANS,N2,      1165.10,                   186407.45,160
,DHANILOANS,N7,       999.99,                   124374.00,125
,DHANILOANS,N6,       990.00,                   136127.10,140
,DHANILOANS,N8,       987.24,                   324446.55,329
,DHANILOANS,N3,       979.00,                     9790.00,10
,DHANILOANS,N1,      1053.00,                    31587.11,30
,DHANILOANS,N5,      1101.50,                   313142.95,292
,DHANIPP,E1,       144.05,                 21494423.75,148644
,DHANUKA,EQ,       762.15,                 27763764.10,36374
,DHARSUGAR,EQ,         4.50,                    70446.15,15717
,DHFL,EQ,        32.80,                802254124.45,25059322
,DHFL,NX,       320.80,                    26481.40,83
,DHFL,NN,       335.00,                      335.00,1
,DHFL,NP,       340.00,                   748056.02,2203
,DHFL,NY,       310.00,                    62090.10,200
,DHFL,NS,       319.23,                   173918.60,533
,DHFL,Y1,       342.96,                    36171.20,107
,DHFL,NC,       343.00,                   447187.80,1312
,DHFL,N6,       309.22,                      309.22,1
,DHFL,NQ,       342.05,                   239953.68,709
,DHUNINV,EQ,       260.95,                  2118830.50,8046
,DIAMONDYD,EQ,       690.95,                  5887827.35,8653
,DIAPOWER,BZ,          .70,                    25254.85,36841
,DICIND,EQ,       385.80,                   937905.90,2423
,DIGISPICE,BE,        11.25,                   319282.75,27259
,DIGJAMLTD,BZ,         3.05,                    63827.35,20927
,DISHTV,EQ,        10.95,                195130908.75,17643978
,DIXON,EQ,     11382.15,                427232188.10,37508
,DLINKINDIA,EQ,       110.55,                 49299426.65,440328
,DNAMEDIA,EQ,          .35,                     1067.70,2941
,DOLAT,EQ,        48.45,                  9859529.05,202817
,DOLLAR,EQ,       190.45,                 30580054.95,160901
,DONEAR,EQ,        35.40,                 62507601.85,1781717
,DPABHUSHAN,EQ,        90.70,                   716796.50,7837
,DPSCLTD,EQ,        11.70,                   397135.95,33814
,DPWIRES,EQ,        79.10,                   327269.90,4130
,DQE,EQ,         1.15,                   177596.90,157025
,DREDGECORP,EQ,       281.65,                 25794816.15,90966
,DSML,SM,        20.50,                   347400.00,18000
,DSSL,EQ,        42.90,                   782578.25,18030
,DTIL,EQ,       265.35,                  2503440.20,9290
,DUCON,EQ,         5.05,                  1061300.50,212953
,DVL,EQ,        68.90,                  3056723.50,43510
,DWARKESH,EQ,        30.00,                 25766789.85,855120
,DYNAMATECH,EQ,       755.20,                  8520442.05,11223
,DYNPRO,EQ,       234.30,                 15555300.50,66013
,E2E,SM,        37.25,                   599500.00,16000
,EASTSILK,EQ,         1.10,                     1350.20,1282
,EASUNREYRL,BZ,         1.90,                    14152.10,6829
,EBANK,EQ,      3269.30,                     3269.30,1
,EBBETF0423,EQ,      1107.79,                  8253962.06,7453
,EBBETF0425,EQ,      1021.63,                 18841672.24,18433
,EBBETF0430,EQ,      1131.55,                 17929098.73,15855
,EBBETF0431,EQ,      1016.64,                 30909660.41,30416
,EBIXFOREX,EQ,       521.10,                  2224310.60,4253
,ECLERX,EQ,       785.00,                422336772.95,524013
,ECLFINANCE,NM,      1070.00,                  1000520.10,936
,ECLFINANCE,NF,      1015.00,                   105010.00,103
,ECLFINANCE,NN,      1178.00,                   231420.10,196
,ECLFINANCE,NI,       978.33,                   154131.20,158
,ECLFINANCE,NJ,       920.00,                    55918.00,61
,ECLFINANCE,NE,      1219.00,                    31376.75,26
,ECLFINANCE,NK,       899.95,                    35998.00,40
,ECLFINANCE,NP,      1023.03,                    87095.95,85
,ECLFINANCE,NO,       987.00,                   112622.00,114
,ECLFINANCE,NQ,      1018.50,                    20370.00,20
,ECLFINANCE,NR,       975.00,                   237909.94,244
,ECLFINANCE,NG,       960.00,                    19200.00,20
,EDELWEISS,EQ,        81.90,                444194913.75,5475195
,EDUCOMP,BZ,         2.85,                   114927.75,40455
,EHFLNCD,N6,       900.00,                   580882.02,648
,EIDPARRY,EQ,       337.55,                 91164373.95,273243
,EIFFL,SM,        92.50,                   294000.00,3200
,EIHAHOTELS,EQ,       261.20,                  5316714.90,20101
,EIHOTEL,EQ,        98.30,                 96305758.95,975522
,EIMCOELECO,EQ,       344.90,                  1894949.05,5596
,EKC,EQ,        53.55,                 67108206.25,1202843
,ELECON,EQ,        39.40,                 16531341.05,415644
,ELECTCAST,EQ,        23.40,                 21516855.20,908797
,ELECTHERM,EQ,       113.50,                  5099130.55,44389
,ELGIEQUIP,EQ,       134.90,                 17244385.55,128012
,ELGIRUBCO,EQ,        19.25,                   304382.90,15725
,EMAMILTD,EQ,       418.10,                329834015.55,780415
,EMAMIPAP,EQ,        79.05,                  1808951.85,22716
,EMAMIREAL,EQ,        52.55,                  4863595.45,91796
,EMBASSY,RR,       347.41,                118025264.00,341000
,EMCO,BZ,         1.35,                    11726.10,8686
,EMKAY,EQ,        68.20,                  1332927.10,19329
,EMMBI,EQ,        80.05,                 16191353.80,204601
,EMOFSR1RDP,MF,        10.80,                   310930.00,29000
,EMOFSR1RGG,MF,        11.11,                   550955.86,49815
,ENDURANCE,EQ,      1168.55,                372696157.95,314972
,ENERGYDEV,EQ,         7.05,                   798260.25,111105
,ENGINERSIN,EQ,        76.20,                268738697.35,3508935
,ENIL,EQ,       162.40,                 11226598.85,67826
,EPL,EQ,       260.30,                 34285133.15,129646
,EQ30,EQ,       390.00,                     6240.00,16
,EQUITAS,EQ,        66.65,                177157631.70,2626794
,EQUITASBNK,EQ,        34.90,                 44947866.20,1283490
,ERFLNCDI,N5,       865.00,                      865.00,1
,ERIS,EQ,       530.15,                 35864583.05,67793
,EROSMEDIA,EQ,        22.95,                 11564837.15,506080
,ESABINDIA,EQ,      1444.10,                  7471099.30,5189
,ESCORTS,EQ,      1432.40,               3309673029.90,2305368
,ESSARSHPNG,EQ,         9.30,                   912108.55,98317
,ESTER,EQ,       123.35,                 56886428.65,456582
,EUROMULTI,EQ,         1.65,                    17267.10,10968
,EUROTEXIND,EQ,         8.00,                       96.00,12
,EVEREADY,EQ,       175.60,                 53278083.30,303434
,EVERESTIND,EQ,       287.55,                 47170224.80,162617
,EXCEL,BE,         1.60,                    83156.05,52304
,EXCELINDUS,EQ,       846.50,                 15602071.10,18432
,EXIDEIND,EQ,       186.85,                829510261.60,4448959
,EXPLEOSOL,EQ,       480.15,                  6636456.20,13840
,FACT,EQ,        52.45,                 19936244.90,373000
,FCL,EQ,        43.50,                 23724107.75,541382
,FCONSUMER,EQ,         8.40,                 37514322.55,4441869
,FCSSOFT,EQ,          .45,                  1050974.55,2550395
,FDC,EQ,       344.95,                 31052374.90,89851
,FEDERALBNK,EQ,        66.00,               2552663159.50,38790878
,FEL,EQ,        11.20,                 20084863.20,1787556
,FELDVR,EQ,        14.45,                   662557.20,45773
,FELIX,SM,        35.10,                   280800.00,8000
,FIEMIND,EQ,       554.55,                 15229127.40,27418
,FILATEX,EQ,        33.00,                 77085617.85,2292022
,FINCABLES,EQ,       341.60,                388214442.30,1146941
,FINEORG,EQ,      2588.55,                 77208644.80,29776
,FINPIPE,EQ,       651.90,                166808501.10,258332
,FLEXITUFF,BE,        16.70,                   322340.30,19663
,FLFL,EQ,        87.05,                 17057528.60,195343
,FLUOROCHEM,EQ,       588.80,                 41373909.75,70832
,FMGOETZE,EQ,       345.75,                 29986683.75,87452
,FMNL,EQ,        17.00,                   617188.55,35658
,FORCEMOT,EQ,      1261.50,                328562326.60,263495
,FORTIS,EQ,       142.20,                316967127.00,2209526
,FOSECOIND,EQ,      1215.20,                  2662689.95,2177
,FRETAIL,EQ,        76.90,                182723837.50,2375432
,FSC,EQ,       104.00,                  9864511.85,94429
,FSL,EQ,        75.90,                147344554.10,1937604
,GABRIEL,EQ,       106.00,                 14217988.00,133451
,GAEL,EQ,       120.25,                 14126448.45,116525
,GAL,EQ,         3.20,                   101437.65,32258
,GALAXYSURF,EQ,      1919.85,                 40897683.40,21482
,GALLANTT,EQ,        37.15,                  1280944.65,33920
,GALLISPAT,EQ,        33.50,                  4810387.75,141042
,GAMMNINFRA,EQ,          .60,                   514315.05,880574
,GANDHITUBE,EQ,       235.40,                  1114304.75,4759
,GANECOS,EQ,       348.85,                 16831205.60,48046
,GANESHHOUC,EQ,        35.50,                  4095658.70,114525
,GANGAFORGE,SM,        19.00,                  1261500.00,66000
,GANGESSECU,EQ,        56.15,                   543198.45,9365
,GARDENSILK,EQ,        11.80,                   174640.00,14800
,GARFIBRES,EQ,      2175.20,                 68499073.40,31309
,GATI,EQ,        88.30,                 37773242.05,425724
,GAYAHWS,EQ,          .40,                   254346.95,653236
,GAYAPROJ,EQ,        32.00,                 17598942.40,539247
,GBGLOBAL,EQ,         5.60,                    45886.95,8040
,GDL,EQ,       111.55,                 28233813.55,251407
,GEECEE,EQ,        77.10,                   597261.20,7681
,GEEKAYWIRE,BE,        63.80,                   584078.00,9155
,GENESYS,EQ,        57.55,                  1109788.10,18568
,GENUSPAPER,EQ,         5.85,                  3751229.05,641153
,GENUSPOWER,EQ,        32.95,                 13856454.25,418592
,GEOJITFSL,EQ,        47.90,                116337197.25,2442223
,GEPIL,EQ,       281.90,                 69658399.45,248349
,GESHIP,EQ,       283.65,                286349645.25,1024959
,GET&D,EQ,       105.70,                 11873262.55,110832
,GFLLIMITED,EQ,        87.45,                  7509695.00,84721
,GFSTEELS,EQ,         2.20,                        2.20,1
,GHCL,EQ,       204.60,                590737190.40,2831585
,GICHSGFIN,EQ,       112.05,                 94326693.25,833160
,GILLANDERS,EQ,        34.75,                  1213486.60,35221
,GILLETTE,EQ,      5764.50,                 34532777.45,5985
,GINNIFILA,EQ,        17.30,                  1640386.25,96607
,GIPCL,EQ,        78.20,                 22388658.20,283953
,GISOLUTION,EQ,         1.70,                       85.00,50
,GKWLIMITED,EQ,       462.20,                    22959.25,50
,GLAND,EQ,      2178.45,                899778337.40,409649
,GLAXO,EQ,      1552.05,                106247366.35,68320
,GLENMARK,EQ,       503.25,               1956330979.15,3943699
,GLFL,EQ,         2.70,                    41537.80,15612
,GLOBALVECT,EQ,        59.40,                 13826198.20,237703
,GLOBE,EQ,        59.45,                  2467664.10,41315
,GLOBOFFS,EQ,         8.35,                    50525.55,5902
,GLOBUSSPR,EQ,       340.30,                107442183.70,315029
,GMBREW,EQ,       429.65,                 15414545.10,35521
,GMDCLTD,EQ,        48.45,                 79349647.55,1632900
,GMMPFAUDLR,EQ,      3789.20,                181045688.25,47449
,GMRINFRA,EQ,        26.00,                410918101.40,15585804
,GNA,EQ,       265.25,                 28375537.35,105208
,GNFC,EQ,       225.60,                206694589.70,924396
,GOACARBON,BE,       282.80,                  8730629.95,30504
,GOCLCORP,EQ,       204.85,                  3355139.65,16246
,GODFRYPHLP,EQ,       904.35,                 57095432.25,63055
,GODHA,SM,        33.60,                   402600.00,12000
,GODREJAGRO,EQ,       520.30,                 59521275.90,114397
,GODREJIND,EQ,       427.15,                 78597883.40,184437
,GODREJPROP,EQ,      1200.30,               1436566206.90,1194194
,GOENKA,BZ,          .90,                   491592.20,560286
,GOKEX,EQ,        79.85,                 34356197.40,427334
,GOKUL,EQ,        14.15,                   812762.65,56792
,GOKULAGRO,EQ,        14.20,                  1621241.40,114358
,GOLDBEES,EQ,        43.06,                153612433.60,3567691
,GOLDENTOBC,EQ,        27.95,                  1634397.05,59408
,GOLDIAM,EQ,       161.75,                  7852087.85,48349
,GOLDSHARE,EQ,      4459.15,                  4357843.25,977
,GOLDTECH,EQ,         9.60,                   408567.05,42730
,GOODLUCK,EQ,        49.10,                  8854093.95,178606
,GOODYEAR,EQ,       876.00,                 40857104.00,46994
,GPIL,EQ,       465.15,                142195635.45,313999
,GPPL,EQ,        92.05,                 30773795.95,332957
,GPTINFRA,EQ,        34.20,                  1543377.85,45641
,GRANULES,EQ,       422.05,                494530697.60,1162705
,GRAPHITE,EQ,       261.75,                550995607.80,2076223
,GRAVITA,EQ,        51.95,                 21213721.10,403401
,GREAVESCOT,EQ,        83.65,                236818300.20,2778468
,GREENLAM,EQ,       859.45,                  2813808.30,3306
,GREENPANEL,EQ,        93.50,                 21878821.55,238234
,GREENPLY,EQ,       120.70,                315656352.10,2577239
,GREENPOWER,EQ,         2.15,                  4083850.80,1889756
,GRINDWELL,EQ,       645.05,                 85711817.30,134726
,GROBTEA,EQ,       593.30,                   449791.40,761
,GRPLTD,EQ,       849.55,                   505814.55,601
,GRSE,EQ,       196.70,                 56325916.90,284206
,GSCLCEMENT,EQ,        35.10,                 21705271.60,606909
,GSFC,EQ,        72.95,                105541055.55,1440456
,GSPL,EQ,       221.25,                214041342.90,965111
,GSS,EQ,        46.30,                  7769672.45,166802
,GTL,EQ,         3.15,                   434050.70,139398
,GTLINFRA,EQ,          .50,                  5840349.35,11682906
,GTNIND,EQ,        10.30,                   197863.00,19210
,GTNTEX,EQ,         5.50,                      704.00,128
,GTPL,EQ,       124.70,                 15197450.30,121147
,GUFICBIO,EQ,       118.35,                 19379984.65,161424
,GUJALKALI,EQ,       338.00,                 45613923.90,133886
,GUJAPOLLO,EQ,       193.65,                  1058988.70,5441
,GUJGASLTD,EQ,       347.85,                256932792.95,739490
,GUJRAFFIA,BE,        14.40,                    23505.50,1727
,GULFOILLUB,EQ,       785.90,                 20660844.95,26297
,GULFPETRO,EQ,        43.75,                  2014299.50,46064
,GULPOLY,EQ,        77.85,                  9840927.55,128164
,GVKPIL,BZ,         2.95,                  4701860.35,1579804
,HAL,EQ,       842.65,                383730175.00,452854
,HAPPSTMNDS,EQ,       325.80,                208049070.50,637736
,HARITASEAT,EQ,       487.65,                  1571793.00,3220
,HARRMALAYA,EQ,       110.15,                 29059743.45,259828
,HATHWAY,EQ,        33.30,                 55441049.25,1681332
,HATSUN,EQ,       997.25,                 48402118.90,48630
,HAVISHA,BE,          .60,                    43169.90,74719
,HBANKETF,EQ,       299.42,                  3849267.63,12926
,HBLPOWER,EQ,        23.50,                 10798322.85,454301
,HCC,EQ,         6.80,                 96517004.90,14027119
,HCG,EQ,       146.75,                 18496008.85,124209
,HCL-INSYS,EQ,         9.85,                 19074861.30,1913246
,HDFC,W3,       545.35,                  8553390.00,15600
,HDFCMFGETF,EQ,      4416.60,                 25306683.30,5733
,HDFCNIFETF,EQ,      1397.03,                  1762685.44,1268
,HDFCSENETF,EQ,      4732.90,                  1184034.47,251
,HDIL,BZ,         6.35,                  8976328.05,1428327
,HEG,EQ,       837.55,                853476851.00,1014730
,HEIDELBERG,EQ,       208.90,                110817236.55,519112
,HEMIPROP,EQ,        74.70,                156771057.55,2102260
,HERCULES,EQ,       101.15,                  7770967.35,76090
,HERITGFOOD,EQ,       282.65,                 15075664.50,53182
,HESTERBIO,EQ,      1770.20,                 10123309.65,5714
,HEXATRADEX,EQ,        37.35,                  3676834.60,100500
,HFCL,EQ,        21.25,                245918888.55,11568085
,HGINFRA,EQ,       222.10,                 18053256.95,81660
,HGS,EQ,       913.45,                 16399397.00,17945
,HHOF1140RD,MF,         8.50,                    23800.00,2800
