,16-Jul-2021
The Nifty witnessed an intraday movement of about 79.65 points.The closing index was 0.01 % down as compared to the previous closing index.

, Traded Value (Rs. In Crores), 63177.53
, Traded Quantity (in Lakhs), 29181.77
, Number of Trades, 21599255
, Total Market Capitalisation (Rs. Crores), 23268220.26

,INDEX,PREVIOUS CLOSE,OPEN,HIGH,LOW,CLOSE,GAIN/LOSS
,Nifty 50,     15924.20,     15958.35,     15962.25,     15882.60,     15923.40,-.8
,NIFTY50 EQL Wgt,     17900.20,     17942.35,     17946.35,     17866.40,     17905.75,5.55
,NIFTY100 EQL Wgt,     19082.20,     19126.30,     19159.55,     19088.85,     19146.85,64.65
,NIFTY100 LowVol30,     12420.60,     12447.00,     12482.40,     12399.20,     12416.65,-3.95
,NIFTY Alpha 50,     28137.90,     28228.05,     28393.50,     28102.10,     28361.35,223.45
,NIFTY MIDCAP 150,     10472.30,     10513.95,     10518.10,     10474.30,     10501.05,28.75
,NIFTY SMLCAP 50,      5231.00,      5261.00,      5338.10,      5260.00,      5327.25,96.25
,NIFTY SMLCAP 250,      8979.10,      9028.35,      9064.35,      9005.70,      9057.05,77.95
,NIFTY MIDSML 400,      9932.40,      9976.70,      9987.45,      9944.30,      9978.45,46.05
,NIFTY200 QUALTY30,     13668.95,     13697.80,     13700.45,     13607.75,     13623.65,-45.3
,Nifty FinSrv25 50,     16982.25,     17026.10,     17033.15,     16935.50,     16952.15,-30.1
,NIFTY AlphaLowVol,     16004.60,     16038.20,     16091.80,     15982.00,     15995.35,-9.25
,Nifty200Momentm30,     18173.15,     18237.75,     18267.45,     18169.10,     18246.15,73
,Nifty100ESGSecLdr,      2702.60,      2708.75,      2711.80,      2701.40,      2709.00,6.4
,Nifty IT,     29718.05,     29734.75,     29734.75,     29287.25,     29400.25,-317.8
,Nifty Next 50,     39001.85,     39082.75,     39217.25,     38982.10,     39188.15,186.3
,Nifty Bank,     35907.65,     35977.95,     35977.95,     35674.75,     35751.80,-155.85
,NIFTY MIDCAP 100,     27754.70,     27868.10,     27894.45,     27746.30,     27851.15,96.45
,Nifty 500,     13720.35,     13756.75,     13761.10,     13706.50,     13742.35,22
,Nifty 100,     16160.20,     16194.70,     16200.30,     16129.40,     16172.05,11.85
,Nifty Midcap 50,      7672.20,      7701.10,      7718.20,      7668.00,      7707.95,35.75
,Nifty Realty,       393.05,       395.45,       402.10,       390.05,       397.55,4.5
,Nifty Infra,      4420.95,      4430.65,      4460.35,      4420.65,      4456.75,35.8
,Nifty Energy,     19436.50,     19484.70,     19589.35,     19424.25,     19567.90,131.4
,Nifty FMCG,     36182.95,     36300.35,     36418.70,     36139.60,     36253.55,70.6
,Nifty MNC,     17676.05,     17727.05,     17735.90,     17672.40,     17720.35,44.3
,Nifty Pharma,     14467.45,     14486.10,     14715.15,     14478.15,     14635.05,167.6
,Nifty PSE,      3589.60,      3599.40,      3610.25,      3588.55,      3605.35,15.75
,Nifty PSU Bank,      2471.95,      2480.25,      2482.45,      2457.15,      2462.65,-9.3
,Nifty Serv Sector,     22254.25,     22287.20,     22289.70,     22104.95,     22150.50,-103.75
,India VIX,12.2700,12.2700,12.3700,11.6250,11.7050,-0.5650
,Nifty Auto,     10426.00,     10458.95,     10459.60,     10400.35,     10428.45,2.45
,Nifty Metal,      5335.40,      5362.10,      5396.80,      5350.50,      5391.30,55.9
,Nifty Media,      1807.85,      1815.65,      1818.60,      1797.30,      1800.90,-6.95
,NIFTY SMLCAP 100,     10333.15,     10393.50,     10462.15,     10364.85,     10447.05,113.9
,Nifty 200,      8448.20,      8468.40,      8469.20,      8435.85,      8457.45,9.25
,Nifty Div Opps 50,      3383.75,      3392.10,      3392.85,      3380.30,      3390.30,6.55
,Nifty Commodities,      5264.10,      5282.45,      5300.85,      5264.85,      5297.10,33
,Nifty Consumption,      6359.15,      6379.35,      6389.30,      6361.35,      6378.20,19.05
,Nifty Fin Service,     16926.30,     16968.45,     16974.05,     16857.40,     16884.10,-42.2
,Nifty50 Div Point,        83.96,        83.96,        83.96,        83.96,        83.96,0
,Nifty100 Liq 15,      4066.70,      4073.65,      4084.60,      4062.60,      4082.05,15.35
,Nifty CPSE,      2053.45,      2057.60,      2061.75,      2050.05,      2055.00,1.55
,Nifty GrowSect 15,      7630.85,      7655.35,      7694.85,      7647.30,      7670.70,39.85
,Nifty50 PR 2x Lev,      7609.90,      7641.85,      7644.65,      7570.10,      7608.45,-1.45
,Nifty50 PR 1x Inv,       276.45,       275.85,       277.20,       275.80,       276.50,.05
,Nifty50 TR 2x Lev,     10266.20,     10309.25,     10313.05,     10212.45,     10264.25,-1.95
,Nifty50 TR 1x Inv,       238.10,       237.65,       238.75,       237.60,       238.15,.05
,Nifty50 Value 20,      8145.40,      8163.55,      8163.70,      8103.20,      8125.90,-19.5
,Nifty Mid Liq 15,      6482.40,      6500.95,      6504.75,      6464.90,      6494.60,12.2
,Nifty Pvt Bank,     18810.00,     18840.85,     18840.85,     18678.55,     18710.00,-100
,NIFTY100 Qualty30,      3652.40,      3660.50,      3661.35,      3633.25,      3638.20,-14.2
,Nifty GS 8 13Yr,      2262.53,      2262.91,      2263.72,      2261.92,      2262.25,-.28
,Nifty GS 10Yr,      2048.26,      2048.60,      2049.22,      2046.25,      2046.83,-1.43
,Nifty GS 10Yr Cln,       944.74,       944.74,       945.03,       943.66,       943.92,-.82
,Nifty GS 4 8Yr,      2427.10,      2427.49,      2432.16,      2427.49,      2429.35,2.25
,Nifty GS 11 15Yr,      2418.70,      2419.15,      2419.34,      2415.83,      2416.95,-1.75
,Nifty GS 15YrPlus,      2572.57,      2573.07,      2573.07,      2569.00,      2569.00,-3.57
,Nifty GS Compsite,      2311.20,      2311.60,      2313.31,      2311.31,      2311.48,.28

,ADVANCES,1007
,DECLINES,975
,UNCHANGED,69

,Total securities that have hit their price bands today,331

,TOP 25 Securities Today :
,SYMBOL,SERIES,PREV. CLOSE,CLOSE PRICE,%VAR, VALUE(Rs Crs)
,WIPRO,EQ,       575.90,       577.75,0.32,2131.64
,TREJHARA,EQ,        61.15,                  2535027.50,41219
,TRENT,EQ,       879.90,                506550067.55,569938
,TRF,BE,       131.75,                  1611650.05,12144
,TRIDENT,EQ,        17.70,                191331381.30,10758298
,TRIGYN,EQ,       148.95,                223738273.10,1511467
,TRIL,EQ,        33.50,                  7909098.15,234925
,TRITURBINE,EQ,       135.55,                132145272.85,984490
,TRIVENI,EQ,       191.10,                124650471.40,649558
,TTKHLTCARE,EQ,       788.05,                117125239.95,148258
,TTKPRESTIG,EQ,      9244.00,                 18488126.35,1995
,TTL,BE,        64.70,                  1187517.00,18601
,TTML,BE,        43.90,                371050616.70,9048982
,TV18BRDCST,EQ,        41.95,                369963194.95,8756419
,TVSELECT,EQ,       196.85,                 20839197.05,104747
,TVSMOTOR,EQ,       611.65,                745038671.60,1218379
,TVSSRICHAK,EQ,      2224.35,                 45906315.65,20333
,TVTODAY,EQ,       299.95,                 23943961.40,80030
,TVVISION,BE,         2.00,                   195534.00,97767
,TWL,EQ,        73.70,                 59787678.65,813560
,UCALFUEL,EQ,       161.85,                 13682016.40,83928
,UCOBANK,EQ,        14.05,                 52940885.90,3759950
,UFLEX,EQ,       530.00,                203746654.05,380737
,UFO,EQ,       106.30,                253284858.55,2369308
,UGARSUGAR,EQ,        34.00,                 18751327.15,544060
,UJAAS,BE,         2.95,                  2049265.40,693812
,UJJIVAN,EQ,       242.10,                255487871.70,1049953
,UJJIVANSFB,EQ,        30.40,                 97106318.40,3184372
,UMANGDAIRY,EQ,        84.00,                 11479484.00,135168
,UMESLTD,BE,         4.50,                    88548.50,20245
,UNICHEMLAB,EQ,       336.60,                 18893847.40,56004
,UNIDT,EQ,       331.50,                  4451222.90,13473
,UNIENTER,EQ,       137.15,                  3644935.50,26409
,UNIONBANK,EQ,        36.60,                196242514.40,5366187
,UNITECH,BZ,         2.00,                  5750082.00,2875041
,UNITEDTEA,EQ,       345.60,                   140984.85,407
,UNIVASTU,EQ,        53.35,                   928130.00,17562
,UNIVCABLES,EQ,       194.85,                 13880932.50,70458
,UNIVPHOTO,EQ,       298.95,                  1591416.60,5352
,URJA,EQ,         7.60,                 16808278.45,2211512
,USHAMART,EQ,        55.95,                 92696166.30,1653132
,UTIAMC,EQ,       879.15,               2788626442.50,3147450
,UTIBANKETF,EQ,        35.92,                   274119.11,7643
,UTINEXT50,EQ,        40.63,                   913176.00,22402
,UTINIFTETF,EQ,      1670.00,                   301436.60,181
,UTISENSETF,EQ,       552.68,                  2243877.42,4034
,UTISXN50,EQ,        45.57,                    69423.22,1527
,UTTAMSTL,EQ,         5.00,                  3129890.00,625978
,UTTAMSUGAR,BE,       214.75,                 13177556.70,60923
,V2RETAIL,EQ,       129.25,                  5149316.80,39363
,VADILALIND,EQ,      1026.70,                 10017825.15,9779
,VAIBHAVGBL,EQ,       794.80,                 65128886.35,81684
,VAISHALI,EQ,        42.05,                  2236398.65,52680
,VAKRANGEE,EQ,        37.70,                170319132.05,4509193
,VALIANTORG,EQ,      1435.85,                 18513185.25,12830
,VARDHACRLC,EQ,        62.15,                 38646173.20,612579
,VARDMNPOLY,EQ,        23.85,                  7222960.30,303194
,VARROC,EQ,       351.25,                 54021266.50,153998
,VASCONEQ,EQ,        22.45,                 28867103.55,1261879
,VASWANI,EQ,        14.55,                   815089.65,56309
,VBL,EQ,       797.70,                259516797.20,328950
,VCL,SM,        36.00,                   960300.00,27000
,VEDL,EQ,       272.50,               1055830268.25,3868735
,VENKEYS,EQ,      3423.60,                156991607.45,45573
,VENUSREM,EQ,       457.55,                 42368542.95,91646
,VERTOZ,EQ,       151.95,                168054593.95,1102348
,VESUVIUS,EQ,      1175.30,                  5486887.80,4666
,VETO,EQ,       148.90,                 35555960.55,234807
,VGUARD,EQ,       258.90,                296045567.85,1129054
,VHL,EQ,      3240.75,                 22058444.80,6664
,VICEROY,BZ,         3.95,                   166491.50,42933
,VIDHIING,EQ,       257.70,                 42193637.95,160748
,VIJIFIN,BE,         1.45,                   111848.65,77137
,VIKASECO,BE,         1.85,                 21159703.65,11433156
,VIKASLIFE,EQ,         3.80,                  6976222.40,1835848
,VIKASPROP,EQ,         2.65,                  4742038.65,1770636
,VIKASWSP,EQ,         5.90,                  3453244.90,581437
,VIMTALABS,EQ,       304.00,                 40942628.60,133960
,VINATIORGA,EQ,      1910.15,                 91652326.90,47890
,VINDHYATEL,EQ,      1339.30,                 24109610.35,17839
,VINEETLAB,EQ,       102.20,                 35314886.35,370746
,VINYLINDIA,EQ,       160.00,                 23653314.25,147824
,VIPCLOTHNG,EQ,        20.10,                 41010000.55,2030432
,VIPIND,EQ,       406.95,                 61943825.80,151376
,VIPULLTD,BE,        34.85,                  1714084.30,49174
,VISAKAIND,EQ,       762.35,                 21813601.30,28660
,VISASTEEL,BE,        10.00,                   390102.30,39130
,VISHAL,EQ,        95.75,                 81307702.90,847079
,VISHNU,EQ,       582.05,                 15630698.80,26774
,VISHWARAJ,EQ,       143.00,                 81928182.55,573489
,VIVIDHA,BE,          .95,                  1303218.55,1348346
,VIVIMEDLAB,BE,        24.60,                  3303756.60,133683
,VLSFINANCE,EQ,       231.95,                 27179966.00,116274
,VMARCIND,SM,        34.90,                  1147650.00,33000
,VMART,EQ,      3285.00,                122890860.80,36947
,VOLTAMP,EQ,      1573.30,                 34709668.20,22031
,VOLTAS,EQ,      1051.05,               1365034959.15,1298053
,VRLLOG,EQ,       311.60,                 54972218.30,174781
,VSSL,EQ,       240.15,                 77064606.20,316890
,VSTIND,EQ,      3534.00,                 50635024.65,14333
,VSTTILLERS,EQ,      1988.50,                 28340465.05,14229
,VTL,EQ,      1704.80,               1628020480.20,958817
,WABAG,EQ,       361.50,                109584947.95,301988
,WABCOINDIA,EQ,      7389.25,                 78833895.75,10711
,WALCHANNAG,EQ,        70.55,                 13081833.20,185090
,WALPAR,ST,        48.90,                   684600.00,14000
,WANBURY,BE,        86.95,                  1748549.60,20117
,WATERBASE,EQ,       132.35,                 23468874.50,175658
,WEALTH,BE,       209.00,                   385331.00,1883
,WEBELSOLAR,EQ,        70.55,                 17536188.10,249364
,WEIZMANIND,EQ,        63.45,                   606783.00,9563
,WELCORP,EQ,       152.90,                439469007.95,2874342
,WELENT,EQ,       112.50,                141146109.25,1236991
,WELINV,EQ,       472.00,                   598995.80,1260
,WELSPUNIND,EQ,       125.30,               1388015654.45,10899708
,WENDT,EQ,      4391.95,                 10166638.25,2293
,WESTLIFE,EQ,       531.60,                 22128837.50,41408
,WHEELS,EQ,       744.65,                294565076.75,402478
,WHIRLPOOL,EQ,      2196.25,                101589192.50,46251
,WILLAMAGOR,EQ,        23.35,                   867016.80,36565
,WINDMACHIN,EQ,        35.35,                 19758626.20,570990
,WIPL,BE,        64.80,                    40779.80,625
,WOCKPHARMA,EQ,       572.70,               1436963033.70,2548571
,WONDERLA,EQ,       239.85,                 45522792.45,186947
,WORTH,EQ,       108.80,                  8344997.70,75779
,WSI,BE,         5.70,                     2855.70,501
,WSTCSTPAPR,EQ,       262.20,                 30462847.05,116068
,XCHANGING,EQ,        96.35,                316872345.70,3318444
,XELPMOC,EQ,       451.05,                 44353980.05,97799
,XPROINDIA,BE,       253.55,                 13119129.05,51762
,YAARII,BE,       106.85,                 12534350.90,116898
,YESBANK,EQ,        13.40,                892748905.00,66607893
,ZEEL,EQ,       208.95,               1344161476.15,6418861
,ZEEL,P2,         2.00,                  6677135.00,3343536
,ZEELEARN,EQ,        16.10,                 34333419.85,2129472
,ZEEMEDIA,EQ,        12.70,                 24495557.40,1922070
,ZENITHEXPO,BE,        86.00,                   103676.70,1227
,ZENITHSTL,BE,         1.20,                     2958.00,2465
,ZENSARTECH,EQ,       377.65,               1898295933.95,5157364
,ZENTEC,EQ,        95.75,                 85476422.75,886986
,ZODIAC,SM,        17.20,                   280000.00,16000
,ZODIACLOTH,EQ,       136.90,                 45166914.00,323933
,ZODJRDMKJ,BE,        33.70,                   137148.60,4108
,ZOTA,EQ,       245.50,                  7765838.30,31546
,ZUARI,EQ,       150.25,                 44207914.40,292003
,ZUARIGLOB,EQ,       158.05,                 34089807.00,212088
,ZYDUSWELL,EQ,      2262.05,                 92755935.20,41170
