,14-Jan-2021
The Nifty witnessed an intraday movement of about 146.3 points.The closing index was 0.21 % up as compared to the previous closing index.

, Traded Value (Rs. In Crores), 70195.9
, Traded Quantity (in Lakhs), 29426.75
, Number of Trades, 19096836
, Total Market Capitalisation (Rs. Crores), 19628052.71

,INDEX,PREVIOUS CLOSE,OPEN,HIGH,LOW,CLOSE,GAIN/LOSS
,Nifty 50,     14564.85,     14550.05,     14617.80,     14471.50,     14595.60,30.75
,NIFTY50 EQL Wgt,     15519.35,     15537.00,     15573.25,     15420.10,     15552.60,33.25
,NIFTY100 EQL Wgt,     16497.25,     16535.30,     16567.45,     16413.85,     16548.60,51.35
,NIFTY100 LowVol30,     11405.15,     11410.00,     11446.30,     11327.95,     11427.60,22.45
,NIFTY Alpha 50,     20389.75,     20471.25,     20537.30,     20249.95,     20502.30,112.55
,NIFTY MIDCAP 150,      8328.30,      8349.35,      8371.60,      8289.80,      8335.15,6.85
,NIFTY SMLCAP 50,      3754.15,      3771.00,      3789.65,      3731.25,      3780.10,25.95
,NIFTY SMLCAP 250,      6360.45,      6383.90,      6395.45,      6331.35,      6388.40,27.95
,NIFTY MIDSML 400,      7624.25,      7646.20,      7661.10,      7589.35,      7638.90,14.65
,NIFTY200 QUALTY30,     12815.95,     12822.45,     12847.35,     12716.00,     12829.45,13.5
,Nifty FinSrv25 50,     15289.40,     15295.90,     15355.65,     15222.70,     15284.05,-5.35
,NIFTY AlphaLowVol,     14361.10,     14366.75,     14456.65,     14260.75,     14428.50,67.4
,Nifty200Momentm30,     14468.60,     14458.40,     14458.40,     14274.95,     14395.10,-73.5
,Nifty100ESGSecLdr,      2510.05,      2507.85,      2525.80,      2493.25,      2521.80,11.75
,Nifty IT,     27004.30,     26804.65,     27176.50,     26245.10,     26965.55,-38.75
,Nifty Next 50,     34156.00,     34264.55,     34357.05,     34018.00,     34318.45,162.45
,Nifty Bank,     32574.65,     32526.70,     32718.95,     32442.35,     32519.75,-54.9
,NIFTY MIDCAP 100,     22155.25,     22198.00,     22271.55,     22041.10,     22169.40,14.15
,Nifty 500,     12041.10,     12043.40,     12081.55,     11976.15,     12069.50,28.4
,Nifty 100,     14694.95,     14688.20,     14750.00,     14608.10,     14731.15,36.2
,Nifty Midcap 50,      6385.15,      6398.80,      6424.55,      6345.75,      6390.90,5.75
,Nifty Realty,       337.60,       338.30,       341.60,       334.75,       337.40,-.2
,Nifty Infra,      3894.70,      3911.75,      3928.40,      3888.00,      3922.60,27.9
,Nifty Energy,     17430.15,     17531.70,     17694.95,     17463.00,     17669.40,239.25
,Nifty FMCG,     34617.60,     34669.10,     34942.20,     34616.00,     34885.70,268.1
,Nifty MNC,     16328.50,     16368.05,     16413.90,     16287.30,     16388.50,60
,Nifty Pharma,     13122.55,     13140.40,     13278.60,     13020.30,     13232.55,110
,Nifty PSE,      3029.50,      3043.95,      3057.95,      3024.40,      3050.70,21.2
,Nifty PSU Bank,      1972.65,      1969.90,      2002.45,      1958.55,      1978.10,5.45
,Nifty Serv Sector,     20688.55,     20628.25,     20741.25,     20479.40,     20675.70,-12.85
,India VIX,23.2925,23.2925,23.7025,22.8075,23.0275,-0.2650
,Nifty Auto,     10208.55,     10237.30,     10285.25,     10148.95,     10238.30,29.75
,Nifty Metal,      3523.25,      3521.05,      3533.95,      3471.10,      3487.40,-35.85
,Nifty Media,      1759.05,      1767.30,      1778.65,      1748.40,      1754.95,-4.1
,NIFTY SMLCAP 100,      7433.75,      7466.60,      7495.10,      7398.50,      7481.30,47.55
,Nifty 200,      7558.70,      7557.35,      7584.05,      7516.10,      7575.65,16.95
,Nifty Div Opps 50,      3041.95,      3042.50,      3061.65,      3023.55,      3058.65,16.7
,Nifty Commodities,      3999.45,      4013.35,      4024.55,      3979.35,      4014.80,15.35
,Nifty Consumption,      6125.70,      6142.85,      6159.90,      6106.50,      6136.80,11.1
,Nifty Fin Service,     15624.05,     15615.35,     15692.70,     15567.60,     15608.95,-15.1
,Nifty50 Div Point,        82.51,        83.98,        83.98,        83.98,        83.98,1.47
,Nifty100 Liq 15,      3513.90,      3517.55,      3528.35,      3500.90,      3515.85,1.95
,Nifty CPSE,      1767.40,      1782.25,      1787.30,      1763.20,      1772.75,5.35
,Nifty GrowSect 15,      7132.00,      7134.20,      7166.05,      7122.40,      7151.05,19.05
,Nifty50 PR 2x Lev,      6575.00,      6561.15,      6621.80,      6491.05,      6602.25,27.25
,Nifty50 PR 1x Inv,       302.00,       302.35,       303.95,       300.95,       301.40,-.6
,Nifty50 TR 2x Lev,      8735.25,      8718.55,      8799.10,      8625.45,      8773.15,37.9
,Nifty50 TR 1x Inv,       262.15,       262.40,       263.80,       261.20,       261.60,-.55
,Nifty50 Value 20,      7322.35,      7303.60,      7384.20,      7242.80,      7358.05,35.7
,Nifty Mid Liq 15,      5591.75,      5618.10,      5641.55,      5571.10,      5623.90,32.15
,Nifty Pvt Bank,     17803.30,     17782.25,     17912.65,     17742.45,     17782.10,-21.2
,NIFTY100 Qualty30,      3435.65,      3435.75,      3447.20,      3410.20,      3441.55,5.9
,Nifty GS 8 13Yr,      2252.35,      2252.72,      2255.46,      2252.62,      2255.46,3.11
,Nifty GS 10Yr,      2027.90,      2028.23,      2031.41,      2028.23,      2031.41,3.51
,Nifty GS 10Yr Cln,       963.51,       963.51,       965.03,       963.51,       965.03,1.52
,Nifty GS 4 8Yr,      2396.75,      2397.12,      2399.37,      2396.36,      2398.19,1.44
,Nifty GS 11 15Yr,      2433.60,      2434.03,      2437.78,      2433.04,      2436.53,2.93
,Nifty GS 15YrPlus,      2697.40,      2697.89,      2697.95,      2697.89,      2697.95,.55
,Nifty GS Compsite,      2294.71,      2295.09,      2297.34,      2294.57,      2297.02,2.31

,ADVANCES,912
,DECLINES,1022
,UNCHANGED,87

,Total securities that have hit their price bands today,356

,TOP 25 Securities Today :
,SYMBOL,SERIES,PREV. CLOSE,CLOSE PRICE,%VAR, VALUE(Rs Crs)
,INFY,EQ,      1387.15,      1370.50,-1.2,3741.12
,BRFL,EQ,        11.75,                  1601464.15,137366
,BRIGADE,EQ,       274.35,                155819784.85,569553
,BRIGHT,SM,         7.35,                  1092150.00,150000
,BRITANNIA,N2,        32.00,                   109776.75,3429
,BRNL,EQ,        34.90,                  3777321.80,107154
,BROOKS,EQ,        68.65,                  1730509.05,25035
,BSE,EQ,       629.75,                111087281.85,176699
,BSELINFRA,EQ,         1.40,                    38977.95,27854
,BSHSL,EQ,       113.40,                  6863339.50,62238
,BSL,BE,        36.65,                   298231.30,8174
,BSLGOLDETF,EQ,      4497.80,                  1930210.25,429
,BSLNIFTY,EQ,       160.82,                    93553.72,585
,BSOFT,EQ,       266.30,                189242301.35,713245
,BTML,SM,        78.75,                    94500.00,1200
,BURGERKING,EQ,       144.80,                561629807.80,3868716
,BURNPUR,BE,         2.60,                     7813.00,3005
,BUTTERFLY,EQ,       521.95,                 10356827.90,19822
,BVCL,BE,        16.95,                    96633.80,5638
,BYKE,BE,        20.55,                   310844.75,15141
,CALSOFT,EQ,        10.85,                   345646.05,31715
,CAMLINFINE,EQ,       118.50,                 26133627.65,218857
,CAMS,EQ,      1811.45,                 90671168.05,49784
,CANBK,EQ,       143.05,               4870346366.90,33679698
,CANDC,BZ,         6.95,                    70504.00,10431
,CANFINHOME,EQ,       499.95,                251804367.25,501092
,CANTABIL,EQ,       373.05,                 63025599.55,167756
,CAPACITE,EQ,       179.75,                 15464975.90,86318
,CAPLIPOINT,EQ,       491.80,                121897273.15,249229
,CAPTRUST,EQ,        99.45,                  1018412.40,10236
,CARBORUNIV,EQ,       411.75,                 63772783.10,153575
,CAREERP,EQ,       183.20,                170864155.15,935948
,CARERATING,EQ,       512.65,                 47814009.75,93264
,CASTROLIND,EQ,       131.05,                207579624.60,1592694
,CCHHL,BE,         5.25,                    87939.85,17178
,CCL,EQ,       255.50,                 65526919.90,255515
,CDSL,EQ,       527.65,                324034607.50,614942
,CEATLTD,EQ,      1193.00,                567174962.05,470748
,CEBBCO,BE,        27.20,                  4071320.05,150257
,CELEBRITY,BE,         7.00,                   760607.90,111698
,CENTENKA,EQ,       217.70,                  7737433.95,35554
,CENTEXT,BE,         5.05,                   316820.45,62097
,CENTRALBK,EQ,        14.00,                 87704577.35,6174154
,CENTRUM,EQ,        24.20,                 39209493.65,1601519
,CENTUM,EQ,       467.35,                  3207610.70,6866
,CENTURYPLY,EQ,       248.05,                 34010845.65,137530
,CENTURYTEX,EQ,       419.10,                301895515.60,721098
,CERA,EQ,      3518.35,                 25521116.15,7138
,CEREBRAINT,EQ,        40.85,                150808560.30,3612795
,CESC,EQ,       695.30,               1554639120.80,2226060
,CESCVENT,EQ,       317.45,                 10821312.25,33907
,CGCL,EQ,       343.85,                 15305665.55,44818
,CGPOWER,EQ,        43.15,                178619835.95,4155494
,CHALET,EQ,       179.70,                 22576197.45,125366
,CHAMBLFERT,EQ,       232.45,                127911942.60,551625
,CHEMBOND,EQ,       179.55,                  2998857.05,16671
,CHEMCON,EQ,       456.25,                115468621.45,253267
,CHEMFAB,EQ,       144.80,                   323631.15,2225
,CHENNPETRO,EQ,       127.50,                101267662.40,792695
,CHOLAFIN,EQ,       426.15,               2061557279.70,4779868
,CHOLAHLDNG,EQ,       575.00,                 22368141.70,39248
,CHROMATIC,BZ,         1.15,                    45705.60,39744
,CIGNITITEC,EQ,       438.15,                127869008.70,294878
,CINELINE,EQ,        46.05,                 49945841.75,1040950
,CINEVISTA,EQ,         6.40,                    54520.35,8450
,CLEDUCATE,EQ,        73.05,                  2006387.30,27632
,CLNINDIA,EQ,       366.55,                 11902047.60,32383
,CMICABLES,BE,        39.10,                  1510336.05,38798
,CMMIPL,SM,         4.10,                    36450.00,9000
,CNOVAPETRO,BE,         7.15,                     6253.95,835
,COCHINSHIP,EQ,       378.60,                 58288364.10,154246
,COFORGE,EQ,      2734.00,               1004863848.75,370482
,COMPINFO,EQ,        17.00,                  7817392.40,454934
,COMPUSOFT,BE,         9.00,                   174916.55,19174
,CONFIPET,EQ,        37.85,                 12165290.70,319910
,CONSOFINVT,EQ,        44.70,                   549749.00,12467
,CONTROLPR,EQ,       253.45,                  9610824.25,37266
,CORALFINAC,EQ,        22.45,                   400784.20,17828
,CORDSCABLE,EQ,        47.50,                  4416449.50,92523
,COROMANDEL,EQ,       822.40,                496960815.10,603181
,COSMOFILMS,EQ,       436.55,                 12146141.80,27739
,COUNCODOS,BE,         4.00,                   172828.00,43207
,COX&KINGS,BZ,         1.60,                   415303.00,262936
,CPSEETF,EQ,        22.08,                 32163271.81,1454292
,CREATIVE,EQ,       115.60,                  3199387.45,27513
,CREATIVEYE,EQ,         3.55,                    48796.75,13752
,CREDITACC,EQ,       765.40,                 90326182.35,118416
,CREST,EQ,       101.15,                  3702434.40,35890
,CRISIL,EQ,      1939.25,                 50895422.50,26248
,CROMPTON,EQ,       399.70,                339724016.40,857430
,CSBBANK,EQ,       226.20,                 30376053.90,133783
,CTE,EQ,        48.30,                   421480.35,8700
,CUB,EQ,       177.40,                602895760.00,3398086
,CUBEXTUB,BE,        17.75,                    19689.75,1111
,CUMMINSIND,EQ,       616.90,                558732051.35,909426
,CUPID,EQ,       235.80,                  9406134.40,40123
,CYBERTECH,EQ,       142.20,                 36135069.45,252294
,CYIENT,EQ,       505.25,                297848896.65,589271
,DAAWAT,EQ,        56.60,                 44736453.55,789940
,DALBHARAT,EQ,      1178.95,                 27802868.60,23609
,DALMIASUG,EQ,       140.95,                 14948564.40,105906
,DAMODARIND,EQ,        36.45,                   587008.85,16061
,DANGEE,EQ,       119.25,                  2452697.30,21136
,DATAMATICS,EQ,       117.05,                 17054655.75,144544
,DBCORP,EQ,        83.40,                  9003825.50,107539
,DBL,EQ,       427.10,                 63945874.45,149881
,DBREALTY,BE,        17.00,                  3362109.35,202088
,DBSTOCKBRO,EQ,        10.40,                     7287.05,700
,DCAL,EQ,       157.60,                677528160.60,4358299
,DCBBANK,EQ,       119.45,                119279890.45,994087
,DCI,SM,        41.00,                   123000.00,3000
,DCM,BE,        27.60,                   979255.20,35144
,DCMFINSERV,EQ,         2.20,                     8819.90,3900
,DCMNVL,BE,        70.75,                  6442907.65,92093
,DCMSHRIRAM,EQ,       405.45,                 86979591.80,215970
,DCW,EQ,        18.70,                  8944285.90,477447
,DECCANCE,EQ,       364.85,                  7836797.20,21350
,DEEPAKFERT,EQ,       164.50,                114223108.20,691711
,DEEPAKNTR,EQ,      1035.60,                357583038.45,347795
,DEEPENR,EQ,        43.55,                   754058.45,17208
,DELTACORP,EQ,       155.90,                156122302.60,1002064
,DELTAMAGNT,BE,        27.20,                    71210.30,2610
,DEN,EQ,        67.45,                 58045515.95,851732
,DENORA,EQ,       268.10,                  7618362.95,27818
,DFMFOODS,EQ,       397.20,                 56694222.10,141568
,DGCONTENT,EQ,        13.95,                   975047.15,73589
,DHAMPURSUG,EQ,       171.60,                 44918828.65,260684
,DHANBANK,EQ,        14.65,                 14884992.15,1010310
,DHANI,EQ,       364.40,                144338362.55,393910
,DHANILOANS,ND,       920.00,                    92000.00,100
,DHANILOANS,N7,       980.37,                    49025.00,50
,DHANILOANS,N6,      1000.00,                   107936.72,108
,DHANILOANS,N3,       990.00,                   243616.80,246
,DHANILOANS,N1,      1077.40,                   235567.90,221
,DHANILOANS,N5,      1138.00,                    22530.00,20
,DHANIPP,E1,       228.25,                 18119361.45,78380
,DHANUKA,EQ,       784.40,                 26797845.35,34114
,DHARSUGAR,BE,         5.95,                    19684.00,3363
,DHFL,EQ,        26.00,                 85370238.70,3280842
,DHFL,Y1,       345.00,                    74912.00,220
,DHFL,NS,       342.00,                   539200.00,1580
,DHFL,NQ,       344.00,                   490026.18,1421
,DHFL,N6,       332.00,                    30916.52,94
,DHFL,NY,       333.50,                    14674.00,44
,DHFL,NC,       369.00,                   213374.90,599
,DHFL,NP,       360.10,                   739745.60,2055
,DHUNINV,EQ,       256.80,                   810667.45,3155
,DIAMONDYD,EQ,       664.50,                  2209759.70,3341
,DICIND,EQ,       409.50,                  2931382.85,7163
,DIGISPICE,BE,        37.10,                  5163703.55,139201
,DIGJAMLTD,BZ,         4.65,                   236303.75,50846
,DISHTV,EQ,        12.80,                108928013.45,8469304
,DIXON,EQ,     14873.40,               2360972728.30,161093
,DLINKINDIA,EQ,       112.35,                 21742203.60,194657
,DNAMEDIA,BE,          .70,                    33305.00,49728
,DOLAT,EQ,        62.50,                 25620758.95,406774
,DOLLAR,EQ,       238.20,                 17860923.95,74602
,DONEAR,EQ,        37.45,                  1394434.00,36938
,DPABHUSHAN,EQ,        96.10,                  2614621.40,27170
,DPSCLTD,EQ,        13.65,                  1589969.40,115914
,DPWIRES,EQ,       132.05,                 80879714.30,594395
,DQE,BZ,         1.40,                     8525.60,6307
,DREDGECORP,EQ,       316.45,                 17736670.90,55947
,DSML,SM,         7.40,                    44400.00,6000
,DSSL,EQ,        63.70,                  1257620.00,19726
,DTIL,EQ,       258.15,                  1608332.55,6263
,DUCON,BE,         6.50,                   347583.95,53386
,DVL,EQ,        70.25,                   741220.05,10540
,DWARKESH,EQ,        31.00,                 18054907.40,580652
,DYNAMATECH,EQ,       859.55,                 77653061.10,90316
,DYNPRO,EQ,       268.55,                 20629567.40,77314
,E2E,SM,        56.45,                   112900.00,2000
,EASTSILK,EQ,         1.75,                    16903.25,9659
,EASUNREYRL,BZ,         2.90,                    89529.00,31410
,EBBETF0423,EQ,      1111.81,                 26282550.91,23625
,EBBETF0425,EQ,      1030.15,                  1630578.85,1582
,EBBETF0430,EQ,      1135.74,                 34205541.86,30065
,EBBETF0431,EQ,      1024.04,                 16469643.07,16085
,EBIXFOREX,EQ,       494.75,                   768886.00,1553
,ECLERX,EQ,      1002.75,                399231839.85,398738
,ECLFINANCE,NF,      1028.86,                   262770.99,256
,ECLFINANCE,NN,      1177.55,                  1681906.75,1431
,ECLFINANCE,NI,       975.00,                    97500.00,100
,ECLFINANCE,NJ,       940.00,                    88360.00,94
,ECLFINANCE,NS,       970.00,                   232825.00,240
,ECLFINANCE,NE,      1246.99,                     1246.99,1
,ECLFINANCE,NK,       915.00,                    56727.50,62
,ECLFINANCE,NP,       970.00,                    42612.00,44
,ECLFINANCE,NH,      1172.20,                   175831.00,150
,ECLFINANCE,NO,       976.00,                    19490.00,20
,ECLFINANCE,NG,       959.95,                    23999.25,25
,ECLFINANCE,NR,       994.00,                   687402.34,691
,ECLFINANCE,NQ,      1180.00,                   141207.50,124
,ECLFINANCE,NM,       981.62,                   403224.05,412
,EDELWEISS,EQ,        70.10,                 70571385.30,1003112
,EDUCOMP,BZ,         3.65,                   258972.90,70335
,EHFLNCD,N5,       960.00,                   289920.00,302
,EHFLNCD,N6,       930.00,                   540660.00,582
,EHFLNCD,N4,      1496.00,                    23936.00,16
,EHFLNCD,N3,      1047.00,                   218377.00,212
,EIDPARRY,EQ,       347.85,                 72425626.25,206950
,EIHAHOTELS,EQ,       278.45,                  4172700.45,14960
,EIHOTEL,EQ,        97.15,                 69175834.95,707010
,EIMCOELECO,EQ,       363.50,                   596884.05,1631
,EKC,EQ,        55.85,                  9285675.50,167368
,ELECON,EQ,        48.50,                 11176382.65,229050
,ELECTCAST,EQ,        22.10,                 10528958.15,472948
,ELECTHERM,EQ,       120.75,                  2116657.85,17450
,ELGIEQUIP,EQ,       170.00,                 38475006.35,225572
,ELGIRUBCO,EQ,        24.50,                   521540.00,21362
,EMAMILTD,EQ,       484.60,               1240931419.15,2573274
,EMAMIPAP,EQ,       100.45,                   917263.05,9073
,EMAMIREAL,EQ,        65.05,                  5227135.55,80170
,EMBASSY,RR,       355.03,                370928960.00,1043000
,EMCO,BZ,         2.55,                    65455.30,25413
,EMKAY,EQ,        74.35,                  3370952.20,44956
,EMKAYTOOLS,SM,       120.00,                   793200.00,6600
,EMMBI,EQ,        81.95,                  2187702.05,26549
,EMOFSR1RDP,MF,        12.73,                    70015.00,5500
,EMOFSR1RGG,MF,        12.77,                  1745406.55,136995
,ENDURANCE,EQ,      1325.75,                172137504.10,129907
,ENERGYDEV,EQ,        15.05,                   528826.90,35138
,ENGINERSIN,EQ,        79.75,                197564568.45,2465989
,ENIL,EQ,       166.35,                 24102304.50,144749
,EPL,EQ,       264.20,                 36100329.35,135714
,EQ30,EQ,       424.44,                   130535.22,304
,EQUITAS,EQ,        79.75,                409839392.45,5214632
,EQUITASBNK,EQ,        41.80,                 73280418.35,1762138
,ERFLNCDI,N6,       905.00,                   461550.00,510
,ERFLNCDI,N1,       997.00,                    17946.00,18
,ERFLNCDI,N2,      1068.00,                   515860.00,485
,ERFLNCDI,N4,      1010.00,                    30300.00,30
,ERFLNCDI,N5,       855.05,                   489196.75,564
,ERIS,EQ,       615.40,                 54801442.05,88160
,EROSMEDIA,EQ,        23.20,                  2752704.60,118288
,ESABINDIA,EQ,      1801.65,                 10640529.20,5925
,ESCORTS,EQ,      1347.20,               1222375295.65,903834
,ESSARSHPNG,EQ,        10.10,                   521281.20,51504
,ESTER,EQ,       119.70,                 13435284.00,111675
,EUROCERA,BZ,         1.80,                    47124.15,26315
,EUROMULTI,BZ,         1.80,                    19835.70,10561
,EUROTEXIND,EQ,         8.15,                     5915.65,696
,EVEREADY,EQ,       205.85,                 37471395.25,181797
,EVERESTIND,EQ,       316.30,                 11523428.85,36367
,EXCEL,BE,         2.40,                   223575.35,93152
,EXCELINDUS,EQ,       859.10,                  9827030.65,11420
,EXIDEIND,EQ,       202.95,                744199080.20,3673461
,EXPLEOSOL,EQ,       510.65,                 13703153.60,26801
,FACT,EQ,        85.55,                122010559.40,1417560
,FAIRCHEMOR,EQ,       603.00,                 12586666.55,20936
,FCL,EQ,        63.00,                 18020562.30,287689
,FCONSUMER,EQ,         8.10,                 17111105.70,2121016
,FCSSOFT,BE,         1.00,                  1003237.00,1003237
,FDC,EQ,       328.95,                105267171.20,320722
,FEDERALBNK,EQ,        75.05,               1593755728.45,21212153
,FEL,EQ,        11.10,                  7116677.55,642040
,FELDVR,EQ,        13.50,                   401078.00,29905
,FELIX,SM,        35.50,                   142000.00,4000
,FIEMIND,EQ,       622.95,                 69167783.35,112896
,FILATEX,EQ,        64.70,                 60849490.05,924261
,FINCABLES,EQ,       389.65,                 63911329.70,163594
,FINEORG,EQ,      2514.30,                 40749714.15,16142
,FINPIPE,EQ,       643.90,                 22782571.50,35240
,FLEXITUFF,BE,        15.35,                    74492.90,4838
,FLFL,EQ,        82.70,                 15940382.25,191542
,FLUOROCHEM,EQ,       614.35,                 22116708.70,36169
,FMGOETZE,EQ,       313.40,                  6145721.55,19540
,FMNL,EQ,        17.45,                  1086833.35,61950
,FOCUS,SM,        22.20,                    66600.00,3000
,FORCEMOT,EQ,      1429.45,                 72347625.75,50446
,FORTIS,EQ,       171.65,                937139045.45,5419711
,FOSECOIND,EQ,      1321.65,                  1471258.70,1109
,FOURTHDIM,SZ,         8.30,                    41500.00,5000
,FRETAIL,EQ,        75.00,                 79970288.35,1066876
,FSC,EQ,        95.40,                  9961150.60,103843
,FSL,EQ,        95.25,                218720729.60,2295213
,G5,EQ,        47.70,                   173474.11,3637
,GABRIEL,EQ,       113.80,                 18637935.55,163331
,GAEL,EQ,       140.70,                117384466.50,837264
,GAL,EQ,         3.20,                    50084.55,15661
,GALAXYSURF,EQ,      2185.05,                 42415300.40,19382
,GALLANTT,EQ,        42.65,                  2015015.85,46732
,GALLISPAT,EQ,        40.55,                   652766.75,16177
,GAMMNINFRA,EQ,          .85,                   701048.20,812682
,GANDHITUBE,EQ,       263.90,                   838453.55,3190
,GANECOS,EQ,       457.40,                 13116684.85,28557
,GANESHHOUC,EQ,        33.00,                  1398514.35,43158
,GANGAFORGE,SM,        28.50,                   453600.00,16000
,GANGESSECU,EQ,        59.25,                   426322.35,7170
,GARDENSILK,EQ,         8.60,                 16376794.40,1951463
,GARFIBRES,EQ,      2199.25,                 18354775.40,8334
,GATI,EQ,        94.05,                 21297880.70,225591
,GAYAHWS,BE,          .85,                   242469.45,285164
,GAYAPROJ,EQ,        44.90,                 19546266.30,434537
,GBGLOBAL,BE,         7.30,                     9942.60,1362
,GDL,EQ,       121.10,                  8863142.55,73206
,GEECEE,EQ,        93.55,                  2215797.90,23423
,GEEKAYWIRE,BE,        70.30,                   929597.80,13300
,GENESYS,BE,        77.65,                   862220.60,10918
,GENUSPAPER,BE,         7.00,                   430583.25,62174
,GENUSPOWER,EQ,        35.70,                  8924281.75,247396
,GEOJITFSL,EQ,        56.15,                 12985335.30,230617
,GEPIL,EQ,       287.20,                 14041298.25,48808
,GESHIP,EQ,       279.65,                 85240497.15,303568
,GET&D,EQ,       127.20,                112818263.75,886389
,GFLLIMITED,EQ,        94.90,                  3670637.45,38627
,GFSTEELS,EQ,         2.10,                     6539.80,3113
,GHCL,EQ,       211.50,                 28945791.90,136824
,GICHSGFIN,EQ,       123.70,                 46754175.00,377040
,GILLANDERS,EQ,        46.20,                   197113.65,4279
,GILLETTE,EQ,      5808.10,                169389984.55,29026
,GINNIFILA,EQ,        21.95,                  3316951.75,150477
,GIPCL,EQ,        81.90,                 18470795.90,224665
,GISOLUTION,BE,         3.00,                     2770.35,972
,GKWLIMITED,BE,       579.35,                    97980.95,173
,GLAND,EQ,      2259.95,                353168069.15,156659
,GLAXO,EQ,      1518.35,                 73604741.70,48321
,GLENMARK,EQ,       520.40,               1057983407.65,2055150
,GLFL,EQ,         3.15,                   190385.65,58538
,GLOBAL,EQ,        63.10,                   199857.80,3154
,GLOBALVECT,BZ,        51.85,                   512536.30,10023
,GLOBE,EQ,        64.30,                   912076.55,14074
,GLOBOFFS,EQ,         9.05,                   625619.95,68994
,GLOBUSSPR,EQ,       376.95,                261512131.25,682226
,GMBREW,BZ,       418.75,                  3275508.90,7800
,GMDCLTD,EQ,        63.50,                108037668.05,1698484
,GMMPFAUDLR,EQ,      3774.80,                 79969046.25,21122
,GMRINFRA,EQ,        27.05,                224925721.15,8325417
,GNA,EQ,       371.85,                147689579.15,385885
,GNFC,EQ,       221.35,                 95018500.25,430027
,GOACARBON,BE,       271.90,                  3512206.70,12903
,GOCLCORP,EQ,       252.80,                 97054175.85,396617
,GODFRYPHLP,EQ,       989.50,                186720913.35,187779
,GODHA,EQ,        37.10,                    39130.20,1053
,GODREJAGRO,EQ,       531.10,                 34658748.10,65482
,GODREJIND,EQ,       437.15,                216265443.65,495359
,GODREJPROP,EQ,      1427.95,               1061966838.75,744416
,GOENKA,BZ,         1.10,                  1341832.90,1253369
,GOKEX,EQ,        88.50,                 11401102.10,127648
,GOKUL,EQ,        18.20,                   876032.40,48486
,GOKULAGRO,EQ,        23.10,                  1937525.70,83634
,GOLDBEES,EQ,        42.70,                392568473.86,9185531
,GOLDENTOBC,EQ,        50.40,                   828860.10,16293
,GOLDIAM,EQ,       214.50,                 11609251.15,53615
,GOLDSHARE,EQ,      4436.15,                  8216109.55,1852
,GOLDTECH,EQ,        10.20,                   141041.10,13859
,GOODLUCK,EQ,        77.00,                 29413892.55,376467
,GOODYEAR,EQ,       952.10,                 11727123.40,12327
,GPIL,EQ,       524.00,                 50791555.25,95569
,GPPL,EQ,        91.40,                 47496494.90,520111
,GPTINFRA,EQ,        44.30,                  1895051.35,42754
,GRANULES,EQ,       366.35,                758059009.80,2045969
,GRAPHITE,EQ,       328.60,                368820195.45,1124011
,GRAVITA,EQ,        79.75,                  7950174.30,99879
,GREAVESCOT,EQ,        95.30,                 84879011.45,885529
,GREENLAM,EQ,       833.95,                  8025634.65,9513
,GREENPANEL,EQ,       170.15,                 32977321.25,197289
,GREENPLY,EQ,       125.25,                 60121806.90,476417
,GREENPOWER,BE,         3.10,                  7966159.10,2681090
,GRINDWELL,EQ,       737.00,                 13946912.00,18868
,GROBTEA,EQ,       806.05,                   672549.20,817
,GRPLTD,EQ,       842.50,                  1820455.45,2126
,GRSE,EQ,       197.65,                236213952.45,1177184
,GSCLCEMENT,EQ,        40.90,                  9347312.60,229420
,GSFC,EQ,        83.05,                104802857.25,1252760
,GSPL,EQ,       212.15,                154253620.40,720921
,GSS,EQ,        48.40,                  9035637.65,185471
,GTL,EQ,         7.30,                   408960.60,56022
,GTLINFRA,EQ,         1.00,                 30643145.45,31563934
,GTNIND,BE,        14.45,                    52353.95,3630
,GTNTEX,EQ,         7.45,                     7854.25,1026
,GTPL,EQ,       140.60,                 95360528.95,667550
,GUFICBIO,EQ,       125.95,                 10678220.70,84764
,GUJALKALI,EQ,       345.30,                 19069986.50,54967
,GUJAPOLLO,EQ,       212.85,                  1369159.60,6391
,GUJGASLTD,EQ,       375.55,                420580558.40,1121946
,GUJRAFFIA,BE,        19.60,                    48810.80,2525
,GULFOILLUB,EQ,       745.05,                 26138699.25,35051
,GULFPETRO,EQ,        45.70,                  3110140.15,67326
,GULPOLY,EQ,        85.60,                  4891040.10,57472
,GVKPIL,BZ,         3.05,                  3029409.20,993671
,HAL,EQ,      1009.25,               7622221988.95,7542690
,HAPPSTMNDS,EQ,       354.10,               1256434185.75,3559004
,HARITASEAT,EQ,       482.50,                 13681709.05,28065
,HARRMALAYA,EQ,       126.70,                 28494347.70,224890
,HATHWAY,EQ,        34.15,                 20280586.30,593836
,HATSUN,EQ,       729.90,                 20816670.95,28617
,HAVISHA,BE,         1.05,                   159186.15,155583
,HBANKETF,EQ,       324.13,                   362874.94,1117
,HBLPOWER,EQ,        37.10,                 27843182.95,744641
,HBSL,BE,         7.35,                    58417.40,7871
,HCC,EQ,         8.70,                 30227535.90,3456713
,HCG,EQ,       161.50,                 12842972.45,80719
,HCL-INSYS,EQ,         9.25,                  2190342.15,236847
,HDFC,W3,       794.45,                 28109490.00,35400
,HDFCMFGETF,EQ,      4384.70,                 82099306.90,18716
