,14-Jan-2021
The Nifty witnessed an intraday movement of about 146.3 points.The closing index was 0.21 % up as compared to the previous closing index.

, Traded Value (Rs. In Crores), 70195.9
, Traded Quantity (in Lakhs), 29426.75
, Number of Trades, 19096836
, Total Market Capitalisation (Rs. Crores), 19628052.71

,INDEX,PREVIOUS CLOSE,OPEN,HIGH,LOW,CLOSE,GAIN/LOSS
,Nifty 50,     14564.85,     14550.05,     14617.80,     14471.50,     14595.60,30.75
,NIFTY50 EQL Wgt,     15519.35,     15537.00,     15573.25,     15420.10,     15552.60,33.25
,NIFTY100 EQL Wgt,     16497.25,     16535.30,     16567.45,     16413.85,     16548.60,51.35
,NIFTY100 LowVol30,     11405.15,     11410.00,     11446.30,     11327.95,     11427.60,22.45
,NIFTY Alpha 50,     20389.75,     20471.25,     20537.30,     20249.95,     20502.30,112.55
,NIFTY MIDCAP 150,      8328.30,      8349.35,      8371.60,      8289.80,      8335.15,6.85
,NIFTY SMLCAP 50,      3754.15,      3771.00,      3789.65,      3731.25,      3780.10,25.95
,NIFTY SMLCAP 250,      6360.45,      6383.90,      6395.45,      6331.35,      6388.40,27.95
,NIFTY MIDSML 400,      7624.25,      7646.20,      7661.10,      7589.35,      7638.90,14.65
,NIFTY200 QUALTY30,     12815.95,     12822.45,     12847.35,     12716.00,     12829.45,13.5
,Nifty FinSrv25 50,     15289.40,     15295.90,     15355.65,     15222.70,     15284.05,-5.35
,NIFTY AlphaLowVol,     14361.10,     14366.75,     14456.65,     14260.75,     14428.50,67.4
,Nifty200Momentm30,     14468.60,     14458.40,     14458.40,     14274.95,     14395.10,-73.5
,Nifty100ESGSecLdr,      2510.05,      2507.85,      2525.80,      2493.25,      2521.80,11.75
,Nifty IT,     27004.30,     26804.65,     27176.50,     26245.10,     26965.55,-38.75
,Nifty Next 50,     34156.00,     34264.55,     34357.05,     34018.00,     34318.45,162.45
,Nifty Bank,     32574.65,     32526.70,     32718.95,     32442.35,     32519.75,-54.9
,NIFTY MIDCAP 100,     22155.25,     22198.00,     22271.55,     22041.10,     22169.40,14.15
,Nifty 500,     12041.10,     12043.40,     12081.55,     11976.15,     12069.50,28.4
,Nifty 100,     14694.95,     14688.20,     14750.00,     14608.10,     14731.15,36.2
,Nifty Midcap 50,      6385.15,      6398.80,      6424.55,      6345.75,      6390.90,5.75
,Nifty Realty,       337.60,       338.30,       341.60,       334.75,       337.40,-.2
,Nifty Infra,      3894.70,      3911.75,      3928.40,      3888.00,      3922.60,27.9
,Nifty Energy,     17430.15,     17531.70,     17694.95,     17463.00,     17669.40,239.25
,Nifty FMCG,     34617.60,     34669.10,     34942.20,     34616.00,     34885.70,268.1
,Nifty MNC,     16328.50,     16368.05,     16413.90,     16287.30,     16388.50,60
,Nifty Pharma,     13122.55,     13140.40,     13278.60,     13020.30,     13232.55,110
,Nifty PSE,      3029.50,      3043.95,      3057.95,      3024.40,      3050.70,21.2
,Nifty PSU Bank,      1972.65,      1969.90,      2002.45,      1958.55,      1978.10,5.45
,Nifty Serv Sector,     20688.55,     20628.25,     20741.25,     20479.40,     20675.70,-12.85
,India VIX,23.2925,23.2925,23.7025,22.8075,23.0275,-0.2650
,Nifty Auto,     10208.55,     10237.30,     10285.25,     10148.95,     10238.30,29.75
,Nifty Metal,      3523.25,      3521.05,      3533.95,      3471.10,      3487.40,-35.85
,Nifty Media,      1759.05,      1767.30,      1778.65,      1748.40,      1754.95,-4.1
,NIFTY SMLCAP 100,      7433.75,      7466.60,      7495.10,      7398.50,      7481.30,47.55
,Nifty 200,      7558.70,      7557.35,      7584.05,      7516.10,      7575.65,16.95
,Nifty Div Opps 50,      3041.95,      3042.50,      3061.65,      3023.55,      3058.65,16.7
,Nifty Commodities,      3999.45,      4013.35,      4024.55,      3979.35,      4014.80,15.35
,Nifty Consumption,      6125.70,      6142.85,      6159.90,      6106.50,      6136.80,11.1
,Nifty Fin Service,     15624.05,     15615.35,     15692.70,     15567.60,     15608.95,-15.1
,Nifty50 Div Point,        82.51,        83.98,        83.98,        83.98,        83.98,1.47
,Nifty100 Liq 15,      3513.90,      3517.55,      3528.35,      3500.90,      3515.85,1.95
,Nifty CPSE,      1767.40,      1782.25,      1787.30,      1763.20,      1772.75,5.35
,Nifty GrowSect 15,      7132.00,      7134.20,      7166.05,      7122.40,      7151.05,19.05
,Nifty50 PR 2x Lev,      6575.00,      6561.15,      6621.80,      6491.05,      6602.25,27.25
,Nifty50 PR 1x Inv,       302.00,       302.35,       303.95,       300.95,       301.40,-.6
,Nifty50 TR 2x Lev,      8735.25,      8718.55,      8799.10,      8625.45,      8773.15,37.9
,Nifty50 TR 1x Inv,       262.15,       262.40,       263.80,       261.20,       261.60,-.55
,Nifty50 Value 20,      7322.35,      7303.60,      7384.20,      7242.80,      7358.05,35.7
,Nifty Mid Liq 15,      5591.75,      5618.10,      5641.55,      5571.10,      5623.90,32.15
,Nifty Pvt Bank,     17803.30,     17782.25,     17912.65,     17742.45,     17782.10,-21.2
,NIFTY100 Qualty30,      3435.65,      3435.75,      3447.20,      3410.20,      3441.55,5.9
,Nifty GS 8 13Yr,      2252.35,      2252.72,      2255.46,      2252.62,      2255.46,3.11
,Nifty GS 10Yr,      2027.90,      2028.23,      2031.41,      2028.23,      2031.41,3.51
,Nifty GS 10Yr Cln,       963.51,       963.51,       965.03,       963.51,       965.03,1.52
,Nifty GS 4 8Yr,      2396.75,      2397.12,      2399.37,      2396.36,      2398.19,1.44
,Nifty GS 11 15Yr,      2433.60,      2434.03,      2437.78,      2433.04,      2436.53,2.93
,Nifty GS 15YrPlus,      2697.40,      2697.89,      2697.95,      2697.89,      2697.95,.55
,Nifty GS Compsite,      2294.71,      2295.09,      2297.34,      2294.57,      2297.02,2.31

,ADVANCES,912
,DECLINES,1022
,UNCHANGED,87

,Total securities that have hit their price bands today,356

,TOP 25 Securities Today :
,SYMBOL,SERIES,PREV. CLOSE,CLOSE PRICE,%VAR, VALUE(Rs Crs)
,INFY,EQ,      1387.15,      1370.50,-1.2,3741.12
,UNIVPHOTO,EQ,       210.00,                  1926263.30,9163
,URAVI,SM,       140.00,                  4200000.00,30000
,URJA,BE,         8.70,                 33171448.00,3799876
,USHAMART,EQ,        33.40,                 28014785.50,842353
,UTIAMC,EQ,       555.55,                 82314626.65,148407
,UTIBANKETF,EQ,       325.93,                    51910.08,159
,UTINEXT50,EQ,       356.42,                   107287.60,303
,UTINIFTETF,EQ,      1556.49,                   604210.71,389
,UTISENSETF,EQ,       529.91,                   255569.64,484
,UTISXN50,EQ,       389.92,                    64855.55,166
,UTTAMSTL,BE,         8.55,                  2006160.35,232820
,UTTAMSUGAR,EQ,       102.60,                  3937640.75,38131
,V2RETAIL,BE,       114.35,                 12267724.80,107814
,VADILALIND,EQ,       807.25,                  2567200.70,3188
,VAIBHAVGBL,EQ,      2605.10,                 36721371.35,14058
,VAISHALI,BE,        52.20,                  9617012.90,187064
,VAKRANGEE,EQ,        64.80,                381879453.40,5932135
,VALIANTORG,EQ,      1501.15,                153875946.80,102908
,VARDHACRLC,EQ,        40.20,                  1988511.90,49169
,VARDMNPOLY,EQ,        15.55,                   798870.30,52079
,VARROC,EQ,       415.15,                 78056542.85,188410
,VASA,SM,         5.70,                    85800.00,16000
,VASCONEQ,BE,        14.20,                  1947238.65,137519
,VASWANI,EQ,         6.85,                    74354.50,10812
,VBL,EQ,       911.00,                399494260.90,437195
,VCL,SM,        20.70,                   366300.00,18000
,VEDL,EQ,       176.40,               2318606032.45,13052552
,VENKEYS,EQ,      1551.70,                176012462.15,112974
,VENUSREM,EQ,       163.95,                  5826785.70,35898
,VERTOZ,EQ,       227.00,                  7599633.80,33757
,VESUVIUS,EQ,      1123.50,                  6811974.30,6047
,VETO,EQ,        92.65,                  2954076.55,32353
,VGUARD,EQ,       215.75,                235607087.70,1073619
,VHL,EQ,      1466.80,                   585202.95,400
,VICEROY,BE,         3.20,                   127154.40,39200
,VIDEOIND,BZ,         6.25,                  3249559.55,535774
,VIDHIING,EQ,       123.35,                  2438817.40,19747
,VIJIFIN,BE,          .80,                   156537.25,197117
,VIKASECO,EQ,         4.05,                 45227061.05,11367546
,VIKASMCORP,EQ,         5.00,                 33797351.85,6750418
,VIKASPROP,EQ,         3.20,                 12423055.20,3954682
,VIKASWSP,EQ,         4.80,                  1414597.60,297714
,VIMTALABS,EQ,       174.75,                 10721768.80,62443
,VINATIORGA,EQ,      1307.75,                167752425.75,130041
,VINDHYATEL,EQ,       829.40,                  6031850.10,7253
,VINYLINDIA,EQ,       120.95,                  6509021.10,53721
,VIPCLOTHNG,BE,        15.75,                  2487063.05,153457
,VIPIND,EQ,       357.45,                 87738390.25,243562
,VIPULLTD,EQ,        21.85,                   167657.20,7612
,VISAKAIND,EQ,       391.55,                  6078054.20,15509
,VISASTEEL,EQ,         7.30,                    96264.60,13084
,VISHAL,EQ,        48.55,                   406703.35,8377
,VISHNU,EQ,       186.75,                  2424843.50,12825
,VISHWARAJ,EQ,       121.80,                  2754266.10,22342
,VIVIDHA,BE,         1.70,                  3934590.60,2324569
,VIVIMEDLAB,EQ,        17.95,                  1842611.40,102690
,VLSFINANCE,EQ,        79.40,                  4208853.85,53538
,VMART,EQ,      2418.75,                 38207139.30,15895
,VOLTAMP,EQ,      1224.30,                 11008968.20,8971
,VOLTAS,EQ,       912.20,               2516349311.55,2750870
,VRLLOG,EQ,       194.90,                 59612538.10,305395
,VSSL,EQ,       129.55,                  2327657.80,18016
,VSTIND,EQ,      3644.35,                 17411951.05,4772
,VSTTILLERS,EQ,      1921.25,                 11874606.35,6176
,VTL,EQ,      1062.00,                 16145787.70,15234
,WABAG,EQ,       217.90,                 80189928.90,364708
,WABCOINDIA,EQ,      5651.40,                 12537120.50,2221
,WALCHANNAG,EQ,        68.95,                 20790710.10,297562
,WANBURY,BZ,        55.00,                  1648405.00,30116
,WATERBASE,EQ,       122.40,                 18778485.40,152148
,WEBELSOLAR,EQ,        46.20,                 60362141.70,1232583
,WEIZMANIND,EQ,        44.80,                   772141.95,17347
,WELCORP,EQ,       138.50,                100208572.95,722402
,WELENT,EQ,        82.70,                  8909776.40,107759
,WELINV,EQ,       361.45,                  1025717.80,2847
,WELSPUNIND,EQ,        68.75,                 24100025.65,349346
,WENDT,EQ,      3365.95,                  8727026.60,2580
,WESTLIFE,EQ,       470.20,                 85269508.60,180332
,WFL,SM,        58.70,                    93920.00,1600
,WHEELS,EQ,       501.00,                  4898079.30,9764
,WHIRLPOOL,EQ,      2435.40,                120096023.55,48810
,WILLAMAGOR,EQ,        26.30,                  2905653.95,110634
,WINDMACHIN,BE,        17.60,                    51890.60,2984
,WIPL,BE,        51.40,                    20431.20,402
,WOCKPHARMA,EQ,       531.30,               1303800916.70,2507177
,WONDERLA,EQ,       207.25,                  5625691.85,27121
,WORTH,EQ,        62.15,                 31619493.10,487860
,WSI,BE,         3.95,                    19935.45,5203
,WSTCSTPAPR,EQ,       190.45,                 33794664.30,178699
,XCHANGING,EQ,        86.15,                 13330958.00,155248
,XELPMOC,EQ,       311.95,                  7397843.60,23489
,XPROINDIA,BE,        37.20,                   115972.35,3173
,YAARII,EQ,       108.55,                 43665451.25,395414
,YESBANK,EQ,        17.85,               2521392389.90,141291865
,ZEEL,EQ,       229.35,               2139973126.75,9349315
,ZEEL,P2,         4.00,                   534868.35,134784
,ZEELEARN,EQ,        13.75,                  6102579.35,443105
,ZEEMEDIA,EQ,         5.60,                  6682896.20,1192156
,ZENITHEXPO,BE,        78.00,                   205822.45,2690
,ZENITHSTL,EQ,         1.10,                   270184.20,245622
,ZENSARTECH,EQ,       238.90,                 31739222.90,133769
,ZENTEC,EQ,        96.45,                 41593518.65,425412
,ZICOM,BZ,         2.35,                    16084.85,6802
,ZODIAC,SM,        14.00,                    56000.00,4000
,ZODIACLOTH,EQ,       111.60,                 22130223.50,197649
,ZODJRDMKJ,EQ,        29.15,                   105456.60,3585
,ZOTA,EQ,       164.55,                  1721499.95,10469
,ZUARI,EQ,       104.35,                 10053269.15,95497
,ZUARIGLOB,BE,       107.10,                 11180313.85,103768
,ZYDUSWELL,EQ,      2023.40,                 43486391.90,21569
