,14-Jul-2021
The Nifty witnessed an intraday movement of about 113.15 points.The closing index was 0.26 % up as compared to the previous closing index.

, Traded Value (Rs. In Crores), 57970.23
, Traded Quantity (in Lakhs), 23186.97
, Number of Trades, 20439300
, Total Market Capitalisation (Rs. Crores), 23126772.77

,INDEX,PREVIOUS CLOSE,OPEN,HIGH,LOW,CLOSE,GAIN/LOSS
,Nifty 50,     15812.35,     15808.70,     15877.35,     15764.20,     15853.95,41.6
,NIFTY50 EQL Wgt,     17806.40,     17801.35,     17873.20,     17772.75,     17849.00,42.6
,NIFTY100 EQL Wgt,     18996.15,     19010.50,     19037.35,     18962.90,     19025.20,29.05
,NIFTY100 LowVol30,     12300.20,     12300.80,     12357.65,     12290.80,     12347.55,47.35
,NIFTY Alpha 50,     27407.45,     27520.55,     27600.15,     27430.65,     27522.80,115.35
,NIFTY MIDCAP 150,     10401.20,     10425.50,     10454.45,     10420.50,     10435.85,34.65
,NIFTY SMLCAP 50,      5093.00,      5101.70,      5154.90,      5095.20,      5147.55,54.55
,NIFTY SMLCAP 250,      8901.45,      8928.00,      8951.15,      8908.05,      8917.10,15.65
,NIFTY MIDSML 400,      9859.10,      9884.15,      9906.75,      9879.45,      9887.00,27.9
,NIFTY200 QUALTY30,     13471.55,     13500.30,     13557.45,     13477.45,     13549.50,77.95
,Nifty FinSrv25 50,     16911.35,     16894.60,     16936.85,     16814.55,     16874.15,-37.2
,NIFTY AlphaLowVol,     15804.70,     15837.70,     15912.10,     15816.35,     15899.85,95.15
,Nifty200Momentm30,     17982.00,     18046.00,     18093.95,     17977.90,     18063.60,81.6
,Nifty100ESGSecLdr,      2683.15,      2684.25,      2693.85,      2675.85,      2691.30,8.15
,Nifty IT,     28439.75,     28581.25,     29376.90,     28534.85,     29339.85,900.1
,Nifty Next 50,     38873.50,     38965.40,     38973.35,     38801.65,     38874.00,.5
,Nifty Bank,     35673.40,     35585.85,     35804.05,     35434.75,     35668.25,-5.15
,NIFTY MIDCAP 100,     27560.75,     27616.85,     27689.70,     27571.70,     27623.30,62.55
,Nifty 500,     13628.85,     13638.30,     13678.80,     13606.35,     13661.10,32.25
,Nifty 100,     16055.60,     16058.15,     16112.00,     16009.10,     16091.50,35.9
,Nifty Midcap 50,      7641.10,      7657.50,      7672.50,      7642.05,      7654.50,13.4
,Nifty Realty,       380.80,       381.20,       381.20,       376.50,       377.20,-3.6
,Nifty Infra,      4398.25,      4397.90,      4411.75,      4394.75,      4402.15,3.9
,Nifty Energy,     19570.60,     19602.95,     19681.20,     19454.85,     19524.75,-45.85
,Nifty FMCG,     36110.30,     36124.75,     36153.20,     35912.25,     36073.20,-37.1
,Nifty MNC,     17605.80,     17626.85,     17663.95,     17605.30,     17647.95,42.15
,Nifty Pharma,     14460.05,     14457.00,     14547.55,     14424.05,     14507.00,46.95
,Nifty PSE,      3615.50,      3617.80,      3637.15,      3611.00,      3615.90,.4
,Nifty PSU Bank,      2492.65,      2492.10,      2496.35,      2476.30,      2480.15,-12.5
,Nifty Serv Sector,     22031.80,     22027.20,     22162.10,     21956.25,     22130.60,98.8
,India VIX,12.6225,12.6225,12.9600,10.4850,12.5900,-0.0325
,Nifty Auto,     10497.80,     10503.75,     10510.65,     10455.75,     10467.90,-29.9
,Nifty Metal,      5295.60,      5319.85,      5331.55,      5283.55,      5299.95,4.35
,Nifty Media,      1810.75,      1813.10,      1826.15,      1809.50,      1814.25,3.5
,NIFTY SMLCAP 100,     10190.45,     10221.90,     10259.50,     10204.20,     10235.80,45.35
,Nifty 200,      8392.90,      8396.35,      8421.40,      8373.85,      8411.75,18.85
,Nifty Div Opps 50,      3333.95,      3340.00,      3364.40,      3337.10,      3361.75,27.8
,Nifty Commodities,      5246.75,      5254.15,      5260.65,      5236.10,      5246.45,-.3
,Nifty Consumption,      6374.00,      6377.15,      6381.30,      6350.75,      6365.95,-8.05
,Nifty Fin Service,     16852.15,     16821.55,     16889.95,     16739.60,     16823.05,-29.1
,Nifty50 Div Point,        79.09,        80.35,        80.35,        80.35,        80.35,1.26
,Nifty100 Liq 15,      4045.90,      4042.60,      4059.40,      4032.25,      4048.70,2.8
,Nifty CPSE,      2068.25,      2071.45,      2083.15,      2070.15,      2076.30,8.05
,Nifty GrowSect 15,      7640.10,      7645.60,      7652.50,      7605.85,      7631.50,-8.6
,Nifty50 PR 2x Lev,      7504.90,      7500.75,      7565.55,      7458.85,      7543.70,38.8
,Nifty50 PR 1x Inv,       278.35,       278.45,       279.25,       277.25,       277.65,-.7
,Nifty50 TR 2x Lev,     10118.35,     10114.40,     10201.75,     10057.90,     10172.30,53.95
,Nifty50 TR 1x Inv,       239.85,       239.90,       240.55,       238.85,       239.20,-.65
,Nifty50 Value 20,      7991.35,      7999.00,      8085.05,      7991.55,      8075.35,84
,Nifty Mid Liq 15,      6475.15,      6481.15,      6483.30,      6452.90,      6474.30,-.85
,Nifty Pvt Bank,     18708.55,     18660.40,     18768.15,     18580.35,     18694.00,-14.55
,NIFTY100 Qualty30,      3623.30,      3627.50,      3634.80,      3618.90,      3632.10,8.8
,Nifty GS 8 13Yr,      2261.53,      2261.92,      2261.94,      2261.44,      2261.73,.2
,Nifty GS 10Yr,      2046.71,      2047.05,      2047.09,      2046.15,      2046.77,.06
,Nifty GS 10Yr Cln,       944.34,       944.34,       944.36,       943.92,       944.21,-.13
,Nifty GS 4 8Yr,      2424.63,      2425.02,      2427.23,      2423.62,      2427.10,2.47
,Nifty GS 11 15Yr,      2420.00,      2420.45,      2420.45,      2416.57,      2419.87,-.13
,Nifty GS 15YrPlus,      2575.34,      2575.84,      2575.84,      2571.23,      2571.68,-3.66
,Nifty GS Compsite,      2309.77,      2310.17,      2311.07,      2308.56,      2311.02,1.25

,ADVANCES,1029
,DECLINES,957
,UNCHANGED,64

,Total securities that have hit their price bands today,373

,TOP 25 Securities Today :
,SYMBOL,SERIES,PREV. CLOSE,CLOSE PRICE,%VAR, VALUE(Rs Crs)
,MINDTREE,EQ,      2495.70,      2703.05,8.31,2230.47
,TREJHARA,EQ,        59.60,                  2514799.75,41981
,TRENT,EQ,       917.95,                634402643.70,684507
,TRF,BE,       137.05,                  1050123.55,7630
,TRIDENT,EQ,        17.95,                387917288.25,21598047
,TRIGYN,EQ,       128.60,                 12918597.05,99820
,TRIL,EQ,        33.55,                 17641332.20,521858
,TRITURBINE,EQ,       123.20,                 22639393.40,181313
,TRIVENI,EQ,       199.20,                 97179546.55,489685
,TTKHLTCARE,EQ,       768.40,                128298528.60,164858
,TTKPRESTIG,EQ,      9157.10,                 86925265.00,9459
,TTL,BE,        63.60,                   672485.05,10602
,TTML,BE,        44.05,                409347574.65,9107222
,TV18BRDCST,EQ,        40.90,                324862471.85,7927020
,TVSELECT,EQ,       195.65,                 14273776.50,72149
,TVSMOTOR,EQ,       613.10,                765825386.10,1252814
,TVSSRICHAK,EQ,      2278.95,                 38628252.85,16764
,TVTODAY,EQ,       300.35,                 26034869.75,87139
,TVVISION,BE,         1.90,                     2565.00,1350
,TWL,EQ,        72.95,                 79402235.40,1082946
,UCALFUEL,EQ,       167.35,                  8302539.85,49389
,UCL,SM,        52.70,                   632400.00,12000
,UCOBANK,EQ,        14.10,                 58080628.00,4089857
,UFLEX,EQ,       541.45,                381063440.70,692096
,UFO,EQ,       101.30,                300571474.90,2970271
,UGARSUGAR,EQ,        35.80,                 25781901.70,705913
,UJAAS,BE,         2.95,                  2105239.30,709405
,UJJIVAN,EQ,       237.25,                615057251.50,2586699
,UJJIVANSFB,EQ,        30.80,                160739797.40,5196092
,UMANGDAIRY,EQ,        87.30,                 45851553.60,534421
,UMESLTD,BE,         4.30,                    83051.20,19300
,UNICHEMLAB,EQ,       330.90,                 16279086.60,49164
,UNIDT,EQ,       328.60,                  4122782.90,12461
,UNIENTER,EQ,       141.45,                 34543212.45,240478
,UNIONBANK,EQ,        36.85,                225016683.50,6091675
,UNITECH,BZ,         2.20,                  8570973.20,3892046
,UNITEDTEA,EQ,       349.30,                  1429232.75,4083
,UNIVASTU,EQ,        53.55,                  1805869.15,33857
,UNIVCABLES,EQ,       194.05,                  9095716.25,46780
,UNIVPHOTO,EQ,       298.95,                  3321469.15,10857
,URJA,EQ,         7.65,                 17196560.25,2237942
,USHAMART,EQ,        55.40,                140403029.25,2522725
,UTIAMC,EQ,       844.75,                691844307.30,816881
,UTIBANKETF,EQ,        35.75,                    82308.67,2307
,UTINEXT50,EQ,        40.29,                   165658.34,4099
,UTINIFTETF,EQ,      1663.84,                  3249383.99,1959
,UTISENSETF,EQ,       552.58,                   207990.36,377
,UTISXN50,EQ,        44.50,                    24176.53,541
,UTTAMSTL,EQ,         4.60,                 59464313.30,12946362
,UTTAMSUGAR,BE,       231.55,                 14586278.45,62850
,V2RETAIL,EQ,       135.30,                 21526514.55,157304
,VADILALIND,EQ,      1004.55,                  6659319.10,6635
,VAIBHAVGBL,EQ,       809.40,                 66900251.00,82536
,VAISHALI,EQ,        43.15,                 10560612.50,246118
,VAKRANGEE,EQ,        38.90,                183103421.15,4699033
,VALIANTORG,EQ,      1451.20,                 51193367.00,35187
,VARDHACRLC,EQ,        63.50,                 30703013.90,477722
,VARDMNPOLY,EQ,        22.85,                   870404.35,37608
,VARROC,EQ,       354.35,                 45458339.90,127492
,VASA,SM,         5.75,                    69000.00,12000
,VASCONEQ,EQ,        24.65,                 23852740.40,957910
,VASWANI,EQ,        14.35,                  1423286.20,97994
,VBL,EQ,       777.90,                160522046.60,205546
,VCL,SM,        35.95,                   323700.00,9000
,VEDL,EQ,       271.75,                796303896.00,2925060
,VENKEYS,EQ,      3482.80,                210164652.80,60195
,VENUSREM,EQ,       440.85,                 45589522.05,100770
,VERTOZ,EQ,       154.45,                 62439182.85,405223
,VESUVIUS,EQ,      1181.75,                 15843974.90,13480
,VETO,EQ,       156.95,                 71545027.50,450404
,VGUARD,EQ,       258.45,                 73884632.20,284633
,VHL,EQ,      3478.45,                 35059972.70,9965
,VICEROY,BZ,         4.15,                   153927.10,37250
,VIDHIING,EQ,       260.65,                 31451724.50,119275
,VIJIFIN,BE,         1.35,                   213324.30,158018
,VIKASECO,BE,         2.00,                 79953588.05,41647240
,VIKASLIFE,EQ,         3.50,                161925975.90,47794301
,VIKASPROP,EQ,         2.60,                  3517137.85,1328829
,VIKASWSP,EQ,         6.15,                  2261635.25,365031
,VIMTALABS,EQ,       310.65,                 72875983.00,232938
,VINATIORGA,EQ,      1929.55,                198977381.85,103181
,VINDHYATEL,EQ,      1375.05,                 40775264.80,29365
,VINEETLAB,EQ,       102.45,                  1789084.35,17463
,VINYLINDIA,EQ,       161.75,                226041482.05,1390807
,VIPCLOTHNG,EQ,        18.55,                 20653445.75,1119405
,VIPIND,EQ,       409.80,                107904762.70,261409
,VIPULLTD,BE,        33.95,                   464626.50,13517
,VISAKAIND,EQ,       760.10,                 40863695.70,53419
,VISASTEEL,BE,        10.15,                   346848.40,34050
,VISHAL,EQ,        89.70,                 64349380.35,729668
,VISHNU,EQ,       610.75,                 10607924.65,17299
,VISHWARAJ,EQ,       143.10,                 18135543.50,126575
,VIVIDHA,BE,         1.00,                  1878427.45,1954796
,VIVIMEDLAB,BE,        25.00,                  4309329.05,171961
,VLSFINANCE,EQ,       241.00,                 56732194.00,231116
,VMARCIND,SM,        29.30,                  1346850.00,45000
,VMART,EQ,      3461.50,                306959272.65,90675
,VOLTAMP,EQ,      1609.35,                 47073961.40,28982
,VOLTAS,EQ,      1030.65,               2278614267.40,2198061
,VRLLOG,EQ,       315.70,                229927330.05,729611
,VSSL,EQ,       251.40,                 54283361.05,213036
,VSTIND,EQ,      3616.80,                 30671575.70,8461
,VSTTILLERS,EQ,      2007.50,                 16854802.05,8372
,VTL,EQ,      1586.55,                458819146.05,287261
,WABAG,EQ,       369.45,                 87194147.25,234071
,WABCOINDIA,EQ,      7304.30,                 43815645.75,6012
,WALCHANNAG,EQ,        71.45,                 23685952.85,327615
,WALPAR,ST,        54.15,                   974700.00,18000
,WANBURY,BE,        86.60,                   820848.60,9628
,WATERBASE,EQ,       133.60,                 66940782.50,505580
,WEALTH,BE,       198.00,                   801094.05,4089
,WEBELSOLAR,EQ,        71.00,                 46876946.10,644871
,WEIZMANIND,EQ,        70.25,                 24052001.00,345623
,WELCORP,EQ,       156.90,               1584800170.55,10024430
,WELENT,EQ,       109.65,                 40083542.40,365164
,WELINV,EQ,       472.75,                   303251.70,645
,WELSPUNIND,EQ,       122.50,               2952923177.70,24429837
,WENDT,EQ,      4521.45,                 16292675.35,3553
,WESTLIFE,EQ,       545.70,                 60027353.60,110223
,WHEELS,EQ,       662.25,                288515621.40,431565
,WHIRLPOOL,EQ,      2199.65,                165731756.05,74990
,WILLAMAGOR,EQ,        23.15,                   289814.85,12519
,WINDMACHIN,EQ,        34.00,                 40475366.45,1160274
,WIPL,BE,        65.10,                   124343.85,1906
,WOCKPHARMA,EQ,       537.90,                185295507.75,342865
,WONDERLA,EQ,       253.40,                 30619641.55,119324
,WORTH,EQ,       103.30,                 13346681.95,126243
,WSI,BE,         6.25,                     3200.00,512
,WSTCSTPAPR,EQ,       263.80,                 72188269.35,271325
,XCHANGING,EQ,        91.65,                230102484.30,2538344
,XELPMOC,EQ,       471.40,                 33817425.20,71930
,XPROINDIA,BE,       230.00,                  6039451.35,26268
,YAARII,BE,       106.95,                 13715241.05,127331
,YESBANK,EQ,        13.05,                481078120.45,36945483
,ZEEL,EQ,       214.25,                838480573.10,3920568
,ZEEL,P2,         1.95,                  1029791.50,527793
,ZEELEARN,EQ,        15.90,                 12783096.50,801560
,ZEEMEDIA,EQ,        13.00,                 44386642.85,3383985
,ZENITHEXPO,BE,        86.00,                   159289.00,1845
,ZENITHSTL,BE,         1.10,                    36253.80,32958
,ZENSARTECH,EQ,       337.80,                859154643.30,2512752
,ZENTEC,EQ,        95.25,                106166754.55,1116593
,ZODIAC,SM,        17.20,                   339800.00,20000
,ZODIACLOTH,EQ,       146.85,                393999693.80,2672610
,ZODJRDMKJ,BE,        32.15,                   183923.40,5653
,ZOTA,EQ,       251.70,                 25664573.25,101809
,ZUARI,EQ,       154.70,                118613942.50,758194
,ZUARIGLOB,EQ,       169.30,                 52908536.25,313205
,ZYDUSWELL,EQ,      2188.65,                 29445823.05,13409
