,26-Jul-2021
The Nifty witnessed an intraday movement of about 96.35 points.The closing index was 0.2 % down as compared to the previous closing index.

, Traded Value (Rs. In Crores), 61528.46
, Traded Quantity (in Lakhs), 30087.53
, Number of Trades, 22351276
, Total Market Capitalisation (Rs. Crores), 23327563.15

,INDEX,PREVIOUS CLOSE,OPEN,HIGH,LOW,CLOSE,GAIN/LOSS
,Nifty 50,     15856.05,     15849.30,     15893.35,     15797.00,     15824.45,-31.6
,NIFTY50 EQL Wgt,     17846.70,     17848.20,     17903.85,     17801.85,     17848.05,1.35
,NIFTY100 EQL Wgt,     19125.10,     19145.55,     19180.60,     19075.15,     19135.25,10.15
,NIFTY100 LowVol30,     12475.75,     12475.20,     12529.15,     12452.05,     12480.75,5
,NIFTY Alpha 50,     28522.80,     28550.90,     28591.80,     28332.05,     28502.15,-20.65
,NIFTY MIDCAP 150,     10418.50,     10441.40,     10482.75,     10389.60,     10423.15,4.65
,NIFTY SMLCAP 50,      5257.70,      5258.20,      5279.90,      5236.90,      5262.60,4.9
,NIFTY SMLCAP 250,      9026.25,      9043.70,      9099.50,      9018.65,      9059.20,32.95
,NIFTY MIDSML 400,      9914.25,      9935.20,      9981.25,      9898.25,      9928.85,14.6
,NIFTY200 QUALTY30,     13723.50,     13723.30,     13793.50,     13708.10,     13737.95,14.45
,Nifty FinSrv25 50,     16682.55,     16661.25,     16705.80,     16558.35,     16639.15,-43.4
,NIFTY AlphaLowVol,     16141.85,     16141.85,     16212.15,     16115.05,     16159.60,17.75
,Nifty200Momentm30,     18215.20,     18273.00,     18338.80,     18149.85,     18246.95,31.75
,Nifty100ESGSecLdr,      2696.35,      2694.40,      2701.15,      2687.75,      2689.75,-6.6
,Nifty IT,     29894.30,     29886.20,     30139.20,     29859.60,     29940.40,46.1
,Nifty Next 50,     39312.35,     39371.80,     39459.75,     39167.95,     39351.30,38.95
,Nifty Bank,     35034.40,     34947.85,     35138.20,     34669.55,     34949.70,-84.7
,NIFTY MIDCAP 100,     27584.80,     27639.10,     27758.70,     27486.10,     27573.85,-10.95
,Nifty 500,     13687.00,     13692.20,     13731.10,     13648.45,     13675.10,-11.9
,Nifty 100,     16119.10,     16117.25,     16156.20,     16066.15,     16094.20,-24.9
,Nifty Midcap 50,      7574.35,      7592.60,      7614.50,      7537.55,      7549.05,-25.3
,Nifty Realty,       401.05,       401.15,       406.90,       396.20,       397.20,-3.85
,Nifty Infra,      4456.35,      4455.30,      4474.25,      4435.70,      4446.50,-9.85
,Nifty Energy,     19503.80,     19491.50,     19496.55,     19273.45,     19300.10,-203.7
,Nifty FMCG,     36558.65,     36639.15,     36746.50,     36459.05,     36486.75,-71.9
,Nifty MNC,     17755.85,     17773.05,     17819.65,     17688.20,     17779.35,23.5
,Nifty Pharma,     14597.85,     14604.65,     14711.20,     14591.85,     14652.55,54.7
,Nifty PSE,      3597.90,      3597.25,      3614.20,      3580.45,      3589.90,-8
,Nifty PSU Bank,      2428.05,      2428.95,      2429.95,      2405.55,      2408.55,-19.5
,Nifty Serv Sector,     22015.30,     21980.65,     22067.35,     21893.80,     21989.00,-26.3
,India VIX,11.7625,11.7625,12.5400,10.3950,12.4500,0.6875
,Nifty Auto,     10201.35,     10204.65,     10212.65,     10127.15,     10137.95,-63.4
,Nifty Metal,      5353.80,      5402.60,      5421.90,      5350.00,      5387.40,33.6
,Nifty Media,      1754.00,      1760.10,      1786.35,      1755.95,      1759.55,5.55
,NIFTY SMLCAP 100,     10406.95,     10416.10,     10462.25,     10380.75,     10434.75,27.8
,Nifty 200,      8422.70,      8424.05,      8446.30,      8395.25,      8411.00,-11.7
,Nifty Div Opps 50,      3396.20,      3397.05,      3410.55,      3390.65,      3395.90,-.3
,Nifty Commodities,      5303.25,      5320.40,      5328.25,      5283.75,      5307.00,3.75
,Nifty Consumption,      6433.40,      6435.15,      6460.05,      6419.50,      6426.25,-7.15
,Nifty Fin Service,     16611.05,     16574.50,     16632.10,     16462.55,     16574.85,-36.2
,Nifty50 Div Point,        89.87,        89.87,        89.87,        89.87,        89.87,0
,Nifty100 Liq 15,      4086.60,      4087.85,      4096.10,      4060.65,      4072.90,-13.7
,Nifty CPSE,      2040.60,      2039.00,      2055.10,      2031.40,      2042.65,2.05
,Nifty GrowSect 15,      7671.30,      7683.15,      7701.85,      7657.40,      7663.35,-7.95
,Nifty50 PR 2x Lev,      7536.95,      7528.50,      7570.40,      7481.05,      7504.90,-32.05
,Nifty50 PR 1x Inv,       277.75,       277.90,       278.80,       277.15,       278.35,.6
,Nifty50 TR 2x Lev,     10175.30,     10163.90,     10220.45,     10099.85,     10132.05,-43.25
,Nifty50 TR 1x Inv,       239.15,       239.30,       240.05,       238.65,       239.70,.55
,Nifty50 Value 20,      8131.80,      8140.55,      8164.45,      8112.20,      8118.45,-13.35
,Nifty Mid Liq 15,      6388.10,      6386.05,      6422.20,      6314.00,      6339.20,-48.9
,Nifty Pvt Bank,     18287.15,     18281.05,     18386.90,     18137.90,     18270.80,-16.35
,NIFTY100 Qualty30,      3648.80,      3647.80,      3662.85,      3643.90,      3647.70,-1.1
,Nifty GS 8 13Yr,      2261.96,      2262.35,      2262.75,      2262.01,      2262.69,.73
,Nifty GS 10Yr,      2045.98,      2046.33,      2046.64,      2044.08,      2045.00,-.98
,Nifty GS 10Yr Cln,       942.11,       942.11,       942.26,       941.08,       941.50,-.61
,Nifty GS 4 8Yr,      2434.91,      2435.30,      2437.56,      2435.30,      2436.39,1.48
,Nifty GS 11 15Yr,      2419.72,      2420.17,      2422.11,      2420.17,      2420.56,.84
,Nifty GS 15YrPlus,      2582.03,      2582.53,      2590.21,      2582.53,      2588.93,6.9
,Nifty GS Compsite,      2316.27,      2316.67,      2318.83,      2316.67,      2317.72,1.45

,ADVANCES,969
,DECLINES,1062
,UNCHANGED,71

,Total securities that have hit their price bands today,452

,TOP 25 Securities Today :
,SYMBOL,SERIES,PREV. CLOSE,CLOSE PRICE,%VAR, VALUE(Rs Crs)
,ZOMATO,EQ,       126.00,       140.65,11.63,3362.03
,TCIDEVELOP,EQ,       359.00,                   579140.15,1591
,TCIEXP,EQ,      1581.90,                 72675299.50,45295
,TCIFINANCE,EQ,         5.60,                    20690.95,3601
,TCNSBRANDS,EQ,       584.85,                  7120655.25,12207
,TCPLPACK,EQ,       555.45,                 17181450.45,30546
,TDPOWERSYS,EQ,       196.35,                 11636250.10,58521
,TEAMLEASE,EQ,      4005.80,                 58610652.00,14663
,TECHIN,EQ,         5.10,                   139635.20,27095
,TECHNOE,EQ,       309.85,                 15996176.30,51492
,TECHNOFAB,BZ,         6.40,                    65423.50,10613
,TEJASNET,BE,       211.15,                 35605869.50,168666
,TEMBO,EQ,       208.85,                 20287753.50,97129
,TERASOFT,EQ,        71.35,                 13025497.35,179111
,TEXINFRA,EQ,        63.95,                  2349599.60,36739
,TEXMOPIPES,EQ,        56.20,                 36069883.55,646336
,TEXRAIL,EQ,        36.95,                 84036305.50,2256833
,TFCILTD,EQ,        75.05,                 18578942.50,244789
,TFL,EQ,         5.65,                    76027.60,13332
,TGBHOTELS,EQ,         8.35,                   450766.25,54806
,THANGAMAYL,EQ,       857.15,                 17136914.30,19922
,THEINVEST,EQ,        98.00,                  4602398.10,46281
,THEJO,SM,      2533.65,                  2508565.00,1000
,THEMISMED,EQ,       937.65,                 31122567.65,32794
,THERMAX,EQ,      1421.15,                 81365898.35,56868
,THOMASCOOK,EQ,        57.85,                 21935875.65,374266
,THOMASCOTT,BE,        18.90,                    61732.65,3146
,THYROCARE,EQ,      1308.30,                184501406.25,140645
,TI,BE,        41.15,                  6157847.50,149168
,TIDEWATER,BE,      3127.15,                  3477390.80,1112
,TIIL,EQ,       646.10,                 66827406.05,101845
,TIINDIA,EQ,      1102.10,                105537922.00,96315
,TIJARIA,BE,         7.65,                   135325.20,17135
,TIL,EQ,       185.55,                  1675556.35,9129
,TIMESGTY,EQ,        57.10,                   657117.30,11559
,TIMETECHNO,EQ,        83.10,                 29167918.30,350939
,TIMKEN,EQ,      1596.95,                106550021.50,67505
,TINPLATE,EQ,       249.10,                300415426.70,1206104
,TIPSINDLTD,BE,      1178.00,                 12816810.85,10675
,TIRUMALCHM,EQ,       192.55,                661939484.70,3488437
,TIRUPATI,SM,        42.00,                  1764000.00,42000
,TIRUPATIFL,BE,        60.80,                    93206.40,1533
,TMRVL,EQ,        20.20,                  5310197.70,256281
,TNPETRO,EQ,       139.40,                269562168.45,1936407
,TNPL,EQ,       143.15,                 15285350.70,105983
,TNTELE,BE,        14.35,                   171267.25,11935
,TOKYOPLAST,EQ,       107.50,                  2747878.75,25326
,TORNTPOWER,EQ,       467.40,                445203499.35,955011
,TOTAL,EQ,        60.15,                  6791016.60,110606
,TOUCHWOOD,EQ,       107.90,                  1431772.20,13198
,TPLPLASTEH,EQ,       270.45,                  3350428.60,12313
,TRANSWIND,SM,         5.05,                    60600.00,12000
,TREEHOUSE,BE,        11.00,                   428390.65,38675
,TREJHARA,EQ,        68.40,                 18936660.80,274331
,TRENT,EQ,       891.05,                544230050.55,613423
,TRF,BE,       119.85,                  1035597.20,8658
,TRIDENT,EQ,        17.10,                259304603.25,15041682
,TRIGYN,EQ,       153.10,                 61942990.85,396329
,TRIL,EQ,        33.60,                  7019588.95,206779
,TRITURBINE,EQ,       127.60,                 15341733.35,119756
,TRIVENI,EQ,       172.30,                549213265.60,3188124
,TTKHLTCARE,EQ,       781.90,                 24198753.20,30493
,TTKPRESTIG,EQ,      9230.90,                 86857438.05,9321
,TTL,EQ,        69.25,                  2411927.35,34637
,TTML,BE,        38.15,                245369754.35,6544123
,TV18BRDCST,EQ,        38.15,                460046191.85,11799996
,TVSELECT,EQ,       183.80,                  9553053.50,51554
,TVSMOTOR,EQ,       584.85,                426911991.55,729372
,TVSSRICHAK,EQ,      2179.00,                 25126080.60,11559
,TVTODAY,EQ,       297.75,                 13765502.60,46122
,TVVISION,EQ,         1.85,                   378551.40,209522
,TWL,EQ,        79.50,                310156928.95,3973043
,UCALFUEL,EQ,       165.25,                 17723332.15,108850
,UCOBANK,EQ,        13.50,                 44741978.45,3304956
,UFLEX,EQ,       513.15,                187476286.75,361905
,UFO,EQ,       101.95,                 69752876.00,667877
,UGARSUGAR,EQ,        33.65,                 15694031.10,462015
,UJAAS,EQ,         2.85,                  5438678.45,1964245
,UJJIVAN,EQ,       235.05,                 78760129.65,333994
,UJJIVANSFB,EQ,        29.10,                 52310075.75,1791840
,UMANGDAIRY,EQ,        88.90,                 23241917.20,259228
,UMESLTD,EQ,         4.05,                   152611.10,37089
,UNICHEMLAB,EQ,       334.50,                  9240200.80,27552
,UNIDT,EQ,       370.80,                 50897790.75,134608
,UNIENTER,EQ,       137.10,                  4013290.80,29170
,UNIINFO,SM,        20.35,                    81400.00,4000
,UNIONBANK,EQ,        36.05,                197460200.20,5432778
,UNITECH,BZ,         1.80,                  2451682.80,1362046
,UNITEDTEA,EQ,       377.60,                 21931556.75,56468
,UNIVASTU,EQ,        52.45,                  1299765.80,25184
,UNIVCABLES,EQ,       184.15,                  9490275.75,50855
,UNIVPHOTO,EQ,       296.30,                  2853806.00,9632
,URJA,EQ,         7.20,                  8421444.00,1169645
,USHAMART,EQ,        69.65,                353184464.90,5048122
,UTIAMC,EQ,       926.35,                736904777.15,793658
,UTIBANKETF,EQ,        34.84,                   204984.45,5867
,UTINEXT50,EQ,        40.90,                   176964.27,4311
,UTINIFTETF,EQ,      1656.64,                  1474508.96,890
,UTISENSETF,EQ,       553.75,                   208122.94,376
,UTISXN50,EQ,        45.89,                    14786.12,323
,UTTAMSTL,EQ,         5.25,                  2129289.75,405579
,UTTAMSUGAR,BE,       217.15,                  6208466.85,28465
,V2RETAIL,EQ,       125.20,                  8141855.40,64576
,VADILALIND,EQ,      1026.50,                 25770830.70,24250
,VAIBHAVGBL,EQ,       782.85,                122241106.30,156164
,VAISHALI,EQ,        41.90,                  4888038.50,115017
,VAKRANGEE,EQ,        37.20,                 78337942.35,2083563
,VALIANTORG,EQ,      1434.05,                 61631429.70,42832
,VARDHACRLC,EQ,        62.45,                 37971776.05,601139
,VARDMNPOLY,EQ,        33.25,                  5785864.90,174774
,VARROC,EQ,       338.75,                 37988290.60,111718
,VASA,SM,         5.40,                   218800.00,40000
,VASCONEQ,EQ,        22.00,                  7676069.60,349893
,VASWANI,EQ,        13.75,                   885519.80,64688
,VBL,EQ,       751.05,                332899711.00,446644
,VCL,SM,        43.75,                   131250.00,3000
,VEDL,EQ,       272.10,               1981465884.25,7303590
,VENKEYS,EQ,      3162.70,                473358219.80,151154
,VENUSREM,EQ,       447.55,                 17431434.60,38345
,VERTOZ,EQ,       146.95,                 56480181.35,381706
,VESUVIUS,EQ,      1225.55,                 15797097.20,12893
,VETO,EQ,       130.30,                 35105552.45,272745
,VGUARD,EQ,       254.65,                119969646.10,471071
,VHL,EQ,      3241.30,                  3191114.90,982
,VICEROY,BZ,         3.65,                   181083.20,48530
,VIDHIING,EQ,       283.60,                 33799497.35,119148
,VIJIFIN,BE,         1.60,                  1136934.50,733037
,VIKASECO,EQ,         2.20,                 20518311.00,9326505
,VIKASLIFE,EQ,         4.70,                  9218645.80,1961414
,VIKASPROP,EQ,         2.65,                  2874712.25,1082827
,VIKASWSP,EQ,         5.65,                  1382312.00,241201
,VIMTALABS,EQ,       316.10,                 45538533.95,141383
,VINATIORGA,EQ,      1947.50,                 89867026.75,46146
,VINDHYATEL,EQ,      1367.45,                 25001768.40,18012
,VINEETLAB,EQ,       113.75,                  9635200.05,83604
,VINYLINDIA,EQ,       156.15,                  7294919.95,46462
,VIPCLOTHNG,EQ,        25.45,                 32455512.50,1286976
,VIPIND,EQ,       403.30,                 51040676.70,125056
,VIPULLTD,EQ,        41.05,                 26396845.40,640680
,VISAKAIND,EQ,       830.15,                179900200.15,214970
,VISASTEEL,EQ,        10.55,                  1479653.40,139761
,VISESHINFO,BE,          .20,                 15249939.95,71645482
,VISHAL,EQ,       105.80,                139510631.20,1333254
,VISHNU,EQ,       644.05,                 14344313.70,22005
,VISHWARAJ,EQ,       149.05,                 67963048.25,453553
,VIVIDHA,EQ,          .75,                 13102962.35,17033553
,VIVIMEDLAB,EQ,        23.60,                  3187919.60,134132
,VLSFINANCE,EQ,       244.40,                 46765354.15,191487
,VMARCIND,SM,        35.25,                   105750.00,3000
,VMART,EQ,      3354.35,                 64064614.25,19175
,VOLTAMP,EQ,      1530.50,                 10694870.70,6944
,VOLTAS,EQ,      1026.95,                709917454.05,686849
,VRLLOG,EQ,       308.85,                 92381500.20,304093
,VSSL,EQ,       261.65,                 73488393.10,279841
,VSTIND,EQ,      3495.95,                 29473270.70,8380
,VSTTILLERS,EQ,      2069.10,                 36850553.80,17615
,VTL,EQ,      1815.90,                315311448.45,173650
,WABAG,EQ,       357.45,                115161108.15,324875
,WABCOINDIA,EQ,      7070.75,                 28390580.35,3998
,WALCHANNAG,EQ,        68.55,                  7504423.75,108524
,WALPAR,ST,        37.95,                   303600.00,8000
,WANBURY,BE,        86.65,                  1013853.75,11701
,WATERBASE,EQ,       127.50,                 29078376.20,227593
,WEALTH,BE,       200.75,                   107249.50,535
,WEBELSOLAR,EQ,        65.30,                 13259169.40,198736
,WEIZMANIND,EQ,        56.70,                  1189316.70,20837
,WELCORP,EQ,       145.80,                314862441.30,2129592
,WELENT,EQ,       109.05,                 15664788.45,143366
,WELINV,EQ,       432.60,                  2003850.60,4606
,WELSPUNIND,EQ,       125.50,                166667311.65,1324222
,WENDT,EQ,      4685.75,                 50881879.60,10616
,WESTLIFE,EQ,       548.25,                216455906.15,397765
,WEWIN,SM,        14.25,                    42750.00,3000
,WFL,SM,        92.00,                   289920.00,3200
,WHEELS,EQ,       899.85,                229623039.50,264663
,WHIRLPOOL,EQ,      2224.95,                428701999.75,194485
,WILLAMAGOR,EQ,        21.85,                   672762.85,30089
,WINDMACHIN,EQ,        40.00,                  6023853.25,150165
,WIPL,BE,        63.00,                    15117.20,238
,WOCKPHARMA,EQ,       549.65,                280696448.60,506424
,WONDERLA,EQ,       243.50,                 23077804.60,92808
,WORTH,EQ,       102.55,                  4399987.60,42764
,WSI,BE,         5.20,                     2605.20,501
,WSTCSTPAPR,EQ,       248.00,                 38688140.70,155564
,XCHANGING,EQ,       132.25,                277980110.30,2091936
,XELPMOC,BE,       425.55,                  3850793.30,9055
,XPROINDIA,EQ,       292.70,                 63109050.60,210027
,YAARII,BE,       108.40,                 16387832.65,150431
,YESBANK,EQ,        13.30,               3457806645.95,252916364
,ZEEL,EQ,       205.75,               1178903232.55,5690399
,ZEEL,P2,         2.00,                  3389754.55,1716296
,ZEELEARN,EQ,        15.85,                 96970312.15,6111026
,ZEEMEDIA,EQ,        12.75,                 84533319.65,6617458
,ZENITHEXPO,EQ,        87.30,                   295267.10,3358
,ZENITHSTL,BE,         1.35,                   120432.05,89664
,ZENSARTECH,EQ,       388.35,                712905639.35,1843611
,ZENTEC,EQ,        93.55,                 58818762.20,620885
,ZICOM,BZ,         1.55,                  1537666.75,1033813
,ZODIAC,SM,        18.05,                   146000.00,8000
,ZODIACLOTH,EQ,       137.85,                 17521637.10,124951
,ZODJRDMKJ,EQ,        32.30,                    72430.00,2222
,ZOMATO,EQ,       140.65,              33620324359.75,249723854
,ZOTA,EQ,       243.75,                  8368747.30,34424
,ZUARI,BE,       133.65,                  8481589.60,62979
,ZUARIGLOB,BE,       147.70,                 16274781.00,109830
,ZYDUSWELL,EQ,      2203.10,                 29295385.45,13232
