,10-Mar-2021
The Nifty witnessed an intraday movement of about 117.6 points.The closing index was 0.51 % up as compared to the previous closing index.

, Traded Value (Rs. In Crores), 54391.69
, Traded Quantity (in Lakhs), 25450.88
, Number of Trades, 17560913
, Total Market Capitalisation (Rs. Crores), 20808441.96

,INDEX,PREVIOUS CLOSE,OPEN,HIGH,LOW,CLOSE,GAIN/LOSS
,Nifty 50,     15098.40,     15202.15,     15218.45,     15100.85,     15174.80,76.4
,NIFTY50 EQL Wgt,     16326.50,     16452.05,     16465.45,     16331.10,     16428.90,102.4
,NIFTY100 EQL Wgt,     17245.80,     17366.35,     17383.25,     17243.60,     17338.20,92.4
,NIFTY100 LowVol30,     11373.80,     11458.05,     11459.40,     11390.05,     11431.60,57.8
,NIFTY Alpha 50,     22215.10,     22383.10,     22623.55,     22344.10,     22599.15,384.05
,NIFTY MIDCAP 150,      9100.55,      9171.35,      9195.45,      9124.80,      9169.25,68.7
,NIFTY SMLCAP 50,      4157.10,      4192.65,      4237.50,      4178.55,      4231.80,74.7
,NIFTY SMLCAP 250,      7112.40,      7165.15,      7191.45,      7139.10,      7187.95,75.55
,NIFTY MIDSML 400,      8390.80,      8455.10,      8476.25,      8416.40,      8462.20,71.4
,NIFTY200 QUALTY30,     12346.30,     12424.10,     12472.45,     12401.40,     12457.20,110.9
,Nifty FinSrv25 50,     16328.70,     16435.15,     16454.45,     16277.30,     16369.50,40.8
,NIFTY AlphaLowVol,     13925.00,     14013.20,     14074.40,     13986.75,     14052.95,127.95
,Nifty200Momentm30,     14597.20,     14719.60,     14825.25,     14674.05,     14802.60,205.4
,Nifty100ESGSecLdr,      2553.95,      2569.90,      2573.65,      2557.20,      2568.40,14.45
,Nifty IT,     25582.35,     25862.05,     26136.55,     25782.30,     26010.10,427.75
,Nifty Next 50,     34927.50,     35143.95,     35223.60,     34947.75,     35138.00,210.5
,Nifty Bank,     35865.65,     36112.25,     36176.90,     35764.35,     35938.30,72.65
,NIFTY MIDCAP 100,     24024.25,     24220.20,     24287.20,     24075.40,     24220.10,195.85
,Nifty 500,     12617.20,     12705.10,     12722.60,     12627.80,     12691.35,74.15
,Nifty 100,     15206.00,     15309.10,     15327.00,     15209.65,     15284.85,78.85
,Nifty Midcap 50,      6931.65,      6992.75,      7019.80,      6945.65,      6996.95,65.3
,Nifty Realty,       350.10,       353.85,       356.65,       350.85,       352.25,2.15
,Nifty Infra,      4247.50,      4278.65,      4281.30,      4234.40,      4256.30,8.8
,Nifty Energy,     19385.15,     19544.25,     19548.45,     19238.70,     19331.25,-53.9
,Nifty FMCG,     33215.85,     33393.05,     33424.50,     33220.00,     33402.75,186.9
,Nifty MNC,     16199.15,     16276.75,     16309.90,     16233.45,     16276.25,77.1
,Nifty Pharma,     12133.85,     12218.45,     12335.90,     12180.15,     12313.25,179.4
,Nifty PSE,      3277.60,      3308.70,      3309.15,      3250.30,      3270.50,-7.1
,Nifty PSU Bank,      2355.55,      2379.65,      2389.60,      2342.90,      2351.90,-3.65
,Nifty Serv Sector,     21308.85,     21452.80,     21491.60,     21326.30,     21416.55,107.7
,India VIX,22.4950,22.4950,22.4950,19.3150,20.7475,-1.7475
,Nifty Auto,     10464.25,     10525.75,     10613.60,     10511.15,     10559.30,95.05
,Nifty Metal,      3802.70,      3838.00,      3886.25,      3786.60,      3873.65,70.95
,Nifty Media,      1724.75,      1735.00,      1745.80,      1724.90,      1730.10,5.35
,NIFTY SMLCAP 100,      8323.90,      8392.20,      8446.05,      8362.60,      8439.35,115.45
,Nifty 200,      7865.90,      7920.60,      7930.90,      7869.65,      7909.55,43.65
,Nifty Div Opps 50,      3063.20,      3087.05,      3087.90,      3065.10,      3080.95,17.75
,Nifty Commodities,      4463.95,      4500.30,      4501.10,      4448.80,      4491.80,27.85
,Nifty Consumption,      5938.70,      5966.70,      5982.55,      5953.55,      5975.85,37.15
,Nifty Fin Service,     16649.75,     16745.45,     16772.55,     16610.35,     16689.70,39.95
,Nifty50 Div Point,       110.23,       110.23,       110.23,       110.23,       110.23,0
,Nifty100 Liq 15,      3790.20,      3815.10,      3821.25,      3786.25,      3810.20,20
,Nifty CPSE,      1892.15,      1905.35,      1906.20,      1870.20,      1881.90,-10.25
,Nifty GrowSect 15,      7252.10,      7287.95,      7299.40,      7247.10,      7268.95,16.85
,Nifty50 PR 2x Lev,      6972.35,      7067.50,      7081.00,      6974.55,      7042.25,69.9
,Nifty50 PR 1x Inv,       290.30,       288.35,       290.30,       288.05,       288.90,-1.4
,Nifty50 TR 2x Lev,      9297.95,      9424.85,      9442.90,      9300.95,      9391.20,93.25
,Nifty50 TR 1x Inv,       251.50,       249.80,       251.50,       249.55,       250.25,-1.25
,Nifty50 Value 20,      7382.15,      7445.25,      7466.25,      7410.00,      7447.70,65.55
,Nifty Mid Liq 15,      5841.50,      5892.70,      5925.55,      5873.75,      5904.10,62.6
,Nifty Pvt Bank,     19192.50,     19328.20,     19371.40,     19154.15,     19250.75,58.25
,NIFTY100 Qualty30,      3366.25,      3388.20,      3397.30,      3379.85,      3393.65,27.4
,Nifty GS 8 13Yr,      2201.44,      2201.82,      2202.88,      2199.88,      2199.88,-1.56
,Nifty GS 10Yr,      2003.01,      2003.34,      2005.31,      1997.22,      1998.03,-4.98
,Nifty GS 10Yr Cln,       942.79,       942.79,       943.73,       939.86,       940.24,-2.55
,Nifty GS 4 8Yr,      2355.59,      2355.95,      2357.38,      2354.07,      2354.48,-1.11
,Nifty GS 11 15Yr,      2352.46,      2352.89,      2354.19,      2350.03,      2350.26,-2.2
,Nifty GS 15YrPlus,      2606.90,      2607.39,      2607.39,      2603.63,      2605.34,-1.56
,Nifty GS Compsite,      2247.98,      2248.36,      2249.53,      2246.27,      2246.31,-1.67

,ADVANCES,1080
,DECLINES,851
,UNCHANGED,101

,Total securities that have hit their price bands today,321

,TOP 25 Securities Today :
,SYMBOL,SERIES,PREV. CLOSE,CLOSE PRICE,%VAR, VALUE(Rs Crs)
,TATAMOTORS,EQ,       315.20,       321.45,1.98,1883.22
,UFO,EQ,        84.15,                 11376113.60,134615
,UGARSUGAR,EQ,        18.00,                  2764327.85,153148
,UJAAS,BE,         2.85,                  3283444.40,1161547
,UJJIVAN,EQ,       238.60,                260251428.40,1072234
,UJJIVANSFB,EQ,        34.65,                105216781.80,3027726
,UMANGDAIRY,EQ,        60.90,                   493734.95,8082
,UMESLTD,BE,         3.65,                     6493.35,1779
,UNICHEMLAB,EQ,       330.55,                 10708075.70,32477
,UNIDT,EQ,       261.05,                 10732188.45,42021
,UNIENTER,EQ,        84.70,                  1623478.65,18996
,UNIINFO,SM,        17.00,                  1134900.00,72000
,UNIONBANK,EQ,        37.85,                229830192.45,6086552
,UNITECH,BZ,         1.90,                  5142099.90,2782409
,UNITEDTEA,EQ,       317.70,                  1701878.25,5406
,UNITY,BZ,          .95,                    15450.10,16839
,UNIVASTU,BE,        32.30,                    96368.85,3001
,UNIVCABLES,EQ,       145.05,                 11209017.50,76495
,UNIVPHOTO,EQ,       181.90,                   365680.80,2020
,URJA,BE,         6.55,                 14847193.75,2275215
,USHAMART,EQ,        33.85,                 52236731.40,1536837
,UTIAMC,EQ,       605.95,                 49618867.20,81924
,UTIBANKETF,EQ,        35.84,                   875312.55,24354
,UTINEXT50,EQ,       362.48,                   314044.13,867
,UTINIFTETF,EQ,      1576.80,                   713275.77,451
,UTISENSETF,EQ,       548.03,                   278433.75,510
,UTISXN50,EQ,        40.59,                    63078.83,1554
,UTTAMSTL,BE,         6.95,                   712586.95,101980
,UTTAMSUGAR,EQ,       103.40,                  4790454.10,46174
,V2RETAIL,EQ,       143.55,                  3644523.50,25084
,VADILALIND,EQ,       919.05,                 11021939.75,11886
,VAIBHAVGBL,EQ,      3959.35,                152438434.10,38694
,VAISHALI,BE,        36.95,                   403519.05,10856
,VAKRANGEE,EQ,        52.50,                 68282391.65,1300681
,VALIANTORG,EQ,      1250.35,                 38424406.90,30599
,VARDHACRLC,EQ,        39.25,                  1606376.20,40952
,VARDMNPOLY,EQ,        18.35,                   389552.15,21229
,VARROC,EQ,       405.15,                 23862479.75,58587
,VASCONEQ,EQ,        18.70,                 12340002.95,687512
,VASWANI,EQ,        10.90,                   502332.40,45741
,VBL,EQ,       989.40,                122377454.80,122907
,VCL,SM,        29.65,                  1242900.00,42000
,VEDL,EQ,       226.25,               5054858086.45,22508396
,VENKEYS,EQ,      1669.40,                 73535048.60,43987
,VENUSREM,EQ,       236.60,                 36181698.80,153163
,VERA,SM,        34.00,                   100425.00,3000
,VERTOZ,EQ,       294.05,                 58675224.35,196140
,VESUVIUS,EQ,      1035.40,                  2239922.15,2156
,VETO,EQ,       145.70,                  6270172.95,42664
,VGUARD,EQ,       226.70,                 84887346.55,374927
,VHL,EQ,      1811.90,                  1249524.20,687
,VICEROY,BE,         2.70,                    57700.95,21382
,VIDEOIND,BZ,         5.15,                  1119488.30,215818
,VIDHIING,EQ,       141.15,                 20288487.95,143781
,VIJIFIN,EQ,          .70,                    91430.85,129075
,VIKASECO,EQ,         2.60,                 24545168.90,9114222
,VIKASMCORP,EQ,         3.60,                 12517561.80,3505038
,VIKASPROP,EQ,         2.55,                  3311506.35,1276186
,VIKASWSP,EQ,         6.70,                 15304810.50,2221499
,VIMTALABS,EQ,       178.00,                 50006722.00,277217
,VINATIORGA,EQ,      1444.55,                 52098780.00,35985
,VINDHYATEL,EQ,       836.25,                  5659969.45,6743
,VINYLINDIA,EQ,       128.50,                 16548586.95,127069
,VIPCLOTHNG,BE,        15.65,                   633825.00,40500
,VIPIND,EQ,       401.00,                150717754.35,374909
,VIPULLTD,EQ,        35.30,                  5448867.05,159515
,VISAKAIND,EQ,       482.75,                  8629515.35,17791
,VISASTEEL,EQ,         6.90,                   412271.00,59682
,VISHAL,EQ,        73.10,                  6931488.20,94822
,VISHNU,EQ,       193.10,                   667834.45,3434
,VISHWARAJ,EQ,       125.60,                 26714794.40,214094
,VIVIDHA,BE,          .75,                   633299.10,848001
,VIVIMEDLAB,EQ,        20.65,                 68209314.75,3286199
,VLSFINANCE,EQ,        88.90,                  4217165.05,47324
,VMART,EQ,      2775.70,                 48707417.95,17533
,VOLTAMP,EQ,      1147.75,                  5918822.55,5144
,VOLTAS,EQ,      1061.60,               1555118551.05,1464757
,VRLLOG,EQ,       250.20,                 98992276.95,392284
,VSCL,SM,        14.50,                    87000.00,6000
,VSSL,EQ,       162.65,                  5022992.95,30797
,VSTIND,EQ,      3435.50,                 10390518.00,3021
,VSTTILLERS,EQ,      1892.20,                 11702919.75,6128
,VTL,EQ,      1190.25,                 92028334.00,77286
,WABAG,EQ,       267.00,                103124737.10,386809
,WABCOINDIA,EQ,      6296.95,                  8863851.45,1400
,WALCHANNAG,EQ,        69.45,                 33206349.85,474028
,WANBURY,BE,        87.35,                  5667662.15,64759
,WATERBASE,EQ,       112.40,                  8440081.30,74733
,WEALTH,EQ,       123.50,                  1337126.60,10675
,WEBELSOLAR,EQ,        40.75,                 13172761.75,324530
,WEIZMANIND,EQ,        49.80,                  1368382.10,27842
,WELCORP,EQ,       133.80,                 93995089.00,705456
,WELENT,EQ,       121.55,                 65695028.15,527186
,WELINV,EQ,       365.35,                  1486434.70,4058
,WELSPUNIND,EQ,        74.65,                250654616.70,3379233
,WENDT,EQ,      3323.80,                   386652.15,116
,WESTLIFE,EQ,       524.30,                 56581267.75,108068
,WFL,SM,        61.50,                    98400.00,1600
,WHEELS,EQ,       470.45,                  5701304.20,12063
,WHIRLPOOL,EQ,      2418.65,                107716235.35,44361
,WILLAMAGOR,EQ,        21.20,                   374636.50,17608
,WINDMACHIN,EQ,        23.70,                  2719869.25,112980
,WIPL,BE,        55.95,                    21360.50,390
,WOCKPHARMA,EQ,       493.10,                138722948.85,280715
,WONDERLA,EQ,       219.00,                199569658.50,878992
,WORTH,EQ,        56.40,                  1166481.45,20518
,WSI,EQ,         4.85,                   213861.00,43947
,WSTCSTPAPR,EQ,       250.65,                 34063782.25,135530
,XCHANGING,EQ,        70.30,                 12677885.35,178352
,XELPMOC,EQ,       271.05,                  7611734.75,27729
,XPROINDIA,EQ,        51.65,                  1059676.20,20396
,YAARII,EQ,       159.80,                 25595440.25,163885
,YESBANK,EQ,        16.05,                720568387.75,44844215
,ZEEL,EQ,       221.65,               1559734788.85,7032325
,ZEEL,P2,         1.95,                   193345.00,98865
,ZEELEARN,EQ,        11.45,                 10693933.40,930142
,ZEEMEDIA,EQ,         6.90,                 14387601.90,2099911
,ZENITHEXPO,EQ,        70.45,                   148316.65,2125
,ZENITHSTL,BE,         1.00,                    11301.00,11301
,ZENSARTECH,EQ,       286.50,                110800460.70,388541
,ZENTEC,EQ,        88.20,                 33991632.15,389624
,ZODIACLOTH,EQ,       113.00,                 21275678.05,185345
,ZODJRDMKJ,EQ,        27.75,                   342434.30,12165
,ZOTA,EQ,       150.60,                  1752223.75,11572
,ZUARI,EQ,        97.90,                 11076350.70,112546
,ZUARIGLOB,BE,        84.25,                  1863498.40,22087
,ZYDUSWELL,EQ,      1883.90,                 80542466.60,42660
