,02-Aug-2021
The Nifty witnessed an intraday movement of about 58.25 points.The closing index was 0.77 % up as compared to the previous closing index.

, Traded Value (Rs. In Crores), 66848.9
, Traded Quantity (in Lakhs), 29942.47
, Number of Trades, 23059355
, Total Market Capitalisation (Rs. Crores), 23581999.1

,INDEX,PREVIOUS CLOSE,OPEN,HIGH,LOW,CLOSE,GAIN/LOSS
,Nifty 50,     15763.05,     15874.90,     15892.90,     15834.65,     15885.15,122.1
,NIFTY50 EQL Wgt,     17858.85,     17981.90,     18017.60,     17932.60,     18005.50,146.65
,NIFTY100 EQL Wgt,     19140.55,     19263.70,     19323.50,     19210.20,     19312.10,171.55
,NIFTY100 LowVol30,     12337.95,     12406.50,     12415.90,     12369.45,     12397.70,59.75
,NIFTY Alpha 50,     28513.05,     28792.30,     28864.25,     28687.30,     28778.80,265.75
,NIFTY MIDCAP 150,     10506.15,     10574.30,     10651.65,     10567.60,     10644.90,138.75
,NIFTY SMLCAP 50,      5292.50,      5329.80,      5349.75,      5314.60,      5343.35,50.85
,NIFTY SMLCAP 250,      9131.30,      9207.25,      9234.35,      9186.60,      9206.20,74.9
,NIFTY MIDSML 400,     10007.90,     10078.70,     10127.90,     10071.60,     10124.00,116.1
,NIFTY200 QUALTY30,     13745.75,     13832.30,     13841.55,     13783.60,     13818.70,72.95
,Nifty FinSrv25 50,     16636.85,     16751.60,     16797.75,     16692.05,     16762.30,125.45
,NIFTY AlphaLowVol,     16112.75,     16201.50,     16252.40,     16162.80,     16204.10,91.35
,Nifty200Momentm30,     18737.05,     18873.40,     18979.70,     18755.20,     18936.45,199.4
,Nifty100ESGSecLdr,      2677.00,      2695.50,      2699.40,      2688.30,      2698.15,21.15
,Nifty IT,     30480.05,     30681.95,     30832.30,     30547.00,     30803.00,322.95
,Nifty Next 50,     39363.65,     39607.60,     39757.20,     39485.95,     39721.35,357.7
,Nifty Bank,     34584.35,     34760.90,     34861.75,     34588.25,     34710.00,125.65
,NIFTY MIDCAP 100,     27815.25,     27984.45,     28274.65,     27973.55,     28250.40,435.15
,Nifty 500,     13664.25,     13759.80,     13789.90,     13732.85,     13783.70,119.45
,Nifty 100,     16040.15,     16151.80,     16174.95,     16112.80,     16166.95,126.8
,Nifty Midcap 50,      7658.40,      7704.10,      7785.30,      7688.05,      7778.85,120.45
,Nifty Realty,       398.65,       400.65,       420.75,       400.10,       417.75,19.1
,Nifty Infra,      4432.30,      4460.35,      4503.30,      4450.35,      4500.00,67.7
,Nifty Energy,     18934.15,     19045.90,     19252.45,     18982.05,     19229.15,295
,Nifty FMCG,     36051.90,     36250.15,     36385.45,     36123.70,     36199.95,148.05
,Nifty MNC,     17762.40,     17883.20,     17994.40,     17866.00,     17957.65,195.25
,Nifty Pharma,     14425.30,     14516.00,     14588.65,     14381.65,     14474.95,49.65
,Nifty PSE,      3584.95,      3609.90,      3638.15,      3589.75,      3632.25,47.3
,Nifty PSU Bank,      2441.35,      2462.50,      2478.85,      2454.95,      2461.90,20.55
,Nifty Serv Sector,     21930.60,     22080.90,     22091.45,     21981.55,     22058.05,127.45
,India VIX,12.8025,12.8025,13.0900,11.5175,12.8050,0.0025
,Nifty Auto,     10048.50,     10162.75,     10190.30,     10114.10,     10183.45,134.95
,Nifty Metal,      5770.35,      5815.65,      5832.35,      5752.70,      5781.30,10.95
,Nifty Media,      1796.00,      1808.25,      1811.20,      1783.10,      1796.70,.7
,NIFTY SMLCAP 100,     10522.10,     10609.40,     10634.60,     10578.15,     10617.45,95.35
,Nifty 200,      8396.15,      8453.60,      8475.40,      8435.50,      8471.15,75
,Nifty Div Opps 50,      3402.85,      3422.75,      3435.00,      3414.60,      3432.30,29.45
,Nifty Commodities,      5387.05,      5416.45,      5459.65,      5390.25,      5448.00,60.95
,Nifty Consumption,      6372.35,      6418.55,      6430.80,      6407.80,      6424.15,51.8
,Nifty Fin Service,     16468.65,     16577.95,     16603.45,     16484.55,     16539.55,70.9
,Nifty50 Div Point,        99.58,       100.57,       100.57,       100.57,       100.57,.99
,Nifty100 Liq 15,      4088.10,      4115.90,      4125.85,      4104.25,      4113.95,25.85
,Nifty CPSE,      2043.00,      2049.00,      2052.10,      2036.35,      2045.75,2.75
,Nifty GrowSect 15,      7464.50,      7515.85,      7530.20,      7491.45,      7510.20,45.7
,Nifty50 PR 2x Lev,      7443.70,      7547.30,      7563.90,      7513.10,      7557.00,113.3
,Nifty50 PR 1x Inv,       279.55,       277.60,       278.25,       277.30,       277.45,-2.1
,Nifty50 TR 2x Lev,     10061.85,     10203.10,     10225.60,     10156.90,     10216.20,154.35
,Nifty50 TR 1x Inv,       240.55,       238.90,       239.45,       238.60,       238.75,-1.8
,Nifty50 Value 20,      8173.45,      8222.35,      8248.05,      8197.70,      8241.35,67.9
,Nifty Mid Liq 15,      6387.35,      6425.20,      6503.85,      6410.35,      6498.10,110.75
,Nifty Pvt Bank,     17975.85,     18055.70,     18130.95,     17980.70,     18036.65,60.8
,NIFTY100 Qualty30,      3634.95,      3660.35,      3661.25,      3647.70,      3655.50,20.55
,Nifty GS 8 13Yr,      2261.84,      2262.22,      2265.04,      2262.22,      2264.76,2.92
,Nifty GS 10Yr,      2041.77,      2042.12,      2043.80,      2042.12,      2042.88,1.11
,Nifty GS 10Yr Cln,       939.21,       939.21,       939.99,       939.21,       939.56,.35
,Nifty GS 4 8Yr,      2434.30,      2434.69,      2437.03,      2434.69,      2436.03,1.73
,Nifty GS 11 15Yr,      2414.79,      2415.23,      2419.38,      2415.23,      2418.07,3.28
,Nifty GS 15YrPlus,      2591.89,      2592.40,      2595.51,      2592.40,      2595.00,3.11
,Nifty GS Compsite,      2315.65,      2316.05,      2319.07,      2316.05,      2318.04,2.39

,ADVANCES,1329
,DECLINES,709
,UNCHANGED,69

,Total securities that have hit their price bands today,432

,TOP 25 Securities Today :
,SYMBOL,SERIES,PREV. CLOSE,CLOSE PRICE,%VAR, VALUE(Rs Crs)
,IRCTC,EQ,      2331.30,      2468.90,5.9,1815.96
,BIRET,RR,       264.89,                 26925424.00,101400
,BIRLACABLE,BE,       107.35,                  2653620.95,24647
,BIRLACORPN,EQ,      1482.55,                345602066.80,230929
,BIRLAMONEY,EQ,        74.30,                 21227868.00,283829
,BIRLATYRE,EQ,        28.45,                 11731687.60,407528
,BKMINDST,BE,         1.45,                   109369.15,75427
,BLBLIMITED,EQ,        13.85,                   319481.95,23071
,BLISSGVS,EQ,       126.50,               1531592863.90,12461473
,BLKASHYAP,EQ,        26.45,                 25436358.30,967963
,BLS,EQ,       151.00,                 61112451.50,402385
,BLUECHIP,BE,          .45,                    17817.15,39927
,BLUECOAST,BE,         6.45,                    15725.10,2438
,BLUEDART,EQ,      5447.65,                207552315.20,38427
,BLUESTARCO,EQ,       846.40,                 37525274.45,44337
,BODALCHEM,EQ,       121.00,                115423812.15,950993
,BOHRA,SM,         3.85,                     7700.00,2000
,BOMDYEING,EQ,       109.95,               1219462434.95,11254187
,BOROLTD,EQ,       219.65,                 30914744.65,141651
,BORORENEW,BE,       314.20,                 56712608.05,179762
,BPL,EQ,        39.40,                  3329884.15,84353
,BRFL,BE,         8.40,                  2837433.65,332792
,BRIGADE,EQ,       334.25,                524746752.40,1563984
,BRIGHT,SM,         5.30,                   618150.00,117000
,BRITANNIA,N2,        32.88,                   125802.15,3833
,BRITANNIA,N3,        29.33,                  6101853.53,208103
,BRNL,EQ,        35.40,                  2014727.80,56390
,BROOKS,EQ,        93.20,                  4836209.80,52325
,BSE,EQ,      1277.40,                898120100.85,704082
,BSHSL,BE,       331.05,                   923750.65,2813
,BSL,EQ,        69.40,                  4432276.05,62472
,BSLGOLDETF,EQ,      4388.55,                  1708711.95,389
,BSLNIFTY,EQ,       175.85,                   114722.94,653
,BSOFT,EQ,       397.20,                469789630.15,1175008
,BTML,SM,        76.00,                   182400.00,2400
,BURGERKING,EQ,       185.85,               1215017016.30,6519004
,BURNPUR,BE,         2.75,                   228137.25,82959
,BUTTERFLY,BE,       789.05,                 30938472.05,39146
,BVCL,BE,        24.15,                   632421.30,26217
,BYKE,EQ,        31.40,                  3235762.30,104439
,CADSYS,SM,        23.60,                   146200.00,6000
,CALSOFT,BE,        15.60,                   117764.40,7549
,CAMLINFINE,EQ,       190.70,                154888730.75,806923
,CAMS,EQ,      3497.35,               1567764343.80,450748
,CANBK,EQ,       155.60,               2362893123.55,15142755
,CANDC,BZ,         3.80,                    77950.50,20790
,CANFINHOME,EQ,       554.65,                410867454.25,737707
,CANTABIL,EQ,       406.05,                  4821576.80,11855
,CAPACITE,EQ,       241.40,                329846434.45,1349185
,CAPLIPOINT,EQ,       895.75,                403312457.30,446412
,CAPTRUST,EQ,       108.60,                   984023.95,9039
,CARBORUNIV,EQ,       708.00,               2086054082.90,2896245
,CAREERP,EQ,       166.90,                 29487480.85,171987
,CARERATING,EQ,       767.50,                725224797.70,954824
,CASTROLIND,EQ,       138.15,                150499131.25,1082877
,CCCL,BE,          .70,                   139167.05,198804
,CCHHL,BE,         7.90,                   956134.20,121652
,CCL,EQ,       428.85,                320952415.65,745110
,CDSL,BE,      1398.00,                568501710.80,409462
,CEATLTD,EQ,      1367.15,                257608976.05,187834
,CEBBCO,BE,        37.85,                  5622442.80,149947
,CELEBRITY,EQ,        14.30,                   536836.30,37541
,CENTENKA,EQ,       509.10,                266835795.45,528820
,CENTEXT,EQ,        10.00,                  4635751.40,462900
,CENTRALBK,EQ,        23.75,                223911469.75,9299440
,CENTRUM,EQ,        49.75,                293892403.50,5857829
,CENTUM,EQ,       530.40,                 34864288.80,64836
,CENTURYPLY,EQ,       432.15,                 42772247.35,99748
,CENTURYTEX,EQ,       822.60,               1766691453.65,2153873
,CERA,EQ,      4567.10,                266321205.40,58331
,CEREBRAINT,EQ,        60.80,                138488986.65,2228656
,CESC,EQ,       823.05,                475963052.80,569292
,CGCL,EQ,       543.95,                 30197402.90,55877
,CGPOWER,BE,        79.10,                145864564.25,1824356
,CHALET,EQ,       176.80,                 18967419.65,107284
,CHAMBLFERT,EQ,       310.25,                476573691.35,1535139
,CHEMBOND,EQ,       260.10,                181256100.85,706362
,CHEMCON,EQ,       522.40,                297143277.90,576330
,CHEMFAB,EQ,       180.35,                  6898523.20,37600
,CHENNPETRO,EQ,       114.45,                 69303891.00,603141
,CHOLAFIN,EQ,       526.45,               8187653958.25,15993336
,CHOLAHLDNG,EQ,       652.25,                103435755.20,158242
,CHROMATIC,BZ,         1.10,                   188935.50,169810
,CIGNITITEC,EQ,       573.45,                 81574083.20,139826
,CINELINE,EQ,        67.00,                 68465737.00,1029981
,CINEVISTA,BE,        15.50,                   419095.55,26979
,CKPLEISURE,SZ,         3.30,                    54800.00,16000
,CLEAN,EQ,      1666.45,                486322083.25,288875
,CLEDUCATE,EQ,       158.15,                 16059242.55,99172
,CLNINDIA,EQ,       617.80,                 40147558.20,64726
,CLSEL,EQ,       146.65,                 13263133.65,89883
,CMICABLES,EQ,        54.80,                  6282427.20,114193
,COCHINSHIP,EQ,       374.70,                 68434385.80,181830
,COFFEEDAY,EQ,        38.95,                 59041407.45,1503907
,COFORGE,EQ,      5142.10,               1063779861.20,207068
,COMPINFO,EQ,        30.35,                 13756282.85,450460
,COMPUSOFT,EQ,        14.35,                  1571004.05,109881
,CONFIPET,EQ,        62.65,                 27438589.90,434271
,CONSOFINVT,EQ,       126.05,                  2601881.25,20561
,CONTI,SM,         5.95,                   263806.95,46662
,CONTROLPR,EQ,       394.35,                  8798844.20,22200
,CORALFINAC,EQ,        53.40,                 23439513.85,443457
,CORDSCABLE,EQ,        63.20,                  2628310.80,41572
,COROMANDEL,EQ,       913.80,                707457387.50,770359
,COSMOFILMS,EQ,      1237.35,                112919649.25,92146
,COUNCODOS,EQ,         3.50,                   202387.50,57825
,COX&KINGS,BZ,         1.70,                   257714.10,154818
,CPSEETF,EQ,        26.00,                341717734.43,13138236
,CRAFTSMAN,EQ,      2062.30,                 84678593.95,41373
,CREATIVE,BE,       229.45,                 13424545.10,58787
,CREATIVEYE,EQ,         3.85,                    46432.20,12072
,CREDITACC,EQ,       655.55,                 30733467.30,46707
,CREST,BE,       120.05,                  1415833.95,11744
,CRISIL,EQ,      2996.80,                617009960.15,209175
,CROMPTON,EQ,       489.75,                858538711.85,1749240
,CSBBANK,EQ,       343.60,                 78658687.45,226679
,CTE,EQ,        93.95,                 15798925.35,168878
,CUB,EQ,       151.30,                244870141.70,1607938
,CUBEXTUB,EQ,        28.30,                   358423.75,12746
,CUMMINSIND,EQ,       860.45,                417234118.65,482392
,CUPID,EQ,       246.05,                 30861400.45,123719
,CYBERMEDIA,BE,        13.10,                   275314.40,20821
,CYBERTECH,EQ,       193.40,                 33965946.90,173979
,CYIENT,EQ,       990.00,                119435109.90,120497
,DAAWAT,EQ,        74.30,                147931289.15,1975121
,DALALSTCOM,BE,         1.45,                   103384.15,71002
,DALBHARAT,EQ,      2161.45,               1681804901.70,800584
,DALMIASUG,EQ,       472.65,                387001849.60,781773
,DAMODARIND,BE,        50.95,                  3233964.60,63594
,DANGEE,EQ,       184.35,                  1856262.75,10083
,DATAMATICS,EQ,       290.10,                 55849842.60,191113
,DBCORP,EQ,        93.50,                 39714766.40,422779
,DBL,EQ,       561.00,                 68709986.40,122066
,DBREALTY,EQ,        26.75,                 43786846.65,1649168
,DBSTOCKBRO,EQ,        14.10,                    75755.65,5346
,DCAL,EQ,       210.10,                 82491775.40,389775
,DCBBANK,EQ,       103.95,                 58836858.90,561265
,DCM,EQ,        57.95,                   708612.60,12228
,DCMFINSERV,BE,         2.95,                    38202.50,12950
,DCMNVL,EQ,       220.10,                 30902801.55,141363
,DCMSHRIRAM,EQ,       933.45,                 85653691.50,91850
,DCW,EQ,        38.90,                104114098.70,2652955
,DECCANCE,EQ,       771.15,                188378977.05,244839
,DEEPAKFERT,BE,       449.30,                269284173.15,600954
,DEEPAKNTR,EQ,      2061.30,               3491773064.45,1692703
,DEEPENR,BE,        50.70,                  1956751.75,38823
,DEEPINDS,EQ,       113.00,                140115981.65,1233576
,DELTACORP,EQ,       179.50,                227725780.20,1259985
,DELTAMAGNT,EQ,        54.40,                   378719.40,6967
,DEN,EQ,        54.05,                171401239.65,3183238
,DENORA,EQ,       416.95,                152243468.70,362537
,DEVIT,SM,       100.00,                   150000.00,1500
,DFMFOODS,EQ,       368.25,                 54175215.00,146968
,DGCONTENT,BE,        14.20,                   823200.85,57339
,DHAMPURSUG,EQ,       352.20,                113439362.10,318439
,DHANBANK,EQ,        17.40,                 22385093.45,1276805
,DHANI,EQ,       234.15,                424252818.20,1809850
,DHANILOANS,N7,      1009.00,                    10090.00,10
,DHANILOANS,NK,      1165.00,                   116500.00,100
,DHANILOANS,N8,      1165.00,                    11650.00,10
,DHANILOANS,N5,      1270.46,                    63523.00,50
,DHANILOANS,NC,       975.00,                   146251.25,150
,DHANIPP,E1,       109.25,                 15254787.30,138709
,DHANUKA,EQ,       927.70,                117577673.50,125581
,DHARSUGAR,BE,        21.10,                  1562096.30,74033
,DHUNINV,EQ,       666.30,                  5519428.40,8350
,DIAMONDYD,EQ,       722.15,                 21815724.35,29877
,DIAPOWER,BZ,          .80,                    24266.85,28461
,DICIND,EQ,       522.25,                 58083915.95,112080
,DIGISPICE,BE,        76.70,                 59435670.80,775171
,DISHTV,EQ,        14.05,                 31531109.05,2236805
,DIXON,EQ,      4348.60,                667930429.85,154217
,DLINKINDIA,EQ,       155.50,                 97062574.85,616435
,DNAMEDIA,EQ,         2.65,                   707345.25,272589
,DODLA,EQ,       613.85,                 49045004.65,79329
,DOLAT,EQ,       120.30,                 53477790.55,442931
,DOLLAR,EQ,       370.25,                327306208.45,893388
,DONEAR,EQ,        58.50,                 17610606.35,293882
,DPABHUSHAN,EQ,       189.50,                 28519026.55,143424
,DPSCLTD,EQ,        16.15,                  3897164.30,244171
,DPWIRES,EQ,       216.80,                 14903014.85,69348
,DQE,BZ,          .95,                    60719.20,66357
,DRCSYSTEMS,EQ,       287.40,                   499079.35,1726
,DREDGECORP,EQ,       393.55,                 69714786.95,176652
,DSML,SM,        16.45,                  1650900.00,102000
,DSSL,EQ,       146.85,                  2392425.80,16033
,DTIL,EQ,       546.40,                 20223050.50,37382
,DUCON,BE,        14.75,                   798011.20,53355
,DVL,EQ,       337.60,                104546945.65,313144
,DWARKESH,EQ,        76.65,                124852268.70,1619794
,DYNAMATECH,EQ,      1689.65,                  7709302.00,4539
,DYNPRO,EQ,       587.50,                112963986.90,190213
,E2E,SM,        49.00,                   196100.00,4000
,EASEMYTRIP,EQ,       449.25,               1993682036.80,4498121
,EASTSILK,EQ,         3.80,                    46337.20,12194
,EASUNREYRL,BZ,         3.15,                   102644.25,33637
,EBANK,EQ,      3856.52,                    11460.72,3
,EBBETF0423,EQ,      1141.80,                  8288270.21,7259
,EBBETF0425,EQ,      1052.32,                  3804564.48,3622
,EBBETF0430,EQ,      1160.98,                  9202572.68,7936
,EBBETF0431,EQ,      1042.34,                 12238656.90,11744
,EBIXFOREX,EQ,       621.25,                  1642582.95,2630
,EC2RG,MF,        10.68,                    42720.00,4000
,ECLERX,BE,      2309.30,                 51872000.10,22548
,ECLFINANCE,NN,      1250.00,                   183889.50,145
,ECLFINANCE,NM,      1043.00,                    88655.25,85
,ECLFINANCE,NI,       980.00,                    19749.00,20
,ECLFINANCE,NJ,       949.99,                    49179.70,52
,ECLFINANCE,NO,       987.25,                    39473.00,40
,ECLFINANCE,NQ,      1240.10,                    12401.00,10
,ECLFINANCE,NR,       990.88,                  2771590.37,2793
,ECLFINANCE,NG,       981.00,                   557418.00,568
,ECLFINANCE,NK,       897.75,                  1270663.20,1415
,EDELWEISS,EQ,        96.20,                916457578.10,9569130
,EDUCOMP,BZ,         3.80,                   383264.65,98927
,EHFLNCD,N5,       980.00,                     4900.00,5
,EHFLNCD,N6,       941.00,                    43266.05,46
,EIDPARRY,EQ,       429.85,                144613151.35,332713
,EIFFL,SM,        81.00,                    64800.00,800
,EIHAHOTELS,EQ,       342.35,                  2212467.75,6448
,EIHOTEL,EQ,       111.25,                 32588162.55,291661
,EIMCOELECO,EQ,       463.25,                  5276125.30,11325
,EKC,BE,        96.15,                 18800511.10,191732
,ELECON,EQ,       145.50,                200940280.95,1398207
,ELECTCAST,EQ,        39.25,                 41603399.05,1063470
,ELECTHERM,EQ,       147.35,                  3320373.95,22146
,ELGIEQUIP,EQ,       225.00,                356215386.00,1593668
,ELGIRUBCO,EQ,        43.55,                 24087109.55,541383
,EMAMILTD,EQ,       569.80,               1736017769.90,3053938
,EMAMIPAP,EQ,       195.90,                118269491.30,607038
,EMAMIREAL,EQ,        81.05,                 15374648.05,190261
,EMBASSY,RR,       362.52,                 79260976.00,218600
,EMCO,BZ,         2.35,                    84131.55,37389
,EMKAY,EQ,       126.35,                 49911127.05,400765
,EMMBI,EQ,       113.90,                  6252128.85,54423
,ENDURANCE,EQ,      1755.50,                364802165.50,206028
,ENERGYDEV,EQ,        11.50,                   692016.05,60259
,ENGINERSIN,EQ,        74.60,                105455966.80,1406112
,ENIL,EQ,       225.40,                114219351.50,516326
,EPL,EQ,       255.75,                100898682.90,395513
,EQ30,EQ,       388.39,                   515649.25,1331
,EQUITAS,EQ,       126.45,                293506025.05,2348464
,EQUITASBNK,EQ,        60.70,                143639285.95,2375706
,ERFLNCDI,N6,       910.80,                     9108.00,10
,ERFLNCDI,N5,       916.00,                    82390.00,90
,ERIS,EQ,       779.15,                152256282.45,193685
,EROSMEDIA,EQ,        24.70,                  7691415.30,309038
,ESABINDIA,EQ,      1925.25,                  9937467.00,5162
,ESCORTS,EQ,      1200.25,               2601806706.95,2207108
,ESSARSHPNG,EQ,        11.05,                  1273958.30,116118
,ESTER,EQ,       141.75,                 44382457.95,314469
,EUROMULTI,BZ,         1.45,                    32241.55,22560
,EUROTEXIND,BE,        12.20,                     1898.50,155
,EVEREADY,EQ,       376.90,                238088042.45,634760
,EVERESTIND,EQ,       499.95,                191863982.05,384019
,EXCEL,BE,         3.70,                   137562.40,37667
,EXCELINDUS,EQ,      1168.70,                 22535090.20,19244
,EXIDEIND,EQ,       176.00,                638149185.65,3602785
,EXPLEOSOL,BE,      1183.70,                 17606578.10,15075
,FACT,EQ,       138.15,                 56556146.25,403161
,FAIRCHEMOR,EQ,      1934.80,                298029233.30,155275
,FCL,EQ,       104.20,                 57769076.40,550994
,FCONSUMER,EQ,         9.00,                 94156446.90,10723536
,FCSSOFT,BE,         2.30,                 18948605.15,8348160
,FDC,EQ,       371.75,                 67763301.10,180608
,FEDERALBNK,EQ,        86.55,                921316445.75,10564287
,FEL,EQ,        10.85,                  8910831.00,834890
,FELDVR,EQ,        13.80,                   947039.95,70352
,FICRF3GP,MF,          .90,                      377.10,419
,FIEMIND,EQ,       811.20,                 94105860.40,113840
,FILATEX,EQ,       103.20,                190895767.60,1867325
,FILDF2GP,MF,          .99,                      262.85,265
,FINCABLES,EQ,       527.30,                237330938.20,448086
,FINEORG,EQ,      3006.30,                 63440838.80,21119
,FINPIPE,EQ,       176.15,                246961585.00,1404750
,FLEXITUFF,EQ,        22.45,                   416375.10,18489
,FLFL,EQ,        72.40,                  7420096.65,103255
,FLUOROCHEM,EQ,      1789.75,                248874399.20,140519
,FMGOETZE,EQ,       313.75,                 90809578.15,287205
,FMNL,EQ,        13.25,                  4140139.40,311743
,FOCUS,SM,        44.75,                   134250.00,3000
,FORCEMOT,EQ,      1515.45,                351742835.00,228709
,FORTIS,EQ,       251.40,                307046721.70,1220510
,FOSECOIND,EQ,      1639.80,                 14337682.30,8793
,FRETAIL,EQ,        62.30,                 93338020.45,1504430
,FSC,EQ,        85.20,                  5360677.40,63623
,FSL,EQ,       198.70,                947788827.25,4767815
,GABRIEL,EQ,       138.80,                133475974.60,955977
,GAEL,EQ,       189.40,                365477996.15,1866259
,GAL,EQ,         2.70,                  5015790.50,1838093
,GALAXYSURF,EQ,      3159.15,                119486595.10,37701
,GALLANTT,EQ,        84.05,                 10966699.20,129741
,GALLISPAT,EQ,        65.10,                 46397870.50,687123
,GAMMNINFRA,BE,         2.00,                  1331904.00,665952
,GANDHITUBE,EQ,       481.70,                  6062448.50,12476
,GANECOS,EQ,       519.85,                  7403170.55,14230
,GANESHHOUC,EQ,       108.40,                  3189352.05,29403
,GANGAFORGE,EQ,       114.60,                  4509926.00,39411
,GANGESSECU,EQ,        94.00,                  3470332.75,37142
,GANGOTRI,BE,         1.15,                    22454.75,19326
,GARFIBRES,EQ,      3458.15,                 50519482.25,14591
,GATI,EQ,       161.90,                166495634.10,1017667
,GAYAHWS,BE,         1.05,                    40478.55,38551
,GAYAPROJ,EQ,        46.55,                324649212.25,7027935
,GDL,BE,       294.95,                 63197247.05,215870
,GEECEE,EQ,       175.35,                  4153410.25,23645
,GEEKAYWIRE,EQ,       100.55,                  2862023.80,27938
,GENCON,EQ,        49.30,                  6248103.90,124383
,GENESYS,EQ,       161.15,                  9183067.45,59057
,GENUSPAPER,BE,        11.70,                  1842203.90,156440
,GENUSPOWER,EQ,        70.50,                 61673297.65,863699
,GEOJITFSL,EQ,        93.00,                172640474.25,1872639
,GEPIL,EQ,       334.05,                124446374.10,369545
,GESHIP,EQ,       344.45,                 67828134.75,196724
,GET&D,EQ,       140.10,                 32384738.10,229300
,GFLLIMITED,EQ,        79.10,                 31499446.85,401108
,GFSTEELS,BE,         3.85,                     9800.00,2500
,GHCL,EQ,       369.15,                180993237.35,484621
,GICHSGFIN,EQ,       169.75,                 50722122.10,295877
,GILLANDERS,BE,        57.25,                   269816.85,4768
,GILLETTE,EQ,      5987.75,                 34078534.20,5661
,GINNIFILA,EQ,        37.40,                 12958654.20,344930
,GIPCL,EQ,        99.55,                 82621840.30,827595
,GKWLIMITED,EQ,       764.55,                  3877676.95,5450
,GLAND,EQ,      3948.80,                909335314.65,229022
,GLAXO,EQ,      1603.95,                 56470436.10,35030
,GLENMARK,EQ,       605.65,                915678052.85,1508410
,GLFL,EQ,         2.65,                     1839.10,694
,GLOBAL,EQ,        46.95,                   328158.20,7008
,GLOBALVECT,EQ,        61.70,                  5456666.20,87312
,GLOBE,BE,       192.70,                 33296554.75,171809
,GLOBUSSPR,BE,       737.20,                 87650075.80,118592
,GMBREW,EQ,       578.25,                 12730437.35,21920
,GMDCLTD,EQ,        69.05,                 42504035.25,612152
,GMMPFAUDLR,EQ,      4802.55,                621837105.75,129931
,GMRINFRA,EQ,        29.00,                650333979.05,22499226
,GNA,EQ,       650.85,                113575775.70,176407
,GNFC,EQ,       383.75,                202075161.65,525611
,GOACARBON,EQ,       419.70,                 15808887.90,37270
,GOCLCORP,EQ,       289.55,                 11778342.85,40505
,GODFRYPHLP,EQ,      1042.40,                 42104282.55,40525
,GODHA,BE,        41.00,                    44643.95,1123
,GODREJAGRO,EQ,       695.05,                374021099.70,528561
,GODREJIND,EQ,       547.80,                225306239.75,406700
,GODREJPROP,EQ,      1657.70,               3647712354.30,2207454
,GOENKA,BZ,         1.25,                   402022.20,320408
,GOKEX,EQ,       207.70,                109100877.45,537232
,GOKUL,EQ,        30.90,                  4147460.95,135565
,GOKULAGRO,EQ,        42.70,                 21454462.95,502082
,GOLDBEES,EQ,        41.53,                 89513350.19,2151973
,GOLDENTOBC,EQ,        90.45,                 51059191.20,586011
,GOLDIAM,EQ,       599.25,                 42126262.65,69866
,GOLDSHARE,EQ,        41.50,                  3628792.05,87262
,GOLDTECH,EQ,        14.00,                  1674096.95,121244
,GOODLUCK,EQ,       301.80,                 49740580.30,165569
,GOODYEAR,EQ,      1299.40,                151495276.85,117015
,GPIL,BE,      1651.05,                157412951.55,94171
,GPPL,EQ,       111.20,                 70332264.60,630091
,GPTINFRA,EQ,        97.60,                  3959141.25,40623
,GRANULES,EQ,       383.30,               1873254257.15,4856061
,GRAPHITE,EQ,       721.90,               1062893131.80,1468022
,GRAVITA,EQ,       194.15,                308022220.95,1591451
,GREAVESCOT,EQ,       164.20,                463289068.50,2825936
,GREENLAM,EQ,      1379.75,                  7950643.20,5744
,GREENPANEL,BE,       265.20,                149710380.45,565277
,GREENPLY,EQ,       203.95,                455342993.70,2230906
,GREENPOWER,EQ,         3.45,                 15487172.80,4495162
,GRINDWELL,EQ,      1241.00,                 54328311.75,43312
,GRINFRA,EQ,      1715.75,                147304303.30,85049
,GROBTEA,EQ,      1326.70,                  4785456.95,3544
,GRPLTD,EQ,       927.95,                  4658147.40,4957
,GRSE,EQ,       197.00,                 34239357.00,172479
,GSCLCEMENT,EQ,        54.40,                 60947627.10,1116426
,GSFC,EQ,       124.15,                680061528.50,5456083
,GSPL,EQ,       344.75,                202551679.20,585778
,GSS,EQ,        71.30,                 17431993.80,236764
,GTL,BE,        21.10,                  8535660.60,404116
,GTLINFRA,BE,         3.30,                149558271.70,44914809
,GTNTEX,EQ,        10.05,                    41849.15,4143
,GTPL,EQ,       195.75,                 15074798.95,77428
,GUFICBIO,EQ,       192.30,                 71049977.60,372891
,GUJALKALI,EQ,       488.00,                544175974.95,1114797
,GUJAPOLLO,EQ,       232.15,                  3724356.10,16107
,GUJGASLTD,EQ,       754.60,               2912647823.00,3902150
,GUJRAFFIA,BE,        38.70,                    72020.70,1861
,GULFOILLUB,EQ,       658.55,                 19191337.25,29196
,GULFPETRO,EQ,        64.95,                 25860182.10,403360
,GULPOLY,BE,       269.00,                 26773176.75,100231
,GVKPIL,BZ,         2.50,                  8160852.10,3225560
,HAL,EQ,      1098.00,                206574115.25,187126
,HAPPSTMNDS,EQ,      1370.10,                803098315.45,585864
,HARRMALAYA,EQ,       225.80,                 40497419.75,177932
,HATHWAY,EQ,        27.00,                217195059.65,8151834
,HATSUN,EQ,       945.50,                 34846367.65,37126
,HAVISHA,BE,         1.80,                   163306.40,91198
