,15-Jun-2021
The Nifty witnessed an intraday movement of about 59.2 points.The closing index was 0.36 % up as compared to the previous closing index.

, Traded Value (Rs. In Crores), 67123.48
, Traded Quantity (in Lakhs), 34416.34
, Number of Trades, 22698476
, Total Market Capitalisation (Rs. Crores), 22997088.23

,INDEX,PREVIOUS CLOSE,OPEN,HIGH,LOW,CLOSE,GAIN/LOSS
,Nifty 50,     15811.85,     15866.95,     15901.60,     15842.40,     15869.25,57.4
,NIFTY50 EQL Wgt,     17908.15,     17957.65,     17994.00,     17914.10,     17929.85,21.7
,NIFTY100 EQL Wgt,     19109.00,     19159.55,     19189.60,     19118.80,     19134.30,25.3
,NIFTY100 LowVol30,     12372.85,     12401.05,     12447.40,     12394.45,     12407.55,34.7
,NIFTY Alpha 50,     27557.30,     27608.55,     27669.65,     27480.15,     27537.15,-20.15
,NIFTY MIDCAP 150,     10233.45,     10264.80,     10316.30,     10253.95,     10292.10,58.65
,NIFTY SMLCAP 50,      4903.25,      4931.90,      4949.60,      4905.85,      4911.00,7.75
,NIFTY SMLCAP 250,      8362.80,      8408.75,      8443.80,      8393.95,      8404.45,41.65
,NIFTY MIDSML 400,      9561.30,      9597.70,      9639.30,      9593.65,      9613.90,52.6
,NIFTY200 QUALTY30,     13365.90,     13409.30,     13453.80,     13400.15,     13432.60,66.7
,Nifty FinSrv25 50,     16642.75,     16703.00,     16740.90,     16656.30,     16705.45,62.7
,NIFTY AlphaLowVol,     15657.85,     15686.65,     15771.55,     15680.90,     15724.90,67.05
,Nifty200Momentm30,     17930.60,     18020.35,     18057.70,     17958.55,     17998.60,68
,Nifty100ESGSecLdr,      2703.20,      2712.05,      2715.55,      2706.75,      2709.00,5.8
,Nifty IT,     28314.10,     28384.70,     28544.60,     28325.90,     28377.85,63.75
,Nifty Next 50,     39121.95,     39246.90,     39351.60,     39172.35,     39248.75,126.8
,Nifty Bank,     34950.60,     35038.05,     35317.40,     34917.90,     35247.75,297.15
,NIFTY MIDCAP 100,     27198.50,     27260.95,     27432.05,     27236.65,     27364.35,165.85
,Nifty 500,     13554.15,     13601.35,     13634.35,     13587.75,     13607.80,53.65
,Nifty 100,     16079.70,     16134.30,     16167.60,     16113.60,     16136.65,56.95
,Nifty Midcap 50,      7572.00,      7603.65,      7656.15,      7593.00,      7623.80,51.8
,Nifty Realty,       352.40,       355.00,       358.60,       354.05,       357.05,4.65
,Nifty Infra,      4472.35,      4496.90,      4499.10,      4469.35,      4475.90,3.55
,Nifty Energy,     20902.70,     21022.95,     21066.10,     20851.75,     20900.10,-2.6
,Nifty FMCG,     35659.95,     35691.40,     35953.65,     35673.90,     35921.50,261.55
,Nifty MNC,     17309.85,     17345.35,     17426.90,     17321.05,     17412.85,103
,Nifty Pharma,     14449.60,     14464.50,     14505.00,     14309.55,     14322.65,-126.95
,Nifty PSE,      3723.45,      3739.10,      3755.35,      3712.60,      3716.45,-7
,Nifty PSU Bank,      2488.75,      2489.70,      2514.20,      2478.70,      2482.40,-6.35
,Nifty Serv Sector,     21815.25,     21904.90,     21965.40,     21858.80,     21931.85,116.6
,India VIX,14.7150,14.7150,15.1625,13.2775,14.6050,-0.1100
,Nifty Auto,     10753.10,     10768.20,     10803.25,     10739.40,     10754.40,1.3
,Nifty Metal,      5371.60,      5397.55,      5412.75,      5356.15,      5368.95,-2.65
,Nifty Media,      1869.85,      1878.70,      1923.05,      1875.70,      1907.30,37.45
,NIFTY SMLCAP 100,      9717.05,      9766.35,      9811.70,      9749.15,      9760.45,43.4
,Nifty 200,      8389.25,      8416.55,      8437.30,      8406.90,      8421.75,32.5
,Nifty Div Opps 50,      3329.65,      3339.65,      3348.50,      3334.55,      3336.25,6.6
,Nifty Commodities,      5283.15,      5295.85,      5323.50,      5276.40,      5288.85,5.7
,Nifty Consumption,      6300.25,      6316.45,      6361.10,      6313.20,      6357.40,57.15
,Nifty Fin Service,     16581.70,     16642.35,     16700.50,     16587.30,     16676.80,95.1
,Nifty50 Div Point,        59.80,        59.80,        59.80,        59.80,        59.80,0
,Nifty100 Liq 15,      4039.15,      4054.55,      4068.60,      4048.30,      4055.60,16.45
,Nifty CPSE,      2109.05,      2120.55,      2125.45,      2097.90,      2100.20,-8.85
,Nifty GrowSect 15,      7601.20,      7606.75,      7627.30,      7593.95,      7602.35,1.15
,Nifty50 PR 2x Lev,      7527.45,      7579.25,      7611.85,      7560.10,      7581.45,54
,Nifty50 PR 1x Inv,       277.75,       276.85,       277.20,       276.25,       276.80,-.95
,Nifty50 TR 2x Lev,     10123.80,     10193.45,     10237.35,     10167.75,     10196.40,72.6
,Nifty50 TR 1x Inv,       239.60,       238.80,       239.10,       238.30,       238.75,-.85
,Nifty50 Value 20,      8017.60,      8031.05,      8055.40,      8017.95,      8023.20,5.6
,Nifty Mid Liq 15,      6403.15,      6425.10,      6446.15,      6412.15,      6431.60,28.45
,Nifty Pvt Bank,     18352.70,     18412.35,     18577.20,     18352.55,     18549.95,197.25
,NIFTY100 Qualty30,      3606.10,      3616.90,      3633.15,      3614.70,      3626.05,19.95
,Nifty GS 8 13Yr,      2277.09,      2277.47,      2277.47,      2271.08,      2271.63,-5.46
,Nifty GS 10Yr,      2064.80,      2065.14,      2065.14,      2058.83,      2060.08,-4.72
,Nifty GS 10Yr Cln,       957.31,       957.31,       957.31,       954.38,       954.96,-2.35
,Nifty GS 4 8Yr,      2435.97,      2436.35,      2436.35,      2426.03,      2426.50,-9.47
,Nifty GS 11 15Yr,      2440.46,      2440.91,      2440.91,      2430.37,      2430.65,-9.81
,Nifty GS 15YrPlus,      2635.40,      2635.90,      2636.06,      2630.34,      2630.47,-4.93
,Nifty GS Compsite,      2323.22,      2323.61,      2323.61,      2314.91,      2315.46,-7.76

,ADVANCES,1188
,DECLINES,810
,UNCHANGED,67

,Total securities that have hit their price bands today,357

,TOP 25 Securities Today :
,SYMBOL,SERIES,PREV. CLOSE,CLOSE PRICE,%VAR, VALUE(Rs Crs)
,ADANIPORTS,EQ,       768.45,       761.85,-0.86,3488.7
,TIPSINDLTD,BE,       979.50,                 12658078.50,12923
,TIRUMALCHM,EQ,       141.95,                135663998.95,944386
,TIRUPATI,SM,        40.70,                  1461600.00,36000
,TIRUPATIFL,BE,        30.25,                    11606.70,381
,TMRVL,EQ,        23.30,                  2905952.70,124719
,TNPETRO,EQ,       111.75,                 91976418.60,815805
,TNPL,EQ,       169.80,                494044764.55,2965811
,TNTELE,BE,         6.40,                   112032.60,17704
,TOKYOPLAST,EQ,        98.10,                  2743243.60,28013
,TORNTPOWER,EQ,       462.55,                578125706.80,1246448
,TOTAL,EQ,        52.15,                  1018819.00,19496
,TOUCHWOOD,EQ,        98.75,                 14136768.55,146703
,TPLPLASTEH,EQ,       242.55,                  1906497.35,7839
,TRANSWIND,SM,         5.20,                    84000.00,16000
,TREEHOUSE,BE,         8.50,                   133490.40,15650
,TREJHARA,EQ,        53.65,                  5887360.35,107691
,TRENT,EQ,       856.65,                263630830.35,306451
,TRF,EQ,       125.00,                 20305839.85,159217
,TRIDENT,EQ,        16.65,                139296188.50,8314164
,TRIGYN,EQ,       138.20,                 83049964.90,585849
,TRIL,EQ,        28.80,                 13742068.90,469795
,TRITURBINE,EQ,       120.15,                 83514452.30,692974
,TRIVENI,EQ,       186.45,                163215982.25,866235
,TTKHLTCARE,EQ,       642.15,                 28364379.40,43808
,TTKPRESTIG,EQ,      8765.30,                 81413983.15,9201
,TTL,BE,        65.70,                   771560.40,11778
,TTML,BE,        26.30,                 11216608.10,426487
,TV18BRDCST,EQ,        45.85,                647398772.30,14038231
,TVSELECT,EQ,       164.85,                  8479372.35,51003
,TVSMOTOR,EQ,       629.50,                629141196.30,998942
,TVSSRICHAK,EQ,      2053.65,                 60831703.30,29228
,TVTODAY,EQ,       320.35,                 76863199.00,237445
,TVVISION,BE,         2.20,                    12961.80,5694
,TWL,EQ,        57.25,                 52121218.35,892014
,UCALFUEL,EQ,       169.90,                  6977897.85,40452
,UCL,SM,        41.50,                   498000.00,12000
,UCOBANK,EQ,        14.25,                390029017.90,27500564
,UFLEX,EQ,       473.95,                 57408572.00,120920
,UFO,EQ,        90.35,                 21083954.85,231348
,UGARSUGAR,EQ,        31.85,                 10847212.80,335675
,UJAAS,EQ,         3.30,                 14057212.10,4247391
,UJJIVAN,EQ,       217.05,                237465448.15,1082647
,UJJIVANSFB,EQ,        33.30,                364214319.70,10867127
,UMANGDAIRY,EQ,        79.35,                  9077151.80,112250
,UMESLTD,BE,         5.10,                   328207.30,65396
,UNICHEMLAB,EQ,       330.60,                 15247229.20,45996
,UNIDT,EQ,       346.70,                 38549482.60,110074
,UNIENTER,EQ,       141.70,                 77615606.85,562330
,UNIONBANK,EQ,        37.25,               1448374953.95,38521477
,UNITECH,BZ,         2.85,                 15995323.60,5662388
,UNITEDPOLY,SM,         9.90,                    89100.00,9000
,UNITEDTEA,EQ,       333.20,                   295297.40,886
,UNIVASTU,EQ,        43.05,                   488291.60,11272
,UNIVCABLES,EQ,       191.90,                 12228081.15,62854
,UNIVPHOTO,EQ,       242.75,                  4029345.95,16459
,URJA,EQ,         8.30,                 33399508.30,4021064
,USHAMART,EQ,        55.35,                789359414.60,14109902
,UTIAMC,EQ,       780.55,                 72435996.35,91763
,UTIBANKETF,EQ,        35.12,                   144095.14,4094
,UTINEXT50,EQ,        40.26,                  1032566.64,25786
,UTINIFTETF,EQ,      1661.55,                   720429.30,434
,UTISENSETF,EQ,       548.82,                  1232138.47,2244
,UTISXN50,EQ,        46.14,                   500289.05,10768
,UTTAMSTL,EQ,         6.80,                 66681465.30,9423546
,UTTAMSUGAR,EQ,       179.85,                 96432107.90,531092
,V2RETAIL,EQ,       136.15,                  9765095.85,71343
,VADILALIND,EQ,       988.85,                 35421571.65,35196
,VAIBHAVGBL,EQ,       805.30,                125394934.85,154255
,VAISHALI,EQ,        41.80,                  6867586.35,161436
,VAKRANGEE,EQ,        48.75,                237576850.10,4792619
,VALIANTORG,EQ,      1577.85,                 45486287.55,28617
,VARDHACRLC,EQ,        43.55,                  4118315.65,94873
,VARDMNPOLY,EQ,        21.60,                  1756965.80,80260
,VARROC,EQ,       370.55,                 66567485.05,178539
,VASCONEQ,EQ,        21.25,                 12086544.35,559396
,VASWANI,EQ,        14.15,                  1301409.90,91017
,VBL,EQ,       793.70,                450866436.55,571110
,VECO-RE,BE,          .55,                 12403599.60,21921933
,VEDL,EQ,       270.95,               1655087118.85,6063128
,VENKEYS,EQ,      2684.75,               1002549838.70,370977
,VENUSREM,EQ,       317.70,                  4901709.55,15423
,VERTOZ,EQ,       196.65,                 65158630.80,325321
,VESUVIUS,EQ,      1070.50,                 20085752.20,18601
,VETO,EQ,       131.10,                  8760817.25,66259
,VGUARD,EQ,       271.90,                399548449.70,1465506
,VHL,EQ,      2593.70,                  2044713.30,780
,VICEROY,BE,         4.45,                   488443.95,109791
,VIDEOIND,BZ,         7.35,                 42050735.10,5593340
,VIDHIING,EQ,       213.25,                 13666901.45,63540
,VIJIFIN,BE,         1.40,                    99040.20,70743
,VIKASECO,BE,         2.30,                 12095596.70,5303570
,VIKASLIFE,EQ,         3.45,                 21404506.95,6200208
,VIKASPROP,EQ,         3.20,                 54935616.20,17912981
,VIKASWSP,EQ,         6.70,                 14777992.50,2271290
,VIMTALABS,EQ,       262.25,                 33527586.45,126866
,VINATIORGA,EQ,      1751.95,                258392438.60,146190
,VINDHYATEL,EQ,      1116.25,                 62019146.70,54867
,VINEETLAB,BE,        46.20,                  1652989.80,36114
,VINNY,SM,        41.85,                   376650.00,9000
,VINYLINDIA,EQ,       156.80,                121455447.75,769450
,VIPCLOTHNG,EQ,        17.30,                  2460074.05,140833
,VIPIND,EQ,       402.15,                336393062.05,828946
,VIPULLTD,EQ,        34.20,                   772300.80,22234
,VISAKAIND,EQ,       672.95,                 45387497.90,66890
,VISASTEEL,BE,        10.90,                   337903.30,31037
,VISHAL,EQ,        56.40,                  8565160.85,151235
,VISHNU,EQ,       462.00,                  6232838.75,13699
,VISHWARAJ,EQ,       155.25,                 67661332.25,433018
,VIVIDHA,BE,          .85,                  2850229.30,3360671
,VIVIMEDLAB,BE,        29.10,                  6583533.45,225178
,VLSFINANCE,EQ,       131.55,                 13446291.05,101720
,VMARCIND,SM,        33.55,                   299700.00,9000
,VMART,EQ,      2788.95,                 40304700.80,14432
,VOLTAMP,EQ,      1396.45,                 33727566.70,24129
,VOLTAS,EQ,      1061.70,               1410009302.60,1330771
,VRLLOG,EQ,       278.75,                121431683.40,429963
,VSCL,SM,        14.80,                    44400.00,3000
,VSSL,EQ,       227.60,                727392595.10,3324335
,VSTIND,EQ,      3474.30,                 20043605.55,5741
,VSTTILLERS,EQ,      2122.00,                 32791308.95,15502
,VTL,EQ,      1440.60,                102507906.00,71012
,WABAG,EQ,       357.50,                669850349.55,1847208
,WABCOINDIA,EQ,      6901.00,                 17451254.15,2538
,WALCHANNAG,EQ,        84.05,                173023626.35,2053050
,WANBURY,BE,       102.85,                  3679046.30,35744
,WATERBASE,EQ,       125.40,                 40612353.80,319743
,WEALTH,BE,       138.85,                   229240.00,1657
,WEBELSOLAR,EQ,        55.25,                 23757615.75,417420
,WEIZMANIND,EQ,        55.95,                   695713.10,12475
,WELCORP,EQ,       154.25,                414901186.20,2700181
,WELENT,EQ,       119.80,                 39123794.50,326206
,WELINV,EQ,       400.90,                   153784.40,383
,WELSPUNIND,EQ,        95.40,                269934515.10,2804746
,WENDT,EQ,      3670.35,                  3856442.15,1047
,WESTLIFE,EQ,       485.85,                175790209.95,360241
,WEWIN,SM,        19.05,                    57150.00,3000
,WHEELS,EQ,       598.05,                102437572.45,165906
,WHIRLPOOL,EQ,      2351.20,               3166225698.55,1374841
,WILLAMAGOR,EQ,        21.40,                   415433.55,19492
,WINDMACHIN,EQ,        40.95,                  5082899.75,122610
,WIPL,BE,        67.30,                   101584.10,1494
,WOCKPHARMA,EQ,       642.10,                247769110.00,382739
,WONDERLA,EQ,       217.60,                 51059807.40,234222
,WORTH,EQ,        79.05,                  2682612.60,33522
,WSI,BE,         7.55,                    86258.75,11425
,WSTCSTPAPR,EQ,       244.25,                237488929.95,982097
,XCHANGING,EQ,        85.70,                 77381144.40,891769
,XELPMOC,EQ,       283.30,                  4437876.20,15586
,XPROINDIA,BE,       157.75,                  6589217.50,41770
,YAARII,BE,       110.10,                  9281016.05,83651
,YESBANK,EQ,        14.10,               1088606771.20,76892324
,ZEEL,EQ,       230.40,              10041167138.20,44025606
,ZEEL,P2,         2.00,                    80478.20,40345
,ZEELEARN,EQ,        19.20,                559334050.80,30044733
,ZEEMEDIA,EQ,        11.35,                 71785822.60,6382934
,ZENITHEXPO,BE,        94.00,                   147437.60,1573
,ZENSARTECH,EQ,       302.00,               1274546389.75,4243845
,ZENTEC,EQ,        87.10,                 51774477.45,591098
,ZODIACLOTH,EQ,       107.15,                  6396948.30,59277
,ZODJRDMKJ,BE,        35.20,                   103503.55,2893
,ZOTA,EQ,       174.95,                  5000997.30,28073
,ZUARI,EQ,       130.10,                 55601441.00,422896
,ZUARIGLOB,EQ,       116.50,                 14679933.35,123157
,ZYDUSWELL,EQ,      2034.70,                 60700313.35,29734
