,30-Apr-2021
The Nifty witnessed an intraday movement of about 253.75 points.The closing index was 1.77 % down as compared to the previous closing index.

, Traded Value (Rs. In Crores), 80367.63
, Traded Quantity (in Lakhs), 33514.98
, Number of Trades, 21913859
, Total Market Capitalisation (Rs. Crores), 20556970.9

,INDEX,PREVIOUS CLOSE,OPEN,HIGH,LOW,CLOSE,GAIN/LOSS
,Nifty 50,     14894.90,     14747.35,     14855.45,     14601.70,     14631.10,-263.8
,NIFTY50 EQL Wgt,     16456.00,     16337.10,     16521.55,     16290.55,     16331.40,-124.6
,NIFTY100 EQL Wgt,     17278.95,     17175.20,     17365.50,     17138.35,     17189.45,-89.5
,NIFTY100 LowVol30,     11273.10,     11224.05,     11310.40,     11175.75,     11196.10,-77
,NIFTY Alpha 50,     24681.25,     24481.45,     24781.80,     24437.60,     24547.70,-133.55
,NIFTY MIDCAP 150,      9168.30,      9113.55,      9203.90,      9090.65,      9128.70,-39.6
,NIFTY SMLCAP 50,      4309.20,      4285.10,      4329.25,      4270.15,      4283.05,-26.15
,NIFTY SMLCAP 250,      7293.05,      7250.80,      7333.75,      7238.40,      7271.15,-21.9
,NIFTY MIDSML 400,      8496.40,      8446.15,      8533.25,      8427.60,      8463.05,-33.35
,NIFTY200 QUALTY30,     12194.00,     12142.60,     12224.85,     12076.30,     12108.80,-85.2
,Nifty FinSrv25 50,     15806.50,     15601.10,     15676.25,     15375.80,     15403.75,-402.75
,NIFTY AlphaLowVol,     14340.05,     14286.40,     14408.45,     14264.25,     14288.40,-51.65
,Nifty200Momentm30,     16466.65,     16370.30,     16587.15,     16303.95,     16351.85,-114.8
,Nifty100ESGSecLdr,      2540.95,      2519.95,      2535.85,      2492.00,      2496.30,-44.65
,Nifty IT,     25874.30,     25777.75,     26154.30,     25593.90,     25664.45,-209.85
,Nifty Next 50,     34926.20,     34746.35,     35129.30,     34676.35,     34759.20,-167
,Nifty Bank,     33714.50,     33112.40,     33455.25,     32663.40,     32781.80,-932.7
,NIFTY MIDCAP 100,     24286.45,     24109.70,     24410.50,     24032.70,     24195.90,-90.55
,Nifty 500,     12532.80,     12425.80,     12524.10,     12341.20,     12364.35,-168.45
,Nifty 100,     15029.95,     14891.25,     15005.40,     14760.30,     14790.60,-239.35
,Nifty Midcap 50,      6765.50,      6710.95,      6821.50,      6677.15,      6725.20,-40.3
,Nifty Realty,       312.20,       308.50,       313.35,       307.70,       309.60,-2.6
,Nifty Infra,      4067.35,      4040.90,      4117.20,      4031.60,      4053.10,-14.25
,Nifty Energy,     18063.10,     17926.70,     18387.35,     17897.05,     18031.10,-32
,Nifty FMCG,     34009.00,     33970.25,     34098.90,     33544.85,     33623.45,-385.55
,Nifty MNC,     16051.65,     16018.35,     16089.35,     15905.60,     15935.75,-115.9
,Nifty Pharma,     13298.65,     13271.35,     13619.55,     13263.35,     13469.25,170.6
,Nifty PSE,      3125.05,      3104.60,      3226.00,      3093.30,      3175.85,50.8
,Nifty PSU Bank,      2076.80,      2045.00,      2103.60,      2035.00,      2055.25,-21.55
,Nifty Serv Sector,     20863.90,     20595.65,     20766.55,     20345.90,     20387.55,-476.35
,India VIX,23.3050,23.3050,23.7650,22.5975,23.0275,-0.2775
,Nifty Auto,      9773.70,      9701.30,      9780.35,      9619.00,      9640.85,-132.85
,Nifty Metal,      4855.30,      4819.60,      4936.50,      4791.65,      4847.95,-7.35
,Nifty Media,      1553.55,      1540.65,      1571.60,      1536.35,      1547.95,-5.6
,NIFTY SMLCAP 100,      8599.15,      8544.70,      8645.10,      8524.80,      8565.10,-34.05
,Nifty 200,      7796.30,      7726.25,      7787.25,      7668.50,      7683.95,-112.35
,Nifty Div Opps 50,      3053.35,      3039.70,      3070.45,      3027.85,      3033.90,-19.45
,Nifty Commodities,      4714.85,      4687.00,      4760.70,      4668.90,      4699.85,-15
,Nifty Consumption,      5917.80,      5887.30,      5917.35,      5820.80,      5836.95,-80.85
,Nifty Fin Service,     16047.05,     15790.80,     15872.95,     15526.60,     15560.10,-486.95
,Nifty50 Div Point,         6.67,         6.67,         6.67,         6.67,         6.67,0
,Nifty100 Liq 15,      3730.35,      3684.15,      3737.85,      3673.50,      3684.45,-45.9
,Nifty CPSE,      1787.30,      1776.25,      1845.85,      1770.85,      1813.75,26.45
,Nifty GrowSect 15,      7190.40,      7173.45,      7219.45,      7123.55,      7138.30,-52.1
,Nifty50 PR 2x Lev,      6721.05,      6587.30,      6684.75,      6456.45,      6482.40,-238.65
,Nifty50 PR 1x Inv,       294.25,       297.20,       300.05,       295.05,       299.50,5.25
,Nifty50 TR 2x Lev,      8978.45,      8799.75,      8929.95,      8625.00,      8659.65,-318.8
,Nifty50 TR 1x Inv,       254.70,       257.25,       259.70,       255.40,       259.20,4.5
,Nifty50 Value 20,      7470.60,      7433.35,      7515.45,      7391.10,      7409.35,-61.25
,Nifty Mid Liq 15,      5757.90,      5721.75,      5820.90,      5686.50,      5700.25,-57.65
,Nifty Pvt Bank,     18006.30,     17711.95,     17927.45,     17524.15,     17582.45,-423.85
,NIFTY100 Qualty30,      3299.20,      3277.70,      3299.20,      3259.10,      3266.80,-32.4
,Nifty GS 8 13Yr,      2247.94,      2248.32,      2251.57,      2247.62,      2250.57,2.63
,Nifty GS 10Yr,      2042.20,      2042.53,      2046.59,      2040.77,      2044.41,2.21
,Nifty GS 10Yr Cln,       953.67,       953.67,       955.61,       952.83,       954.57,.9
,Nifty GS 4 8Yr,      2411.75,      2412.12,      2414.06,      2410.62,      2412.41,.66
,Nifty GS 11 15Yr,      2411.47,      2411.91,      2415.67,      2411.37,      2412.42,.95
,Nifty GS 15YrPlus,      2655.65,      2656.14,      2658.54,      2656.14,      2657.12,1.47
,Nifty GS Compsite,      2297.73,      2298.12,      2300.50,      2297.39,      2298.59,.86

,ADVANCES,799
,DECLINES,1087
,UNCHANGED,105

,Total securities that have hit their price bands today,275

,TOP 25 Securities Today :
,SYMBOL,SERIES,PREV. CLOSE,CLOSE PRICE,%VAR, VALUE(Rs Crs)
,TATASTEEL,EQ,      1031.35,      1034.00,0.26,2902.85
,SAFARI,EQ,       619.65,                 52747082.90,86167
,SAGARDEEP,EQ,        34.15,                   212767.20,6279
,SAGCEM,EQ,       714.30,                 11870224.85,16464
,SAIL,EQ,       119.50,              24903118271.15,211743607
,SAKAR,EQ,       116.35,                  4907264.45,42069
,SAKHTISUG,EQ,        10.90,                 29800243.10,2702882
,SAKSOFT,EQ,       471.65,                  7517103.15,15938
,SAKUMA,EQ,         5.45,                  3214295.40,593778
,SALASAR,EQ,       486.20,                 26957716.70,55555
,SALONA,EQ,        89.40,                    21387.25,243
,SALSTEEL,BE,         4.75,                   380349.80,79705
,SALZERELEC,EQ,       119.95,                 12526539.20,104376
,SAMBHAAV,EQ,         2.05,                    59543.95,29195
,SANCO,EQ,         8.65,                   421082.60,48746
,SANDESH,EQ,       652.80,                   871925.30,1327
,SANDHAR,EQ,       189.65,                  4381426.70,22833
,SANGAMIND,BE,        80.20,                  3346518.10,41723
,SANGHIIND,EQ,        45.65,                280122710.90,6058618
,SANGHVIFOR,EQ,        16.40,                   164721.60,10044
,SANGHVIMOV,EQ,       125.35,                  2870792.60,22808
,SANGINITA,EQ,        23.40,                   403832.20,17339
,SANOFI,EQ,      7551.30,                134427156.60,17832
,SANWARIA,BZ,          .60,                  1387381.05,2358245
,SARDAEN,EQ,       510.35,                 93442171.65,182586
,SAREGAMA,EQ,      1837.75,                 24515616.55,13334
,SARLAPOLY,EQ,        25.95,                  1764985.95,68304
,SARVESHWAR,SM,        36.55,                  1740960.00,48000
,SASKEN,EQ,       930.35,                 23049871.10,24714
,SASTASUNDR,EQ,       163.60,                 12405579.30,75178
,SATIA,EQ,        86.85,                 89559050.35,1007438
,SATIN,EQ,        87.30,                 16195582.50,184849
,SATINPP1,E1,        59.10,                   531550.00,8947
,SBIETFIT,EQ,       259.42,                   457904.59,1757
,SBIETFPB,EQ,       176.20,                   102954.81,581
,SBIETFQLTY,EQ,       124.24,                   925836.94,7426
,SCAPDVR,EQ,         2.30,                   126180.30,54861
,SCHAEFFLER,EQ,      5233.40,                 55763798.80,10568
,SCHAND,EQ,        98.45,                 10165460.95,102742
,SCHNEIDER,EQ,        90.65,                 16432302.65,179792
,SCI,EQ,       104.45,                236934631.90,2243947
,SDBL,EQ,        30.85,                  1238301.00,39947
,SEAMECLTD,EQ,       408.85,                  1215737.80,2947
,SECURCRED,SM,        13.75,                    50220.00,3600
,SECURKLOUD,EQ,        88.90,                  3960917.05,43918
,SELAN,EQ,       131.15,                131581262.10,975120
,SEPOWER,EQ,         3.95,                    18417.25,4670
,SEQUENT,EQ,       291.85,                509628564.30,1691686
,SESHAPAPER,EQ,       152.95,                  3197369.15,20565
,SETCO,EQ,        15.35,                  1467821.55,95533
,SETF10GILT,EQ,       202.13,                    83378.13,410
,SETFGOLD,EQ,      4163.25,                 33128128.80,7956
,SETFNIF50,EQ,       148.43,                 35669889.34,239411
,SETFNIFBK,EQ,       326.08,                 18925814.40,57628
,SETFNN50,EQ,       359.62,                  2961835.26,8199
,SETUINFRA,EQ,          .70,                    52785.45,74262
,SEYAIND,EQ,        58.15,                   614917.95,10426
,SFL,EQ,      2036.70,                  9093052.75,4419
,SGBAPR28I,GB,      4712.06,                  4993484.94,1060
,SGBAUG24,GB,      4839.99,                   443973.50,92
,SGBAUG27,GB,      4757.90,                    14269.60,3
,SGBAUG28V,GB,      4836.70,                  2951410.27,611
,SGBDC27VII,GB,      4746.40,                   283738.05,60
,SGBDEC25XI,GB,      4700.00,                    51750.00,11
,SGBFEB24,GB,      4781.99,                   316890.33,67
,SGBFEB27,GB,      4759.00,                     4759.00,1
,SGBFEB29XI,GB,      4726.90,                   351224.00,74
,SGBJAN26,GB,      4720.00,                    18820.00,4
,SGBJAN27,GB,      4700.00,                   159830.00,34
,SGBJAN29IX,GB,      4746.00,                   266217.35,56
,SGBJAN29X,GB,      4750.00,                   128294.25,27
,SGBJUL25,GB,      4720.00,                   675305.00,143
,SGBJUL27,GB,      4740.00,                    18960.00,4
,SGBJUL28IV,GB,      4747.00,                   498206.31,105
,SGBJUN27,GB,      4685.00,                   432301.11,92
,SGBJUN28,GB,      4750.71,                   914433.38,193
,SGBMAR24,GB,      4740.00,                   592325.00,126
,SGBMAR25,GB,      4701.73,                   662356.20,141
,SGBMAR28X,GB,      4780.00,                    19134.00,4
,SGBMAY25,GB,      4796.96,                   220564.80,46
,SGBMAY26,GB,      4706.72,                   880098.04,187
,SGBMAY28,GB,      4760.75,                  1116842.43,233
,SGBMR29XII,GB,      4719.62,                  1009408.54,213
,SGBN28VIII,GB,      4790.00,                   377966.55,79
,SGBNOV23,GB,      4845.00,                    14445.00,3
,SGBNOV24,GB,      4757.69,                  1781123.13,377
,SGBNOV25,GB,      4703.00,                    47025.00,10
,SGBNOV25VI,GB,      4701.00,                    65830.04,14
,SGBNOV26,GB,      4715.57,                   738210.50,157
,SGBOC28VII,GB,      4784.33,                   577091.50,121
,SGBOCT25,GB,      4695.00,                   103675.00,22
,SGBOCT25IV,GB,      4701.05,                    23603.15,5
,SGBOCT25V,GB,      4735.00,                    23690.00,5
,SGBOCT27,GB,      4709.00,                   417931.24,89
,SGBOCT27VI,GB,      4718.00,                     4718.00,1
,SGBSEP24,GB,      4744.90,                    33321.60,7
,SGBSEP27,GB,      4698.09,                   216279.00,46
,SGBSEP28VI,GB,      4770.00,                  1792653.12,379
,SGL,EQ,         8.40,                   134544.35,15932
,SHAHALLOYS,BE,        13.10,                   291189.60,22651
,SHAKTIPUMP,EQ,       540.20,                 68412872.60,125100
,SHALBY,EQ,       122.30,                 98305247.40,793108
,SHALPAINTS,EQ,        88.80,                  3929481.00,44373
,SHANKARA,EQ,       372.95,                 13111797.95,35082
,SHANTIGEAR,EQ,       136.95,                  4989795.95,36313
,SHARDACROP,EQ,       300.10,                 13447792.30,44430
,SHARDAMOTR,EQ,       342.30,                  7469912.10,21810
,SHAREINDIA,EQ,       358.70,                 33352720.70,93282
,SHARIABEES,EQ,       366.44,                   316950.08,861
,SHEMAROO,EQ,        99.45,                 21702646.15,213738
,SHIL,EQ,       284.50,                 52902363.35,187621
,SHILPAMED,EQ,       427.45,                132098978.50,304526
,SHIVAMAUTO,EQ,        18.60,                  1299525.50,68527
,SHIVAMILLS,EQ,        47.15,                   957982.90,19930
,SHIVATEX,EQ,       155.10,                  3971080.40,25886
,SHK,EQ,       138.25,                 73548568.30,527575
,SHOPERSTOP,EQ,       199.95,                 19531119.80,97604
,SHRADHA,EQ,        38.55,                     9209.00,239
,SHREDIGCEM,EQ,        70.35,                 58794673.90,830777
,SHREEPUSHK,EQ,       153.40,                 10022119.05,64888
,SHREERAMA,EQ,        10.35,                   783575.55,76928
,SHRENIK,EQ,         2.10,                 25805251.30,13007184
,SHREYANIND,EQ,        83.65,                  1456297.80,17291
,SHREYAS,EQ,        81.00,                  7318171.80,88899
,SHRIPISTON,BE,       765.00,                    72741.90,95
,SHRIRAMCIT,EQ,      1405.70,                 37760839.60,26288
,SHRIRAMEPC,EQ,         3.95,                  1217611.05,309304
,SHYAMCENT,EQ,         5.60,                   196187.15,35509
,SICAGEN,EQ,        21.35,                  3100619.95,143393
,SICAL,EQ,        11.80,                  3814747.10,319472
,SIDDHIKA,SM,        56.65,                   679800.00,12000
,SIGIND,EQ,        29.55,                   167381.50,5594
,SIKKO,SM,        25.35,                   612000.00,24000
,SIL,BE,        17.55,                   549543.70,31220
,SILGO,EQ,        49.75,                   823606.40,16480
,SILINV,EQ,       186.55,                   577073.90,3079
,SILLYMONKS,BE,        21.00,                    14102.00,666
,SIMBHALS,EQ,         9.20,                   937457.50,102322
,SIMPLEXINF,EQ,        30.35,                  1658143.55,54252
,SINTERCOM,EQ,        75.00,                   211096.60,2801
,SINTEX,EQ,         3.55,                  3804797.45,1090832
,SIRCA,EQ,       340.40,                  4085572.30,11976
,SIS,EQ,       361.45,                142228982.00,393316
,SITINET,EQ,          .80,                   879725.65,1074969
,SIYSIL,EQ,       196.25,                 19317060.30,98701
,SJVN,EQ,        25.20,                 32374274.30,1278287
,SKFINDIA,EQ,      2236.55,                 59791580.35,26904
,SKIL,EQ,         2.50,                    82640.15,33099
,SKIPPER,EQ,        59.65,                 49042082.65,810988
,SKMEGGPROD,EQ,        52.85,                  7369793.40,138789
,SMARTLINK,EQ,        85.00,                   417639.45,4929
,SMCGLOBAL,EQ,        68.65,                  1606401.25,23256
,SMLISUZU,EQ,       452.40,                  3947947.15,8700
,SMPL,BZ,          .25,                     7829.00,32282
,SMSLIFE,EQ,       592.85,                  1795661.80,3003
,SMSPHARMA,EQ,       150.30,                 27762822.20,183336
,SNOWMAN,EQ,        49.65,                128203463.50,2537850
,SOBHA,EQ,       486.10,                 70075019.40,142379
,SOFTTECH,SM,        94.35,                   446480.00,4800
,SOLARA,EQ,      1522.30,                135948371.10,89135
,SOLARINDS,EQ,      1222.05,                 16780159.70,13624
,SOLEX,SM,        47.00,                    94000.00,2000
,SOMANYCERA,EQ,       421.95,                  9451348.70,22477
,SOMATEX,EQ,         6.15,                    86305.20,14018
,SOMICONVEY,EQ,        40.15,                  2520840.00,63028
,SONAMCLOCK,SM,        64.00,                   567750.00,9000
,SONATSOFTW,EQ,       572.90,                 27024136.80,47002
,SORILINFRA,EQ,       123.70,                  5126965.10,40663
,SOTL,EQ,      1038.40,                  5005585.90,4806
,SOUTHBANK,EQ,         7.95,                 50131780.65,6274485
,SOUTHWEST,EQ,        37.85,                   459114.55,12018
,SPAL,EQ,       157.10,                  2986124.40,18975
,SPANDANA,EQ,       599.20,                 55026531.85,91924
,SPARC,EQ,       174.90,                260121624.50,1462493
,SPECIALITY,EQ,        40.05,                  1311194.65,32705
,SPENCERS,EQ,        71.55,                 11431967.80,158522
,SPENTEX,BZ,          .70,                    15245.00,20350
,SPIC,EQ,        30.05,                 23733392.10,781990
,SPICEJET,EQ,        62.80,                165479685.25,2619607
,SPLIL,EQ,        36.00,                  1066141.05,29347
,SPMLINFRA,EQ,         9.60,                   267147.70,27592
,SPTL,EQ,         3.25,                  7866569.90,2454296
,SPYL,EQ,          .40,                   348118.85,899267
,SREEL,EQ,       138.45,                   557723.90,4034
,SREIBNPNCD,NJ,       400.00,                     6009.96,15
,SREIBNPNCD,Y7,       398.97,                      398.97,1
,SREIBNPNCD,NN,       413.30,                    14465.50,35
,SREIBNPNCD,Y1,       400.00,                      400.00,1
,SREIBNPNCD,NO,       315.00,                      315.00,1
,SREIBNPNCD,YA,       430.70,                     4961.70,14
,SREINFRA,EQ,         7.20,                 16610245.15,2311790
,SRF,EQ,      6431.10,               1388164485.55,214303
,SRHHYPOLTD,EQ,       276.80,                  3202933.40,11459
,SRIPIPES,EQ,       193.05,                 42961474.20,218651
,SRPL,BE,        28.00,                     4339.15,155
,SRTRANSFIN,EQ,      1345.05,               5770552371.30,4155073
,SRTRANSFIN,YQ,      1050.00,                    84000.00,80
,SRTRANSFIN,ZG,      1028.50,                   257200.00,250
,SRTRANSFIN,YM,      1275.00,                   102000.35,80
,SRTRANSFIN,YJ,      1071.00,                   562340.00,525
,SRTRANSFIN,ZH,      1034.00,                    58938.00,57
,SRTRANSFIN,YK,      1091.94,                   261720.00,240
,SRTRANSFIN,YH,      1013.22,                   172284.00,170
,SRTRANSFIN,YB,      1011.00,                    42462.00,42
,SRTRANSFIN,YI,      1039.85,                    51992.50,50
,SRTRANSFIN,Z2,      1239.00,                   433489.00,351
,SRTRANSFIN,YV,      1020.55,                   239773.20,234
,SRTRANSFIN,YO,      1019.00,                    25475.00,25
,SRTRANSFIN,Y9,      1089.00,                     1089.00,1
,SRTRANSFIN,YU,      1249.00,                   124900.00,100
,SRTRANSFIN,YG,      2098.00,                   419600.00,200
,SSWL,EQ,       713.75,                 19401976.90,27268
,STAR,EQ,       864.75,                326863261.25,374064
,STARCEMENT,EQ,       102.90,                194339853.20,1865977
,STARPAPER,EQ,       115.30,                  3688328.15,31714
,STCINDIA,EQ,        78.45,                  2878040.85,36260
,STEELCITY,EQ,        38.85,                  1331904.45,33861
,STEELXIND,EQ,        64.40,                 19457121.35,301105
,STEL,EQ,        78.20,                   350400.00,4470
,STERTOOLS,EQ,       185.50,                  4301242.30,22754
,STLTECH,EQ,       230.45,                128929199.30,556279
,STOVEKRAFT,EQ,       457.15,                 63790520.90,139373
,SUBEXLTD,EQ,        52.80,                993985660.65,18400184
,SUBROS,EQ,       299.95,                  6700906.95,21988
,SUDARSCHEM,EQ,       657.10,                563868143.40,859381
,SUMEETINDS,BE,         4.50,                   268069.85,60586
,SUMICHEM,EQ,       299.20,                111615802.85,367744
,SUMIT,EQ,         9.50,                    70973.20,7476
,SUMMITSEC,EQ,       527.05,                  1077624.05,2070
,SUNCLAYLTD,EQ,      3127.75,                 35104666.10,11156
,SUNDARAM,EQ,         1.20,                   202663.45,173403
,SUNDARMFIN,EQ,      2481.10,                486975430.60,193303
,SUNDARMHLD,EQ,        73.80,                  9204710.00,123769
,SUNDRMBRAK,EQ,       331.75,                   395712.25,1184
,SUNDRMFAST,EQ,       698.60,                 58647055.35,83773
,SUNFLAG,EQ,        80.15,                311949261.45,3820080
,SUNTECK,EQ,       266.85,                156292081.25,580669
,SUNTV,EQ,       543.35,               7464045196.70,13910216
,SUPERHOUSE,EQ,       119.80,                  1870492.75,15686
,SUPERSPIN,EQ,         4.70,                   434308.70,93856
,SUPPETRO,EQ,       727.80,                356876798.75,498754
,SUPRAJIT,EQ,       260.45,                  7516157.40,28636
,SUPREMEENG,EQ,        23.50,                    72650.45,3102
,SUPREMEIND,EQ,      2049.55,                123946799.30,60503
,SURANASOL,EQ,         8.65,                   159751.65,18622
,SURANAT&P,EQ,         4.15,                   188672.90,44946
,SURYALAXMI,EQ,        29.15,                    83731.05,2824
,SURYAROSNI,EQ,       416.05,                120492472.10,287881
,SURYODAY,EQ,       249.95,                124556209.65,499526
,SUTLEJTEX,EQ,        41.30,                  3357443.75,81397
,SUULD,EQ,       244.45,                  2923076.65,11976
,SUVEN,EQ,       102.90,                102333304.35,986484
,SUVENPHAR,EQ,       541.05,                124783018.00,230140
,SUVIDHAA,EQ,        33.95,                   699437.90,20602
,SUZLON,EQ,         4.80,                167047973.10,34555117
,SWANENERGY,EQ,       132.05,                 19162265.65,140696
,SWARAJENG,EQ,      1470.25,                  8599099.95,5817
,SWELECTES,EQ,       204.65,                  2497592.10,12307
,SWSOLAR,EQ,       301.00,                217736730.75,710785
,SYMPHONY,EQ,      1176.65,                111969363.90,93980
,SYNCOM,BZ,         3.20,                  2059357.15,616347
,SYNGENE,EQ,       553.75,                845538701.25,1512977
,TAINWALCHM,EQ,        68.65,                   403560.40,5883
,TAJGVK,EQ,       108.45,                  8447643.30,78363
,TAKE,EQ,        50.60,                 93616565.00,1821767
,TALBROAUTO,EQ,       213.15,                  3420444.35,16082
,TANLA,EQ,       883.75,                 68826266.75,78013
,TANTIACONS,BZ,         5.80,                     2320.00,400
,TARACHAND,SM,        35.00,                   140000.00,4000
,TARC,EQ,        27.95,                  3036419.30,108713
,TARMAT,EQ,        49.60,                  2367082.35,48548
,TASTYBITE,EQ,     16762.20,                 46731953.35,2816
,TATACAPHSG,N2,      1040.00,                    20800.00,20
,TATACAPHSG,N6,      1075.00,                   321901.00,300
,TATACAPHSG,N8,      1095.00,                    54750.00,50
,TATACAPHSG,NA,      1102.50,                    85377.69,77
,TATACHEM,EQ,       792.45,               7194775205.30,9213112
,TATACOFFEE,EQ,       131.00,               1957078684.10,14620229
,TATACOMM,EQ,      1100.20,                707717753.05,643639
,TATAELXSI,EQ,      3480.10,                994634450.35,287367
,TATAINVEST,EQ,      1025.85,                112001561.20,107224
,TATAMETALI,EQ,      1055.70,               5416342892.35,5199293
,TATAMTRDVR,EQ,       127.90,                147434653.40,1145901
,TATAPOWER,EQ,        98.85,               3994077192.50,40125740
,TATASTLBSL,EQ,        72.25,               1874106985.70,25939788
,TATASTLLP,EQ,       895.70,                145584166.90,164711
,TBZ,EQ,        62.75,                  9299713.85,146309
,TCFSL,ND,      1104.63,                  2011483.40,1821
,TCFSL,NH,      1079.90,                   296972.20,275
,TCFSL,NB,      1061.03,                   716907.90,676
,TCI,EQ,       264.50,                  7843893.05,29625
,TCIDEVELOP,EQ,       303.80,                   849051.90,2761
,TCIEXP,EQ,       889.30,                  5855735.10,6528
,TCIFINANCE,EQ,         4.70,                    54484.90,11507
,TCNSBRANDS,EQ,       484.15,                  2423726.85,4992
,TCPLPACK,EQ,       477.20,                  3257175.75,6767
,TDPOWERSYS,EQ,       159.95,                  4197999.30,26097
,TEAMLEASE,EQ,      3257.45,                 57936760.85,17545
,TECHIN,EQ,         2.95,                    20098.45,6686
,TECHNOE,EQ,       294.20,                  8778287.45,29918
,TEJASNET,EQ,       187.75,                 79365809.90,415542
,TEMBO,EQ,       137.45,                 18075562.65,131326
,TERASOFT,EQ,        37.20,                  1939180.05,51125
,TEXINFRA,EQ,        70.15,                  2727988.95,38907
,TEXMOPIPES,EQ,        28.45,                  6914662.15,244826
,TEXRAIL,EQ,        25.75,                 13151547.60,509674
,TFCILTD,EQ,        56.60,                  5245715.35,92506
,TFL,EQ,         2.40,                    11305.00,4552
,TGBHOTELS,EQ,         4.50,                    56628.25,12500
,THANGAMAYL,EQ,       606.15,                 17084952.45,27931
,THEINVEST,EQ,       109.90,                 21011586.75,191143
,THEMISMED,EQ,       371.80,                 64040743.40,170290
,THERMAX,EQ,      1477.85,                 62490293.15,41949
,THIRUSUGAR,BZ,         7.75,                   116301.40,15302
,THOMASCOOK,EQ,        47.60,                 11833120.45,244807
,THOMASCOTT,BE,         7.10,                       64.25,9
,THYROCARE,EQ,      1025.10,                946628661.25,892618
,TI,EQ,        36.65,                 21395904.50,579736
,TIDEWATER,EQ,      4480.20,                  9766087.95,2188
,TIIL,EQ,       391.30,                  4943212.55,12546
,TIINDIA,EQ,      1234.70,                 54328919.75,43536
,TIJARIA,EQ,         7.00,                   186285.20,26072
,TIL,EQ,       166.15,                  1424079.25,8613
,TIMESGTY,EQ,        51.00,                   189822.00,3722
,TIMETECHNO,EQ,        75.40,                 36863081.50,482412
,TIMKEN,EQ,      1404.15,                107480178.10,76858
,TINPLATE,EQ,       198.45,                547720335.60,2715004
,TIPSINDLTD,EQ,       559.55,                  3481185.75,6238
,TIRUMALCHM,EQ,        96.65,                 57381578.45,588190
,TMRVL,EQ,        11.60,                   138596.30,12019
,TNPETRO,EQ,        72.40,                 63643588.95,868768
,TNPL,EQ,       137.90,                 15024775.90,108414
,TNTELE,BE,         5.25,                    68880.05,13497
,TOKYOPLAST,EQ,        71.10,                   478324.65,6657
,TORNTPOWER,EQ,       396.30,                205260894.45,518050
,TOTAL,EQ,        40.60,                  5674528.15,137165
,TOUCHWOOD,EQ,        89.10,                   673279.45,7605
,TPLPLASTEH,EQ,       220.80,                  2365521.35,10588
,TREEHOUSE,BE,         8.15,                    97521.90,12051
,TREJHARA,EQ,        35.05,                  5338845.70,151505
,TRENT,EQ,       776.70,               1424225445.50,1841225
,TRF,EQ,        93.50,                  3464884.05,36393
,TRIDENT,EQ,        13.80,                 74777877.55,5442282
,TRIGYN,EQ,        81.90,                 48015133.90,580893
,TRIL,EQ,        19.30,                  6598316.65,342921
,TRITURBINE,EQ,       100.75,                 13295405.20,131954
,TRIVENI,EQ,       122.45,                191502708.55,1546620
,TTKHLTCARE,EQ,       614.80,                  6364022.85,10242
,TTKPRESTIG,EQ,      7401.25,                 85098126.45,11224
,TTL,EQ,        46.90,                   784579.25,16598
,TTML,EQ,        13.95,                115670552.45,8343103
,TV18BRDCST,EQ,        33.95,                275469859.80,8115531
,TVSELECT,EQ,       135.65,                  6608463.30,48050
,TVSMOTOR,EQ,       630.90,               1960911338.10,3096434
,TVSSRICHAK,EQ,      1797.60,                 61288035.40,33504
,TVTODAY,EQ,       285.05,                 22721501.05,78448
,TVVISION,BE,         2.20,                   246368.45,118592
,TWL,EQ,        47.10,                 13976185.80,296064
,UCALFUEL,EQ,       138.60,                  4657360.20,33605
,UCL,SM,        34.00,                   136100.00,4000
,UCOBANK,EQ,        11.00,                 40865326.75,3709688
,UFLEX,EQ,       405.25,                124939440.40,307843
,UFO,EQ,        71.10,                  5618405.20,78275
,UGARSUGAR,EQ,        23.85,                159634368.75,6529825
,UJAAS,EQ,         2.50,                  1283105.90,519692
,UJJIVAN,EQ,       202.60,                107465659.25,527790
,UJJIVANSFB,EQ,        28.75,                 86484959.30,2984190
,UMANGDAIRY,EQ,        58.80,                  7551521.20,129840
,UMESLTD,EQ,         3.00,                   136819.40,46572
,UNICHEMLAB,EQ,       322.75,                 34427160.85,104279
,UNIDT,EQ,       302.85,                   724929.35,2412
,UNIENTER,EQ,        79.55,                  1652170.25,20802
,UNIONBANK,EQ,        34.20,                330451609.10,9469425
,UNITECH,BZ,         1.45,                  3488225.25,2307475
,UNITEDTEA,EQ,       302.95,                   572709.35,1891
,UNITY,BZ,          .90,                     3984.05,4419
,UNIVASTU,EQ,        41.65,                   886561.55,21313
,UNIVCABLES,EQ,       144.05,                  5519521.25,38576
,UNIVPHOTO,EQ,       174.50,                   149201.05,852
,URAVI,SM,       147.00,                  1058400.00,7200
,URJA,EQ,         6.00,                  6489473.40,1078059
,USHAMART,EQ,        48.25,                872461352.70,18736987
,UTIAMC,EQ,       639.15,                443713727.15,694551
,UTIBANKETF,EQ,        32.83,                   446991.80,13571
,UTINEXT50,EQ,        35.50,                   498460.88,13988
,UTINIFTETF,EQ,      1530.32,                   765855.65,496
,UTISENSETF,EQ,       510.12,                   791994.65,1546
,UTISXN50,EQ,        40.00,                    13861.21,341
,UTTAMSTL,EQ,         7.25,                  2927300.45,400693
