,02-Jul-2021
The Nifty witnessed an intraday movement of about 102.4 points.The closing index was 0.27 % up as compared to the previous closing index.

, Traded Value (Rs. In Crores), 59964.19
, Traded Quantity (in Lakhs), 30209.85
, Number of Trades, 20738549
, Total Market Capitalisation (Rs. Crores), 22843487.15

,INDEX,PREVIOUS CLOSE,OPEN,HIGH,LOW,CLOSE,GAIN/LOSS
,Nifty 50,     15680.00,     15705.85,     15738.35,     15635.95,     15722.20,42.2
,NIFTY50 EQL Wgt,     17660.00,     17714.00,     17716.15,     17606.95,     17672.40,12.4
,NIFTY100 EQL Wgt,     18831.10,     18873.85,     18876.35,     18777.60,     18828.40,-2.7
,NIFTY100 LowVol30,     12320.55,     12353.45,     12354.25,     12262.20,     12299.10,-21.45
,NIFTY Alpha 50,     27096.40,     27066.30,     27146.65,     26989.80,     27112.05,15.65
,NIFTY MIDCAP 150,     10160.45,     10184.70,     10230.10,     10169.00,     10224.15,63.7
,NIFTY SMLCAP 50,      4924.55,      4955.55,      4996.35,      4949.15,      4988.25,63.7
,NIFTY SMLCAP 250,      8502.10,      8560.00,      8596.75,      8546.70,      8580.75,78.65
,NIFTY MIDSML 400,      9562.85,      9598.90,      9637.35,      9584.15,      9631.70,68.85
,NIFTY200 QUALTY30,     13469.85,     13506.60,     13508.80,     13411.00,     13457.65,-12.2
,Nifty FinSrv25 50,     16434.50,     16477.65,     16508.45,     16405.60,     16487.55,53.05
,NIFTY AlphaLowVol,     15754.85,     15787.55,     15787.95,     15693.80,     15740.95,-13.9
,Nifty200Momentm30,     17834.25,     17881.15,     17903.80,     17735.65,     17789.20,-45.05
,Nifty100ESGSecLdr,      2675.40,      2678.00,      2679.80,      2662.45,      2677.30,1.9
,Nifty IT,     29003.10,     28983.50,     29028.35,     28704.00,     29007.95,4.85
,Nifty Next 50,     38642.25,     38681.80,     38726.70,     38443.55,     38533.85,-108.4
,Nifty Bank,     34684.00,     34728.10,     34894.45,     34632.60,     34809.90,125.9
,NIFTY MIDCAP 100,     26882.60,     26943.00,     27051.95,     26892.20,     27020.10,137.5
,Nifty 500,     13454.10,     13480.30,     13506.10,     13435.25,     13494.45,40.35
,Nifty 100,     15928.10,     15950.95,     15972.65,     15883.10,     15957.10,29
,Nifty Midcap 50,      7439.55,      7461.50,      7463.95,      7418.05,      7438.80,-.75
,Nifty Realty,       342.80,       344.70,       346.80,       343.90,       344.60,1.8
,Nifty Infra,      4327.35,      4341.80,      4346.15,      4326.70,      4338.30,10.95
,Nifty Energy,     19708.55,     19653.05,     19740.65,     19636.55,     19684.10,-24.45
,Nifty FMCG,     36234.90,     36298.55,     36328.25,     36053.35,     36216.70,-18.2
,Nifty MNC,     17504.25,     17551.25,     17557.80,     17412.40,     17479.05,-25.2
,Nifty Pharma,     14442.45,     14489.95,     14575.30,     14461.05,     14529.65,87.2
,Nifty PSE,      3604.65,      3618.60,      3624.95,      3591.85,      3598.95,-5.7
,Nifty PSU Bank,      2522.20,      2526.70,      2545.70,      2513.80,      2521.85,-.35
,Nifty Serv Sector,     21791.10,     21806.00,     21860.85,     21696.20,     21837.70,46.6
,India VIX,12.8400,12.8400,13.0200,12.0225,12.0900,-0.7500
,Nifty Auto,     10687.70,     10741.45,     10743.80,     10646.20,     10685.50,-2.2
,Nifty Metal,      5207.40,      5220.40,      5230.20,      5114.95,      5130.05,-77.35
,Nifty Media,      1794.75,      1806.35,      1811.25,      1799.35,      1805.10,10.35
,NIFTY SMLCAP 100,      9798.40,      9856.20,      9918.75,      9842.65,      9903.10,104.7
,Nifty 200,      8307.85,      8320.65,      8334.40,      8289.35,      8326.50,18.65
,Nifty Div Opps 50,      3340.35,      3347.95,      3348.35,      3320.85,      3333.60,-6.75
,Nifty Commodities,      5118.20,      5120.75,      5130.75,      5091.35,      5109.50,-8.7
,Nifty Consumption,      6370.00,      6395.50,      6395.50,      6352.50,      6377.85,7.85
,Nifty Fin Service,     16376.85,     16411.45,     16458.30,     16347.45,     16438.30,61.45
,Nifty50 Div Point,        72.08,        72.08,        72.08,        72.08,        72.08,0
,Nifty100 Liq 15,      3953.95,      3964.40,      3982.10,      3957.60,      3972.60,18.65
,Nifty CPSE,      2064.10,      2074.85,      2078.50,      2054.00,      2059.20,-4.9
,Nifty GrowSect 15,      7682.85,      7713.75,      7717.25,      7670.85,      7705.90,23.05
,Nifty50 PR 2x Lev,      7389.30,      7413.00,      7442.75,      7347.45,      7428.40,39.1
,Nifty50 PR 1x Inv,       280.45,       280.05,       281.30,       279.45,       279.75,-.7
,Nifty50 TR 2x Lev,      9953.60,      9985.55,     10025.60,      9897.25,     10006.30,52.7
,Nifty50 TR 1x Inv,       241.75,       241.40,       242.45,       240.90,       241.15,-.6
,Nifty50 Value 20,      8051.45,      8058.05,      8061.65,      7997.55,      8040.70,-10.75
,Nifty Mid Liq 15,      6296.85,      6320.25,      6322.20,      6283.75,      6302.80,5.95
,Nifty Pvt Bank,     18232.10,     18259.30,     18325.85,     18205.05,     18274.20,42.1
,NIFTY100 Qualty30,      3627.90,      3638.60,      3639.90,      3614.70,      3625.40,-2.5
,Nifty GS 8 13Yr,      2271.64,      2272.03,      2272.03,      2272.03,      2272.03,.39
,Nifty GS 10Yr,      2065.60,      2065.94,      2065.94,      2065.94,      2065.94,.34
,Nifty GS 10Yr Cln,       955.01,       955.01,       955.01,       955.01,       955.01,0
,Nifty GS 4 8Yr,      2421.52,      2421.91,      2421.91,      2419.56,      2420.21,-1.31
,Nifty GS 11 15Yr,      2423.42,      2423.87,      2423.87,      2420.48,      2421.35,-2.07
,Nifty GS 15YrPlus,      2591.75,      2592.25,      2592.25,      2591.40,      2591.40,-.35
,Nifty GS Compsite,      2312.62,      2313.01,      2313.01,      2311.00,      2311.53,-1.09

,ADVANCES,1165
,DECLINES,804
,UNCHANGED,60

,Total securities that have hit their price bands today,339

,TOP 25 Securities Today :
,SYMBOL,SERIES,PREV. CLOSE,CLOSE PRICE,%VAR, VALUE(Rs Crs)
,HAPPSTMNDS,EQ,      1136.65,      1190.75,4.76,3325.26
,UCALFUEL,EQ,       172.80,                 36131522.95,208140
,UCL,SM,        56.00,                  1741800.00,32000
,UCOBANK,EQ,        15.10,                166312132.60,10992901
,UFLEX,EQ,       541.40,               1118734276.10,2020298
,UFO,EQ,        93.65,                 37716237.50,401184
,UGARSUGAR,EQ,        35.90,                109367245.60,3095752
,UJAAS,BE,         3.10,                  2724012.95,880592
,UJJIVAN,EQ,       201.45,                180349610.40,891596
,UJJIVANSFB,EQ,        30.65,                 29743200.80,967843
,UMANGDAIRY,EQ,        83.00,                104765793.50,1203040
,UMESLTD,BE,         4.35,                    87103.50,20045
,UNICHEMLAB,EQ,       328.70,                 23669266.55,71016
,UNIDT,EQ,       320.80,                  7347307.95,22693
,UNIENTER,EQ,       130.60,                  7493915.35,57173
,UNIONBANK,EQ,        39.05,                628238606.90,16069840
,UNITECH,BZ,         2.60,                  1446382.60,556301
,UNITEDTEA,EQ,       347.40,                  1676940.05,4812
,UNIVASTU,EQ,        56.25,                  8499298.30,155160
,UNIVCABLES,EQ,       191.45,                 20658487.45,107094
,UNIVPHOTO,EQ,       288.15,                  4492950.25,15656
,URJA,EQ,         7.75,                 16747933.00,2157785
,USHAMART,EQ,        54.50,                 60697593.90,1098034
,UTIAMC,EQ,       849.25,                 64404665.10,75846
,UTIBANKETF,EQ,        34.55,                    80261.90,2313
,UTINEXT50,EQ,        39.68,                  3548342.05,87588
,UTINIFTETF,EQ,      1643.00,                 17174553.25,10500
,UTISENSETF,EQ,       550.50,                  5817761.74,10681
,UTISXN50,EQ,        44.50,                    29028.44,651
,UTTAMSTL,EQ,         4.65,                  4559971.35,980639
,UTTAMSUGAR,EQ,       273.10,                195990730.30,698697
,V2RETAIL,EQ,       122.55,                  7022588.95,57102
,VADILALIND,EQ,       982.95,                 38815245.05,38762
,VAIBHAVGBL,EQ,       817.15,                160131307.20,193930
,VAISHALI,EQ,        44.05,                  7954028.85,180222
,VAKRANGEE,EQ,        42.85,                156237927.20,3669071
,VALIANTORG,EQ,      1548.90,                 35532407.55,22925
,VARDHACRLC,EQ,        48.05,                 14641675.25,302242
,VARDMNPOLY,EQ,        21.35,                  2556324.35,116678
,VARROC,EQ,       376.05,                102710471.85,272064
,VASCONEQ,EQ,        19.90,                 10069322.90,500173
,VASWANI,EQ,        13.60,                   691906.05,50466
,VBL,EQ,       719.15,                335441620.10,466173
,VCL,SM,        37.20,                   111600.00,3000
,VEDL,EQ,       262.05,               1140977929.95,4336970
,VENKEYS,EQ,      3580.25,                508922707.35,140905
,VENUSREM,EQ,       405.00,                 55387391.85,139890
,VERTOZ,EQ,       173.15,                140290969.80,788728
,VESUVIUS,EQ,      1141.45,                 56769438.25,49650
,VETO,EQ,       150.15,                 81469929.10,544894
,VGUARD,EQ,       264.90,                132894726.05,504530
,VHL,EQ,      2470.15,                  2868283.45,1156
,VICEROY,BZ,         3.75,                   109266.50,29392
,VIDHIING,EQ,       218.70,                 20724458.80,94184
,VIJIFIN,BE,         1.45,                   101466.65,69977
,VIKASECO,BE,         2.10,                  3458279.05,1667047
,VIKASLIFE,EQ,         2.70,                 94989096.75,34660053
,VIKASPROP,EQ,         2.75,                  4981165.40,1746146
,VIKASWSP,EQ,         6.45,                  2958356.70,452757
,VIMTALABS,EQ,       266.45,                 53589238.65,196410
,VINATIORGA,EQ,      2026.60,               2489716098.60,1261263
,VINDHYATEL,EQ,      1266.30,                 59582796.65,46436
,VINEETLAB,EQ,        81.45,                 35609642.45,450890
,VINYLINDIA,EQ,       154.75,                 46494540.90,300314
,VIPCLOTHNG,EQ,        16.05,                  4151513.30,254833
,VIPIND,EQ,       389.55,                219314733.75,561965
,VIPULLTD,BE,        35.10,                   309693.55,8874
,VISAKAIND,EQ,       686.80,                 21487431.20,31109
,VISASTEEL,BE,        10.65,                   501399.85,47193
,VISHAL,EQ,        67.75,                  8869670.10,130825
,VISHNU,EQ,       578.80,                 14917749.05,26278
,VISHWARAJ,EQ,       146.50,                 99991940.45,683113
,VIVIDHA,BE,          .95,                  1837548.55,1954363
,VIVIMEDLAB,BE,        24.95,                 18855280.15,809463
,VLSFINANCE,EQ,       192.95,                136342761.00,692144
,VMARCIND,SM,        32.10,                   292650.00,9000
,VMART,EQ,      2841.10,                 30652572.00,10770
,VOLTAMP,EQ,      1376.20,                 13858600.15,10005
,VOLTAS,EQ,      1013.90,                699234372.95,693139
,VRLLOG,EQ,       281.95,                 51580690.20,181279
,VSSL,EQ,       245.35,                 65086554.70,262989
,VSTIND,EQ,      3616.40,                 29875308.15,8277
,VSTTILLERS,EQ,      2055.75,                 51210966.25,24845
,VTL,EQ,      1383.20,                 72657454.45,52312
,WABAG,EQ,       360.50,                174984194.35,490129
,WABCOINDIA,EQ,      7050.60,                 90497779.60,12990
,WALCHANNAG,EQ,        80.45,                 13504701.75,166460
,WANBURY,BE,        85.35,                 13537988.25,168554
,WATERBASE,EQ,       126.15,                 90789859.60,702867
,WEALTH,BE,       140.00,                   129043.60,855
,WEBELSOLAR,EQ,        71.15,                  7189494.05,101047
,WEIZMANIND,EQ,        55.15,                   877446.10,15707
,WELCORP,EQ,       139.95,                304668521.65,2159750
,WELENT,EQ,       113.70,                 17979864.30,157973
,WELINV,EQ,       511.65,                  1168069.80,2285
,WELSPUNIND,EQ,       102.80,                971536128.75,9467381
,WENDT,EQ,      4339.40,                 13826968.40,3180
,WESTLIFE,EQ,       495.75,                 10062992.90,20176
,WFL,SM,       121.95,                   747920.00,6400
,WHEELS,EQ,       584.65,                 20777657.60,35578
,WHIRLPOOL,EQ,      2265.75,                284007079.10,125244
,WILLAMAGOR,EQ,        20.45,                   237192.45,11515
,WINDMACHIN,EQ,        39.30,                 52185098.10,1293064
,WIPL,BE,        67.00,                    42294.00,629
,WOCKPHARMA,EQ,       533.45,                317960874.40,594279
,WONDERLA,EQ,       213.90,                 14060564.70,65779
,WORTH,EQ,        80.95,                  3234486.50,40033
,WSI,BE,         6.05,                      581.05,101
,WSTCSTPAPR,EQ,       262.35,                120330931.60,458698
,XCHANGING,EQ,        80.80,                 34003175.30,417817
,XELPMOC,EQ,       339.90,                 48437075.90,143073
,XPROINDIA,BE,       169.80,                  1830580.40,11009
,YAARII,BE,       102.00,                  5899253.20,57795
,YESBANK,EQ,        13.55,                749651920.80,55229264
,ZEEL,EQ,       217.10,               1228339180.30,5672652
,ZEEL,P2,         1.95,                    44560.15,22679
,ZEELEARN,EQ,        16.60,                 87092510.40,5391201
,ZEEMEDIA,EQ,        13.10,                 83085125.60,6342376
,ZENITHEXPO,BE,        91.50,                    81612.95,905
,ZENSARTECH,EQ,       335.50,               1511864110.60,4546068
,ZENTEC,EQ,        99.40,                443957848.30,4487433
,ZODIAC,SM,        17.00,                    68000.00,4000
,ZODIACLOTH,EQ,       107.50,                  8808612.85,81467
,ZODJRDMKJ,BE,        33.20,                    83304.20,2483
,ZOTA,EQ,       218.50,                 40682084.00,183409
,ZUARI,EQ,       130.65,                 64124687.40,491716
,ZUARIGLOB,EQ,       131.75,                 28749954.75,219750
,ZYDUSWELL,EQ,      2138.75,                119435448.15,55358
