,15-Jul-2021
The Nifty witnessed an intraday movement of about 97.35 points.The closing index was 0.44 % up as compared to the previous closing index.

, Traded Value (Rs. In Crores), 62013.69
, Traded Quantity (in Lakhs), 25222.53
, Number of Trades, 21792678
, Total Market Capitalisation (Rs. Crores), 23206523.8

,INDEX,PREVIOUS CLOSE,OPEN,HIGH,LOW,CLOSE,GAIN/LOSS
,Nifty 50,     15853.95,     15872.15,     15952.35,     15855.00,     15924.20,70.25
,NIFTY50 EQL Wgt,     17849.00,     17867.15,     17928.90,     17827.00,     17900.20,51.2
,NIFTY100 EQL Wgt,     19025.20,     19064.40,     19099.40,     19044.45,     19082.20,57
,NIFTY100 LowVol30,     12347.55,     12371.55,     12431.30,     12356.90,     12420.60,73.05
,NIFTY Alpha 50,     27522.80,     27642.25,     28182.70,     27607.15,     28137.90,615.1
,NIFTY MIDCAP 150,     10435.85,     10469.30,     10483.00,     10457.20,     10472.30,36.45
,NIFTY SMLCAP 50,      5147.55,      5162.80,      5237.90,      5162.00,      5231.00,83.45
,NIFTY SMLCAP 250,      8917.10,      8950.90,      8993.40,      8950.15,      8979.10,62
,NIFTY MIDSML 400,      9887.00,      9920.55,      9943.50,      9916.15,      9932.40,45.4
,NIFTY200 QUALTY30,     13549.50,     13596.90,     13695.45,     13592.00,     13668.95,119.45
,Nifty FinSrv25 50,     16874.15,     16914.25,     17027.50,     16861.90,     16982.25,108.1
,NIFTY AlphaLowVol,     15899.85,     15927.15,     16018.50,     15916.45,     16004.60,104.75
,Nifty200Momentm30,     18063.60,     18088.55,     18208.10,     18075.65,     18173.15,109.55
,Nifty100ESGSecLdr,      2691.30,      2694.80,      2706.45,      2693.30,      2702.60,11.3
,Nifty IT,     29339.85,     29303.35,     29835.90,     29284.80,     29718.05,378.2
,Nifty Next 50,     38874.00,     38987.20,     39066.65,     38930.80,     39001.85,127.85
,Nifty Bank,     35668.25,     35757.45,     35985.25,     35625.70,     35907.65,239.4
,NIFTY MIDCAP 100,     27623.30,     27705.95,     27777.35,     27675.30,     27754.70,131.4
,Nifty 500,     13661.10,     13686.35,     13738.60,     13677.35,     13720.35,59.25
,Nifty 100,     16091.50,     16114.10,     16184.70,     16100.15,     16160.20,68.7
,Nifty Midcap 50,      7654.50,      7667.25,      7685.60,      7654.85,      7672.20,17.7
,Nifty Realty,       377.20,       378.70,       394.30,       376.30,       393.05,15.85
,Nifty Infra,      4402.15,      4412.85,      4436.90,      4408.15,      4420.95,18.8
,Nifty Energy,     19524.75,     19545.00,     19560.30,     19397.55,     19436.50,-88.25
,Nifty FMCG,     36073.20,     36181.15,     36223.20,     35948.40,     36182.95,109.75
,Nifty MNC,     17647.95,     17688.25,     17702.40,     17638.70,     17676.05,28.1
,Nifty Pharma,     14507.00,     14530.60,     14564.20,     14444.30,     14467.45,-39.55
,Nifty PSE,      3615.90,      3617.75,      3620.10,      3586.60,      3589.60,-26.3
,Nifty PSU Bank,      2480.15,      2489.15,      2491.75,      2465.55,      2471.95,-8.2
,Nifty Serv Sector,     22130.60,     22144.05,     22309.70,     22120.75,     22254.25,123.65
,India VIX,12.5900,12.5900,12.9450,11.0825,12.2700,-0.3200
,Nifty Auto,     10467.90,     10480.95,     10488.25,     10404.25,     10426.00,-41.9
,Nifty Metal,      5299.95,      5300.55,      5358.10,      5285.45,      5335.40,35.45
,Nifty Media,      1814.25,      1818.45,      1822.50,      1801.60,      1807.85,-6.4
,NIFTY SMLCAP 100,     10235.80,     10267.30,     10364.90,     10266.20,     10333.15,97.35
,Nifty 200,      8411.75,      8425.30,      8459.65,      8418.35,      8448.20,36.45
,Nifty Div Opps 50,      3361.75,      3363.90,      3390.50,      3362.35,      3383.75,22
,Nifty Commodities,      5246.45,      5249.45,      5272.85,      5236.05,      5264.10,17.65
,Nifty Consumption,      6365.95,      6380.15,      6380.15,      6345.00,      6359.15,-6.8
,Nifty Fin Service,     16823.05,     16866.95,     16976.65,     16803.80,     16926.30,103.25
,Nifty50 Div Point,        80.35,        83.96,        83.96,        83.96,        83.96,3.61
,Nifty100 Liq 15,      4048.70,      4057.25,      4074.75,      4047.85,      4066.70,18
,Nifty CPSE,      2076.30,      2073.45,      2075.50,      2051.30,      2053.45,-22.85
,Nifty GrowSect 15,      7631.50,      7645.10,      7646.40,      7606.05,      7630.85,-.65
,Nifty50 PR 2x Lev,      7543.70,      7560.35,      7636.45,      7547.30,      7609.90,66.2
,Nifty50 PR 1x Inv,       277.65,       277.35,       277.60,       275.95,       276.45,-1.2
,Nifty50 TR 2x Lev,     10172.30,     10199.40,     10302.00,     10181.80,     10266.20,93.9
,Nifty50 TR 1x Inv,       239.20,       238.90,       239.10,       237.70,       238.10,-1.1
,Nifty50 Value 20,      8075.35,      8073.15,      8161.80,      8069.20,      8145.40,70.05
,Nifty Mid Liq 15,      6474.30,      6483.70,      6504.60,      6475.30,      6482.40,8.1
,Nifty Pvt Bank,     18694.00,     18731.05,     18862.55,     18669.00,     18810.00,116
,NIFTY100 Qualty30,      3632.10,      3639.60,      3660.20,      3636.15,      3652.40,20.3
,Nifty GS 8 13Yr,      2261.75,      2262.14,      2263.21,      2262.11,      2262.77,1.02
,Nifty GS 10Yr,      2047.00,      2047.34,      2049.20,      2047.11,      2048.36,1.36
,Nifty GS 10Yr Cln,       944.32,       944.32,       945.18,       944.21,       944.79,.47
,Nifty GS 4 8Yr,      2426.64,      2427.03,      2429.46,      2426.46,      2427.14,.5
,Nifty GS 11 15Yr,      2419.23,      2419.68,      2422.46,      2417.73,      2418.38,-.85
,Nifty GS 15YrPlus,      2571.66,      2572.16,      2574.34,      2571.00,      2571.00,-.66
,Nifty GS Compsite,      2310.65,      2311.05,      2313.20,      2310.39,      2310.98,.33

,ADVANCES,927
,DECLINES,1067
,UNCHANGED,69

,Total securities that have hit their price bands today,336

,TOP 25 Securities Today :
,SYMBOL,SERIES,PREV. CLOSE,CLOSE PRICE,%VAR, VALUE(Rs Crs)
,LTTS,EQ,      2910.95,      3461.25,18.9,1965.76
,TNPL,EQ,       151.10,                 29395621.70,192523
,TNTELE,BE,        10.85,                   209958.35,19351
,TOKYOPLAST,EQ,       110.85,                  9938854.60,88203
,TORNTPOWER,EQ,       480.10,                715149938.55,1490916
,TOTAL,EQ,        48.30,                  1290549.50,26834
,TOUCHWOOD,EQ,       109.50,                  4290799.60,38477
,TPLPLASTEH,EQ,       250.35,                 21435428.00,87236
,TRANSWIND,SM,         5.60,                    90400.00,16000
,TREEHOUSE,BE,        11.00,                   544468.55,49813
,TREJHARA,EQ,        60.60,                  5947978.80,97527
,TRENT,EQ,       902.80,                398796900.20,439404
,TRF,BE,       137.20,                  1758370.20,12685
,TRIDENT,EQ,        17.65,                240210951.65,13470718
,TRIGYN,EQ,       141.45,                122696483.90,890143
,TRIL,EQ,        33.45,                 13265378.60,394928
,TRITURBINE,EQ,       131.25,                303534886.05,2323127
,TRIVENI,EQ,       195.20,                118379275.15,600690
,TTKHLTCARE,EQ,       770.00,                 26974190.50,34895
,TTKPRESTIG,EQ,      9327.75,                102732087.45,11039
,TTL,BE,        62.30,                   650992.30,10404
,TTML,BE,        41.85,                 51999713.10,1242526
,TV18BRDCST,EQ,        42.45,                699073964.60,16683196
,TVSELECT,EQ,       195.90,                  9083043.80,46310
,TVSMOTOR,EQ,       609.30,                681664013.40,1115932
,TVSSRICHAK,EQ,      2276.50,                 31493902.90,13723
,TVTODAY,EQ,       299.90,                 27027896.40,89711
,TVVISION,BE,         1.95,                     2613.00,1340
,TWL,EQ,        74.00,                 59313997.30,807435
,UCALFUEL,EQ,       164.40,                 10721543.25,64606
,UCOBANK,EQ,        14.05,                 51679191.55,3660781
,UFLEX,EQ,       535.15,                204609503.95,378691
,UFO,EQ,       103.70,                291145351.15,2789585
,UGARSUGAR,EQ,        35.25,                 22325426.40,625026
,UJAAS,BE,         2.95,                  2272007.55,767938
,UJJIVAN,EQ,       241.75,                398408668.15,1649699
,UJJIVANSFB,EQ,        30.60,                107577656.25,3497653
,UMANGDAIRY,EQ,        88.45,                 95839964.85,1052086
,UMESLTD,BE,         4.30,                   135269.30,31568
,UNICHEMLAB,EQ,       335.75,                 19032358.55,56792
,UNIDT,EQ,       327.95,                  7120778.60,21729
,UNIENTER,EQ,       136.85,                  7935539.70,56492
,UNIONBANK,EQ,        36.45,                340427504.15,9266273
,UNITECH,BZ,         2.10,                  2955222.90,1407249
,UNITEDTEA,EQ,       346.25,                   917641.55,2627
,UNIVASTU,EQ,        52.95,                   470905.40,8822
,UNIVCABLES,EQ,       198.15,                 38276302.05,194250
,UNIVPHOTO,EQ,       294.15,                  3511747.25,11922
,URJA,EQ,         7.65,                 15152957.65,1977917
,USHAMART,EQ,        55.25,                 76497937.05,1375746
,UTIAMC,EQ,       854.45,                515584764.15,605159
,UTIBANKETF,EQ,        35.98,                   333645.03,9308
,UTINEXT50,EQ,        40.45,                  8407078.38,207247
,UTINIFTETF,EQ,      1672.85,                  1960906.64,1173
,UTISENSETF,EQ,       556.92,                   278413.49,500
,UTISXN50,EQ,        45.19,                   305154.99,6776
,UTTAMSTL,EQ,         4.80,                 17530190.85,3652651
,UTTAMSUGAR,BE,       222.85,                 16441608.15,73663
,V2RETAIL,EQ,       130.45,                 11119068.35,83514
,VADILALIND,EQ,      1011.70,                  9294921.55,9194
,VAIBHAVGBL,EQ,       800.75,                 74821421.00,93061
,VAISHALI,EQ,        43.55,                  4647704.90,106383
,VAKRANGEE,EQ,        38.65,                116989431.05,2984895
,VALIANTORG,EQ,      1450.60,                 63844778.60,43981
,VARDHACRLC,EQ,        65.15,                 88898377.55,1366301
,VARDMNPOLY,EQ,        22.30,                  1659315.35,71979
,VARROC,EQ,       350.15,                 50035088.30,142083
,VASA,SM,         5.75,                    23000.00,4000
,VASCONEQ,EQ,        23.55,                 39362308.75,1665749
,VASWANI,EQ,        14.55,                   707457.55,49042
,VBL,EQ,       796.30,                196366296.40,247741
,VCL,SM,        36.00,                   535500.00,15000
,VEDL,EQ,       269.50,               1431619838.80,5284871
,VENKEYS,EQ,      3477.00,                190323975.95,54492
,VENUSREM,EQ,       459.20,                 53983009.05,118416
,VERTOZ,EQ,       151.30,                 87359882.80,570890
,VESUVIUS,EQ,      1175.00,                 19381664.55,16525
,VETO,EQ,       154.15,                135255743.40,862103
,VGUARD,EQ,       259.45,                 75490162.15,290735
,VHL,EQ,      3279.60,                 20445618.95,6030
,VICEROY,BZ,         4.00,                   104395.85,26006
,VIDHIING,EQ,       254.25,                 24810615.75,95959
,VIJIFIN,BE,         1.40,                    96175.80,68697
,VIKASECO,BE,         1.90,                 24045524.25,12645745
,VIKASLIFE,EQ,         3.65,                 22581818.45,6213531
,VIKASPROP,EQ,         2.70,                  9924371.95,3610197
,VIKASWSP,EQ,         6.00,                  3277427.65,539172
,VIMTALABS,EQ,       301.10,                 42885979.50,140201
,VINATIORGA,EQ,      1914.70,                123220050.90,64076
,VINDHYATEL,EQ,      1364.05,                 29182030.15,21236
,VINEETLAB,EQ,        97.35,                 29162652.60,291092
,VINYLINDIA,EQ,       159.20,                 44915573.20,277438
,VIPCLOTHNG,EQ,        19.45,                 29369534.05,1512012
,VIPIND,EQ,       410.00,                114015983.85,275457
,VIPULLTD,BE,        33.35,                   530366.85,15823
,VISAKAIND,EQ,       756.00,                 29952295.05,39231
,VISASTEEL,BE,         9.90,                   186457.50,18559
,VISHAL,EQ,        93.40,                 65898111.30,703514
,VISHNU,EQ,       587.25,                 50888421.55,84211
,VISHWARAJ,EQ,       143.85,                 38159059.75,266170
,VIVIDHA,BE,         1.00,                  1658514.90,1690427
,VIVIMEDLAB,BE,        24.80,                  3417427.70,137254
,VLSFINANCE,EQ,       235.95,                 34050010.95,141658
,VMARCIND,SM,        33.65,                  4501500.00,138000
,VMART,EQ,      3326.00,                133225136.65,39336
,VOLTAMP,EQ,      1593.25,                 59648197.65,37562
,VOLTAS,EQ,      1042.70,               1164951017.85,1116917
,VRLLOG,EQ,       320.30,                138421724.40,432929
,VSSL,EQ,       245.95,                 53340034.85,214302
,VSTIND,EQ,      3633.55,                 32544265.95,8980
,VSTTILLERS,EQ,      1997.35,                 16734868.15,8365
,VTL,EQ,      1607.75,                516102129.35,317167
,WABAG,EQ,       363.60,                 72728267.15,197961
,WABCOINDIA,EQ,      7350.65,                 33170145.10,4505
,WALCHANNAG,EQ,        71.45,                 13587183.55,189222
,WALPAR,ST,        51.45,                   823200.00,16000
,WANBURY,BE,        89.35,                  2109435.50,24039
,WATERBASE,EQ,       135.10,                202728198.15,1474881
,WEALTH,BE,       200.00,                   122822.80,609
,WEBELSOLAR,EQ,        68.70,                 12490903.10,178767
,WEIZMANIND,EQ,        66.75,                  4752034.50,70144
,WELCORP,EQ,       153.85,                694111676.90,4436648
,WELENT,EQ,       110.85,                 75283481.40,671687
,WELINV,EQ,       465.50,                   830835.85,1781
,WELSPUNIND,EQ,       125.20,               2020188287.90,15982701
,WENDT,EQ,      4424.05,                 11462891.15,2562
,WESTLIFE,EQ,       535.65,                 49876677.05,92486
,WFL,SM,       115.05,                   368240.00,3200
,WHEELS,EQ,       692.25,                169935180.90,246727
,WHIRLPOOL,EQ,      2195.85,                136333761.00,62057
,WILLAMAGOR,EQ,        24.00,                  3529204.95,148018
,WINDMACHIN,EQ,        32.15,                 47595112.50,1446012
,WIPL,BE,        65.10,                    11471.20,169
,WOCKPHARMA,EQ,       534.95,                198881392.25,369695
,WONDERLA,EQ,       248.20,                 40209547.15,158867
,WORTH,EQ,       111.65,                 21122749.75,189983
,WSI,BE,         5.95,                       11.90,2
,WSTCSTPAPR,EQ,       262.05,                 36399584.25,138632
,XCHANGING,EQ,        91.00,                 88690588.85,965660
,XELPMOC,EQ,       443.65,                 41136541.70,90384
,XPROINDIA,BE,       241.50,                  4580530.50,18967
,YAARII,BE,       108.65,                  8699847.40,80474
,YESBANK,EQ,        13.55,               2488221678.65,184390448
,ZEEL,EQ,       209.85,               1228893807.20,5824639
,ZEEL,P2,         1.95,                  1028773.75,527091
,ZEELEARN,EQ,        15.65,                 19171881.75,1217907
,ZEEMEDIA,EQ,        12.85,                 25876444.90,2003555
,ZENITHEXPO,BE,        83.90,                    49583.40,568
,ZENITHSTL,BE,         1.15,                    47371.95,41193
,ZENSARTECH,EQ,       352.95,               2835550462.80,7947007
,ZENTEC,EQ,        96.00,                163954696.55,1689566
,ZODIAC,SM,        17.90,                    71600.00,4000
,ZODIACLOTH,EQ,       135.80,                 79991360.20,573749
,ZODJRDMKJ,BE,        33.00,                    47998.95,1450
,ZOTA,EQ,       244.70,                 11762864.75,47489
,ZUARI,EQ,       152.75,                 37605908.15,243169
,ZUARIGLOB,EQ,       165.00,                 66711247.25,387142
,ZYDUSWELL,EQ,      2239.65,                122583432.45,55016
