,23-Apr-2021
The Nifty witnessed an intraday movement of about 187.85 points.The closing index was 0.45 % down as compared to the previous closing index.

, Traded Value (Rs. In Crores), 65545.12
, Traded Quantity (in Lakhs), 25247.71
, Number of Trades, 19551105
, Total Market Capitalisation (Rs. Crores), 20103744.22

,INDEX,PREVIOUS CLOSE,OPEN,HIGH,LOW,CLOSE,GAIN/LOSS
,Nifty 50,     14406.15,     14326.35,     14461.15,     14273.30,     14341.35,-64.8
,NIFTY50 EQL Wgt,     15977.00,     15912.15,     16050.05,     15823.40,     15914.40,-62.6
,NIFTY100 EQL Wgt,     16876.20,     16828.65,     16968.65,     16753.60,     16855.40,-20.8
,NIFTY100 LowVol30,     11201.70,     11181.50,     11226.30,     11100.90,     11149.55,-52.15
,NIFTY Alpha 50,     24055.55,     24096.90,     24372.40,     23956.75,     24120.20,64.65
,NIFTY MIDCAP 150,      8863.70,      8866.90,      8966.50,      8840.40,      8892.85,29.15
,NIFTY SMLCAP 50,      4091.65,      4096.65,      4138.20,      4092.05,      4121.50,29.85
,NIFTY SMLCAP 250,      6987.25,      6997.40,      7071.00,      6982.65,      7015.95,28.7
,NIFTY MIDSML 400,      8191.95,      8197.55,      8286.75,      8175.45,      8220.85,28.9
,NIFTY200 QUALTY30,     12147.70,     12117.20,     12171.95,     12039.00,     12087.75,-59.95
,Nifty FinSrv25 50,     15059.80,     14927.60,     15238.70,     14927.30,     15116.80,57
,NIFTY AlphaLowVol,     14289.20,     14277.70,     14351.25,     14154.25,     14239.05,-50.15
,Nifty200Momentm30,     15978.05,     15977.55,     16094.65,     15788.25,     15907.95,-70.1
,Nifty100ESGSecLdr,      2477.25,      2467.90,      2484.15,      2454.65,      2465.35,-11.9
,Nifty IT,     25826.70,     25746.45,     25926.05,     25531.95,     25609.10,-217.6
,Nifty Next 50,     34242.85,     34196.80,     34483.20,     34078.80,     34284.85,42
,Nifty Bank,     31782.60,     31490.60,     32148.40,     31377.15,     31722.30,-60.3
,NIFTY MIDCAP 100,     23432.65,     23434.90,     23707.30,     23340.55,     23492.75,60.1
,Nifty 500,     12132.05,     12086.20,     12199.40,     12044.90,     12105.60,-26.45
,Nifty 100,     14564.25,     14492.20,     14625.10,     14439.90,     14510.95,-53.3
,Nifty Midcap 50,      6506.95,      6503.25,      6583.80,      6462.25,      6512.90,5.95
,Nifty Realty,       305.15,       304.25,       306.75,       299.50,       301.80,-3.35
,Nifty Infra,      3946.95,      3941.30,      3968.30,      3909.85,      3932.55,-14.4
,Nifty Energy,     17370.95,     17323.20,     17594.10,     17304.40,     17537.70,166.75
,Nifty FMCG,     34043.05,     33938.10,     34002.85,     33631.70,     33726.10,-316.95
,Nifty MNC,     15853.80,     15814.90,     15890.35,     15739.95,     15796.50,-57.3
,Nifty Pharma,     13378.95,     13373.10,     13476.55,     13169.00,     13319.75,-59.2
,Nifty PSE,      3011.65,      3002.00,      3058.45,      3000.65,      3042.35,30.7
,Nifty PSU Bank,      1961.25,      1941.65,      1998.60,      1940.65,      1967.20,5.95
,Nifty Serv Sector,     20112.10,     19959.40,     20245.40,     19935.45,     20062.05,-50.05
,India VIX,23.0250,23.0250,23.0525,20.2100,22.6900,-0.3350
,Nifty Auto,      9644.55,      9569.25,      9695.90,      9534.90,      9596.95,-47.6
,Nifty Metal,      4460.90,      4471.75,      4528.20,      4396.65,      4446.85,-14.05
,Nifty Media,      1506.55,      1503.80,      1530.05,      1497.65,      1513.65,7.1
,NIFTY SMLCAP 100,      8216.00,      8221.75,      8308.65,      8202.90,      8250.55,34.55
,Nifty 200,      7550.70,      7518.05,      7588.30,      7490.65,      7528.90,-21.8
,Nifty Div Opps 50,      3002.15,      2992.45,      3010.75,      2978.15,      2992.05,-10.1
,Nifty Commodities,      4483.25,      4482.30,      4520.35,      4443.35,      4480.25,-3
,Nifty Consumption,      5862.70,      5844.85,      5868.90,      5794.35,      5818.90,-43.8
,Nifty Fin Service,     15239.50,     15095.65,     15381.70,     15049.80,     15238.25,-1.25
,Nifty50 Div Point,         1.92,         1.92,         1.92,         1.92,         1.92,0
,Nifty100 Liq 15,      3510.50,      3487.05,      3534.85,      3480.10,      3502.55,-7.95
,Nifty CPSE,      1716.30,      1708.85,      1748.15,      1708.15,      1741.15,24.85
,Nifty GrowSect 15,      7219.45,      7193.25,      7215.80,      7119.65,      7159.95,-59.5
,Nifty50 PR 2x Lev,      6293.95,      6223.70,      6340.95,      6178.10,      6236.80,-57.15
,Nifty50 PR 1x Inv,       304.15,       305.90,       307.00,       303.05,       305.55,1.4
,Nifty50 TR 2x Lev,      8402.60,      8308.75,      8465.30,      8247.90,      8326.20,-76.4
,Nifty50 TR 1x Inv,       263.35,       264.85,       265.80,       262.40,       264.60,1.25
,Nifty50 Value 20,      7347.40,      7315.05,      7364.75,      7265.60,      7301.10,-46.3
,Nifty Mid Liq 15,      5502.25,      5481.80,      5572.60,      5470.30,      5519.00,16.75
,Nifty Pvt Bank,     16918.35,     16782.30,     17133.30,     16717.60,     16911.00,-7.35
,NIFTY100 Qualty30,      3259.70,      3248.35,      3268.35,      3232.20,      3246.35,-13.35
,Nifty GS 8 13Yr,      2243.19,      2243.57,      2243.79,      2241.52,      2243.39,.2
,Nifty GS 10Yr,      2041.07,      2041.40,      2041.71,      2037.05,      2040.09,-.98
,Nifty GS 10Yr Cln,       954.23,       954.23,       954.38,       952.15,       953.60,-.63
,Nifty GS 4 8Yr,      2399.07,      2399.44,      2402.46,      2398.56,      2401.02,1.95
,Nifty GS 11 15Yr,      2402.02,      2402.46,      2404.35,      2398.64,      2402.93,.91
,Nifty GS 15YrPlus,      2640.61,      2641.10,      2641.10,      2641.10,      2641.10,.49
,Nifty GS Compsite,      2289.48,      2289.86,      2291.41,      2287.76,      2290.56,1.08

,ADVANCES,1028
,DECLINES,864
,UNCHANGED,112

,Total securities that have hit their price bands today,283

,TOP 25 Securities Today :
,SYMBOL,SERIES,PREV. CLOSE,CLOSE PRICE,%VAR, VALUE(Rs Crs)
,TATASTEEL,EQ,       921.40,       925.60,0.46,2303.79
,UTTAMSTL,BE,         6.85,                  1351335.70,193692
,UTTAMSUGAR,EQ,       102.50,                 18827015.90,180586
,V2RETAIL,EQ,       106.60,                  4535844.95,43080
,VADILALIND,EQ,       911.25,                 28726114.65,31014
,VAIBHAVGBL,EQ,      3962.50,                 94242612.25,23670
,VAISHALI,BE,        40.40,                  7165344.00,177360
,VAKRANGEE,EQ,        52.80,                 68092107.05,1276279
,VALIANTORG,EQ,      1386.60,                 38534586.70,27442
,VARDHACRLC,EQ,        35.90,                  1114975.30,31061
,VARDMNPOLY,EQ,        18.05,                  3072369.55,171344
,VARROC,EQ,       370.60,                 28377917.90,77328
,VASCONEQ,EQ,        16.15,                  3117425.90,193159
,VASWANI,EQ,         9.15,                   352185.25,38938
,VBL,EQ,       879.90,                587079805.95,666887
,VEDL,EQ,       228.00,               2764295067.05,12023111
,VENKEYS,EQ,      1528.50,                 48087938.95,31309
,VENUSREM,EQ,       338.95,                 79990635.30,231547
,VERTOZ,EQ,       244.20,                 77683882.80,314777
,VESUVIUS,EQ,      1061.20,                 12490756.85,11697
,VETO,EQ,       131.35,                  3691934.80,27950
,VGUARD,EQ,       224.60,                 61090874.00,271350
,VHL,EQ,      1650.00,                  1870374.60,1136
,VICEROY,BE,         2.00,                    79466.95,40061
,VIDEOIND,BZ,         3.90,                   592280.05,152351
,VIDHIING,EQ,       184.00,                 11624919.20,62162
,VIJIFIN,EQ,          .65,                    45129.45,74059
,VIKASECO,EQ,         2.00,                  5223101.65,2673807
,VIKASMCORP,EQ,         2.85,                 17825216.30,6329281
,VIKASPROP,EQ,         2.40,                  6557478.60,2716438
,VIKASWSP,EQ,         7.05,                  5993847.65,859724
,VIMTALABS,EQ,       202.30,                 22321967.80,108736
,VINATIORGA,EQ,      1651.20,                323049595.00,192802
,VINDHYATEL,EQ,       768.35,                 12927914.50,16709
,VINYLINDIA,EQ,       119.40,                 24357824.65,201678
,VIPCLOTHNG,BE,        12.55,                   545648.90,43727
,VIPIND,EQ,       331.50,                132487414.60,401446
,VIPULLTD,BE,        28.50,                   396580.00,13825
,VISAKAIND,EQ,       559.95,                436606913.40,768331
,VISASTEEL,EQ,         6.40,                   168952.65,26619
,VISHAL,EQ,        52.10,                  3986078.10,76470
,VISHNU,EQ,       335.35,                  8127470.15,24475
,VISHWARAJ,EQ,       110.70,                  8369204.80,73828
,VIVIDHA,BE,          .70,                   975083.40,1407467
,VIVIMEDLAB,EQ,        34.30,                389341032.20,11628673
,VLSFINANCE,EQ,        81.55,                  3828580.30,46651
,VMARCIND,ST,        38.10,                  1907400.00,48000
,VMART,EQ,      2560.95,                 38499176.30,14881
,VOLTAMP,EQ,      1067.05,                  4707453.20,4394
,VOLTAS,EQ,       938.90,               1338428483.55,1414300
,VRLLOG,EQ,       217.15,                 16291916.70,74022
,VSSL,EQ,       158.40,                 19390267.25,119623
,VSTIND,EQ,      3261.65,                 10848903.80,3327
,VSTTILLERS,EQ,      1747.10,                 12615709.25,7200
,VTL,EQ,      1124.15,                 23967364.85,21131
,WABAG,EQ,       246.75,                102623181.25,409640
,WABCOINDIA,EQ,      6499.05,                105195850.05,16185
,WALCHANNAG,EQ,        55.80,                 14661989.30,258786
,WANBURY,BE,        94.85,                  2380643.95,24606
,WATERBASE,EQ,       107.50,                 24881143.10,228006
,WEALTH,EQ,       118.00,                    43685.75,370
,WEBELSOLAR,EQ,        43.40,                  9517826.30,217446
,WEIZMANIND,EQ,        41.70,                   258984.55,6267
,WELCORP,EQ,       138.25,                103696755.00,747653
,WELENT,EQ,        97.70,                 12722101.55,129262
,WELINV,EQ,       383.90,                   188955.25,482
,WELSPUNIND,EQ,        78.50,                 75961335.70,963552
,WENDT,EQ,      3371.05,                 22409253.10,6724
,WESTLIFE,EQ,       411.25,                 19599069.85,47056
,WEWIN,SM,        16.50,                   146550.00,9000
,WHEELS,EQ,       426.55,                  2102555.15,4972
,WHIRLPOOL,EQ,      2131.70,               1452834497.95,692668
,WILLAMAGOR,EQ,        17.00,                   253672.40,14865
,WINDMACHIN,EQ,        29.25,                  5171254.00,178571
,WOCKPHARMA,EQ,       504.05,               1320155440.35,2569992
,WONDERLA,EQ,       180.90,                  8415752.45,46895
,WORTH,EQ,        47.15,                   713288.50,15038
,WSI,BE,         5.40,                      113.65,21
,WSTCSTPAPR,EQ,       196.25,                 37382900.30,187826
,XCHANGING,EQ,        62.50,                  3249382.35,51416
,XELPMOC,EQ,       282.15,                  9578158.10,33915
,XPROINDIA,BE,       123.45,                  3861269.10,31278
,YAARII,EQ,        97.75,                 64370434.75,651316
,YESBANK,EQ,        14.00,               1256585650.15,89475097
,ZEEL,EQ,       188.00,               1620901980.80,8529439
,ZEEL,P2,         1.95,                    15784.85,8162
,ZEELEARN,EQ,        10.10,                  1887938.85,186613
,ZEEMEDIA,EQ,         6.30,                 13499189.25,2142019
,ZENITHEXPO,EQ,        67.85,                   565810.75,8394
,ZENITHSTL,BE,          .80,                    72324.75,87735
,ZENSARTECH,EQ,       268.40,                 33443177.75,123715
,ZENTEC,EQ,        74.45,                  3610244.60,48243
,ZODIAC,SM,        17.70,                   141600.00,8000
,ZODIACLOTH,EQ,        88.05,                  1184179.20,13475
,ZODJRDMKJ,EQ,        25.10,                    62580.35,2459
,ZOTA,EQ,       154.80,                 13232316.85,83254
,ZUARI,EQ,        89.30,                  4089341.00,45395
,ZUARIGLOB,BE,        79.00,                  3111317.15,39412
,ZYDUSWELL,EQ,      2138.10,                323082460.05,151666
