,23-Apr-2021
The Nifty witnessed an intraday movement of about 187.85 points.The closing index was 0.45 % down as compared to the previous closing index.

, Traded Value (Rs. In Crores), 65545.12
, Traded Quantity (in Lakhs), 25247.71
, Number of Trades, 19551105
, Total Market Capitalisation (Rs. Crores), 20103744.22

,INDEX,PREVIOUS CLOSE,OPEN,HIGH,LOW,CLOSE,GAIN/LOSS
,Nifty 50,     14406.15,     14326.35,     14461.15,     14273.30,     14341.35,-64.8
,NIFTY50 EQL Wgt,     15977.00,     15912.15,     16050.05,     15823.40,     15914.40,-62.6
,NIFTY100 EQL Wgt,     16876.20,     16828.65,     16968.65,     16753.60,     16855.40,-20.8
,NIFTY100 LowVol30,     11201.70,     11181.50,     11226.30,     11100.90,     11149.55,-52.15
,NIFTY Alpha 50,     24055.55,     24096.90,     24372.40,     23956.75,     24120.20,64.65
,NIFTY MIDCAP 150,      8863.70,      8866.90,      8966.50,      8840.40,      8892.85,29.15
,NIFTY SMLCAP 50,      4091.65,      4096.65,      4138.20,      4092.05,      4121.50,29.85
,NIFTY SMLCAP 250,      6987.25,      6997.40,      7071.00,      6982.65,      7015.95,28.7
,NIFTY MIDSML 400,      8191.95,      8197.55,      8286.75,      8175.45,      8220.85,28.9
,NIFTY200 QUALTY30,     12147.70,     12117.20,     12171.95,     12039.00,     12087.75,-59.95
,Nifty FinSrv25 50,     15059.80,     14927.60,     15238.70,     14927.30,     15116.80,57
,NIFTY AlphaLowVol,     14289.20,     14277.70,     14351.25,     14154.25,     14239.05,-50.15
,Nifty200Momentm30,     15978.05,     15977.55,     16094.65,     15788.25,     15907.95,-70.1
,Nifty100ESGSecLdr,      2477.25,      2467.90,      2484.15,      2454.65,      2465.35,-11.9
,Nifty IT,     25826.70,     25746.45,     25926.05,     25531.95,     25609.10,-217.6
,Nifty Next 50,     34242.85,     34196.80,     34483.20,     34078.80,     34284.85,42
,Nifty Bank,     31782.60,     31490.60,     32148.40,     31377.15,     31722.30,-60.3
,NIFTY MIDCAP 100,     23432.65,     23434.90,     23707.30,     23340.55,     23492.75,60.1
,Nifty 500,     12132.05,     12086.20,     12199.40,     12044.90,     12105.60,-26.45
,Nifty 100,     14564.25,     14492.20,     14625.10,     14439.90,     14510.95,-53.3
,Nifty Midcap 50,      6506.95,      6503.25,      6583.80,      6462.25,      6512.90,5.95
,Nifty Realty,       305.15,       304.25,       306.75,       299.50,       301.80,-3.35
,Nifty Infra,      3946.95,      3941.30,      3968.30,      3909.85,      3932.55,-14.4
,Nifty Energy,     17370.95,     17323.20,     17594.10,     17304.40,     17537.70,166.75
,Nifty FMCG,     34043.05,     33938.10,     34002.85,     33631.70,     33726.10,-316.95
,Nifty MNC,     15853.80,     15814.90,     15890.35,     15739.95,     15796.50,-57.3
,Nifty Pharma,     13378.95,     13373.10,     13476.55,     13169.00,     13319.75,-59.2
,Nifty PSE,      3011.65,      3002.00,      3058.45,      3000.65,      3042.35,30.7
,Nifty PSU Bank,      1961.25,      1941.65,      1998.60,      1940.65,      1967.20,5.95
,Nifty Serv Sector,     20112.10,     19959.40,     20245.40,     19935.45,     20062.05,-50.05
,India VIX,23.0250,23.0250,23.0525,20.2100,22.6900,-0.3350
,Nifty Auto,      9644.55,      9569.25,      9695.90,      9534.90,      9596.95,-47.6
,Nifty Metal,      4460.90,      4471.75,      4528.20,      4396.65,      4446.85,-14.05
,Nifty Media,      1506.55,      1503.80,      1530.05,      1497.65,      1513.65,7.1
,NIFTY SMLCAP 100,      8216.00,      8221.75,      8308.65,      8202.90,      8250.55,34.55
,Nifty 200,      7550.70,      7518.05,      7588.30,      7490.65,      7528.90,-21.8
,Nifty Div Opps 50,      3002.15,      2992.45,      3010.75,      2978.15,      2992.05,-10.1
,Nifty Commodities,      4483.25,      4482.30,      4520.35,      4443.35,      4480.25,-3
,Nifty Consumption,      5862.70,      5844.85,      5868.90,      5794.35,      5818.90,-43.8
,Nifty Fin Service,     15239.50,     15095.65,     15381.70,     15049.80,     15238.25,-1.25
,Nifty50 Div Point,         1.92,         1.92,         1.92,         1.92,         1.92,0
,Nifty100 Liq 15,      3510.50,      3487.05,      3534.85,      3480.10,      3502.55,-7.95
,Nifty CPSE,      1716.30,      1708.85,      1748.15,      1708.15,      1741.15,24.85
,Nifty GrowSect 15,      7219.45,      7193.25,      7215.80,      7119.65,      7159.95,-59.5
,Nifty50 PR 2x Lev,      6293.95,      6223.70,      6340.95,      6178.10,      6236.80,-57.15
,Nifty50 PR 1x Inv,       304.15,       305.90,       307.00,       303.05,       305.55,1.4
,Nifty50 TR 2x Lev,      8402.60,      8308.75,      8465.30,      8247.90,      8326.20,-76.4
,Nifty50 TR 1x Inv,       263.35,       264.85,       265.80,       262.40,       264.60,1.25
,Nifty50 Value 20,      7347.40,      7315.05,      7364.75,      7265.60,      7301.10,-46.3
,Nifty Mid Liq 15,      5502.25,      5481.80,      5572.60,      5470.30,      5519.00,16.75
,Nifty Pvt Bank,     16918.35,     16782.30,     17133.30,     16717.60,     16911.00,-7.35
,NIFTY100 Qualty30,      3259.70,      3248.35,      3268.35,      3232.20,      3246.35,-13.35
,Nifty GS 8 13Yr,      2243.19,      2243.57,      2243.79,      2241.52,      2243.39,.2
,Nifty GS 10Yr,      2041.07,      2041.40,      2041.71,      2037.05,      2040.09,-.98
,Nifty GS 10Yr Cln,       954.23,       954.23,       954.38,       952.15,       953.60,-.63
,Nifty GS 4 8Yr,      2399.07,      2399.44,      2402.46,      2398.56,      2401.02,1.95
,Nifty GS 11 15Yr,      2402.02,      2402.46,      2404.35,      2398.64,      2402.93,.91
,Nifty GS 15YrPlus,      2640.61,      2641.10,      2641.10,      2641.10,      2641.10,.49
,Nifty GS Compsite,      2289.48,      2289.86,      2291.41,      2287.76,      2290.56,1.08

,ADVANCES,1028
,DECLINES,864
,UNCHANGED,112

,Total securities that have hit their price bands today,283

,TOP 25 Securities Today :
,SYMBOL,SERIES,PREV. CLOSE,CLOSE PRICE,%VAR, VALUE(Rs Crs)
,TATASTEEL,EQ,       921.40,       925.60,0.46,2303.79
,BORORENEW,EQ,       236.50,                 56533826.35,237722
,BPL,EQ,        29.70,                 22728910.25,794258
,BRFL,EQ,         6.80,                   289399.30,42079
,BRIGADE,EQ,       235.50,                 25067025.25,106085
,BRITANNIA,N2,        32.42,                    90935.38,2804
,BRNL,EQ,        26.70,                   907193.60,33735
,BROOKS,EQ,        79.05,                  2510628.00,31760
,BSE,EQ,       598.45,                122728106.70,203930
,BSELINFRA,EQ,          .90,                    43980.20,47478
,BSHSL,BE,       131.85,                   450770.35,3377
,BSL,EQ,        34.80,                   613247.50,17425
,BSLGOLDETF,EQ,      4361.25,                   431639.60,99
,BSLNIFTY,EQ,       157.43,                    37337.12,235
,BSOFT,EQ,       254.95,                243762022.55,972770
,BURGERKING,EQ,       130.45,                126268555.15,957677
,BURNPUR,BE,         2.15,                   226389.25,106289
,BUTTERFLY,EQ,       609.85,                 18160006.75,29477
,BVCL,BE,        17.00,                    73059.90,4327
,BYKE,EQ,        18.30,                   549842.45,30236
,CALSOFT,EQ,         8.75,                   103974.75,11924
,CAMLINFINE,EQ,       137.75,                 27121692.20,194039
,CAMS,EQ,      2096.05,                132933358.40,62897
,CANBK,EQ,       130.50,               2734070305.30,20689949
,CANDC,BZ,         4.75,                    17096.00,3720
,CANFINHOME,EQ,       523.50,                517184178.15,996130
,CANTABIL,EQ,       368.60,                 37850006.50,102273
,CAPACITE,EQ,       182.60,                  6720672.20,36529
,CAPLIPOINT,EQ,       507.05,                344934018.85,664299
,CAPTRUST,BE,        82.40,                   699770.70,8593
,CARBORUNIV,EQ,       479.50,                 51091585.55,106274
,CAREERP,EQ,       119.80,                  2407135.15,19875
,CARERATING,EQ,       468.55,                163199530.95,339881
,CASTEXTECH,BE,          .70,                   368185.85,536196
,CASTROLIND,EQ,       122.65,                314986024.85,2575866
,CCHHL,EQ,         3.90,                   177330.50,44952
,CCL,EQ,       268.40,                196661598.05,742380
,CDSL,EQ,       720.65,                247005420.60,340819
,CEATLTD,EQ,      1440.60,                254650843.70,177598
,CEBBCO,BE,        16.80,                   374681.25,22352
,CELEBRITY,BE,         5.20,                    82754.25,15807
,CENTENKA,EQ,       245.00,                  3846244.45,15632
,CENTEXT,EQ,         4.85,                   849123.35,171946
,CENTRALBK,EQ,        16.05,                 91209685.50,5648442
,CENTRUM,EQ,        22.40,                 61875183.45,2751420
,CENTUM,EQ,       386.85,                  1233283.45,3220
,CENTURYPLY,EQ,       327.65,                 83968051.00,248982
,CENTURYTEX,EQ,       460.55,                316498230.40,694430
,CERA,EQ,      3922.75,                 24390914.60,6136
,CEREBRAINT,EQ,        49.35,                 12270355.85,246618
,CESC,EQ,       596.95,                363669919.75,609856
,CGCL,EQ,       394.45,                 50136940.65,127206
,CGPOWER,EQ,        67.80,                102735664.60,1509393
,CHALET,EQ,       144.30,                 13706480.00,95571
,CHAMBLFERT,EQ,       211.65,                118420299.80,557545
,CHEMBOND,EQ,       190.60,                  5007872.65,26635
,CHEMCON,EQ,       416.70,                 37753266.05,89802
,CHEMFAB,EQ,       132.05,                   613248.80,4609
,CHENNPETRO,EQ,       102.70,                219174403.10,2120627
,CHOLAFIN,EQ,       555.95,               2367911280.20,4252773
,CHOLAHLDNG,EQ,       565.15,                 23992592.10,42183
,CIGNITITEC,EQ,       397.90,                 15696734.15,39137
,CINELINE,EQ,        31.20,                   691873.15,22132
,CINEVISTA,EQ,        15.30,                   129330.90,8453
,CLEDUCATE,EQ,        79.05,                  2173531.55,26868
,CLNINDIA,EQ,       412.80,                 38680876.45,93298
,CMICABLES,BE,        42.85,                   432650.45,10037
,CMMIPL,SM,         8.05,                    71550.00,9000
,COCHINSHIP,EQ,       349.50,                 30704276.55,87503
,COFORGE,EQ,      2851.00,               1897608584.75,655022
,COMPINFO,EQ,        15.15,                  2317087.50,150905
,COMPUSOFT,EQ,         8.75,                   283042.45,32598
,CONFIPET,EQ,        47.00,                307854361.90,6695075
,CONSOFINVT,EQ,        55.55,                  1143233.50,20259
,CONTI,SM,         5.50,                    18331.50,3333
,CONTROLPR,EQ,       258.95,                  7059331.10,27241
,CORALFINAC,EQ,        22.15,                   265005.90,12066
,CORDSCABLE,EQ,        39.40,                   651374.55,16342
,COROMANDEL,EQ,       735.80,                252995689.65,344707
,COSMOFILMS,EQ,       623.40,                 27660172.25,43791
,COUNCODOS,BE,         2.15,                    90920.05,42538
,COX&KINGS,BZ,         1.10,                   246323.20,221171
,CPSEETF,EQ,        22.13,                 65900255.56,2977596
,CRAFTSMAN,EQ,      1284.10,                 74924458.70,58253
,CREATIVE,EQ,       100.00,                   904939.00,8986
,CREATIVEYE,EQ,         2.75,                      825.00,300
,CREDITACC,EQ,       584.85,                114225997.10,196568
,CREST,EQ,        78.40,                   493301.85,6272
,CRISIL,EQ,      1890.80,                 57164819.60,30473
,CROMPTON,EQ,       354.65,                899259541.10,2506842
,CSBBANK,EQ,       254.00,                 64277291.95,251108
,CTE,EQ,        26.05,                   642033.00,24572
,CUB,EQ,       165.60,                696890599.50,4221417
,CUBEXTUB,EQ,        26.25,                   396480.00,15104
,CUMMINSIND,EQ,       850.50,                822409126.40,955435
,CUPID,EQ,       222.00,                 16891664.65,75034
,CYBERMEDIA,BE,        12.05,                   145623.10,11874
,CYBERTECH,EQ,       124.05,                 10488882.25,83968
,CYIENT,EQ,       686.40,                581047438.30,838787
,DAAWAT,EQ,        71.20,                330398438.40,4568031
,DALALSTCOM,BE,          .90,                     2352.80,2503
,DALBHARAT,EQ,      1424.40,                247535654.10,171673
,DALMIASUG,EQ,       233.30,                 61229055.65,263112
,DAMODARIND,EQ,        22.30,                   623156.30,27614
,DANGEE,EQ,       139.75,                  1716375.40,12337
,DATAMATICS,EQ,       113.80,                 16076900.65,140338
,DBCORP,EQ,        76.45,                 30630506.35,397334
,DBL,EQ,       600.55,                168384708.40,283837
,DBREALTY,BE,        17.45,                  4556893.65,263128
,DBSTOCKBRO,EQ,         9.30,                     1382.60,147
,DCAL,EQ,       146.70,                228421294.50,1523805
,DCBBANK,EQ,        90.20,                 90059485.55,988092
,DCM,EQ,        24.00,                   181136.70,7481
,DCMFINSERV,BE,         1.70,                    14538.85,8571
,DCMNVL,BE,        80.30,                   858525.60,10737
,DCMSHRIRAM,EQ,       657.60,                192968276.60,292542
,DCW,EQ,        35.70,                780510172.20,21741907
,DECCANCE,EQ,       408.65,                 11434205.95,27649
,DEEPAKFERT,EQ,       235.75,                119685741.45,503799
,DEEPAKNTR,EQ,      1627.85,               2521661876.90,1531076
,DEEPENR,EQ,        39.80,                  8436006.10,222877
,DELTACORP,EQ,       155.50,                404913315.10,2594899
,DELTAMAGNT,EQ,        27.00,                    96042.70,3515
,DEN,EQ,        43.25,                200580997.95,4603756
,DENORA,EQ,       247.35,                   632438.95,2539
,DEVIT,SM,       111.75,                  1895250.00,18000
,DFMFOODS,EQ,       346.40,                 10788911.95,30820
,DGCONTENT,EQ,         8.15,                    26646.20,3229
,DHAMPURSUG,EQ,       210.15,                307465890.20,1443721
,DHANBANK,EQ,        14.25,                 15443107.55,1085071
,DHANI,EQ,       185.30,                175413385.80,940344
,DHANILOANS,N3,       984.99,                   278749.34,283
,DHANILOANS,N7,       985.00,                    19700.00,20
,DHANILOANS,N6,       989.00,                    49450.00,50
,DHANILOANS,N8,      1110.00,                   199257.50,180
,DHANIPP,E1,        86.80,                  3564535.25,40672
,DHANUKA,EQ,       767.90,                187230731.00,242262
,DHARSUGAR,EQ,         6.15,                   163125.45,26989
,DHFL,EQ,        13.35,                 20120325.20,1505612
,DHFL,NQ,       335.00,                     3350.00,10
,DHFL,NX,       306.01,                    15300.50,50
,DHFL,NY,       349.99,                    62181.99,201
,DHFL,NP,       349.44,                   313040.50,900
,DHFL,Y1,       320.00,                     1920.00,6
,DHFL,NN,       341.00,                    34100.00,100
,DHFL,NC,       333.02,                    26994.20,78
,DHFL,NS,       330.00,                    66620.85,205
,DHUNINV,EQ,       263.70,                   941078.25,3526
,DIAMONDYD,EQ,       553.75,                  1165280.80,2107
,DIAPOWER,BZ,          .70,                    11844.85,17026
,DICIND,EQ,       389.15,                   340167.00,867
,DIGISPICE,BE,        32.80,                  4435597.95,138211
,DISHTV,EQ,         9.40,                 51154049.80,5401173
,DIXON,EQ,      3895.55,                732705285.10,187206
,DLINKINDIA,EQ,        98.90,                 15165620.55,152008
,DNAMEDIA,EQ,          .75,                    48412.95,66441
,DOLAT,EQ,        64.15,                  5024494.05,78269
,DOLLAR,EQ,       238.30,                  6739934.00,28082
,DONEAR,EQ,        27.85,                  1038009.35,36659
,DPABHUSHAN,EQ,       110.45,                  1179734.55,10524
,DPSCLTD,EQ,        12.55,                   101082.75,8037
,DPWIRES,EQ,       104.00,                   315962.80,3025
,DRCSYSTEMS,BE,       267.70,                  2510279.35,9860
,DREDGECORP,EQ,       345.25,                 32202751.55,91792
,DSSL,EQ,        73.10,                  2089097.50,28485
,DTIL,EQ,       250.65,                   610202.20,2429
,DUCON,EQ,         7.40,                  1176089.75,161680
,DVL,EQ,        92.20,                  1757552.55,18912
,DWARKESH,EQ,        36.30,                280531135.65,7593611
,DYNAMATECH,EQ,       976.80,                  4398717.25,4456
,DYNPRO,EQ,       496.65,                 94525092.60,190359
,E2E,SM,        39.35,                   392700.00,10000
,EASEMYTRIP,EQ,       177.50,                503060514.85,2817316
,EASTSILK,BE,         2.40,                    15933.60,6639
,EASUNREYRL,BZ,         2.20,                    55059.70,25856
,EBBETF0423,EQ,      1119.68,                  1099266.23,982
,EBBETF0425,EQ,      1032.98,                 13695765.64,13253
,EBBETF0430,EQ,      1146.40,                  8920043.71,7777
,EBBETF0431,EQ,      1030.47,                 11470772.48,11135
,EBIXFOREX,EQ,       438.75,                  1155657.60,2610
,ECLERX,EQ,      1195.70,                141856909.00,114694
,ECLFINANCE,NM,      1005.00,                   553406.11,551
,ECLFINANCE,NN,      1211.00,                   179107.75,149
,ECLFINANCE,NE,      1258.00,                   192474.00,153
,ECLFINANCE,NK,       930.00,                   949500.00,1050
,ECLFINANCE,NP,       987.00,                   225912.99,231
,ECLFINANCE,NH,      1160.00,                    23325.00,20
,ECLFINANCE,NF,      1063.97,                   617593.98,594
,ECLFINANCE,NO,       990.75,                   197721.60,200
,ECLFINANCE,NG,       950.00,                      950.00,1
,ECLFINANCE,NR,       989.20,                  2232709.67,2246
,ECLFINANCE,NQ,      1151.57,                   437096.29,380
,EDELWEISS,EQ,        61.75,                 47814264.90,772066
,EDUCOMP,BZ,         2.50,                    58023.90,23652
,EHFLNCD,N6,       962.00,                    62515.00,65
,EHFLNCD,N4,      1505.20,                     7526.00,5
,EIDPARRY,EQ,       330.50,                278653883.00,845345
,EIHAHOTELS,EQ,       229.35,                  2330751.40,10205
,EIHOTEL,EQ,        85.20,                156208837.95,1851947
,EIMCOELECO,EQ,       334.10,                   336471.25,1007
,EKC,EQ,       133.90,               1137615922.65,8583452
,ELECON,EQ,        83.95,                 89488536.50,1078932
,ELECTCAST,EQ,        30.90,                 25846229.75,823068
,ELECTHERM,EQ,       105.00,                   952220.80,9056
,ELGIEQUIP,EQ,       220.75,                 44496757.15,197598
,ELGIRUBCO,EQ,        26.25,                   595006.85,22729
,EMAMILTD,EQ,       505.25,                 63213516.35,124814
,EMAMIPAP,EQ,       121.70,                  5172817.40,41715
,EMAMIREAL,EQ,        46.10,                   668233.45,14340
,EMBASSY,RR,       309.71,                113457908.00,363800
,EMCO,BZ,         1.45,                    25101.80,17480
,EMKAY,EQ,        64.60,                  2775743.30,41577
,EMMBI,EQ,        80.20,                  1239291.35,15212
,EMOFSR1RDP,MF,        13.81,                    13810.00,1000
,EMOFSR1RGG,MF,        13.92,                   971338.00,70400
,ENDURANCE,EQ,      1273.85,                244119965.60,191994
,ENERGYDEV,BE,         9.05,                   176402.40,19481
,ENGINERSIN,EQ,        71.00,                 66553298.90,934895
,ENIL,EQ,       144.25,                  1923410.60,13173
,EPL,EQ,       219.25,                178079077.25,801165
,EQ30,EQ,       415.70,                    21613.70,52
,EQUITAS,EQ,        77.05,                 57894086.35,756595
,EQUITASBNK,EQ,        51.10,                 20778855.90,405240
,ERFLNCDI,N6,       865.00,                   188085.00,219
,ERFLNCDI,N5,       880.00,                    58036.00,66
,ERFLNCDI,N4,       940.00,                     4700.00,5
,ERFLNCDI,N3,       934.06,                    46701.75,50
,ERIS,EQ,       606.25,                 56092696.20,92693
,EROSMEDIA,EQ,        22.15,                  8341358.95,370339
,ESABINDIA,EQ,      1825.15,                  5024104.35,2742
,ESCORTS,EQ,      1138.40,               1641000349.80,1424940
,ESSARSHPNG,EQ,         7.90,                   563950.90,72098
,ESTER,EQ,       119.25,                 31504980.90,259656
,EVEREADY,EQ,       293.25,                189286736.10,642450
,EVERESTIND,EQ,       297.55,                 23415576.40,77922
,EXCEL,EQ,         2.10,                    35328.10,16815
,EXCELINDUS,EQ,       807.15,                  9608060.30,11797
,EXIDEIND,EQ,       171.10,                376048903.05,2186092
,EXPLEOSOL,EQ,       523.80,                 20026075.70,37472
,FACT,EQ,       105.85,                 28317050.90,263155
,FAIRCHEMOR,EQ,       769.45,                 14849918.85,19310
,FCL,EQ,        67.15,                 44323210.20,642091
,FCONSUMER,EQ,         6.85,                 18022647.85,2628310
,FCSSOFT,BE,          .60,                  1379525.05,2262657
,FDC,EQ,       306.10,                115504523.25,371865
,FEDERALBNK,EQ,        72.05,               1427634392.25,19721445
,FEL,EQ,         9.15,                  4071534.60,444860
,FELDVR,EQ,        10.30,                   368312.80,34889
,FELIX,SM,        46.25,                   185000.00,4000
,FIEMIND,EQ,       565.70,                  9387857.60,16743
,FILATEX,EQ,        72.90,                141764157.30,1886654
,FINCABLES,EQ,       358.35,                 41225932.50,114264
,FINEORG,EQ,      2544.65,                 87547303.85,34110
,FINPIPE,EQ,       145.00,                220937718.75,1516346
,FLEXITUFF,BE,        22.20,                    73404.25,3278
,FLFL,EQ,        56.95,                  3228952.05,56733
,FLUOROCHEM,EQ,       717.40,                 46136268.35,63363
,FMGOETZE,EQ,       286.00,                  6850174.05,23744
,FMNL,EQ,        14.55,                   226490.55,15687
,FORCEMOT,EQ,      1064.10,                 23015329.50,21417
,FORTIS,EQ,       207.80,                748625880.25,3574189
,FOSECOIND,EQ,      1238.50,                  2332236.50,1891
,FRETAIL,EQ,        49.00,                 95499909.00,1952231
,FSC,EQ,        73.95,                  1941420.25,26122
,FSL,EQ,       110.30,                438999702.45,3918914
,G5,EQ,        47.92,                    10063.20,210
,GABRIEL,EQ,       106.00,                 20522743.75,193862
,GAEL,EQ,       129.05,                 18033739.40,139381
,GAL,EQ,         2.30,                   131877.30,57387
,GALAXYSURF,EQ,      2616.40,                 30144363.05,11463
,GALLANTT,EQ,        49.80,                  4190438.60,84219
,GALLISPAT,EQ,        39.10,                  1568607.50,39400
,GAMMNINFRA,EQ,          .65,                   380368.35,569939
,GANDHITUBE,EQ,       270.40,                  2185859.20,8117
,GANECOS,EQ,       533.50,                  8519384.20,16199
,GANESHHOUC,EQ,        64.70,                  4820705.40,74030
,GANGAFORGE,SM,        45.90,                  1446800.00,32000
,GANGESSECU,EQ,        58.10,                   400362.80,6728
,GARFIBRES,EQ,      2546.85,                 88547880.15,34707
,GATI,EQ,        96.10,                 38671614.20,399080
,GAYAHWS,BE,          .55,                    43490.15,76387
,GAYAPROJ,EQ,        27.35,                 14305774.30,519276
,GBGLOBAL,EQ,         7.00,                     6825.20,1014
,GDL,EQ,       171.10,                  7376193.15,42843
,GEECEE,EQ,       101.85,                   120814.65,1186
,GEEKAYWIRE,EQ,        78.25,                    29720.00,375
,GENCON,EQ,        43.10,                   189967.75,4412
,GENESYS,BE,        90.25,                   594366.10,6779
,GENUSPAPER,EQ,         7.45,                   589927.40,79767
,GENUSPOWER,EQ,        47.35,                 16175894.35,341736
,GEOJITFSL,EQ,        47.65,                 10534953.50,219230
,GEPIL,EQ,       255.95,                 16029812.85,62677
,GESHIP,EQ,       294.20,                103485638.20,346221
,GET&D,EQ,       111.95,                 10246839.20,90198
,GFLLIMITED,EQ,        71.20,                 16099470.45,222920
,GHCL,EQ,       230.60,                 26268551.60,114255
,GICHSGFIN,EQ,       112.80,                 60228035.05,537819
,GICL,SM,        19.00,                   142500.00,7500
,GILLANDERS,EQ,        37.35,                    43924.65,1162
,GILLETTE,EQ,      5419.00,                 23278283.10,4285
,GINNIFILA,EQ,        19.25,                  2015236.75,103854
,GIPCL,EQ,        73.40,                 10083716.65,136604
,GISOLUTION,BE,         2.00,                      992.00,496
,GKWLIMITED,EQ,       525.15,                    79277.60,152
,GLAND,EQ,      2658.25,                875060751.90,325225
,GLAXO,EQ,      1451.95,                 40040651.45,27420
,GLENMARK,EQ,       559.25,               2242287966.45,3988771
,GLFL,EQ,         2.30,                      712.75,301
,GLOBAL,EQ,        38.30,                   124339.15,3216
,GLOBALVECT,BZ,        38.95,                   128951.15,3304
,GLOBE,BE,        49.75,                     3212.25,70
,GLOBUSSPR,EQ,       309.75,                 22089516.45,70266
,GMBREW,EQ,       389.55,                  9426476.20,24062
,GMDCLTD,EQ,        53.90,                 54630738.45,1004972
,GMMPFAUDLR,EQ,      4121.40,                105414492.35,25511
,GMRINFRA,EQ,        22.90,                235946617.75,10285258
,GNA,EQ,       403.70,                376405152.65,930853
,GNFC,EQ,       308.50,                186084398.65,600459
,GOACARBON,EQ,       300.65,                 12543012.85,41031
,GOCLCORP,EQ,       199.70,                  3061233.65,15210
,GODFRYPHLP,EQ,       864.75,                 31989243.80,36712
,GODREJAGRO,EQ,       501.40,                 40224774.95,80664
,GODREJIND,EQ,       512.35,                 22955781.60,44583
,GODREJPROP,EQ,      1312.95,                860237214.70,651780
,GOENKA,BZ,         1.45,                   441373.20,311832
,GOKEX,EQ,        80.10,                  7658163.05,94879
,GOKUL,EQ,        18.50,                  1964655.40,102586
,GOKULAGRO,EQ,        21.40,                   973045.20,45022
,GOLDBEES,EQ,        41.52,                213810753.73,5160353
,GOLDENTOBC,EQ,        40.30,                   503192.90,12576
,GOLDIAM,EQ,       339.95,                 14173206.05,41483
,GOLDSHARE,EQ,        42.80,                  4354436.40,102037
,GOLDTECH,BE,         9.95,                   163736.00,16476
,GOODLUCK,EQ,        75.75,                 36969622.60,479491
,GOODYEAR,EQ,       880.50,                  2314716.75,2629
,GPIL,EQ,       801.90,                 73579837.15,90118
,GPPL,EQ,        94.20,                112577511.85,1182937
,GPTINFRA,EQ,        36.95,                   580139.90,15614
,GRANULES,EQ,       329.65,                800373851.60,2405538
,GRAPHITE,EQ,       651.75,               1565908119.65,2400859
,GRAVITA,EQ,        93.20,                 19256870.05,204753
,GREAVESCOT,EQ,       126.95,                121190318.55,935497
,GREENLAM,EQ,      1006.50,                  4848602.80,4833
,GREENPANEL,EQ,       210.70,                 61396071.55,290216
,GREENPLY,EQ,       199.45,                 64549453.70,325225
,GREENPOWER,BE,         1.95,                   869455.05,446978
,GRINDWELL,EQ,       879.60,                  9148241.00,10356
,GROBTEA,EQ,       785.55,                   556515.10,718
,GRPLTD,EQ,       795.00,                  2659729.10,3284
,GRSE,EQ,       176.25,                  8656674.35,48823
,GSCLCEMENT,EQ,        33.40,                  2686296.45,79794
,GSFC,EQ,        93.80,                307616018.00,3302044
,GSPL,EQ,       250.25,                471510232.80,1902377
,GSS,EQ,        62.80,                 11795950.20,185523
,GTL,EQ,         5.50,                  1828317.00,335864
,GTLINFRA,EQ,          .65,                  4141078.00,6226818
,GTNTEX,EQ,         5.50,                     4367.00,794
,GTPL,EQ,       132.20,                 13254220.10,99495
,GUFICBIO,EQ,       132.40,                231360824.65,1707664
,GUJALKALI,EQ,       410.00,                308752827.10,741275
,GUJAPOLLO,EQ,       209.80,                   488508.15,2344
,GUJGASLTD,EQ,       545.50,                486946764.75,896258
,GUJRAFFIA,BE,        41.75,                    17849.95,424
,GULFOILLUB,EQ,       686.20,                  8652115.90,12591
,GULFPETRO,EQ,        43.70,                 48134134.40,1123373
,GULPOLY,EQ,       138.75,                154986283.75,1138608
,HAL,EQ,       956.85,                 99712590.20,104125
,HAPPSTMNDS,EQ,       646.20,                730919683.40,1119514
,HARRMALAYA,EQ,       145.40,                 32599454.75,223796
,HATHWAY,EQ,        21.65,                 58284766.45,2655543
,HATSUN,EQ,       749.55,                  8914714.30,11901
,HAVISHA,BE,          .80,                    44991.70,57497
,HBANKETF,EQ,       316.72,                   772795.47,2428
,HBLPOWER,EQ,        31.85,                  9306570.35,291380
,HBSL,BE,        16.75,                    27339.00,1627
,HCC,EQ,         7.30,                  9907546.95,1338528
,HCG,EQ,       184.80,                 55017882.45,289906
,HCL-INSYS,EQ,         8.35,                  4583605.70,554988
,HDFC,W3,       765.00,                 19680150.00,25800
,HDFCMFGETF,EQ,        42.51,                 20656945.95,486334
,HDFCNIFETF,EQ,       152.43,                  2483686.90,16297
,HDFCSENETF,EQ,       512.75,                   904020.61,1758
,HDIL,BZ,         4.60,                  1046084.55,228123
,HEG,EQ,      2031.75,                930030114.85,452129
,HEIDELBERG,EQ,       231.95,                 36474631.90,158323
,HEMIPROP,BE,       131.80,                 37577390.95,279870
,HERANBA,EQ,       659.65,                578430242.55,857620
,HERCULES,EQ,       113.90,                  2912149.30,25501
,HERITGFOOD,EQ,       334.30,                193849143.95,583922
,HESTERBIO,EQ,      2133.50,                 30072733.50,13762
,HEXATRADEX,BE,        91.90,                  8129629.70,88468
,HFCL,EQ,        27.60,                603023407.80,22151815
,HGINFRA,EQ,       271.25,                  9846725.35,36332
,HGS,EQ,      1618.10,                 62657553.20,38419
,HIKAL,EQ,       208.15,                671099890.85,3157666
,HIL,EQ,      3309.90,                 64834722.90,19786
,HILTON,EQ,        11.90,                    76807.30,6402
